university_id,university_name,year,world_rank,national_rank,overall_score,country,region,city,university_type,Academic Reputation Score,Employer Reputation Score,citations_score,publications_count,Citations_Count,Citations per Faculty Score,research_output_score,research_productivity_index,subject_field,total_students,international_students_count,faculty_count,faculty_to_student_ratio,gender_ratio,female_percentage,male_percentage,degree_level,Enrollment,country_avg_rank,universities_ranked_count,best_university_rank,country_avg_overall_score,country_avg_academic_reputation,country_avg_citations,country_avg_international_ratio,Teaching,Research Environment,Research Quality,international_student_percentage,global_ranking_score,research_impact_score,academic_reputation_score
U0001,University of Cambridge,2024,4.0,1.0,99.2,United Kingdom,Europe,Cambridge,Public,100.0,100.0,94.0,12.0,19.0,92.3,100.0,50.6,"Business & Management,General Engineering,Art, Performing Arts & Design,Chemical Engineering,Archaeology,Education,Chemistry,Architecture,Other Health,Veterinary Science,Sociology,Medicine & Dentistry,Mechanical & Aerospace Engineering,Psychology,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Geography,Accounting & Finance,Biological Sciences,Computer Science,Politics & International Studies (incl Development Studies),Economics & Econometrics,Law,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Civil Engineering,Physics & Astronomy,Mathematics & Statistics",20565.0,38%,"5,800",0.282,48:52:00,48.0,52.0,Undergraduate & Postgraduate,20980.0,455.4347826086956,69,1.0,50.81734057971014,25.96666666666667,388.05,48.5,95.8,100.0,98.0,38,99.7,95.72,100.0
U0002,University of Oxford,2024,5.0,2.0,98.9,United Kingdom,Europe,Oxford,Public,100.0,100.0,95.1,9.0,4.0,90.6,100.0,50.45,"Accounting & Finance,General Engineering,Communication & Media Studies,Biological Sciences,Art, Performing Arts & Design,Other Health,Mathematics & Statistics,Education,Civil Engineering,Medicine & Dentistry,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Electrical & Electronic Engineering,Physics & Astronomy,Economics & Econometrics,Law,Sociology,Business & Management,Mechanical & Aerospace Engineering,Geography,History, Philosophy & Theology,Computer Science,Chemistry,Chemical Engineering,Psychology,Archaeology,Geology, Environmental, Earth & Marine Sciences",21750.0,42%,"6,708",0.3084,49:51:00,49.0,51.0,Undergraduate & Postgraduate,22095.0,455.4347826086956,69,1.0,50.81734057971014,25.96666666666667,388.05,48.5,96.6,100.0,99.0,42,99.6,95.26,100.0
U0003,Harvard University,2024,1.0,1.0,98.3,United States,North America,Cambridge,Private,100.0,100.0,98.8,1.0,1.0,100.0,100.0,50.05,"Mathematics & Statistics,Civil Engineering,Languages, Literature & Linguistics,Art, Performing Arts & Design,Business & Management,General Engineering,Geography,Archaeology,Geology, Environmental, Earth & Marine Sciences,Computer Science,Chemistry,Sociology,Mechanical & Aerospace Engineering,Accounting & Finance,Other Health,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Agriculture & Forestry,Psychology,Economics & Econometrics,Communication & Media Studies,Biological Sciences,Architecture,Medicine & Dentistry,Law,Physics & Astronomy,Education,History, Philosophy & Theology",20050.0,25%,"4,646",0.2317,51:49:00,51.0,49.0,Undergraduate & Postgraduate,22584.0,362.265306122449,98,2.0,56.84324489795918,31.06530612244898,265.6666666666667,23.5,97.7,99.9,99.4,25,100.0,99.76,100.0
U0004,Stanford University,2024,2.0,2.0,98.1,United States,North America,Stanford,Private,100.0,100.0,99.2,10.0,2.0,99.9,100.0,50.5,"Physics & Astronomy,Computer Science,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,Agriculture & Forestry,Medicine & Dentistry,Education,Communication & Media Studies,Chemistry,Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,History, Philosophy & Theology,Psychology,Mathematics & Statistics,Biological Sciences,Sociology,Law,Accounting & Finance,Business & Management,Archaeology,General Engineering,Civil Engineering,Chemical Engineering,Other Health,Economics & Econometrics,Electrical & Electronic Engineering,Veterinary Science",14517.0,23%,"4,725",0.3255,47:53:00,47.0,53.0,Undergraduate & Postgraduate,16963.0,362.265306122449,98,2.0,56.84324489795918,31.06530612244898,265.6666666666667,23.5,99.0,97.8,99.6,23,99.9,99.8,100.0
U0005,Imperial College London,2024,30.0,4.0,97.8,United Kingdom,Europe,London,Public,98.3,99.4,88.3,21.0,29.0,94.0,100.0,51.05,"Mechanical & Aerospace Engineering,General Engineering,Mathematics & Statistics,Medicine & Dentistry,Chemical Engineering,Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences,Computer Science,Chemistry,Civil Engineering,Other Health,Electrical & Electronic Engineering,Biological Sciences",20275.0,61%,"8,000",0.3946,42:58:00,42.0,58.0,Undergraduate & Postgraduate,21000.0,455.4347826086956,69,1.0,50.81734057971014,25.96666666666667,388.05,48.5,90.9,95.5,98.6,61,97.09,95.26,98.3
U0006,UCL,2024,999.0,999.0,92.4,United Kingdom,Europe,London,Public,99.5,97.9,80.6,,0.0,74.3,100.0,50.0,"Archaeology,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Civil Engineering,Physics & Astronomy,Education,Psychology,Computer Science,Mathematics & Statistics,Architecture,Chemistry,Medicine & Dentistry,General Engineering,Economics & Econometrics,Law,Geography,Business & Management,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Languages, Literature & Linguistics,Biological Sciences,Communication & Media Studies,Other Health,Electrical & Electronic Engineering,Sociology",41110.0,61%,"7,195",0.175,59:41:00,59.0,41.0,Undergraduate & Postgraduate,46830.0,455.4347826086956,69,1.0,50.81734057971014,25.96666666666667,388.05,48.5,78.4,86.4,98.6,61,0.0,85.84,99.5
U0007,University of Pennsylvania,2024,13.0,10.0,89.4,United States,North America,Philadelphia,Private,96.4,89.1,93.6,16.0,13.0,68.4,100.0,50.8,"Economics & Econometrics,Archaeology,Medicine & Dentistry,Geography,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Law,Veterinary Science,Sociology,Biological Sciences,Psychology,Civil Engineering,Computer Science,Sport Science,Languages, Literature & Linguistics,Mathematics & Statistics,Communication & Media Studies,Agriculture & Forestry,Other Health,Business & Management,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Chemistry,Electrical & Electronic Engineering,Art, Performing Arts & Design,Chemical Engineering,Education,Architecture,Physics & Astronomy,General Engineering,History, Philosophy & Theology",21312.0,22%,"5,154",0.2418,54:46:00,54.0,46.0,Undergraduate & Postgraduate,22539.0,362.265306122449,98,2.0,56.84324489795918,31.06530612244898,265.6666666666667,23.5,87.7,89.7,97.6,22,98.8,86.08,96.4
U0008,Cornell University,2024,14.0,11.0,89.3,United States,North America,Ithaca,Private,98.1,90.5,88.1,31.0,40.0,99.1,100.0,51.55,"Other Health,Biological Sciences,Psychology,Economics & Econometrics,Mathematics & Statistics,Languages, Literature & Linguistics,Electrical & Electronic Engineering,History, Philosophy & Theology,Sociology,Physics & Astronomy,Computer Science,Chemistry,Archaeology,Veterinary Science,Politics & International Studies (incl Development Studies),General Engineering,Chemical Engineering,Law,Architecture,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Agriculture & Forestry,Business & Management,Communication & Media Studies",23620.0,24%,"2,843",0.1204,51:49:00,51.0,49.0,Undergraduate & Postgraduate,25898.0,362.265306122449,98,2.0,56.84324489795918,31.06530612244898,265.6666666666667,23.5,85.7,88.7,97.6,24,98.69,97.26,98.1
U0009,Yale University,2024,11.0,9.0,87.7,United States,North America,New Haven,Private,99.9,99.9,91.5,37.0,31.0,45.8,100.0,51.85,"Economics & Econometrics,Medicine & Dentistry,Mathematics & Statistics,Politics & International Studies (incl Development Studies),Other Health,Accounting & Finance,Architecture,Law,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Agriculture & Forestry,History, Philosophy & Theology,General Engineering,Electrical & Electronic Engineering,Chemistry,Physics & Astronomy,Archaeology,Biological Sciences,Computer Science,Psychology,Business & Management,Chemical Engineering,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Sociology",11924.0,21%,"5,391",0.4521,51:49:00,51.0,49.0,Undergraduate & Postgraduate,14401.0,362.265306122449,98,2.0,56.84324489795918,31.06530612244898,265.6666666666667,23.5,94.0,94.9,97.7,21,99.0,76.62,99.9
U0010,Peking University,2024,92.0,1.0,87.0,China (Mainland),Asia,Beijing,Public,99.4,95.4,72.2,23.0,167.0,97.5,100.0,51.15,"Other Health,Physics & Astronomy,Business & Management,Psychology,Education,Biological Sciences,Medicine & Dentistry,Communication & Media Studies,Art, Performing Arts & Design,General Engineering,Chemistry,Languages, Literature & Linguistics,Mathematics & Statistics,Computer Science,Sociology,Archaeology,Accounting & Finance,Law,Geography,Economics & Econometrics,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences",33064.0,14%,"5,302",0.1604,50:50,,,Undergraduate & Postgraduate,34981.0,328.4,35,12.0,56.53822857142857,28.66857142857143,574.8823529411765,12.0,95.6,97.3,87.2,14,90.86,93.44,99.4
U0011,Princeton University,2024,7.0,5.0,87.0,United States,North America,Princeton,Private,99.8,97.5,99.9,146.0,27.0,100.0,100.0,57.29,"Languages, Literature & Linguistics,Biological Sciences,Other Health,Psychology,Sociology,Mechanical & Aerospace Engineering,Computer Science,Politics & International Studies (incl Development Studies),Economics & Econometrics,Chemistry,Chemical Engineering,Mathematics & Statistics,History, Philosophy & Theology,Civil Engineering,Physics & Astronomy,Architecture,Agriculture & Forestry,General Engineering,Art, Performing Arts & Design,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences",7753.0,23%,"1,050",0.1354,47:53:00,47.0,53.0,Undergraduate & Postgraduate,8378.0,362.265306122449,98,2.0,56.84324489795918,31.06530612244898,265.6666666666667,23.5,96.3,97.9,98.8,23,99.4,99.98,99.8
U0012,The University of Sydney,2024,999.0,999.0,86.7,Australia,Oceania,Sydney,Public,96.0,87.7,64.3,,0.0,93.5,100.0,50.0,"History, Philosophy & Theology,Business & Management,Languages, Literature & Linguistics,Computer Science,Medicine & Dentistry,Archaeology,Chemistry,Chemical Engineering,Communication & Media Studies,Education,Sociology,Psychology,Agriculture & Forestry,Accounting & Finance,Sport Science,Art, Performing Arts & Design,Other Health,Veterinary Science,Physics & Astronomy,General Engineering,Law,Geography,Architecture,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Biological Sciences,Civil Engineering,Politics & International Studies (incl Development Studies),Economics & Econometrics,Mechanical & Aerospace Engineering,Mathematics & Statistics",57414.0,51%,"3,571",0.0622,58:42:00,58.0,42.0,Undergraduate & Postgraduate,-1.0,250.1428571428572,21,54.0,57.36819047619048,33.990476190476194,519.8125,,52.6,68.9,92.0,51,0.0,90.26,96.0
U0013,University of Toronto,2024,17.0,1.0,86.3,Canada,North America,Toronto,Public,99.7,96.0,82.2,2.0,7.0,57.2,100.0,50.1,"Politics & International Studies (incl Development Studies),Law,Education,Biological Sciences,Electrical & Electronic Engineering,Business & Management,Languages, Literature & Linguistics,General Engineering,Mathematics & Statistics,Accounting & Finance,Civil Engineering,Psychology,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Geography,Economics & Econometrics,Chemistry,Communication & Media Studies,Archaeology,Medicine & Dentistry,Agriculture & Forestry,Geology, Environmental, Earth & Marine Sciences,Computer Science,Chemical Engineering,Sport Science,Sociology,Art, Performing Arts & Design,Physics & Astronomy,Other Health,Architecture",79282.0,27%,"9,881",0.1246,56:44:00,56.0,44.0,Undergraduate & Postgraduate,-1.0,315.2173913043478,23,21.0,55.883456521739134,32.3,294.85714285714283,,77.5,94.1,92.8,27,98.39,79.32,99.7
U0014,Columbia University,2024,8.0,6.0,85.9,United States,North America,New York City,Private,99.6,98.3,92.6,20.0,10.0,40.7,100.0,51.0,"Politics & International Studies (incl Development Studies),Economics & Econometrics,Communication & Media Studies,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Mathematics & Statistics,Accounting & Finance,Agriculture & Forestry,Sport Science,Architecture,General Engineering,Chemical Engineering,Psychology,Law,Languages, Literature & Linguistics,Electrical & Electronic Engineering,History, Philosophy & Theology,Sociology,Computer Science,Chemistry,Archaeology,Other Health,Mechanical & Aerospace Engineering,Medicine & Dentistry,Biological Sciences,Physics & Astronomy,Business & Management",25914.0,35%,"7,087",0.2735,50:50,,,Undergraduate & Postgraduate,-1.0,362.265306122449,98,2.0,56.84324489795918,31.06530612244898,265.6666666666667,23.5,88.6,89.7,97.4,35,99.3,74.8,99.6
U0015,Tsinghua University,2024,98.0,2.0,84.9,China (Mainland),Asia,Beijing,Public,99.1,96.9,52.7,22.0,108.0,98.9,100.0,51.1,"Economics & Econometrics,Languages, Literature & Linguistics,Art, Performing Arts & Design,Geography,Education,Other Health,Communication & Media Studies,Sociology,Accounting & Finance,Architecture,Chemistry,Chemical Engineering,History, Philosophy & Theology,Physics & Astronomy,Mechanical & Aerospace Engineering,General Engineering,Business & Management,Medicine & Dentistry,Civil Engineering,Psychology,Electrical & Electronic Engineering,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Sport Science,Computer Science,Archaeology,Politics & International Studies (incl Development Studies),Law,Biological Sciences",38518.0,10%,"6,174",0.1603,50:50,,,Undergraduate & Postgraduate,38289.0,328.4,35,12.0,56.53822857142857,28.66857142857143,574.8823529411765,12.0,95.3,98.1,93.2,10,90.26,90.1,99.1
U0016,Johns Hopkins University,2024,16.0,13.0,84.5,United States,North America,Baltimore,Private,87.3,59.7,92.3,8.0,3.0,89.4,100.0,50.4,"Sociology,General Engineering,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Accounting & Finance,Archaeology,Psychology,Biological Sciences,Art, Performing Arts & Design,Business & Management,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Medicine & Dentistry,Economics & Econometrics,Chemical Engineering,Education,Languages, Literature & Linguistics,Chemistry,Other Health,Physics & Astronomy,Computer Science,Mathematics & Statistics,Mechanical & Aerospace Engineering,History, Philosophy & Theology",15772.0,28%,"4,855",0.3078,56:44:00,56.0,44.0,Undergraduate & Postgraduate,-1.0,362.265306122449,98,2.0,56.84324489795918,31.06530612244898,265.6666666666667,23.5,84.4,92.3,97.2,28,98.49,94.22,87.3
U0017,The University of Tokyo,2024,999.0,999.0,84.3,Japan,Asia,Tokyo,Public,100.0,99.8,58.1,,0.0,70.0,100.0,50.0,"Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Chemical Engineering,Computer Science,Communication & Media Studies,Archaeology,General Engineering,Geography,Business & Management,Civil Engineering,Sport Science,Mechanical & Aerospace Engineering,Other Health,Physics & Astronomy,Biological Sciences,Law,Mathematics & Statistics,Languages, Literature & Linguistics,Veterinary Science,Electrical & Electronic Engineering,Medicine & Dentistry,History, Philosophy & Theology,Education,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Agriculture & Forestry,Sociology,Architecture,Chemistry,Psychology",26345.0,15%,"4,473",0.1698,50:50,,,Undergraduate & Postgraduate,-1.0,1011.972972972973,37,29.0,35.23782432432433,24.98108108108108,567.8518518518518,,93.9,94.2,67.8,15,0.0,79.62,100.0
U0018,McGill University,2024,37.0,2.0,83.7,Canada,North America,Montreal,Public,93.7,87.6,69.0,44.0,39.0,62.1,100.0,52.2,"Accounting & Finance,Education,Biological Sciences,Art, Performing Arts & Design,Archaeology,Law,Politics & International Studies (incl Development Studies),Other Health,Computer Science,Mathematics & Statistics,Architecture,Languages, Literature & Linguistics,Civil Engineering,Psychology,Business & Management,Chemistry,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Medicine & Dentistry,Sport Science,Sociology,History, Philosophy & Theology,Chemical Engineering,Agriculture & Forestry,Geography,General Engineering,Physics & Astronomy,Electrical & Electronic Engineering,Communication & Media Studies",30821.0,29%,"3,876",0.1258,61:39:00,61.0,39.0,Undergraduate & Postgraduate,-1.0,315.2173913043478,23,21.0,55.883456521739134,32.3,294.85714285714283,,62.3,72.3,88.8,29,96.39,78.64,93.7
U0019,University of Michigan-Ann Arbor,2024,999.0,999.0,81.7,United States,North America,Ann Arbor,Public,98.3,89.9,84.1,,0.0,56.2,100.0,50.0,"Chemistry,Architecture,Agriculture & Forestry,Languages, Literature & Linguistics,Psychology,Sociology,Law,Computer Science,Chemical Engineering,Other Health,Archaeology,Mathematics & Statistics,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Civil Engineering,Electrical & Electronic Engineering,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Physics & Astronomy,Economics & Econometrics,General Engineering,Medicine & Dentistry,Education,Accounting & Finance,Biological Sciences,Sport Science,Business & Management,Communication & Media Studies,Geology, Environmental, Earth & Marine Sciences",45783.0,16%,"7,132",0.1558,51:49:00,51.0,49.0,Undergraduate & Postgraduate,-1.0,362.265306122449,98,2.0,56.84324489795918,31.06530612244898,265.6666666666667,23.5,84.7,87.4,95.5,16,0.0,79.3,98.3
U0020,University of British Columbia,2024,38.0,3.0,81.5,Canada,North America,Vancouver,Public,98.2,93.5,80.3,25.0,24.0,57.0,100.0,51.25,"Psychology,Geography,Biological Sciences,General Engineering,Communication & Media Studies,Chemical Engineering,Mathematics & Statistics,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Chemistry,Education,Civil Engineering,Other Health,Medicine & Dentistry,Accounting & Finance,Archaeology,Law,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Agriculture & Forestry,Economics & Econometrics,Politics & International Studies (incl Development Studies),Architecture,Art, Performing Arts & Design,Computer Science,Sport Science,Sociology,Mechanical & Aerospace Engineering,Business & Management,History, Philosophy & Theology",58987.0,34%,"6,201",0.1051,55:45:00,55.0,45.0,Undergraduate & Postgraduate,-1.0,315.2173913043478,23,21.0,55.883456521739134,32.3,294.85714285714283,,62.5,76.6,90.5,34,96.29,78.86,98.2
U0021,Technical University of Munich,2024,112.0,5.0,80.0,Germany,Europe,Munich,Public,83.9,98.2,71.2,106.0,139.0,59.6,100.0,55.29,"Chemical Engineering,Chemistry,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Other Health,Geology, Environmental, Earth & Marine Sciences,Medicine & Dentistry,Biological Sciences,Electrical & Electronic Engineering,Accounting & Finance,Business & Management,Civil Engineering,Physics & Astronomy,Computer Science,Mathematics & Statistics,Education,Sport Science,Architecture,General Engineering,Agriculture & Forestry,Sociology",35506.0,39%,"6,663",0.1877,37 : 63,37.0,63.0,Undergraduate & Postgraduate,-1.0,234.0,9,31.0,59.47188888888888,32.65555555555556,257.5,,69.8,85.1,90.0,39,88.86,78.08,83.9
U0022,Institut Polytechnique de Paris,2024,999.0,999.0,79.5,France,Europe,Palaiseau Cedex,Public,44.8,99.6,,,0.0,93.8,100.0,50.0,General,6073.0,42%,"1,057",0.174,25 : 75,25.0,75.0,Undergraduate & Postgraduate,-1.0,373.0,9,58.0,54.703833333333336,38.41111111111111,207.0,,71.0,61.6,70.8,42,0.0,88.57,44.8
U0023,Seoul National University,2024,60.0,1.0,78.5,South Korea,Asia,Seoul,Public,99.0,98.2,54.6,19.0,129.0,64.9,100.0,50.95,"Politics & International Studies (incl Development Studies),Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,Mechanical & Aerospace Engineering,Civil Engineering,Economics & Econometrics,Veterinary Science,Accounting & Finance,Other Health,Education,General Engineering,Agriculture & Forestry,Architecture,Archaeology,Mathematics & Statistics,Computer Science,Geography,Chemical Engineering,Physics & Astronomy,Business & Management,Sociology,Medicine & Dentistry,Art, Performing Arts & Design,Law,Electrical & Electronic Engineering,History, Philosophy & Theology,Languages, Literature & Linguistics,Psychology,Sport Science,Chemistry",28620.0,13%,"3,859",0.1348,50:50,,,Undergraduate & Postgraduate,-1.0,667.5,18,62.0,43.17502777777778,24.98333333333333,605.0,,74.2,75.3,74.6,13,94.08,76.88,99.0
U0024,Monash University,2024,124.0,6.0,78.2,Australia,Oceania,Melbourne,Public,88.4,75.2,60.5,56.0,101.0,88.4,100.0,52.8,"Economics & Econometrics,Sport Science,Art, Performing Arts & Design,Geography,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Civil Engineering,Physics & Astronomy,Education,Communication & Media Studies,Architecture,Medicine & Dentistry,Law,Politics & International Studies (incl Development Studies),Other Health,Biological Sciences,Sociology,Accounting & Finance,Mathematics & Statistics,Electrical & Electronic Engineering,Business & Management,Chemical Engineering,Psychology,Archaeology,Computer Science,Chemistry,Languages, Literature & Linguistics,General Engineering,Geology, Environmental, Earth & Marine Sciences",58460.0,38%,"3,852",0.0659,56:44:00,56.0,44.0,Undergraduate & Postgraduate,-1.0,250.1428571428572,21,54.0,57.36819047619048,33.990476190476194,519.8125,,55.3,67.8,94.7,38,87.65,87.46,88.4
U0025,The University of Queensland,2024,999.0,999.0,78.1,Australia,Oceania,Brisbane City,Public,87.1,73.7,69.0,,0.0,87.0,100.0,50.0,"History, Philosophy & Theology,Civil Engineering,Veterinary Science,Sociology,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,Architecture,Biological Sciences,Archaeology,Medicine & Dentistry,Sport Science,Accounting & Finance,General Engineering,Communication & Media Studies,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Computer Science,Mathematics & Statistics,Physics & Astronomy,Electrical & Electronic Engineering,Law,Other Health,Chemistry,Education,Chemical Engineering,Psychology,Economics & Econometrics,Geography,Agriculture & Forestry,Art, Performing Arts & Design,Business & Management",42847.0,42%,"3,513",0.082,55:45:00,55.0,45.0,Undergraduate & Postgraduate,-1.0,250.1428571428572,21,54.0,57.36819047619048,33.990476190476194,519.8125,,52.9,64.3,89.1,42,0.0,88.6,87.1
U0026,Zhejiang University,2024,157.0,4.0,77.8,China (Mainland),Asia,Hangzhou,Public,73.8,95.7,44.3,15.0,304.0,97.6,100.0,50.75,"Architecture,Other Health,Biological Sciences,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Veterinary Science,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,History, Philosophy & Theology,General Engineering,Sport Science,Geography,Art, Performing Arts & Design,Communication & Media Studies,Computer Science,Medicine & Dentistry,Physics & Astronomy,Law,Economics & Econometrics,Agriculture & Forestry,Psychology,Business & Management,Chemical Engineering,Mathematics & Statistics,Archaeology,Accounting & Finance,Education,Chemistry,Sociology,Civil Engineering,Geology, Environmental, Earth & Marine Sciences",48169.0,16%,"6,065",0.1259,50:50,,,Undergraduate & Postgraduate,-1.0,328.4,35,12.0,56.53822857142857,28.66857142857143,574.8823529411765,12.0,70.2,75.3,78.7,16,84.34,87.9,73.8
U0027,Kyoto University,2024,26.0,2.0,76.3,Japan,Asia,Kyoto,Public,98.7,99.1,46.3,29.0,101.0,49.3,100.0,51.45,"Biological Sciences,Art, Performing Arts & Design,Electrical & Electronic Engineering,Communication & Media Studies,Medicine & Dentistry,Archaeology,Chemistry,Agriculture & Forestry,Education,Other Health,Civil Engineering,Sociology,Accounting & Finance,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,History, Philosophy & Theology,Psychology,Law,Chemical Engineering,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Computer Science,Geography,Architecture,Sport Science,General Engineering,Business & Management,Politics & International Studies (incl Development Studies),Physics & Astronomy",21817.0,11%,"3,911",0.1793,25 : 75,25.0,75.0,Undergraduate & Postgraduate,-1.0,1011.972972972973,37,29.0,35.23782432432433,24.98108108108108,567.8518518518518,,85.4,84.3,60.0,11,97.49,68.98,98.7
U0028,Delft University of Technology,2024,284.0,10.0,76.2,Netherlands,Europe,Delft,Public,73.0,79.0,29.0,224.0,363.0,84.9,100.0,61.19,"Computer Science,Agriculture & Forestry,History, Philosophy & Theology,Sport Science,Other Health,Geography,Chemical Engineering,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Education,General Engineering,Communication & Media Studies,Business & Management,Civil Engineering,Politics & International Studies (incl Development Studies),Economics & Econometrics,Biological Sciences,Mechanical & Aerospace Engineering,Architecture,Physics & Astronomy,Electrical & Electronic Engineering,Chemistry,Art, Performing Arts & Design",21262.0,30%,"2,041",0.096,31 : 69,31.0,69.0,Undergraduate & Postgraduate,-1.0,116.22222222222224,9,48.0,67.17744444444445,47.4,271.0,,66.7,78.2,76.5,30,71.59,79.76,73.0
U0029,Northwestern University,2024,23.0,18.0,76.2,United States,North America,Evanston,Private,83.8,60.2,95.3,52.0,34.0,70.3,100.0,52.6,"Computer Science,Geography,Physics & Astronomy,Languages, Literature & Linguistics,Business & Management,Biological Sciences,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Accounting & Finance,Mathematics & Statistics,Civil Engineering,Sociology,Education,General Engineering,History, Philosophy & Theology,Architecture,Economics & Econometrics,Mechanical & Aerospace Engineering,Communication & Media Studies,Medicine & Dentistry,Law,Psychology,Art, Performing Arts & Design,Electrical & Electronic Engineering,Chemistry,Other Health",18894.0,18%,"3,652",0.1933,52:48:00,52.0,48.0,Undergraduate & Postgraduate,-1.0,362.265306122449,98,2.0,56.84324489795918,31.06530612244898,265.6666666666667,23.5,72.3,78.8,97.8,18,97.79,87.18,83.8
U0030,Northwestern University,2024,23.0,18.0,76.2,United States,North America,Evanston,Private,83.8,60.2,95.3,52.0,34.0,70.3,100.0,52.6,"Computer Science,Geography,Physics & Astronomy,Languages, Literature & Linguistics,Business & Management,Biological Sciences,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Accounting & Finance,Mathematics & Statistics,Civil Engineering,Sociology,Education,General Engineering,History, Philosophy & Theology,Architecture,Economics & Econometrics,Mechanical & Aerospace Engineering,Communication & Media Studies,Medicine & Dentistry,Law,Psychology,Art, Performing Arts & Design,Electrical & Electronic Engineering,Chemistry,Other Health",18894.0,18%,"3,652",0.1933,52:48:00,52.0,48.0,Undergraduate & Postgraduate,-1.0,362.265306122449,98,2.0,56.84324489795918,31.06530612244898,265.6666666666667,23.5,72.3,78.8,97.8,18,97.79,87.18,83.8
U0031,Fudan University,2024,170.0,5.0,74.4,China (Mainland),Asia,Shanghai,Public,84.7,89.8,42.9,54.0,275.0,72.4,100.0,52.7,"Mechanical & Aerospace Engineering,Chemical Engineering,Mathematics & Statistics,Psychology,Physics & Astronomy,Other Health,Geology, Environmental, Earth & Marine Sciences,Business & Management,Communication & Media Studies,Languages, Literature & Linguistics,Geography,Law,Medicine & Dentistry,Chemistry,Economics & Econometrics,General Engineering,Politics & International Studies (incl Development Studies),Archaeology,Electrical & Electronic Engineering,Biological Sciences,History, Philosophy & Theology,Education,Art, Performing Arts & Design,Computer Science,Sociology,Accounting & Finance,Agriculture & Forestry",38101.0,9%,"4,526",0.1188,52:48:00,52.0,48.0,Undergraduate & Postgraduate,-1.0,328.4,35,12.0,56.53822857142857,28.66857142857143,574.8823529411765,12.0,76.5,75.3,83.5,9,83.03,77.54,84.7
