university_id,2024 RANK,University,Country Code,Country,SIZE,FOCUS,AGE,STATUS,Academic Reputation Score,Employer Reputation Score,Faculty Student Score,Faculty Student Rank,Citations per Faculty Score,Citations per Faculty Rank,International Research Network Score,Employment Outcomes Score,Employment Outcomes Rank,Student Population,International Students,Overall Score,Teaching,Research Environment,Research Quality,Industry Impact,International Outlook,Year,Citations_Count,universities_ranked_count_x,best_university_rank,Country_Avg_Overall_Score,Country_Avg_Academic_Reputation,Country_Avg_Rank,female_percentage,male_percentage,Citation_Score,Research_Output_Score,Enrollment,Undergrad_Students,Postgrad_Students,International_Students (%),Tuition_Fee_USD,Acceptance_Rate (%),Graduation_Rate (%),Employability_Rank,QS_Subject_Rank,QS_Rank,THE_Rank,ARWU_Rank,Region,Faculty_Count,Student_Faculty_Ratio,Country_Avg_International_Ratio,Research_Impact_Score,Employability_Score,Internationalization_Score,Research_Productivity_Index,Citation_Total_Score,Academic_Excellence_Score,University_Performance_Index,H_Index,Publication_Count,clean_name
U0568,1001-1200,Universitas Sebelas Maret,ID,Indonesia,XL,FC,3,A,10.7,11.5,13.6,701.0,1.5,701.0,1.0,7.5,701.0,27580,2%,25.89,19.3,19.3,33.9,48.3,33.3,2024,460.0,11,1332,21.12568182,12.31818182,1580.0,64.0,36.0,40.48700674,75.0,27604,17327,10277.0,231.0,52630.5,3.0,95.5,7.5,10,1201,1202.0,11.5,Asia,1829.0,16.0,0.5,28.06,9.5,6.15,3.34,0.0,0.0,0.102131051,222.0,6380.0,universitas sebelas maret
U0591,1001-1200,Yarmouk University,JO,Jordan,L,FC,3,A,11.9,14.5,2.8,701.0,2.5,701.0,3.9,28.4,283.0,31177,11%,26.876,19.9,12.9,41.5,20.8,53.1,2024,460.0,5,1156,26.732,7.92,1287.6,57.0,43.0,5.2,50.0,21300,15043,6257.0,537.0,52630.5,15.0,95.5,7.5,10,1201,875.5,11.5,Asia,1113.0,31.0,0.5,30.06,21.45,10.85,5.8,0.0,0.0,0.11172918,113.0,15132.0,yarmouk university
U0593,1201-1400,Lucian Blaga University of Sibiu,RO,Romania,L,FC,3,A,3.7,2.5,8.1,701.0,1.8,701.0,49.8,9.0,701.0,13369,3%,21.2295,18.5,14.0,29.7,16.8,28.4,2024,673.0,6,1139,23.05858333,6.883333333,1481.666667,59.0,41.0,27.07221646,50.0,13293,8991,4302.0,302.0,52630.5,4.0,95.5,7.5,10,1201,1552.0,11.5,Europe,795.0,17.0,0.5,23.42,5.75,7.8,3.0,0.201698302,0.0,0.120455623,149.0,2181.0,lucian blaga university of sibiu
U0595,1201-1400,Alexandru Ioan Cuza University,RO,Romania,L,FO,5,A,8.0,8.0,5.3,701.0,2.9,701.0,1.8,8.0,701.0,25443,8%,21.6035,16.5,12.1,31.6,18.3,40.2,2024,673.0,6,1139,23.05858333,6.883333333,1481.666667,56.0,44.0,5.8,100.0,24352,16949,7403.0,471.0,52630.5,9.0,95.5,7.5,10,1201,1100.5,11.5,Europe,1077.0,22.0,0.5,23.8,8.0,7.25,1.33,0.201698302,0.0,0.123052686,91.0,2369.0,alexandru ioan cuza university
U0546,1001-1200,Mansoura University,EG,Egypt,XL,FC,4,A,12.9,8.1,3.2,701.0,2.4,701.0,33.5,9.6,701.0,174302,4%,36.608,19.5,12.4,68.1,31.8,74.1,2024,898.0,7,818,31.52378571,13.07142857,1062.714286,50.0,50.0,5.0,75.0,165971,113034,52937.0,49.0,52630.5,14.0,95.5,7.5,10,1201,1100.5,11.5,Africa,7556.0,24.0,0.5,45.82,8.85,4.95,0.096744309,0.843606394,658.3,0.556394827,236.0,48774.0,mansoura university
U0182,289,University of Galway,IE,Ireland,L,FC,5,A,26.3,28.2,61.2,230.0,13.5,666.0,45.7,30.7,249.0,15734,16%,51.6575,32.9,33.8,76.7,83.0,77.6,2024,539.0,7,231,47.20792857,23.4,484.2857143,59.0,41.0,31.3,75.0,15340,7321,8019.0,1.6360000000000001,52630.5,20.0,95.5,7.5,10,356.0,356.0,11.5,Europe,1430.0,10.72727273,0.5,59.54,29.45,65.8,3.93,0.163036963,0.0,0.336426426,272.0,5622.0,university of galway
U0194,307,Daegu Gyeongbuk Institute of Science and Technology (DGIST),KR,South Korea,S,FO,2,A,10.4,7.5,89.0,90.0,100.0,7.0,1.0,4.7,701.0,742,4%,50.8285,48.8,38.9,64.8,78.1,34.5,2024,541.0,18,62,43.17502778,24.98333333,667.5,36.0,64.0,23.8,100.0,22317,11755,10197.5,1.712,52630.5,10.5,95.5,7.5,10,370.0,9.5,11.5,Asia,180.0,8.0,0.5,54.44,6.1,4.5,2.64,0.181318681,0.0,0.323504596,150.0,3956.0,daegu gyeongbuk institute of science and technology dgist
U0203,323,University of Pretoria,ZA,South Africa,XL,FC,5,A,23.6,52.3,3.5,701.0,20.7,550.0,97.6,58.4,104.0,37315,6%,43.562,31.2,34.3,56.7,69.9,61.4,2024,460.0,8,167,43.0708125,17.4875,629.0,59.0,41.0,31.2,100.0,34827,24452,10375.0,2.786,52630.5,7.0,95.5,7.5,10,601-650,362.0,11.5,Africa,1.613,27.0,0.5,47.74,55.35,15.7,257.9045257,0.489330669,546.4,0.476434184,289.0,6296.0,university of pretoria
U0211,336,Middle East Technical University,TR,Turkey,L,CO,4,A,29.0,63.7,9.0,701.0,22.2,525.0,32.2,24.6,339.0,16182,12%,49.094,44.2,43.1,53.6,81.9,56.0,2024,460.0,10,382,34.57495,16.61,965.9,49.0,51.0,66.4,100.0,15224,10903,4321.0,1.683,52630.5,13.0,95.5,7.5,10,551-560,269.0,11.5,Asia,1.049,17.0,0.5,49.4,44.15,14.35,480.4575786,0.471378621,456.4,0.47893594,160.0,3091.0,middle east technical university
U0217,344,University of Aveiro,PT,Portugal,L,CO,4,A,13.4,6.6,13.8,701.0,84.3,98.0,72.3,6.7,701.0,13563,11%,39.5115,27.1,30.2,57.3,48.1,48.6,2024,898.0,4,436,43.51375,24.425,561.25,54.0,46.0,40.9,100.0,14095,8826,5269.0,3.5075000000000003,52630.5,11.0,95.5,7.5,10,601-650,419.0,11.5,Europe,1.4,7.0,0.5,46.46,6.65,8.9,295.0,0.775574426,658.3,0.553181424,262.0,2196.0,university of aveiro
U0228,360,University of Tehran,IR,"Iran, Islamic Republic of",XL,CO,4,A,18.7,38.8,3.4,701.0,67.5,159.0,68.6,17.5,475.0,54890,2%,45.8675,37.7,28.4,71.9,60.5,33.6,2024,1001.0,6,325,44.60775,8.5,553.5,0.274305556,54.0,91.1,100.0,55821,29672,26149.0,787.0,52630.5,2.0,95.5,7.5,10,521-530,322.0,11.5,Asia,2.118,21.0,0.5,54.5,28.15,1.95,102.4551464,0.945204795,547.7,0.618884532,723.0,22226.0,university of tehran
U0231,371,Cairo University,EG,Egypt,XL,FC,5,A,43.7,33.2,8.0,701.0,2.8,701.0,48.7,72.5,63.0,202915,5%,35.683,25.0,18.5,59.9,39.2,45.4,2024,541.0,7,818,31.52378571,13.07142857,1062.714286,60.0,40.0,6.0,100.0,173478,111505,61973.0,10.367,52630.5,7.0,95.5,7.5,10,571-580,347.0,11.5,Africa,11.924,16.0,0.5,43.34,52.85,4.45,31.70077155,0.593956044,596.3,0.469186521,235.0,55777.0,cairo university
U0236,381,University of Luxembourg,LU,Luxembourg,M,CO,2,A,9.1,4.9,77.2,152.0,28.6,447.0,18.4,25.6,323.0,5599,49%,56.048,39.6,39.4,78.1,63.0,93.2,2024,460.0,1,243,56.048,9.1,243.0,53.0,47.0,39.5,100.0,5718,3866,1852.0,4.7455,52630.5,52.0,95.5,7.5,10,381.0,381.0,11.5,,521.0,10.97504798,0.5,62.62,15.25,100.0,2.7,0.0,0.0,0.322348565,113.0,1406.0,university of luxembourg
U0239,387,Aix-Marseille University,FR,France,XL,FC,5,A,36.1,4.5,8.3,701.0,26.5,468.0,99.4,11.3,701.0,72946,14%,50.3935,43.0,27.2,71.9,63.2,76.3,2024,139.0,9,58,54.70383333,38.41111111,373.0,60.0,40.0,29.7,100.0,39339,22722,16617.0,8.651,52630.5,19.56982855,95.5,7.5,10,501-510,428.0,11.5,Europe,4.069,17.0,0.5,54.02,7.9,19.2,21.38117474,0.159240759,533.9,0.43667931,205.0,6188.0,aixmarseille university
U0241,387,Concordia University,CA,Canada,XL,CO,3,A,15.0,15.2,3.0,701.0,23.7,504.0,40.4,30.2,254.0,36749,34%,45.0855,25.7,29.3,66.2,66.3,86.6,2024,1001.0,23,21,55.88345652,32.3,315.2173913,50.0,50.0,32.0,100.0,36811,26994,9817.0,11.717,52630.5,35.0,95.5,7.5,10,521-530,465.0,11.5,North America,2282.0,25.0,0.5,51.44,22.7,84.8,0.265118317,0.788368774,438.4,0.543095885,255.0,7389.0,concordia university
U0247,400,Masaryk University,CZ,Czech Republic,XL,CO,5,A,23.2,32.2,10.4,701.0,15.2,628.0,56.2,14.6,575.0,32789,23%,38.301,25.9,31.0,50.1,41.7,66.3,2024,898.0,11,459,29.91190909,13.75454545,1151.727273,62.0,38.0,18.8,100.0,33661,24558,9103.0,7.3,52630.5,25.0,95.5,7.5,10,551-560,430.0,11.5,Europe,1.892,15.0,0.5,42.46,23.4,49.85,264.2706131,0.804095904,658.3,0.544270779,268.0,16125.0,masaryk university
U0249,404,Istanbul Technical University,TR,Turkey,L,FO,5,A,24.2,60.4,12.1,701.0,13.3,674.0,37.2,23.0,365.0,19055,14%,43.642,35.8,36.6,51.8,87.3,45.8,2024,405.0,10,382,34.57495,16.61,965.9,42.0,58.0,48.9,100.0,18037,11401,6636.0,3.196,52630.5,15.0,95.5,7.5,10,701-750,298.0,11.5,Asia,1.8,13.0,0.5,45.72,41.7,12.8,326.1111111,0.432917083,593.5,0.467826647,142.0,5217.0,istanbul technical university
U0252,407,University of Delhi,IN,India,L,FC,5,A,36.1,28.2,3.9,701.0,22.5,522.0,24.7,91.4,34.0,29532,1%,34.0035,40.4,24.2,39.0,40.5,23.3,2024,1001.0,16,218,38.128875,14.1375,783.3125,48.0,52.0,47.1,100.0,24204,17467,6737.0,322.0,52630.5,2.0,95.5,7.5,10,501-510,328.0,11.5,Asia,1.171,22.0,0.5,33.08,59.8,1.55,485.9094791,0.932867133,252.2,0.44026881,254.0,3415.0,university of delhi
U0260,426,University of Limerick,IE,Ireland,L,FC,4,A,17.5,29.1,14.0,701.0,21.9,529.0,34.6,13.9,614.0,14640,15%,45.422,27.1,32.6,64.1,75.9,76.1,2024,898.0,7,231,47.20792857,23.4,484.2857143,50.0,50.0,34.5,75.0,14691,10543,4148.0,1.857,52630.5,18.0,95.5,7.5,10,501-510,401.0,11.5,Europe,952.0,14.0,0.5,51.5,21.5,58.5,0.973739496,0.791008991,616.9,0.585988539,149.0,1900.0,university of limerick
U0261,427,Anna University,IN,India,L,FO,3,A,8.5,8.5,5.3,701.0,99.8,12.0,33.8,9.8,701.0,12824,1%,42.357,32.0,26.3,72.4,51.0,20.4,2024,898.0,16,218,38.128875,14.1375,783.3125,41.0,59.0,99.8,100.0,11396,7743,3653.0,197.0,52630.5,1.0,95.5,7.5,10,801-1000,465.0,11.5,Asia,730.0,21.0,0.5,53.96,9.15,0.75,3.03,0.232867133,0.0,0.299967359,265.0,3037.0,anna university
U0263,431,KoÃ§ University,TR,Turkey,M,FC,3,B,22.4,47.3,24.0,591.0,28.6,448.0,6.4,11.0,701.0,6427,9%,49.777,31.8,40.5,68.9,91.9,57.4,2024,460.0,10,382,34.57495,16.61,965.9,49.0,51.0,79.2,75.0,22317,11755,10197.5,368.0,52630.5,10.5,95.5,7.5,10,511-520,9.5,11.5,Asia,560.0,11.0,0.5,57.54,29.15,19.25,3.385,0.1497003,0.0,0.319787807,125.5,9391.5,ko university
U0264,431,Murdoch University,AU,Australia,M,CO,3,A,7.3,5.3,5.4,701.0,53.1,242.0,40.1,14.2,593.0,14816,38%,49.601,23.2,29.6,81.4,67.2,94.2,2024,1001.0,21,54,57.36819048,33.99047619,250.1428571,62.0,38.0,49.6,100.0,15815,10222,5593.0,3.106,52630.5,53.0,95.5,7.5,10,581-590,423.0,11.5,Oceania,613.0,21.0,0.5,60.68,9.75,81.45,1.396411093,0.855787962,621.7,0.645895718,206.0,2949.0,murdoch university
U0272,444,National and Kapodistrian University of Athens,GR,Greece,XL,FC,5,A,26.3,31.6,2.0,701.0,29.1,441.0,72.8,28.9,276.0,67934,11%,44.625,22.6,23.9,77.3,89.8,56.6,2024,275.0,8,521,35.50925,15.3625,882.625,59.0,41.0,45.1,100.0,66736,44526,22210.0,6.228,52630.5,12.0,95.5,7.5,10,651-700,390.0,11.5,Europe,2.164,31.0,0.5,55.94,30.25,13.05,92.88354898,0.328671329,548.2,0.463685977,512.0,14705.0,national and kapodistrian university of athens
U0276,451,Iran University of Science and Technology,IR,"Iran, Islamic Republic of",L,FO,4,A,6.6,23.2,2.5,701.0,94.8,54.0,11.1,5.5,701.0,14679,1%,48.0965,33.6,37.4,75.2,73.9,24.3,2024,673.0,6,325,44.60775,8.5,553.5,35.0,65.0,99.9,100.0,12556,7191,5365.0,138.0,52630.5,7.0,95.5,7.5,10,541-550,496.0,11.5,Asia,532.0,29.0,0.5,60.08,14.35,0.75,1.026315789,0.715834166,658.3,0.611359294,286.0,3547.0,iran university of science and technology
U0281,465,University of Bordeaux,FR,France,XL,FO,5,A,30.2,5.3,14.4,701.0,21.4,537.0,91.2,11.9,701.0,52643,14%,49.058,37.2,29.9,72.5,66.7,66.6,2024,460.0,9,58,54.70383333,38.41111111,373.0,60.0,40.0,56.8915741,100.0,51535,39329,12206.0,5.643,52630.5,15.0,95.5,7.5,10,501-510,472.0,11.5,Europe,3.195,15.0,0.5,55.46,8.6,22.55,162.4413146,0.383716284,651.9,0.518121169,304.0,14296.0,university of bordeaux
U0282,465,University of Sharjah,AE,United Arab Emirates,L,CO,3,B,16.7,18.8,5.5,701.0,13.5,668.0,35.9,14.1,600.0,12848,51%,50.2695,20.7,25.7,93.8,29.0,98.8,2024,460.0,5,229,49.6779,18.2,399.2,67.0,33.0,52.2,75.0,12327,7487,4840.0,6.988,52630.5,51.0,95.5,7.5,10,601-650,328.0,11.5,Asia,678.0,18.0,0.5,66.56,16.45,99.85,2.63,0.0,0.0,0.309265568,202.0,1831.0,university of sharjah
U0286,480,Missouri University of Science and Technology,US,United States,M,CO,5,A,4.6,4.8,6.5,701.0,85.1,94.0,2.1,9.6,701.0,7271,9%,47.951,33.2,28.7,69.6,88.1,72.4,2024,1001.0,98,2,56.8432449,31.06530612,362.2653061,24.0,76.0,87.7,100.0,7306,4991,2315.0,557.0,52630.5,13.0,95.5,7.5,10,511-520,628.0,11.5,North America,369.0,18.0,0.5,53.24,7.2,36.7,2.482384824,0.77962038,475.6,0.566219656,175.0,1891.0,missouri university of science and technology
U0287,481,Bangor University,UK,United Kingdom,M,FC,5,A,8.8,5.3,14.9,701.0,39.7,346.0,24.6,13.0,661.0,8130,23%,46.476,27.6,25.3,72.7,64.3,88.2,2024,673.0,69,1,50.81734058,25.96666667,455.4347826,61.0,39.0,48.0,100.0,9035,6838,2197.0,2.196,52630.5,31.0,95.5,7.5,10,601-650,566.0,11.5,Europe,740.0,12.0,1.869565217,53.74,9.15,48.8,1.17027027,0.586928072,516.8,0.522700965,303.0,5094.0,bangor university
U0288,481,Leibniz University Hannover,DE,Germany,L,CO,5,A,21.3,33.2,16.8,701.0,14.8,640.0,44.3,13.1,654.0,19807,15%,49.5925,38.3,41.5,62.1,81.6,58.2,2024,204.5,9,31,59.47188889,32.65555556,234.0,44.0,56.0,21.7,100.0,17855,10836,7019.0,4.157,52630.5,16.0,95.5,7.5,10,601-650,378.0,11.5,Europe,2.54,10.0,0.5,53.86,23.15,35.55,5.47,0.077172827,0.0,0.290748141,195.0,6193.0,leibniz university hannover
U0289,481,Satbayev University,KZ,Kazakhstan,M,FO,4,A,23.3,36.0,84.3,111.0,1.2,701.0,1.0,10.5,701.0,8114,5%,18.459,22.7,10.8,8.5,23.2,68.7,2024,460.0,2,1381,21.78675,37.35,1542.0,44.0,56.0,1.7,100.0,8346,5088,3258.0,131.0,52630.5,17.0,95.5,7.5,10,501-510,331.0,11.5,Asia,1.281,7.0,0.5,9.42,23.25,22.35,2.78,0.0,0.0,0.019962842,33.0,2334.0,satbayev university
U0290,486,University of Electronic Science and Technology of China,CN,China (Mainland),XL,CO,4,A,4.3,3.0,8.6,701.0,96.4,46.0,21.7,7.6,701.0,37498,3%,50.7065,34.8,35.2,80.9,85.5,33.9,2024,673.0,35,12,56.53822857,28.66857143,328.4,30.0,70.0,99.9,100.0,39817,31767,8050.0,960.0,52630.5,2.0,95.5,7.5,10,591-600,519.0,11.5,Asia,2.032,16.0,-0.257142857,62.62,5.3,3.0,143.2086614,0.642921784,574.0,0.59173816,462.0,7496.0,university of electronic science and technology of china
U0291,486,University of Guelph,CA,Canada,L,CO,4,A,13.5,20.9,5.8,701.0,47.5,286.0,22.3,13.1,658.0,22936,10%,47.9365,32.6,36.2,66.2,78.1,64.5,2024,200.0,23,21,55.88345652,32.3,315.2173913,59.0,41.0,38.6,100.0,23314,13447,9867.0,2.202,52630.5,11.0,95.5,7.5,10,581-590,504.0,11.5,North America,1.102,19.0,0.5,54.2,17.0,29.3,326.6787659,0.228228914,658.3,0.472587751,291.0,4688.0,university of guelph
U0292,491,Dalian University of Technology,CN,China (Mainland),XL,CO,4,A,9.1,3.2,16.8,701.0,79.8,110.0,16.3,13.7,627.0,37389,3%,47.982,37.0,35.0,68.1,86.8,40.2,2024,405.0,35,12,56.53822857,28.66857143,328.4,32.0,68.0,95.7,100.0,42273,28211,14062.0,1.128,52630.5,5.0,95.5,7.5,10,571-580,482.0,11.5,Asia,2.906,14.0,-0.257142857,54.86,8.45,7.7,60.56434962,0.455509197,435.1,0.480557262,509.0,10052.0,dalian university of technology
U0296,498,Ulster University,UK,United Kingdom,L,CO,4,A,8.4,13.0,11.9,701.0,12.1,697.0,38.5,11.6,701.0,19825,10%,39.5635,21.3,22.4,62.0,50.1,82.4,2024,898.0,69,1,50.81734058,25.96666667,455.4347826,56.0,44.0,42.2695529,100.0,24440,18782,5658.0,1.845,52630.5,29.0,95.5,7.5,10,651-700,650.0,11.5,Europe,1.152,13.0,1.869565217,46.16,12.3,95.25,775.1736111,0.744270729,658.3,0.544744058,220.0,2788.0,ulster university
U0297,498,University of Delaware,US,United States,L,CO,5,A,10.3,7.9,6.9,701.0,59.1,212.0,28.2,19.8,419.0,21545,11%,48.527,32.7,31.8,72.5,80.9,62.3,2024,405.0,98,2,56.8432449,31.06530612,362.2653061,57.0,43.0,61.3,100.0,21608,12906,8702.0,2.337,52630.5,11.0,95.5,7.5,10,531-540,553.0,11.5,North America,1.272,17.0,0.5,56.22,13.85,25.0,291.6666667,0.362837163,417.9,0.459476875,280.0,6406.0,university of delaware
U0298,502,Bilkent University,TR,Turkey,M,CO,3,B,22.2,44.9,17.2,701.0,12.9,679.0,4.1,14.3,588.0,9109,8%,39.287,27.8,26.0,48.8,91.4,70.0,2024,460.0,10,382,34.57495,16.61,965.9,46.0,54.0,95.7,100.0,8980,5877,3103.0,790.0,52630.5,6.0,95.5,7.5,10,591-600,415.0,11.5,Asia,770.0,13.0,0.5,39.68,29.6,38.85,1.255844156,0.471378621,614.8,0.44760239,109.0,1476.0,bilkent university
U0299,502,University of Portsmouth,UK,United Kingdom,L,CO,3,A,8.4,9.6,8.7,701.0,18.7,572.0,44.8,12.6,690.0,23625,29%,45.7765,20.0,20.0,84.5,40.6,94.7,2024,304.0,69,1,50.81734058,25.96666667,455.4347826,47.0,53.0,72.3,100.0,22370,15232,7138.0,5.827,52630.5,36.0,95.5,7.5,10,651-700,635.0,11.5,Europe,1.359,16.0,1.869565217,58.7,11.1,81.2,693.8925681,0.328886114,658.3,0.501205709,153.0,7709.0,university of portsmouth
U0300,505,Macau University of Science and Technology,MO,Macau SAR,L,CO,2,B,4.2,4.2,4.5,701.0,47.8,283.0,2.4,20.9,394.0,14091,92%,53.055,33.1,34.2,78.9,65.0,94.7,2024,1001.0,2,196,56.01275,7.4,248.5,57.0,43.0,79.5,100.0,18264,15054,3210.0,8.869,52630.5,94.0,95.5,7.5,10,651-700,440.0,11.5,Asia,486.0,22.0,0.5,61.02,12.55,100.0,3.19,0.3,0.0,0.38053705,278.0,3924.0,macau university of science and technology
U0302,509,University of Bayreuth,DE,Germany,M,CO,3,A,10.3,19.3,46.4,338.0,27.0,464.0,40.2,12.1,701.0,8944,14%,50.9555,38.0,40.8,65.0,83.4,67.7,2024,327.0,9,31,59.47188889,32.65555556,234.0,46.0,54.0,72.1,100.0,7476,5440,2036.0,993.0,52630.5,17.0,95.5,7.5,10,521-530,327.0,11.5,Europe,892.0,9.0,0.5,55.32,15.7,36.0,0.747757848,0.305844156,658.3,0.507587763,141.0,2050.0,university of bayreuth
U0303,511,East China Normal University,CN,China (Mainland),L,CO,4,A,15.2,3.7,19.1,693.0,53.1,243.0,31.0,11.7,701.0,28787,8%,52.5475,42.7,35.1,76.3,66.3,56.4,2024,1001.0,35,12,56.53822857,28.66857143,328.4,64.0,36.0,82.1,100.0,30163,17486,12677.0,3.697,52630.5,7.0,95.5,7.5,10,531-540,433.0,11.5,Asia,2.471,11.0,-0.257142857,59.82,7.7,21.45,154.9979765,0.872292413,514.6,0.635456311,355.0,8827.0,east china normal university
U0304,514,BoÄŸaziÃ§i University,TR,Turkey,L,CO,5,A,23.0,58.4,4.0,701.0,14.3,649.0,4.9,52.7,121.0,12877,2%,38.8125,26.1,26.6,57.4,59.6,50.6,2024,460.0,10,382,34.57495,16.61,965.9,45.0,55.0,45.7,100.0,22317,11755,10197.5,187.536,52630.5,10.5,95.5,7.5,10,486.0,9.5,11.5,Asia,770.0,17.0,0.5,45.08,55.55,6.85,3.385,0.1497003,0.0,0.240012867,125.5,9391.5,boazii university
U0305,514,Duy Tan University,VN,Vietnam,L,CO,3,C,10.7,26.3,3.8,701.0,33.6,408.0,63.7,10.9,701.0,23951,0%,38.571,12.1,14.2,87.5,17.4,52.5,2024,460.0,3,629,33.961,7.0,966.0,57.0,43.0,76.0,100.0,23574,15261,8313.0,262.0,52630.5,1.0,95.5,7.5,10,482.0,482.0,11.5,Asia,1310.0,17.99541985,0.5,58.18,18.6,19.1,3.26,0.0,0.0,0.237695195,224.0,4270.0,duy tan university
U0307,520,Kyungpook National University,KR,South Korea,L,FC,4,A,11.1,18.0,64.5,217.0,17.2,597.0,7.7,43.1,168.0,18432,14%,43.906,33.2,38.1,51.5,96.2,50.2,2024,363.0,18,62,43.17502778,24.98333333,667.5,45.0,55.0,29.6,100.0,17162,9532,7630.0,1.712,52630.5,17.0,95.5,7.5,10,541-550,519.0,11.5,Asia,2.711,8.0,0.5,46.14,30.55,14.95,103.2829214,0.435164835,595.9,0.471186984,207.0,4400.0,kyungpook national university
U0308,523,University of Hull,UK,United Kingdom,L,FC,4,A,8.5,3.5,13.0,701.0,25.4,477.0,36.4,16.8,507.0,12305,21%,46.217,27.4,24.3,74.3,59.8,85.4,2024,898.0,69,1,50.81734058,25.96666667,455.4347826,56.0,44.0,40.2,75.0,13250,8395,4855.0,2.412,52630.5,35.0,95.5,7.5,10,651-700,526.0,11.5,Europe,996.0,13.0,1.869565217,54.3,10.15,62.4,0.757028112,0.744270729,348.8,0.524226604,222.0,2751.0,university of hull
U0309,530,Aristotle University of Thessaloniki,GR,Greece,XL,FC,4,A,28.7,25.9,3.8,701.0,13.5,667.0,75.4,15.7,532.0,49654,5%,36.306,22.3,16.8,66.3,52.7,38.1,2024,240.0,8,521,35.50925,15.3625,882.625,58.0,42.0,28.4,100.0,47845,32493,15352.0,4.696,52630.5,5.0,95.5,7.5,10,551-560,485.0,11.5,Europe,1.737,27.0,0.5,46.5,20.8,2.7,164.0759931,0.304195804,658.3,0.422165167,288.0,10721.0,aristotle university of thessaloniki
U0310,530,University of Genoa,IT,Italy,L,FC,5,A,17.4,3.8,11.3,701.0,40.6,340.0,54.3,12.7,679.0,21470,7%,48.74,36.1,28.3,78.0,73.4,47.3,2024,304.0,18,181,47.393,24.45,458.7222222,58.0,42.0,52.6,100.0,20218,13288,6930.0,2.295,52630.5,9.0,95.5,7.5,10,601-650,530.0,11.5,Europe,1.336,17.0,0.5,58.12,8.25,6.8,229.0419162,0.313186813,658.3,0.507961346,314.0,8697.0,university of genoa
U0311,534,University of Crete,GR,Greece,L,FC,4,A,15.1,14.3,3.0,701.0,67.9,158.0,13.4,8.9,701.0,14119,4%,42.4085,19.9,25.7,76.5,64.5,47.4,2024,541.0,8,521,35.50925,15.3625,882.625,63.0,37.0,66.7,75.0,12551,8519,4032.0,608.0,52630.5,5.0,95.5,7.5,10,651-700,628.0,11.5,Europe,437.0,32.0,0.5,56.18,11.6,2.75,1.597254005,0.514685315,658.3,0.526754366,258.0,3045.0,university of crete
U0312,534,University of Salamanca,ES,Spain,L,FC,5,A,26.8,15.0,23.2,611.0,6.9,701.0,45.3,15.3,550.0,24707,13%,36.498,32.0,21.8,50.4,39.9,53.6,2024,460.0,9,313,39.44405556,25.51111111,727.0,61.0,39.0,11.8,75.0,25749,18050,7699.0,4.197,52630.5,16.0,95.5,7.5,10,651-700,526.0,11.5,Europe,2.034,13.0,0.5,38.96,15.15,14.55,305.3097345,0.489125161,645.7,0.445539218,122.0,10532.0,university of salamanca
U0315,548,Lehigh University,US,United States,M,CO,5,B,5.8,4.2,26.2,567.0,38.4,362.0,9.1,28.3,285.0,6518,17%,41.619,33.0,22.5,57.6,63.6,73.8,2024,405.0,98,2,56.8432449,31.06530612,362.2653061,46.0,54.0,44.9,100.0,6933,4557,2376.0,1.152,52630.5,16.0,95.5,7.5,10,531-540,668.0,11.5,North America,540.0,11.0,0.5,43.56,16.25,46.0,1.65,0.362837163,221.2,0.351138614,143.0,1724.0,lehigh university
U0316,548,University of Eastern Finland,FI,Finland,L,CO,4,A,14.8,9.7,39.4,403.0,24.6,494.0,62.4,8.1,701.0,12237,5%,44.817,28.9,31.2,69.7,67.4,48.5,2024,541.0,8,121,53.541875,26.9,312.125,67.0,33.0,51.1,100.0,12849,8506,4343.0,669.0,52630.5,7.0,95.5,7.5,10,521-530,604.0,11.5,Europe,1.207,10.0,0.5,54.3,8.9,17.85,364.5401823,0.505594406,658.3,0.52927924,109.0,2956.0,university of eastern finland
U0317,556,Florida International University,US,United States,XL,FC,4,A,14.9,35.4,12.0,701.0,12.8,682.0,68.1,14.2,594.0,35006,9%,46.187,31.0,29.3,74.2,61.5,51.0,2024,541.0,98,2,56.8432449,31.06530612,362.2653061,60.0,40.0,17.5,75.0,35509,23177,12332.0,3.575,52630.5,9.0,95.5,7.5,10,801-1000,582.0,11.5,North America,2.221,16.0,0.5,56.24,24.8,16.6,242.2332283,0.457942058,658.3,0.52838999,161.0,9221.0,florida international university
U0319,561,Chongqing University,CN,China (Mainland),XL,CO,4,A,8.4,3.8,13.2,701.0,70.4,146.0,11.4,13.6,630.0,42607,2%,49.858,32.8,38.2,75.9,79.6,42.0,2024,898.0,35,12,56.53822857,28.66857143,328.4,54.16695973,45.83304027,93.8,100.0,45609,27039,18570.0,880.0,52630.5,3.0,95.5,7.5,10,651-700,504.0,11.5,Asia,2.791,14.0,-0.257142857,60.82,8.7,8.45,108.2049445,0.800264441,537.1,0.614188668,572.0,12644.0,chongqing university
