university_id,2024 RANK,University,Country Code,Country,SIZE,FOCUS,AGE,STATUS,Academic Reputation Score,Employer Reputation Score,Faculty Student Score,Faculty Student Rank,Citations per Faculty Score,Citations per Faculty Rank,International Research Network Score,Employment Outcomes Score,Employment Outcomes Rank,Student Population,International Students,Overall Score,Teaching,Research Environment,Research Quality,Industry Impact,International Outlook,Year,Citations_Count,universities_ranked_count_x,best_university_rank,Country_Avg_Overall_Score,Country_Avg_Academic_Reputation,Country_Avg_Rank,female_percentage,male_percentage,Citation_Score,Research_Output_Score,Enrollment,Undergrad_Students,Postgrad_Students,International_Students (%),Tuition_Fee_USD,Acceptance_Rate (%),Graduation_Rate (%),Employability_Rank,QS_Subject_Rank,QS_Rank,THE_Rank,ARWU_Rank,Region,Faculty_Count,Student_Faculty_Ratio,Country_Avg_International_Ratio,Research_Impact_Score,Employability_Score,Internationalization_Score,Research_Productivity_Index,Citation_Total_Score,Academic_Excellence_Score,University_Performance_Index,H_Index,Publication_Count,clean_name
U0005,6,Imperial College London,UK,United Kingdom,L,FC,5,A,98.3,99.4,98.5,42.0,94.0,58.0,96.7,83.0,45.0,20275,61%,95.099,90.9,95.5,98.6,90.9,98.3,2024,29.0,69,1,50.81734058,25.96666667,455.4347826,42.0,58.0,88.3,100.0,21340,15589,5751.0,60.0,42000.0,60.0,92.0,7.0,6,2,2.0,23.0,Europe,8000.0,5.0,1.869565217,97.36,91.2,100.0,0.002625,0.136578422,81.0,0.632511231,368.0,6585.0,imperial college london
U0004,5,Stanford University,US,United States,L,FC,5,B,100.0,100.0,100.0,11.0,99.9,8.0,95.8,100.0,2.0,14517,23%,97.972,99.0,97.8,99.6,100.0,87.0,2024,2.0,98,2,56.8432449,31.06530612,362.2653061,47.0,53.0,99.2,100.0,17422,13458,3964.0,23.0,61731.0,25.0,94.0,2.0,3,3,3.0,2.0,North America,4725.0,3.0,0.5,98.88,100.0,75.55,0.002116402,0.081018981,5.5,0.61751176,271.0,5796.0,stanford university
U0002,3,University of Oxford,UK,United Kingdom,L,FC,5,A,100.0,100.0,100.0,8.0,90.6,73.0,100.0,100.0,3.0,21750,42%,98.4575,96.6,100.0,99.0,98.7,97.5,2024,4.0,69,1,50.81734058,25.96666667,455.4347826,49.0,51.0,95.1,100.0,22005,13259,8746.0,43.0,45000.0,43.0,96.0,3.0,2,4,4.0,6.0,Europe,6708.0,3.0,1.869565217,99.4,100.0,98.2,0.001341682,0.119095904,14.1,0.632435529,332.0,6193.0,university of oxford
U0003,4,Harvard University,US,United States,L,FC,5,B,100.0,100.0,98.3,44.0,100.0,1.0,100.0,100.0,1.0,20050,25%,97.7905,97.7,99.9,99.4,84.2,90.8,2024,1.0,98,2,56.8432449,31.06530612,362.2653061,51.0,49.0,98.8,100.0,22680,14425,8255.0,25.0,57261.0,27.0,97.0,4.0,4,5,5.0,1.0,North America,4646.0,5.0,0.5,99.6,100.0,75.7,0.000215239,0.08031968,1.4,0.617635237,348.0,10692.0,harvard university
U0001,2,University of Cambridge,UK,United Kingdom,L,FC,5,A,100.0,100.0,100.0,14.0,92.3,68.0,99.9,100.0,6.0,20565,38%,97.482,95.8,100.0,98.0,87.9,97.4,2024,19.0,69,1,50.81734058,25.96666667,455.4347826,48.0,52.0,94.0,100.0,21045,16620,4425.0,38.0,48000.0,38.0,97.0,5.0,5,6,6.0,4.0,Europe,5800.0,4.0,1.869565217,98.8,100.0,97.9,0.002068966,0.129585415,9.5,0.628314005,289.0,8802.0,university of cambridge
U0006,9,UCL,UK,United Kingdom,XL,FC,5,A,99.5,97.9,98.4,43.0,74.3,131.0,100.0,51.6,126.0,41110,61%,88.1145,78.4,86.4,98.6,75.2,97.9,2024,304.0,69,1,50.81734058,25.96666667,455.4347826,59.0,41.0,80.6,100.0,47520,30671,16849.0,53.0,35000.0,63.0,91.0,12.0,9,9,9.0,15.0,Europe,7195.0,5.0,1.869565217,93.72,74.75,99.55,6.27,0.116298701,0.0,0.570011609,610.0,49052.0,ucl
U0007,12,University of Pennsylvania,US,United States,L,FC,5,B,96.4,89.1,99.9,24.0,68.4,153.0,83.3,100.0,5.0,21312,22%,90.9825,87.7,89.7,97.6,97.7,78.8,2024,13.0,98,2,56.8432449,31.06530612,362.2653061,54.0,46.0,93.6,100.0,22422,13202,9220.0,24.0,63452.0,26.0,96.0,6.0,16,13,15.0,14.0,North America,5154.0,4.0,0.5,94.44,94.55,83.15,0.003104385,0.088711289,24.1,0.582474176,274.0,9258.0,university of pennsylvania
U0015,25,Tsinghua University,CN,China (Mainland),XL,FC,4,A,99.1,96.9,93.9,67.0,98.9,22.0,47.8,82.2,47.0,38518,10%,92.396,95.3,98.1,93.2,99.9,51.7,2024,108.0,35,12,56.53822857,28.66857143,328.4,39.52176949,60.47823051,52.7,100.0,38569,27000,11569.0,9.0,5000.0,11.0,95.0,11.0,11,14,17.0,18.0,Asia,6174.0,6.0,-0.257142857,95.16,89.55,12.55,0.00356333,0.247816889,358.3,0.70624261,830.0,22723.0,tsinghua university
U0010,17,Peking University,CN,China (Mainland),XL,FC,5,A,99.4,95.4,90.4,85.0,97.5,38.0,43.2,82.6,46.0,33064,14%,91.796,95.6,97.3,87.2,98.8,70.2,2024,167.0,35,12,56.53822857,28.66857143,328.4,46.01376978,53.98623022,72.2,100.0,35659,21886,13773.0,15.0,5000.0,15.0,94.0,13.0,12,15,14.0,24.0,Asia,5302.0,6.0,-0.257142857,91.24,89.0,37.15,0.004337986,0.28907563,247.3,0.677973949,356.0,18348.0,peking university
U0008,13,Cornell University,US,United States,L,FC,5,B,98.1,90.5,52.9,297.0,99.1,18.0,79.9,98.0,18.0,23620,24%,89.5105,85.7,88.7,97.6,69.4,86.0,2024,40.0,98,2,56.8432449,31.06530612,362.2653061,51.0,49.0,88.1,100.0,25673,17840,7833.0,24.0,62456.0,26.0,95.0,16.0,15,16,16.0,12.0,North America,2843.0,8.0,0.5,94.04,94.25,66.35,0.010903975,0.107592408,19.7,0.578990167,222.0,7973.0,cornell university
U0014,23,Columbia University,US,United States,XL,FC,5,B,99.6,98.3,100.0,15.0,40.7,339.0,97.6,99.9,10.0,25914,35%,90.8955,88.6,89.7,97.4,75.2,86.9,2024,10.0,98,2,56.8432449,31.06530612,362.2653061,58.28394647,41.71605353,92.6,100.0,30580,18113,12467.0,2.562,52630.5,42.0,95.5,7.5,10,19,38.0,11.5,North America,7087.0,4.0,0.5,94.32,99.1,76.45,0.002822069,0.086613387,12.7,0.578660859,270.0,14043.0,columbia university
U0009,16,Yale University,US,United States,M,FC,5,B,99.9,99.9,100.0,3.0,45.8,293.0,85.8,99.9,9.0,11924,21%,94.201,94.0,94.9,97.7,86.5,82.4,2024,31.0,98,2,56.8432449,31.06530612,362.2653061,51.0,49.0,91.5,100.0,14884,10482,4402.0,22.0,62250.0,24.0,97.0,8.0,14,21,21.0,11.0,North America,5391.0,2.0,0.5,96.58,99.9,84.3,0.006863291,0.101298701,18.2,0.603510945,406.0,8555.0,yale university
U0017,28,The University of Tokyo,JP,Japan,L,FC,5,A,100.0,99.8,90.4,84.0,70.0,148.0,70.0,99.8,11.0,26345,15%,83.086,93.9,94.2,67.8,100.0,49.7,2024,541.0,37,29,35.23782432,24.98108108,1011.972973,49.63809988,50.36190012,58.1,100.0,26298,19387,6911.0,439.0,52630.5,18.0,95.5,7.5,10,23,36.0,11.5,Asia,4473.0,6.0,0.5,78.36,99.8,19.75,4.89,0.17018537,0.0,0.52031052,245.0,7042.0,the university of tokyo
U0019,33,University of Michigan-Ann Arbor,US,United States,XL,FC,5,A,98.3,89.9,82.2,127.0,56.2,231.0,95.4,94.3,29.0,45783,16%,87.3855,84.7,87.4,95.5,80.7,69.0,2024,200.0,98,2,56.8432449,31.06530612,362.2653061,51.0,49.0,84.1,100.0,48449,29895,18554.0,2.562,52630.5,19.0,95.5,7.5,10,23,45.0,11.5,North America,7132.0,6.0,0.5,92.26,92.1,47.3,5.57,0.07962038,0.0,0.553797191,457.0,27181.0,university of michiganann arbor
U0016,28,Johns Hopkins University,US,United States,L,FC,5,B,87.3,59.7,100.0,8.0,89.4,77.0,98.1,74.5,60.0,15772,28%,91.14,84.4,92.3,97.2,100.0,84.2,2024,3.0,98,2,56.8432449,31.06530612,362.2653061,56.0,44.0,92.3,100.0,21275,13881,7394.0,2.562,52630.5,34.0,95.5,7.5,10,25,24.0,11.5,North America,4855.0,3.0,0.5,95.24,67.1,77.9,0.001647786,0.081718282,62.4,0.592310615,372.0,12135.0,johns hopkins university
U0011,17,Princeton University,US,United States,M,CO,5,B,99.8,97.5,64.5,216.0,100.0,2.0,52.5,94.6,27.0,7753,23%,96.926,96.3,97.9,98.8,95.1,89.1,2024,27.0,98,2,56.8432449,31.06530612,362.2653061,47.0,53.0,99.9,100.0,8739,4883,3856.0,23.0,59710.0,23.0,96.0,14.0,13,25,25.0,7.0,North America,1050.0,8.0,0.5,98.44,96.05,37.1,0.139047619,0.098501499,7.3,0.61674569,145.0,1729.0,princeton university
U0013,21,University of Toronto,CA,Canada,XL,FC,5,A,99.7,96.0,54.2,283.0,57.2,226.0,95.5,96.4,22.0,79282,27%,88.638,77.5,94.1,92.8,96.1,90.7,2024,7.0,23,21,55.88345652,32.3,315.2173913,56.0,44.0,82.2,100.0,80394,57886,22508.0,3.5365,52630.5,39.0,95.5,7.5,10,26,29.0,11.5,North America,9881.0,8.0,0.5,93.32,96.2,96.05,0.000202409,0.093263879,88.4,0.58546226,681.0,34598.0,university of toronto
U0018,30,McGill University,CA,Canada,XL,FC,5,A,93.7,87.6,64.0,219.0,62.1,195.0,86.2,92.5,33.0,30821,29%,75.967,62.3,72.3,88.8,76.1,92.5,2024,39.0,23,21,55.88345652,32.3,315.2173913,61.0,39.0,69.0,100.0,30196,17475,12721.0,3.5365,52630.5,29.0,95.5,7.5,10,27,27.0,11.5,North America,3876.0,7.0,0.5,82.2,90.05,91.1,0.011351909,0.115641501,72.5,0.50428144,295.0,8522.0,mcgill university
U0030,47,Northwestern University,US,United States,L,FC,5,B,83.8,60.2,98.9,39.0,70.3,147.0,79.2,97.7,19.0,18894,18%,83.201,72.3,78.8,97.8,99.7,75.9,2024,34.0,98,2,56.8432449,31.06530612,362.2653061,52.0,48.0,95.3,100.0,20611,14415,6196.0,2.562,52630.5,24.0,95.5,7.5,10,30,42.0,11.5,North America,3652.0,5.0,0.5,90.2,78.95,46.2,0.014238773,0.103396603,70.2,0.552720633,298.0,7802.0,northwestern university
U0031,50,Fudan University,CN,China (Mainland),XL,FC,4,A,84.7,89.8,84.5,108.0,72.4,136.0,22.7,49.6,134.0,38101,9%,77.502,76.5,75.3,83.5,96.0,56.1,2024,275.0,35,12,56.53822857,28.66857143,328.4,52.0,48.0,42.9,100.0,38601,27995,10606.0,2.755,52630.5,10.0,95.5,7.5,10,31,30.0,11.5,Asia,4526.0,6.0,-0.257142857,80.22,69.7,60.65,0.011931065,0.364600106,421.0,0.646832831,310.0,6894.0,fudan university
U0027,46,Kyoto University,JP,Japan,L,FC,5,A,98.7,99.1,94.7,63.0,49.3,270.0,57.3,53.2,118.0,21817,11%,75.0675,85.4,84.3,60.0,100.0,45.7,2024,101.0,37,29,35.23782432,24.98108108,1011.972973,25.0,75.0,46.3,100.0,21617,15588,6029.0,439.0,52630.5,11.0,95.5,7.5,10,33,57.0,11.5,Asia,3911.0,6.0,0.5,69.72,76.15,17.85,0.007414983,0.240814741,25.9,0.486830332,325.0,14749.0,kyoto university
U0039,60,The Hong Kong University of Science and Technology,HK,Hong Kong SAR,M,CO,3,A,83.3,42.6,53.6,289.0,99.1,20.0,5.3,50.3,131.0,9794,30%,72.9715,54.0,62.1,92.9,100.0,95.5,2024,500.0,3,65,64.663,54.1,160.6666667,54.26134109,45.73865891,98.2,100.0,8912,6662,2250.0,4.7455,52630.5,48.0,95.5,7.5,10,34,44.0,11.5,Asia,697.0,8.0,0.5,80.58,46.45,95.7,2.86,0.14985015,0.0,0.479436779,315.0,4168.0,the hong kong university of science and technology
U0023,41,Seoul National University,KR,South Korea,L,FC,4,A,99.0,98.2,85.1,105.0,64.9,175.0,36.9,100.0,8.0,28620,13%,73.3835,74.2,75.3,74.6,100.0,43.7,2024,129.0,18,62,43.17502778,24.98333333,667.5,41.86502419,58.13497581,54.6,100.0,26783,17014,9769.0,1.712,52630.5,16.0,95.5,7.5,10,36,38.0,11.5,Asia,3859.0,7.0,0.5,74.88,99.1,13.0,0.004923555,0.271528472,364.0,0.578793237,465.0,7496.0,seoul national university
U0012,19,The University of Sydney,AU,Australia,XL,FC,5,A,96.0,87.7,11.8,701.0,93.5,63.0,91.9,88.1,42.0,57414,51%,73.771,52.6,68.9,92.0,97.7,90.2,2024,541.0,21,54,57.36819048,33.99047619,250.1428571,58.0,42.0,64.3,100.0,51531,30870,20661.0,4.788,52630.5,53.0,95.5,7.5,10,38,25.0,11.5,Oceania,3571.0,13.0,0.5,82.76,87.9,99.75,1.52,0.155787962,0.0,0.490242747,463.0,4581.0,the university of sydney
U0026,44,Zhejiang University,CN,China (Mainland),XL,FC,4,A,73.8,95.7,66.5,198.0,97.6,37.0,74.7,37.7,194.0,48169,16%,75.0285,70.2,75.3,78.7,99.0,65.5,2024,304.0,35,12,56.53822857,28.66857143,328.4,58.54412038,41.45587962,44.3,100.0,54313,43009,11304.0,2.755,52630.5,14.0,95.5,7.5,10,45,49.0,11.5,Asia,6065.0,7.0,-0.257142857,77.34,66.7,62.1,0.002473207,0.384879826,528.4,0.658187784,596.0,16079.0,zhejiang university
U0020,34,University of British Columbia,CA,Canada,XL,FC,5,A,98.2,93.5,44.4,354.0,57.0,227.0,96.3,60.1,99.0,58987,34%,77.9945,62.5,76.6,90.5,76.7,95.0,2024,24.0,23,21,55.88345652,32.3,315.2173913,55.0,45.0,80.3,100.0,60112,37415,22697.0,3.5365,52630.5,34.0,95.5,7.5,10,46,40.0,11.5,North America,6201.0,9.0,0.5,84.94,76.8,85.25,0.004031608,0.105151991,302.3,0.56997444,577.0,26031.0,university of british columbia
U0025,43,The University of Queensland,AU,Australia,XL,FC,5,A,87.1,73.7,21.6,635.0,87.0,84.0,95.0,44.4,163.0,42847,42%,72.0245,52.9,64.3,89.1,99.8,94.0,2024,541.0,21,54,57.36819048,33.99047619,250.1428571,55.0,45.0,69.0,100.0,41295,34512,6783.0,4.788,52630.5,43.0,95.5,7.5,10,47,42.0,11.5,Oceania,3513.0,12.0,0.5,79.18,59.05,100.0,4.76,0.155787962,0.0,0.473138501,538.0,15427.0,the university of queensland
U0022,38,Institut Polytechnique de Paris,FR,France,M,CO,1,A,44.8,99.6,97.3,51.0,93.8,59.0,76.9,90.3,35.0,6073,42%,71.2835,71.0,61.6,70.8,98.8,97.1,2024,139.0,9,58,54.70383333,38.41111111,373.0,25.0,75.0,97.3,100.0,6217,4417,1800.0,7.147,52630.5,43.0,95.5,7.5,10,49,41.0,11.5,Europe,1057.0,6.0,0.5,67.12,94.95,98.4,4.8,0.062037962,0.0,0.413389243,165.0,2003.0,institut polytechnique de paris
U0021,37,Technical University of Munich,DE,Germany,XL,FO,5,A,83.9,98.2,88.8,89.0,59.6,210.0,86.7,25.0,330.0,35506,39%,82.5025,69.8,85.1,90.0,100.0,83.1,2024,139.0,9,31,59.47188889,32.65555556,234.0,37.0,63.0,71.2,100.0,35755,25726,10029.0,3.2809999999999997,52630.5,45.0,95.5,7.5,10,50,22.0,11.5,Europe,6663.0,5.0,0.5,88.04,61.6,86.9,0.01590875,0.174375624,205.1,0.592355754,458.0,20658.0,technical university of munich
U0032,51,Shanghai Jiao Tong University,CN,China (Mainland),XL,FC,4,A,83.7,83.3,54.7,279.0,99.4,15.0,38.3,55.5,113.0,38472,9%,77.687,76.6,82.5,75.4,100.0,60.6,2024,167.0,35,12,56.53822857,28.66857143,328.4,37.0,63.0,19.1,100.0,41507,32597,8910.0,2.755,52630.5,11.0,95.5,7.5,10,50,47.0,11.5,Asia,4386.0,9.0,-0.257142857,78.24,69.4,37.35,0.003875969,0.28907563,409.6,0.6206631,439.0,10156.0,shanghai jiao tong university
U0036,57,Duke University,US,United States,L,FC,5,B,85.7,69.3,100.0,7.0,40.2,344.0,90.0,89.3,37.0,15527,18%,83.9325,79.3,76.1,96.2,100.0,74.8,2024,14.0,98,2,56.8432449,31.06530612,362.2653061,52.0,48.0,92.3,100.0,17871,13340,4531.0,2.562,52630.5,25.0,95.5,7.5,10,52,62.0,11.5,North America,5673.0,3.0,0.5,88.16,79.3,34.5,0.006345849,0.089410589,67.1,0.545925772,144.0,6041.0,duke university
U0044,70,City University of Hong Kong,HK,Hong Kong SAR,M,CO,3,A,59.6,27.3,86.6,99.0,99.9,9.0,17.4,29.5,269.0,9076,67%,69.3275,52.2,52.4,91.1,100.0,98.7,2024,327.0,3,65,64.663,54.1,160.6666667,54.0,46.0,57.4,100.0,8219,5543,2676.0,4.7455,52630.5,76.0,95.5,7.5,10,53,63.0,11.5,Asia,1483.0,6.0,0.5,75.62,28.4,100.0,0.176668914,0.378521479,658.3,0.657834404,236.0,2509.0,city university of hong kong
U0033,52,Carnegie Mellon University,US,United States,L,FC,5,B,71.2,75.3,49.1,319.0,99.9,10.0,57.4,60.0,100.0,13562,44%,86.2335,75.0,84.6,98.9,87.3,85.5,2024,129.0,98,2,56.8432449,31.06530612,362.2653061,44.0,56.0,95.7,100.0,16257,13143,3114.0,2.562,52630.5,50.0,95.5,7.5,10,53,52.0,11.5,North America,1534.0,9.0,0.5,93.18,67.65,72.4,0.207301173,0.16983017,63.4,0.588558508,585.0,10003.0,carnegie mellon university
U0034,53,University of Amsterdam,NL,Netherlands,XL,FC,5,A,83.6,44.2,21.2,641.0,98.1,33.0,97.4,49.9,133.0,28649,36%,73.628,55.0,63.1,96.7,77.6,93.2,2024,85.0,9,48,67.17744444,47.4,116.2222222,60.0,40.0,60.2,100.0,31035,17832,13203.0,2.189,52630.5,39.0,95.5,7.5,10,55,62.0,11.5,Europe,6000.0,11.0,0.5,83.26,47.05,86.15,0.013166667,0.140659341,421.0,0.583175155,500.0,20872.0,university of amsterdam
U0028,47,Delft University of Technology,NL,Netherlands,L,CO,5,A,73.0,79.0,36.9,428.0,84.9,95.0,91.4,42.1,170.0,21262,30%,76.2645,66.7,78.2,76.5,100.0,92.8,2024,363.0,9,48,67.17744444,47.4,116.2222222,31.0,69.0,29.0,100.0,21410,13084,8326.0,2.189,52630.5,35.0,95.5,7.5,10,57,47.0,11.5,Europe,2041.0,10.0,0.5,77.18,60.55,94.65,0.109750122,0.335064935,439.4,0.630134854,371.0,5869.0,delft university of technology
U0024,42,Monash University,AU,Australia,XL,FC,4,A,88.4,75.2,9.6,701.0,88.4,81.0,86.8,61.0,95.0,58460,38%,75.206,55.3,67.8,94.7,99.7,91.1,2024,101.0,21,54,57.36819048,33.99047619,250.1428571,56.0,44.0,60.5,100.0,56287,42921,13366.0,4.788,52630.5,36.0,95.5,7.5,10,58,36.0,11.5,Oceania,3852.0,15.0,0.5,83.94,68.1,100.0,0.014537902,0.226417333,394.7,0.607034632,472.0,16180.0,monash university
U0047,73,Brown University,US,United States,M,FC,5,B,58.3,42.4,77.8,145.0,85.9,89.0,58.3,74.8,59.0,9781,19%,72.9645,69.8,59.6,89.7,69.3,72.1,2024,80.0,98,2,56.8432449,31.06530612,362.2653061,43.61310156,56.38689844,77.7,100.0,10887,7309,3578.0,2.562,52630.5,22.0,95.5,7.5,10,60,69.0,11.5,North America,1389.0,7.0,0.5,77.66,58.6,68.25,0.133909287,0.135564436,68.0,0.48328229,327.0,9486.0,brown university
U0035,55,University of Bristol,UK,United Kingdom,L,FC,5,A,74.9,84.7,47.3,331.0,64.7,179.0,84.4,39.6,181.0,27335,31%,69.771,48.7,56.5,97.3,72.3,92.5,2024,85.0,69,1,50.81734058,25.96666667,455.4347826,55.0,45.0,80.9,100.0,29680,23316,6364.0,3.9095,52630.5,35.0,95.5,7.5,10,62,51.0,11.5,Europe,20311.0,8.0,1.869565217,80.98,62.15,86.15,0.006203535,0.175739261,177.6,0.514218326,349.0,8996.0,university of bristol
U0037,58,University of Texas at Austin,US,United States,XL,FC,5,A,93.5,83.2,8.9,701.0,86.7,85.0,79.4,70.0,73.0,48558,8%,75.5265,66.0,75.7,91.0,81.4,47.3,2024,24.0,98,2,56.8432449,31.06530612,362.2653061,55.0,45.0,89.6,100.0,51158,37114,14044.0,2.562,52630.5,10.0,95.5,7.5,10,67,68.0,11.5,North America,2887.0,17.0,0.5,84.88,76.6,10.15,0.025285764,0.096403596,70.5,0.504578041,411.0,24650.0,university of texas at austin
U0043,69,National Taiwan University (NTU),TW,Taiwan,XL,FC,4,A,92.8,91.3,30.9,508.0,47.0,288.0,33.2,99.7,12.0,24744,13%,61.8715,57.3,54.8,70.8,99.9,51.2,2024,673.0,22,154,33.41943182,20.48181818,1021.181818,41.0,59.0,61.6,100.0,22317,11755,10197.5,424.0,52630.5,10.5,95.5,7.5,10,68,9.5,11.5,Asia,2939.0,10.0,0.5,64.4,95.5,18.85,3.31,0.220236906,0.0,0.406443505,98.0,1988.0,national taiwan university ntu
U0040,61,KU Leuven,BE,Belgium,XL,FC,5,A,84.6,42.4,7.0,701.0,92.7,66.0,99.9,56.1,111.0,49435,19%,76.9905,60.1,74.9,91.9,100.0,79.6,2024,66.0,3,45,68.01683333,53.9,107.3333333,52.0,48.0,45.2,100.0,50336,38138,12198.0,4.7455,52630.5,21.0,95.5,7.5,10,70,60.0,11.5,Europe,2677.0,18.0,0.5,85.1,49.25,69.4,0.017930519,0.082817183,486.7,0.602689037,557.0,19739.0,ku leuven
U0058,91,University of Zurich,CH,Switzerland,L,FC,5,A,59.1,27.6,89.9,88.0,52.0,248.0,87.2,75.2,58.0,25608,24%,69.87,54.8,53.4,91.8,93.7,92.4,2024,51.0,5,80,64.5411,38.38,129.4,58.0,42.0,65.0,100.0,27266,16466,10800.0,4.7455,52630.5,29.96438329,95.5,7.5,10,70,100.0,11.5,Europe,3761.0,6.0,0.5,76.44,51.4,76.5,0.021270939,0.065514486,370.5,0.518512677,321.0,6359.0,university of zurich
U0038,59,Sorbonne University,FR,France,XL,FC,1,A,88.6,53.2,43.3,361.0,85.4,93.0,100.0,39.5,182.0,41527,22%,70.5185,64.7,60.8,83.7,69.5,78.8,2024,22.0,9,58,54.70383333,38.41111111,373.0,60.0,40.0,68.8,100.0,38923,25981,12942.0,7.147,52630.5,23.0,95.5,7.5,10,72,72.0,11.5,Europe,4680.0,9.0,0.5,74.54,46.35,42.5,0.001282051,0.077422577,138.4,0.466053465,403.0,13690.0,sorbonne university
U0049,76,University of Glasgow,UK,United Kingdom,XL,FC,5,A,76.3,70.7,41.7,377.0,31.8,423.0,90.0,26.7,306.0,32270,43%,68.247,48.1,51.8,96.8,69.7,96.1,2024,114.0,69,1,50.81734058,25.96666667,455.4347826,59.0,41.0,65.1,100.0,34075,23029,11046.0,3.9095,52630.5,45.0,95.5,7.5,10,73,79.0,11.5,Europe,3314.0,9.0,1.869565217,78.8,48.7,97.75,0.049788775,0.196018981,284.0,0.53120907,285.0,11988.0,university of glasgow
U0051,79,Korea University,KR,South Korea,L,FC,4,B,82.2,94.0,81.0,137.0,36.6,382.0,19.6,70.6,71.0,22324,31%,58.1265,48.6,46.6,72.0,99.7,62.5,2024,363.0,18,62,43.17502778,24.98333333,667.5,56.25300582,43.74699418,30.2,100.0,21728,13854,7874.0,1.712,52630.5,38.0,95.5,7.5,10,74,61.0,11.5,Asia,4026.0,6.0,0.5,61.84,82.3,24.95,0.028564332,0.435164835,390.4,0.52655841,222.0,11428.0,korea university
U0052,80,Osaka University,JP,Japan,L,FC,4,A,81.3,89.1,55.3,272.0,62.7,191.0,26.7,23.4,361.0,22274,10%,60.4655,62.5,65.7,50.5,100.0,51.0,2024,174.0,37,29,35.23782432,24.98108108,1011.972973,32.0,68.0,40.0,100.0,22186,12801,9385.0,439.0,52630.5,11.0,95.5,7.5,10,75,86.0,11.5,Asia,3127.0,7.0,0.5,56.58,56.25,20.9,0.018867925,0.291863692,65.8,0.411963088,231.0,4568.0,osaka university
U0063,102,University of Wisconsin-Madison,US,United States,XL,FC,5,A,80.2,47.8,61.3,229.0,37.4,376.0,83.6,73.1,61.0,41209,13%,73.3345,68.5,67.5,85.5,79.8,62.8,2024,200.0,98,2,56.8432449,31.06530612,362.2653061,47.42303285,52.57696715,90.6,100.0,45254,33446,11808.0,2.562,52630.5,15.0,95.5,7.5,10,75,110.0,11.5,North America,5166.0,8.0,0.5,78.3,60.45,26.85,7.38,0.07962038,0.0,0.457098957,196.0,16518.0,university of wisconsinmadison
U0053,81,University of Southampton,UK,United Kingdom,L,FC,5,A,51.5,51.2,52.8,298.0,71.4,140.0,97.0,32.5,235.0,19920,35%,66.926,48.9,50.1,92.7,73.1,96.5,2024,151.0,69,1,50.81734058,25.96666667,455.4347826,51.0,49.0,72.9,100.0,24355,17110,7245.0,3.9095,52630.5,46.0,95.5,7.5,10,77,87.0,11.5,Europe,2468.0,9.0,1.869565217,75.66,41.85,96.75,0.054294976,0.221893107,399.6,0.549889761,465.0,11768.0,university of southampton
U0056,87,Lomonosov Moscow State University,RU,Russia,XL,FC,5,A,81.2,78.3,99.8,26.0,4.6,701.0,85.2,82.2,48.0,32680,37%,66.9695,87.5,75.2,33.9,91.1,73.8,2024,541.0,24,95,29.87127083,13.9625,1185.041667,50.0,50.0,11.0,100.0,31603,17894,13709.0,2.3040000000000003,52630.5,38.0,95.5,7.5,10,78,105.0,11.5,Europe,6575.0,5.0,0.5,50.42,80.25,56.3,4.05,0.162137862,0.0,0.374508468,112.0,8150.0,lomonosov moscow state university
U0066,107,University of Copenhagen,DK,Denmark,XL,FC,5,A,74.1,25.8,100.0,19.0,21.2,543.0,98.2,60.1,98.0,31728,14%,66.3105,49.2,51.1,91.3,89.5,80.1,2024,38.0,4,103,63.334375,45.6,143.75,62.0,38.0,58.3,100.0,31425,17473,13952.0,2.474,52630.5,14.0,95.5,7.5,10,79,101.0,11.5,Europe,7293.0,4.0,0.5,75.22,42.95,56.95,0.003565062,0.069955045,253.7,0.474897436,181.0,4620.0,university of copenhagen
U0071,113,Tohoku University,JP,Japan,L,FC,5,A,72.4,84.2,98.5,41.0,29.6,436.0,27.6,17.2,486.0,17409,12%,63.7805,67.8,66.4,53.8,99.9,58.5,2024,167.0,37,29,35.23782432,24.98108108,1011.972973,28.0,72.0,41.2,100.0,17349,12428,4921.0,439.0,52630.5,13.0,95.5,7.5,10,82,109.0,11.5,Asia,3323.0,5.0,0.5,58.84,50.7,14.0,0.018055974,0.286968587,154.0,0.450801424,165.0,4388.0,tohoku university
U0042,64,University of Illinois at Urbana-Champaign,US,United States,XL,FC,5,A,85.0,70.8,7.5,701.0,86.5,86.0,76.4,66.0,84.0,50250,23%,77.9095,69.5,81.5,85.2,85.3,64.0,2024,200.0,98,2,56.8432449,31.06530612,362.2653061,51.0,49.0,72.9,100.0,50640,43904,6736.0,2.562,52630.5,23.0,95.5,7.5,10,82,70.0,11.5,North America,2748.0,17.0,0.5,83.72,68.4,30.15,3.89,0.07962038,0.0,0.49099464,537.0,11534.0,university of illinois at urbanachampaign
U0050,78,Durham University,UK,United Kingdom,L,FC,5,A,59.5,89.3,27.8,548.0,53.3,241.0,86.2,29.2,274.0,19575,32%,60.5965,43.5,44.5,83.5,65.6,95.8,2024,240.0,69,1,50.81734058,25.96666667,455.4347826,54.0,46.0,91.0,100.0,21470,15437,6033.0,3.9095,52630.5,34.0,95.5,7.5,10,82,94.0,11.5,Europe,1775.0,11.0,1.869565217,67.9,59.25,92.2,0.184225352,0.284130869,181.2,0.468069442,238.0,7410.0,durham university
