uni_id,yr,Total_Students,Intl_Students_Count,Intl_Student_Ratio_pct,Faculty_Count,Faculty_Student_Ratio,Gender_Ratio,Female_Pct,Male_Pct,Degree_Level,UG_Count,PG_Count,Country_Avg_Rank,Univ_Ranked_Count,Best_Univ_Rank,Country_Avg_Score,Country_Avg_Acad_Rep,Country_Avg_Citations,Country_Avg_Intl_Ratio
543,2026,49025.0,0.0,0.0,5277.0,9.290316468,55:45:00,55.0,45.0,Undergraduate & Postgraduate,34473,14552,1458.35,77,108.0,27.66,25.22,19.51,6.34
2165,2023,29094.0,8172.0,28.08975246,1615.0,18.01486068,45:55:00,45.29109301,54.70890699, Undergraduate & Postgraduate,18596,10498,1132.64,39,220.0,31.32,17.49,9.26,14.96
248,2019,12555.0,1942.0,15.46794106,837.0,15.0, 50:50:00,49.7704609,50.2295391,Undergraduate & Postgraduate  ,8565,3990,504.07,59,155.0,40.49,38.79,39.26,54.27
2876,2024,19350.0,3096.0,16.0,1260.0,15.35714286,61:39:00  ,61.0,39.0,UNDERGRADUATE & POSTGRADUATE,16836,2514,268.4,10,68.0,43.76,38.2,45.75,26.03
2999,2016,12065.0,4585.0,38.0,633.0,19.0600316,55:45:00,55.0,45.0, Undergraduate & Postgraduate,7808,4257,329.32,78,2.0,43.92,43.23,42.78,28.22
2026,2018,9400.0,188.0,2.0,1880.0,5.0,45:55:00,45.43887262,54.56112738,UNDERGRADUATE & POSTGRADUATE,7553,1847,754.28,93,28.0,24.76,24.87,24.47,45.89
802,2026,20850.0,1460.0,7.0,3011.0,6.924609764, 41:59:00,41.0,59.0,Undergraduate & Postgraduate,15665,5185,1323.15,44,189.0,26.65,23.15,10.65,6.33
830,2023,8840.0,442.0,5.0,657.0,13.45509893, 57:43:00,57.0,43.0,Undergraduate & Postgraduate,6041,2799,949.98,59,362.0,31.0,31.21,31.21,2.61
550,2019,18258.0,365.0,2.0,928.0,19.67456897,49:51:00,49.0,51.0,Undergraduate & Postgraduate,11239,7019,871.82,53,118.0,25.65,25.98,26.01,134.5
2953,2024,20252.0,1013.0,5.0,1387.0,14.60129776,46:54:00,46.05739412,53.94260588, Undergraduate & Postgraduate,13046,7206,635.03,71,17.0,40.73,17.99,56.18,13.26
3342,2024,20173.0,5251.0,26.02860382,1692.0,11.92257683,53:47:00,53.25628169,46.74371831,Undergraduate & Postgraduate,11850,8323,635.03,71,17.0,40.73,17.99,56.18,13.26
3159,2023,26448.0,5715.0,21.60920917,2505.0,10.55808383,37 : 63,36.83764719,63.16235281, Undergraduate & Postgraduate  ,17339,9109,384.76,86,33.0,49.01,40.16,41.14,19.89
793,2026,23737.0,4889.0,20.59491365,1508.0,15.74071618,52:48:00,52.07232382,47.92767618,undergraduate & postgraduate  ,19373,4364,1091.56,10,482.0,32.25,16.54,18.73,12.02
2923,2019,27685.0,3045.0,11.0,1948.0,14.21201232,53:47:00,53.0,47.0, Undergraduate & Postgraduate,19119,8566,514.48,68,42.0,36.5,36.93,36.97,18.35
1617,2022,8083.0,2344.0,29.0,936.0,8.635683761,73:27:00,73.0,27.0,Undergraduate & Postgraduate  ,5984,2099,981.7,5,577.0,31.49,27.4,34.15,7.86
2100,2024,8147.0,1466.0,18.0,708.0,11.50706215, 74:26:00,74.0,26.0,UNDERGRADUATE & POSTGRADUATE,5605,2542,505.17,12,230.0,40.9,18.91,15.37,31.09
2541,2018,4482.0,125.0,2.788933512,4482.0,1.0,43:57:00  ,43.44841661,56.55158339, Undergraduate & Postgraduate  ,2566,1916,422.67,219,1.0,46.41,46.44,45.96,112.72
242,2017,12292.0,0.0,0.0,866.0,14.19399538,40 : 60,39.81818333,60.18181667,UNDERGRADUATE & POSTGRADUATE,9287,3005,677.98,34,152.0,23.24,22.28,22.84,2.49
3081,2026,14932.0,5376.0,36.0,1381.0,10.81245474, 50:50:00,50.19753753,49.80246247,Undergraduate & Postgraduate,8468,6464,559.59,39,27.0,46.68,36.42,48.16,22.85
2478,2016,12346.0,1975.0,16.0,1369.0,9.018261505,56:44:00,56.0,44.0,Undergraduate & Postgraduate,9999,2347,211.0,7,35.0,50.18,45.84,51.9,19.0
299,2023,10740.0,1504.0,14.0,1222.0,8.788870704,69:31:00,69.0,31.0,Undergraduate & Postgraduate,7683,3057,532.05,119,2.0,45.62,30.96,36.67,30.4
2790,2024,8167.0,82.0,1.0,551.0,14.82214156,54:46:00,54.0,46.0,undergraduate & postgraduate,5872,2295,1270.0,1,1270.0,26.94,25.1,30.35,1.0
1321,2020,46096.0,922.0,2.0,3228.0,14.28004957,61:39:00,61.0,39.0, Undergraduate & Postgraduate,32042,14054,758.42,19,74.0,35.45,33.07,35.75,74.74
1659,2022,1480.0,163.0,11.0,136.0,10.88235294,56:44:00  ,56.0,44.0,UNDERGRADUATE & POSTGRADUATE,935,545,503.59,117,2.0,45.11,44.69,45.1,21.23
275,2026,26526.0,531.0,2.0,2460.0,10.78292683,68:32:00,68.0,32.0,Undergraduate & Postgraduate,16068,10458,1257.07,23,221.0,29.75,27.35,13.88,3.81
940,2026,45899.0,11934.0,26.0,2677.0,17.14568547,43:57:00,43.0,57.0,UNDERGRADUATE & POSTGRADUATE  ,32868,13031,1633.16,98,351.0,24.68,24.91,23.94,9.43
2439,2020,12871.0,3.219,0.025009712,50.0,10.0,65:35:00,65.0,35.0,UNDERGRADUATE & POSTGRADUATE,8572,4299,616.31,24,70.0,38.35,38.8,38.29,52.07
966,2016,23321.0,1399.0,6.0,1205.0,19.35352697,69:31:00,69.0,31.0, Undergraduate & Postgraduate,13666,9655,475.31,13,161.0,31.72,29.46,33.28,9.62
1527,2022,15149.0,151.0,1.0,1330.0,11.39022556,42:58:00  ,42.0,58.0,UNDERGRADUATE & POSTGRADUATE,9193,5956,1169.52,80,121.0,25.65,25.99,25.62,89.52
2127,2019,16570.0,0.0,0.0,912.0,18.16885965,49:51:00  ,49.0,51.0,UNDERGRADUATE & POSTGRADUATE,11028,5542,894.86,28,113.0,25.76,24.77,26.67,300.7
938,2023,19927.0,1395.0,7.0,1482.0,13.44601889,51:49:00  ,51.0,49.0,Undergraduate & Postgraduate,16077,3850,646.76,264,1.0,44.35,28.72,37.03,16.54
1155,2021,20.594,1.682,8.167427406,50.0,7.0,49:51:00,49.16719454,50.83280546,Undergraduate & Postgraduate,17,4,360.49,85,32.0,47.98,48.61,48.93,14.82
3172,2020,26235.0,5247.0,20.0,1746.0,15.0257732,53:47:00,53.0,47.0,Undergraduate & Postgraduate,18763,7472,263.71,12,80.0,47.45,49.01,45.4,19.48
3403,2025,790.0,126.0,16.0,50.0,18.37209302,43:57:00,43.0,57.0, Undergraduate & Postgraduate,640,150,797.38,74,24.0,41.63,30.69,34.12,20.09
1551,2026,31634.0,316.0,1.0,1924.0,16.44178794, 55:45:00,55.0,45.0, Undergraduate & Postgraduate,25861,5773,1164.33,41,347.0,33.47,25.16,18.14,5.76
2022,2018,30061.0,991.0,3.296630185,2079.0,14.0, 27 : 73,27.0,73.0,Undergraduate & Postgraduate,17521,12540,754.28,93,28.0,24.76,24.87,24.47,45.89
1517,2023,9998.0,100.0,1.0,690.0,14.48985507,30 : 70  ,30.0,70.0,Undergraduate & Postgraduate  ,7967,2031,680.0,77,139.0,40.84,29.1,39.63,11.89
2346,2021,51830.0,518.0,1.0,4715.0,10.99257688,51:49:00,51.0,49.0,UNDERGRADUATE & POSTGRADUATE,37015,14815,1066.01,69,115.0,25.56,25.93,25.47,103.15
2416,2026,10001.0,800.0,8.0,1050.0,9.524761905,70:30:00,70.0,30.0,Undergraduate & Postgraduate,6803,3198,795.19,40,58.0,39.12,29.39,22.69,21.22
7,2024,26996.0,2430.0,9.0,1816.0,14.86563877,56:44:00  ,56.0,44.0,UNDERGRADUATE & POSTGRADUATE,18172,8824,290.71,7,107.0,46.24,43.21,45.9,16.29
1557,2020,12.69,410.0,3230.890465,50.0,10.0,65:35:00,64.77380011,35.22619989, Undergraduate & Postgraduate,7,6,918.61,23,338.0,26.38,25.6,26.04,609.34
1159,2020,18653.0,4836.0,25.92612448,1209.0,9.0,62:38:00,62.0,38.0,Undergraduate & Postgraduate,12889,5764,247.89,9,83.0,41.73,43.25,43.02,21.36
2099,2019,13475.0,135.0,1.0,1053.0,12.79677113,52:48:00,52.0,48.0, Undergraduate & Postgraduate,7743,5732,871.82,53,118.0,25.65,25.98,26.01,134.5
1990,2022,30062.0,5111.0,17.0,2009.0,14.96366351,67:33:00,67.0,33.0,Undergraduate & Postgraduate,20458,9604,927.65,10,424.0,37.74,37.46,34.98,12.6
1465,2020,17443.0,2.177,0.012480651,50.0,10.0, 69:31:00,69.0,31.0,Undergraduate & Postgraduate,10804,6639,864.89,18,291.0,22.77,23.0,22.7,8.66
2877,2020,35365.0,8885.0,25.12370988,1677.0,22.0,59:41:00,59.0,41.0,Undergraduate & Postgraduate,23588,11777,446.05,32,29.0,40.55,40.36,39.48,13.23
2347,2023,53395.0,8835.0,16.54557848,2843.0,18.78121702,53:47:00,53.42388302,46.57611698,Undergraduate & Postgraduate  ,37601,15794,1290.91,90,115.0,24.95,18.21,15.32,7.33
502,2021,42173.0,1265.0,3.0,2477.0,17.02583771,48:52:00  ,48.0,52.0,Undergraduate & Postgraduate,29208,12965,1118.52,50,428.0,24.01,23.87,24.2,4.11
573,2018,61662.0,0.0,0.0,3744.0,16.46955128,49:51:00,49.0,51.0,UNDERGRADUATE & POSTGRADUATE,40389,21273,790.67,50,121.0,25.33,25.77,26.29,142.1
2058,2025,483765.0,0.0,0.0,27547.0,17.56144045,52:48:00,52.0,48.0,undergraduate & postgraduate,320665,163100,1672.0,2,1562.0,22.25,20.54,23.34,6.0
3175,2023,21654.0,433.0,2.0,1342.0,16.13561848,55:45:00,55.0,45.0, UNDERGRADUATE & POSTGRADUATE,13353,8301,1371.44,9,1175.0,21.09,18.66,18.38,3.04
1235,2023,32336.0,323.0,1.0,2054.0,15.7429406,60:40:00,60.0,40.0,Undergraduate & Postgraduate,20388,11948,1497.0,13,439.0,18.86,20.05,18.67,0.92
2811,2022,10092.0,817.0,8.095521205,841.0,12.0,46:54:00,45.7757928,54.2242072,Undergraduate & Postgraduate,6760,3332,563.63,249,1.0,44.6,44.17,44.61,75.31
2124,2025,132817.0,0.0,0.0,10255.0,12.95143832,49:51:00,49.0,51.0, Undergraduate & Postgraduate,78971,53846,1347.51,44,94.0,24.57,14.79,6.18,12.55
1913,2023,29003.0,5858.0,20.19907165,2323.0,12.48514851,43:57:00,42.83106796,57.16893204,undergraduate & postgraduate  ,15713,13290,612.91,11,223.0,34.62,27.26,45.2,11.6
2171,2024,42318.0,7160.0,16.92005051,5623.0,7.525875867,49:51:00,49.20688862,50.79311138,Undergraduate & Postgraduate,22870,19448,1300.5,3,1300.5,11.23,6.0,1.27,15.31
211,2025,29472.0,5070.0,17.20340103,1692.0,17.41843972,47:53:00,46.92086666,53.07913334, Undergraduate & Postgraduate  ,23350,6122,613.4,71,14.0,43.23,17.32,61.46,13.43
2985,2016,13761.0,2890.0,21.0,1055.0,13.0436019,55:45:00,55.0,45.0,Undergraduate & Postgraduate  ,10845,2916,302.42,31,33.0,43.76,41.52,46.37,25.48
1914,2026,15310.0,2143.0,14.0,795.0,19.25786164,41:59:00,41.0,59.0,Undergraduate & Postgraduate,8857,6453,610.8,10,223.0,38.9,30.0,49.3,10.72
945,2025,27488.0,8542.0,31.07401297,2226.0,12.34860737,45:55:00,45.21877924,54.78122076,Undergraduate & Postgraduate  ,18812,8676,428.85,17,137.0,48.21,36.07,34.85,29.59
504,2024,1751.0,53.0,3.0,83.0,21.09638554, 32 : 68,32.0,68.0,undergraduate & postgraduate,1050,701,1049.02,31,371.0,31.43,22.92,17.32,4.13
2534,2018,36182.0,9428.0,26.05715549,3701.0,11.0,52:48:00,52.0,48.0, Undergraduate & Postgraduate,25219,10963,422.67,219,1.0,46.41,46.44,45.96,112.72
2876,2023,18508.0,3517.0,19.0,1398.0,13.23891273,60:40:00  ,60.0,40.0,Undergraduate & Postgraduate,13250,5258,314.7,10,87.0,39.63,37.57,39.72,29.73
2318,2025,8700.0,0.0,0.0,401.0,21.6957606,49:51:00,49.0,51.0,Undergraduate & Postgraduate,5608,3092,1415.57,89,92.0,26.63,20.52,15.93,7.67
958,2025,7618.0,686.0,9.0,795.0,9.582389937,35 : 65  ,35.0,65.0,undergraduate & postgraduate,5861,1757,809.5,6,439.0,32.02,15.02,10.38,15.49
550,2017,16556.0,331.0,2.0,583.0,28.39794168,47:53:00,47.29455386,52.70544614,Undergraduate & Postgraduate,11615,4941,688.66,44,120.0,26.37,26.92,26.19,161.3
1752,2017,13686.0,137.0,1.0,724.0,18.90331492,52:48:00,52.0,48.0,Undergraduate & Postgraduate,7439,6247,805.12,8,610.0,18.65,17.86,19.17,1.12
2782,2021,33671.0,4659.0,13.83683288,3798.0,10.0,48:52:00,48.0,52.0,Undergraduate & Postgraduate,25333,8338,492.25,237,1.0,44.73,44.34,44.76,78.92
714,2024,57663.0,2307.0,4.0,2865.0,20.12670157,49:51:00,48.5077144,51.4922856,Undergraduate & Postgraduate,35829,21834,635.03,71,17.0,40.73,17.99,56.18,13.26
3231,2017,38322.0,3948.0,10.3021763,2129.0,18.0,58:42:00,58.24903157,41.75096843, Undergraduate & Postgraduate,26819,11503,420.63,67,33.0,37.8,37.48,37.57,17.07
2362,2026,34661.0,0.0,0.0,1797.0,19.28825821, 55:45:00  ,55.0,45.0,UNDERGRADUATE & POSTGRADUATE,21597,13064,1458.35,77,108.0,27.66,25.22,19.51,6.34
1900,2025,4542.0,409.0,9.0,263.0,17.26996198,28 : 72,28.0,72.0,UNDERGRADUATE & POSTGRADUATE,2922,1620,847.99,80,150.0,37.77,29.99,26.13,15.48
1972,2020,61915.0,4953.0,8.0,2258.0,27.42028344,62:38:00,62.0,38.0,Undergraduate & Postgraduate,38193,23722,468.53,116,4.0,43.02,42.93,41.34,22.49
3012,2022,26955.0,8653.0,32.1016509,2183.0,16.0,52:48:00,52.0,48.0,Undergraduate & Postgraduate,18966,7989,385.44,44,27.0,46.94,45.03,47.74,20.62
1625,2021,6305.0,820.0,13.0,595.0,10.59663866,64:36:00,64.0,36.0,undergraduate & postgraduate,3898,2407,263.29,7,76.0,51.34,51.66,54.94,14.31
298,2024,6685.0,67.0,1.0,1123.0,5.952804987, 44:56:00,44.0,56.0,undergraduate & postgraduate,4453,2232,1348.35,88,336.0,24.56,18.98,18.44,9.31
2473,2020,26723.0,7969.0,29.82075366,6000.0,11.0,56:44:00,56.0,44.0, undergraduate & postgraduate,18205,8518,159.79,14,50.0,51.68,51.3,51.82,26.07
2794,2026,12809.0,2178.0,17.0,932.0,13.74356223, 68:32:00,68.0,32.0, Undergraduate & Postgraduate,8414,4395,1450.67,28,765.5,28.48,20.26,20.5,13.13
1608,2023,29030.0,8222.0,28.32147439,2470.0,11.75303644,44:56:00  ,44.36617525,55.63382475,Undergraduate & Postgraduate  ,25374,3656,625.92,71,12.0,42.98,16.89,52.32,12.56
631,2017,43.476,6.749,15.52350722,50.0,12.0,48:52:00,47.896525,52.103475, Undergraduate & Postgraduate  ,31,12,297.42,77,30.0,48.53,48.86,49.14,12.77
1940,2020,31893.0,319.0,1.0,1939.0,16.44816916,58:42:00,58.0,42.0,Undergraduate & Postgraduate,18431,13462,458.79,229,1.0,45.59,45.51,45.31,81.75
2970,2021,222065.0,13324.0,6.0,12654.0,17.54899636,69:31:00,69.0,31.0,UNDERGRADUATE & POSTGRADUATE,112821,109244,638.25,14,207.0,35.52,36.4,36.46,120.79
1024,2021,9514.0,856.0,9.0,642.0,14.81931464,56:44:00  ,56.38916487,43.61083513,Undergraduate & Postgraduate  ,6339,3175,580.02,40,37.0,36.1,36.69,35.26,6.14
2894,2017,16.2,4.153,25.63580247,50.0,10.0,48:52:00  ,47.53041547,52.46958453,Undergraduate & Postgraduate,12,4,639.31,8,507.0,25.09,23.74,27.62,7.96
1677,2020,1909.0,0.0,0.0,106.0,18.00943396,49:51:00  ,49.0,51.0,undergraduate & postgraduate,1232,677,883.41,111,22.0,24.58,24.14,24.31,4.17
2064,2025,18622.0,559.0,3.0,2416.0,7.707781457,39 : 61,39.0,61.0,Undergraduate & Postgraduate  ,13113,5509,1744.0,54,580.0,20.25,19.89,20.26,13.15
232,2017,22279.0,1.817,0.008155662,50.0,17.0,57:43:00,57.0,43.0,undergraduate & postgraduate,13174,9105,297.42,77,30.0,48.53,48.86,49.14,12.77
2421,2024,12158.0,1581.0,13.0,1056.0,11.51325758,71:29:00,71.0,29.0,UNDERGRADUATE & POSTGRADUATE,8082,4076,758.8,35,65.0,37.34,23.0,15.77,16.4
2191,2023,26056.0,9134.0,35.05505209,1161.0,22.44272179, 32 : 68,31.64149707,68.35850293, UNDERGRADUATE & POSTGRADUATE,21071,4985,968.59,27,67.0,37.43,14.32,3.06,20.84
1969,2020,10434.0,3.599,0.034493004,50.0,9.0,71:29:00,71.0,29.0,Undergraduate & Postgraduate,7064,3370,458.79,229,1.0,45.59,45.51,45.31,81.75
951,2019,10335.0,1636.0,15.8270434,1730.0,5.973988439,44:56:00,44.20500631,55.79499369,Undergraduate & Postgraduate,7010,3325,215.33,14,40.0,42.1,43.8,44.66,16.74
2560,2024,21525.0,6027.0,28.0,1325.0,16.24528302, 58:42:00  ,58.0,42.0,undergraduate & postgraduate,13593,7932,519.27,121,2.0,45.05,32.02,36.12,30.03
3163,2018,14.904,1.464,9.822866345,50.0,6.0,50:50:00,50.24999712,49.75000288,Undergraduate & Postgraduate,8,7,313.21,81,35.0,49.57,49.65,48.83,12.95
3260,2025,19071.0,2098.0,11.0,1408.0,13.54474432,51:49:00,51.0,49.0,Undergraduate & Postgraduate,12607,6464,1430.32,104,285.0,26.25,21.12,20.42,10.37
300,2019,12826.0,641.0,5.0,931.0,13.77658432,68:32:00,68.0,32.0,Undergraduate & Postgraduate,9901,2925,866.66,38,344.0,23.76,22.72,24.48,3.45
251,2020,13574.0,387.0,2.851038751,617.0,22.0,60:40:00,60.0460342,39.9539658,Undergraduate & Postgraduate,8109,5465,1034.76,37,413.0,23.24,24.15,23.77,3.78
2447,2020,30024.0,922.0,3.070876632,1251.0,24.0,38 : 62,37.66879654,62.33120346,Undergraduate & Postgraduate  ,18000,12024,1089.92,12,884.0,20.65,19.52,20.48,5.72
2976,2022,32997.0,1980.0,6.0,2079.0,15.87157287,55:45:00,55.0,45.0,undergraduate & postgraduate,21295,11702,563.63,249,1.0,44.6,44.17,44.61,75.31
1253,2021,28.483,935.0,3282.659832,50.0,13.0,46:54:00,45.56502645,54.43497355, Undergraduate & Postgraduate,22,6,495.79,51,15.0,39.97,40.64,40.12,212.02
2535,2023,37639.0,6775.0,18.0,1781.0,21.13363279,60:40:00  ,60.0,40.0,Undergraduate & Postgraduate,25685,11954,646.76,264,1.0,44.35,28.72,37.03,16.54
2549,2019,12492.0,2816.0,22.54242715,1002.0,17.0,49:51:00,49.0,51.0,Undergraduate & Postgraduate  ,8483,4009,256.33,9,85.0,41.02,44.78,36.46,21.29
644,2024,34770.0,5216.0,15.0,2601.0,13.36793541,60:40:00  ,60.0,40.0,Undergraduate & Postgraduate,25649,9121,326.52,44,14.0,48.54,35.94,60.11,26.72
2196,2022,51648.0,531.0,1.028113383,4304.0,12.0,46:54:00,46.28897355,53.71102645,UNDERGRADUATE & POSTGRADUATE,43135,8513,1100.5,1,1100.5,33.8,36.63,40.09,1.03
1782,2020,13108.0,375.0,2.860848337,50.0,10.0,34 : 66,34.0,66.0,Undergraduate & Postgraduate,10857,2251,1001.5,5,775.5,20.93,18.62,21.85,2.78
2245,2022,140.436,536.0,381.668518,50.0,12.0,44:56:00,43.51725113,56.48274887,UNDERGRADUATE & POSTGRADUATE,98,42,1064.0,35,105.0,30.36,30.33,30.45,241.41
3116,2024,12801.0,128.0,1.0,1186.0,10.79342327,52:48:00,52.0,48.0,Undergraduate & Postgraduate,10357,2444,1039.66,16,347.0,27.11,19.76,29.48,3.62
3149,2025,40923.0,11255.0,27.50356863,3256.0,12.56848894,49:51:00,48.97093715,51.02906285,undergraduate & postgraduate,28178,12745,390.38,89,28.0,49.87,40.45,42.47,21.02
1057,2019,4580.0,57.0,1.244541485,458.0,10.0, 46:54:00,45.94715367,54.05284633,Undergraduate & Postgraduate,2894,1686,881.75,14,397.0,24.39,23.71,23.99,360.23
384,2026,8219.0,6246.0,76.0,504.0,16.30753968,54:46:00,54.0,46.0,UNDERGRADUATE & POSTGRADUATE,5543,2676,274.33,9,11.0,71.12,57.76,71.59,39.91
274,2026,18656.0,2798.0,15.0,1143.0,16.32195976,32 : 68,32.0,68.0,undergraduate & postgraduate,13765,4891,969.17,15,273.0,34.42,22.44,17.56,17.81
954,2018,68505.0,671.0,0.979490548,50.0,19.0,61:39:00,61.0,39.0,Undergraduate & Postgraduate,44932,23573,724.83,12,245.0,24.08,24.51,24.59,120.32
1173,2026,6902.0,897.0,13.0,567.0,12.17283951,73:27:00  ,73.0,27.0,Undergraduate & Postgraduate,4113,2789,1260.32,53,271.0,34.35,23.47,21.97,11.88
221,2018,70345.0,283.0,0.402302936,2414.0,32.0,53:47:00,53.0,47.0,UNDERGRADUATE & POSTGRADUATE,46673,23672,799.95,22,122.0,24.09,24.74,23.52,382.58
1522,2019,11523.0,1498.0,13.0,1152.0,10.00260417,60:40:00,60.0,40.0,Undergraduate & Postgraduate,6573,4950,599.65,57,137.0,33.61,33.66,33.55,95.81
543,2024,46837.0,0.0,0.0,2801.0,16.72152803,52:48:00,52.0,48.0,undergraduate & postgraduate  ,29915,16922,1304.57,84,85.0,24.86,20.82,16.66,7.67
3261,2024,18154.0,4225.0,23.27173801,1422.0,12.76652602,52:48:00,51.75035428,48.24964572, undergraduate & postgraduate,11086,7068,1326.78,20,685.5,28.02,12.56,8.36,12.15
2240,2024,23378.0,6866.0,29.3687932,2348.0,9.956558773,47:53:00,46.50691442,53.49308558,undergraduate & postgraduate,16191,7187,1239.64,49,103.0,28.21,20.59,14.41,10.86
758,2026,21340.0,12804.0,60.0,1146.0,18.62129145,43:57:00,43.0,57.0, Undergraduate & Postgraduate,15589,5751,614.48,126,2.0,46.87,35.82,38.92,35.29
1089,2019,17115.0,473.0,2.76365761,50.0,10.0,41:59:00,41.0,59.0,Undergraduate & Postgraduate,10171,6944,883.9,20,394.0,23.08,23.16,23.36,699.7
112,2022,14966.0,197.0,1.316316985,730.0,21.0,45:55:00,45.0,55.0,UNDERGRADUATE & POSTGRADUATE,10387,4579,933.88,89,177.0,30.02,30.24,30.19,20.84
367,2017,46461.0,1394.0,3.0,3857.0,12.04589059,62:38:00,62.47568293,37.52431707,Undergraduate & Postgraduate  ,27920,18541,771.58,26,536.0,20.2,20.26,20.41,3.12
762,2022,1872.0,27.0,1.442307692,144.0,13.0,41:59:00,40.87862015,59.12137985,Undergraduate & Postgraduate,1440,432,933.88,89,177.0,30.02,30.24,30.19,20.84
1189,2019,44951.0,5795.0,12.89181553,3008.0,15.0,51:49:00  ,51.0,49.0,UNDERGRADUATE & POSTGRADUATE  ,25534,19417,431.42,229,1.0,44.48,45.06,44.04,88.07
1325,2018,5416.0,162.0,3.0,361.0,15.00277008,40 : 60,40.0,60.0,Undergraduate & Postgraduate  ,3654,1762,664.41,34,76.0,26.96,27.06,26.87,226.32
826,2023,30348.0,607.0,2.0,3186.0,9.525423729,36 : 64,36.0,64.0,undergraduate & postgraduate,19094,11254,1264.96,73,460.0,24.69,17.31,16.31,8.88
702,2025,41618.0,9014.0,21.65848527,2531.0,16.44330304,33 : 67,33.38233384,66.61766616,undergraduate & postgraduate  ,25098,16520,613.4,71,14.0,43.23,17.32,61.46,13.43
1382,2022,40262.0,1016.0,2.523471263,1659.0,20.0,61:39:00,61.0,39.0,Undergraduate & Postgraduate  ,34717,5545,668.54,14,226.0,36.43,37.65,36.85,120.62
351,2018,14002.0,736.0,5.256391944,50.0,8.0, 37 : 63,37.0,63.0,Undergraduate & Postgraduate,10433,3569,754.28,93,28.0,24.76,24.87,24.47,45.89
684,2023,33601.0,336.0,1.0,2727.0,12.32159883,60:40:00,60.0,40.0,Undergraduate & Postgraduate,21851,11750,1054.96,26,231.0,25.14,19.08,8.5,8.68
2582,2023,27752.0,3330.0,12.0,2107.0,13.17133365,52:48:00,52.0,48.0,undergraduate & postgraduate,15074,12678,646.76,264,1.0,44.35,28.72,37.03,16.54
1971,2021,57492.0,7029.0,12.22604884,6388.0,9.0,43:57:00,43.29059756,56.70940244,UNDERGRADUATE & POSTGRADUATE,35462,22030,492.25,237,1.0,44.73,44.34,44.76,78.92
627,2018,13825.0,2627.0,19.0,952.0,14.52205882,59:41:00,59.0,41.0,UNDERGRADUATE & POSTGRADUATE,11544,2281,409.58,108,5.0,44.57,43.53,43.66,24.19
2473,2023,29157.0,9330.0,32.0,2128.0,13.70159774,59:41:00,59.0,41.0,undergraduate & postgraduate,19441,9716,175.43,14,58.0,50.09,45.28,67.02,26.3
3169,2024,18030.0,180.0,1.0,986.0,18.28600406,70:30:00,70.0,30.0,Undergraduate & Postgraduate,11771,6259,1717.7,23,1161.0,17.54,17.94,17.8,0.7
2203,2023,14504.0,145.0,1.0,1251.0,11.59392486, 48:52:00,48.0,52.0,UNDERGRADUATE & POSTGRADUATE,12537,1967,1150.91,45,105.0,28.03,14.59,6.96,11.93
450,2026,3049.0,213.0,7.0,247.0,12.34412955,53:47:00,53.0,47.0,undergraduate & postgraduate,1790,1259,810.2,5,334.0,47.14,13.42,20.1,15.15
2639,2018,39436.0,606.0,1.536667005,1497.0,25.0,43:57:00  ,43.0,57.0,UNDERGRADUATE & POSTGRADUATE,26846,12590,900.5,1,900.5,21.4,20.51,16.62,1.54
752,2020,8330.0,583.0,7.0,944.0,8.824152542,55:45:00,55.0,45.0,Undergraduate & Postgraduate,6677,1653,934.53,34,380.0,24.82,25.85,24.32,1.38
2234,2024,30903.0,9372.0,30.32644756,1781.0,17.35148793,37 : 63,36.6593937,63.3406063,Undergraduate & Postgraduate,24030,6873,1009.48,27,95.0,33.04,14.54,3.1,19.2
2377,2025,32137.0,7754.0,24.12763213,2078.0,15.4653513,49:51:00,49.14938305,50.85061695,Undergraduate & Postgraduate,23521,8616,1311.3,42,206.0,25.73,18.26,9.31,8.34
142,2025,8957.0,448.0,5.0,947.0,9.458289335,46:54:00,46.0,54.0,Undergraduate & Postgraduate,7671,1286,1122.83,18,321.0,28.95,23.21,31.02,3.83
2509,2026,28193.0,0.0,0.0,2009.0,14.03334993,63:37:00  ,63.0,37.0,Undergraduate & Postgraduate,18910,9283,1933.32,28,1428.0,18.97,19.11,19.11,0.64
1331,2026,15781.0,1105.0,7.0,1045.0,15.10143541,62:38:00,62.0,38.0,Undergraduate & Postgraduate,10575,5206,2036.0,1,2036.0,17.0,19.44,15.35,7.0
1046,2019,24981.0,1.712,0.006853208,50.0,8.0,44:56:00,44.0,56.0, Undergraduate & Postgraduate  ,18545,6436,461.24,35,36.0,37.06,38.41,36.91,132.89
3123,2018,11160.0,1451.0,13.0,722.0,15.45706371,61:39:00,61.0,39.0,Undergraduate & Postgraduate,8160,3000,409.58,108,5.0,44.57,43.53,43.66,24.19
1897,2017,579.0,6.0,1.0,50.0,12.58695652, 33 : 67  ,33.0,67.0, UNDERGRADUATE & POSTGRADUATE,425,154,677.98,34,152.0,23.24,22.28,22.84,2.49
1990,2026,23745.0,6174.0,26.0,2532.0,9.377962085,63:37:00,63.0,37.0,Undergraduate & Postgraduate,14332,9413,943.43,23,324.0,38.94,22.8,17.82,20.04
1141,2025,32145.0,5786.0,18.0,1556.0,20.65874036,58:42:00,58.0,42.0,Undergraduate & Postgraduate,18838,13307,552.13,123,2.0,45.45,32.09,34.62,32.34
