name,slug,country,city,founded,type,students,website
"State Pariyatti Sasana University, Yangon",state-pariyatti-sasana-university-yangon,Myanmar,,,,,
State Polytechnic of Creative Media,state-polytechnic-of-creative-media,Indonesia,,2008,,,
State Polytechnic of Indramayu,state-polytechnic-of-indramayu,Indonesia,,2014,,,
State Polytechnic of Malang,state-polytechnic-of-malang,Indonesia,,1979,,,
State Polytechnic of Medan,state-polytechnic-of-medan,Indonesia,,1982,,,
State Polytechnics of Padang,state-polytechnics-of-padang,Indonesia,,1985,,,
State School of Circus and Variety Arts,state-school-of-circus-and-variety-arts,,,,,,
State School of Dance (Greece),state-school-of-dance-greece,,,,,,
State School of Higher Education in Chełm,state-school-of-higher-education-in-chem,Poland,Chełm,2001,,,
State Tax University,state-tax-university,Ukraine,,1921,,,
State University of Amapá,state-university-of-amapa,Brazil,,2006,,,
State University of Applied Sciences in Elbląg,state-university-of-applied-sciences-in-elblag,Poland,Elbląg,1954,,,
State University of Applied Sciences in Konin,state-university-of-applied-sciences-in-konin,Poland,,1998,,,
State University of Applied Sciences in Koszalin,state-university-of-applied-sciences-in-koszalin,Poland,Koszalin,2009,,,
State University of Applied Sciences in Nowy Sacz,state-university-of-applied-sciences-in-nowy-sacz,Poland,Nowy Sącz,1998,,,
State University of Economics and Technology,state-university-of-economics-and-technology,Ukraine,,2020,,,
State University of Education,state-university-of-education,Russia,,1931,,10876,
State University of Gorontalo,state-university-of-gorontalo,Indonesia,,1963,,,
State University of Infrastructure and Technologies,state-university-of-infrastructure-and-technologies,Ukraine,,1898,,,
State University of Intelligent Technologies and Telecommunications,state-university-of-intelligent-technologies-and-telecommunications,Ukraine,,1900,,7395,
State University of Jakarta,state-university-of-jakarta,Indonesia,,1964,,,
State University of Land Use Planning,state-university-of-land-use-planning,Russia,,1930,,,
State University of Leuven,state-university-of-leuven,Belgium,,1817,,,
State University of Library Studies and Information Technologies,state-university-of-library-studies-and-information-technologies,Bulgaria,,1950,,,
State University of Londrina,state-university-of-londrina,Brazil,,1970,,,
State University of Makassar,state-university-of-makassar,Indonesia,,1964,,,
State University of Malang,state-university-of-malang,Indonesia,,1999,,,
State University of Management,state-university-of-management,Russia,,1919,,25000,
State University of Maranhão,state-university-of-maranhao,Brazil,,1987,,,
State University of Medan,state-university-of-medan,Indonesia,,1963,,,
State University of Milagro,state-university-of-milagro,Ecuador,,,,,
State University of Minas Gerais,state-university-of-minas-gerais,Brazil,Belo Horizonte,1989,,,
State University of Music and Performing Arts Stuttgart,state-university-of-music-and-performing-arts-stuttgart,Germany,,1857,,718,
State University of New York,state-university-of-new-york,United States,,1948,,,
State University of New York at Albany,state-university-of-new-york-at-albany,United States,,1844,,17500,
State University of New York at Brockport,state-university-of-new-york-at-brockport,United States,,1835,,7592,
State University of New York at Buffalo School of Management,state-university-of-new-york-at-buffalo-school-of-management,,,,,,
State University of New York at Canton,state-university-of-new-york-at-canton,United States,,1906,,3135,
State University of New York at Cobleskill,state-university-of-new-york-at-cobleskill,United States,,1911,,2500,
State University of New York at Cortland,state-university-of-new-york-at-cortland,United States,,1868,,6128,
State University of New York at Delhi,state-university-of-new-york-at-delhi,United States,,1913,,3077,
State University of New York at Fredonia,state-university-of-new-york-at-fredonia,United States,,1826,,4055,
State University of New York at Geneseo,state-university-of-new-york-at-geneseo,United States,,1871,,4911,
State University of New York at Morrisville,state-university-of-new-york-at-morrisville,United States,,1908,,2486,
State University of New York at New Paltz,state-university-of-new-york-at-new-paltz,United States,,1828,,7489,
State University of New York at Old Westbury,state-university-of-new-york-at-old-westbury,United States,,1965,,5007,
State University of New York at Oneonta,state-university-of-new-york-at-oneonta,United States,,1889,,5918,
State University of New York at Oswego,state-university-of-new-york-at-oswego,United States,,1861,,7636,
State University of New York at Plattsburgh,state-university-of-new-york-at-plattsburgh,United States,,1889,,5109,
State University of New York at Potsdam,state-university-of-new-york-at-potsdam,United States,,1816,,2468,
State University of New York at Purchase,state-university-of-new-york-at-purchase,United States,,1967,,3685,
State University of New York College of Environmental Science and Forestry,state-university-of-new-york-college-of-environmental-science-and-forestry,United States,,1911,,2127,
State University of New York College of Optometry,state-university-of-new-york-college-of-optometry,United States,,1971,,,
State University of New York Maritime College,state-university-of-new-york-maritime-college,United States,New York City,1874,,1671,
State University of New York Upstate Medical University,state-university-of-new-york-upstate-medical-university,United States,,1950,,1528,
State University of Non-Ferrous Metals and Gold,state-university-of-non-ferrous-metals-and-gold,,,,,,
State University of Norte Fluminense,state-university-of-norte-fluminense,Brazil,,1991,,,
State University of Novi Pazar,state-university-of-novi-pazar,Serbia,,2006,,,
State University of Performing And Visual Arts,state-university-of-performing-and-visual-arts,India,Rohtak,2011,,,
State University of Physical Education and Sport,state-university-of-physical-education-and-sport,Moldova,Chișinău,1991,,,
State University of Piauí,state-university-of-piaui,Brazil,,1984,,,
State University of Roraima,state-university-of-roraima,Brazil,,2005,,,
State University of Semarang,state-university-of-semarang,Indonesia,,1965,,,
State University of Surabaya,state-university-of-surabaya,Indonesia,,1964,,,
State University of Telecommunications,state-university-of-telecommunications,Ukraine,,1996,,,
State University of Tetova,state-university-of-tetova,North Macedonia,Tetovo,1994,,4500,
State University of the Centre-West,state-university-of-the-centre-west,Brazil,,,,,
State University of Trade and Economics,state-university-of-trade-and-economics,Ukraine,,1946,,35000,
State University of West Paraná,state-university-of-west-parana,Brazil,,1988,,,
State University of Zanzibar,state-university-of-zanzibar,Tanzania,Zanzibar City,1999,,,
State-independent Theological University of Basel,state-independent-theological-university-of-basel,Switzerland,,1970,,,
Statens bibliotekhøgskole,statens-bibliotekhgskole,Norway,,,,,
Statens høgskole for kunsthåndverk og design,statens-hgskole-for-kunsthandverk-og-design,Norway,,1909,,,
Státní archivní škola,statni-archivni-skola,Czech Republic,,1919,,,
Státní český učitelský ústav v Brně,statni-cesky-ucitelsky-ustav-v-brne,,,,,,
Státní hudební a dramatická konzervatoř v Brně,statni-hudebni-a-dramaticka-konzervator-v-brne,,,,,,
Staunton Military Academy,staunton-military-academy,,,,,,
Stavanger Cathedral School,stavanger-cathedral-school,,,,,,
Stavropol State Agrarian University,stavropol-state-agrarian-university,Russia,,1930,,,
Stavropol State Medical University,stavropol-state-medical-university,Russia,,1937,,,
Stavropol State Pedagogic University,stavropol-state-pedagogic-university,Russia,,1967,,,
Stavropol State University,stavropol-state-university,Russia,,1930,,,
Steamboat Mountain School,steamboat-mountain-school,,,,,,
Stedelijk Gymnasium Haarlem,stedelijk-gymnasium-haarlem,,,,,,
Stedelijk Gymnasium Leiden,stedelijk-gymnasium-leiden,,,,,,
Stefan Batory Gymnasium and Lyceum,stefan-batory-gymnasium-and-lyceum,,,,,,
Stefan cel Mare University of Suceava,stefan-cel-mare-university-of-suceava,Romania,,1990,,,
Stefan Żeromski 2nd Lyceum in Tomaszów Mazowiecki,stefan-zeromski-2nd-lyceum-in-tomaszow-mazowiecki,,,,,,
Stefan Żeromski Lyceum in Bielsko-Biała,stefan-zeromski-lyceum-in-bielsko-biaa,,,,,,
"Steinhardt School of Culture, Education, and Human Development",steinhardt-school-of-culture-education-and-human-development,,,,,,
Steinitz Elza Zeneiskola,steinitz-elza-zeneiskola,Hungary,,1909,,,
Steinmetz College Prep,steinmetz-college-prep,,,,,,
Steklov Institute of Mathematics,steklov-institute-of-mathematics,Russia,,1934,,,
Stella Adler Studio of Acting,stella-adler-studio-of-acting,,,,,,
Stella Mann College of Performing Arts,stella-mann-college-of-performing-arts,,,,,,
Stella Maris College,stella-maris-college,,,,,,
Stella Matutina,stella-matutina,,,,,,
Stellenbosch University,stellenbosch-university,South Africa,,1866,,,
Stellenbosch University Conservatorium and Music Department,stellenbosch-university-conservatorium-and-music-department,South Africa,,,,,
Stenden University South Africa,stenden-university-south-africa,South Africa,,2003,,,
Stendhal University,stendhal-university,,,,,,
Stepan Gzhytskyi National University of Veterinary Medicine and Biotechnologies Lviv,stepan-gzhytskyi-national-university-of-veterinary-medicine-and-biotechnologies-lviv,Ukraine,,1784,,3014,
Stephen Báthory University,stephen-bathory-university,,,,,,
Stephen F. Austin State University,stephen-f-austin-state-university,United States,,1921,,12620,
Stephen Leacock Collegiate Institute,stephen-leacock-collegiate-institute,,,,,,
Stephen Perse Foundation,stephen-perse-foundation,,,,,,
Stephens College,stephens-college,,,,,,
Steppenwolf Theatre Company,steppenwolf-theatre-company,,,,,,
Sterling College,sterling-college,,,,,,
Stern College for Women,stern-college-for-women,United States,,,,,
Stern Conservatory,stern-conservatory,,,,,,
Stern School of Business,stern-school-of-business,,,,,,
Stetson University,stetson-university,United States,,1883,,4429,
Stevens Institute of Technology,stevens-institute-of-technology,United States,,1870,,7257,
Stevenson School,stevenson-school,,,,,,
Stevenson University,stevenson-university,United States,,1947,,3492,
Stewart's Melville College,stewarts-melville-college,,,,,,
"Steyr Handel Mazzetti-Promenade 3, 5",steyr-handel-mazzetti-promenade-3-5,Austria,,,,,
STIE IPWIJA Jakarta,stie-ipwija-jakarta,Indonesia,,1993,,,
STIE Widya Dharma Pontianak,stie-widya-dharma-pontianak,Indonesia,,2003,,,
Stiftsgymnasium Melk,stiftsgymnasium-melk,,,,,,
Stiftsmälzerei,stiftsmalzerei,Germany,,,,,
STIKes KAPUAS RAYA Sintang,stikes-kapuas-raya-sintang,Indonesia,,2009,,,
STIKES Katolik St. Vincentius a Paulo Surabaya,stikes-katolik-st-vincentius-a-paulo-surabaya,Indonesia,,1987,,,
STIKES Medika Seramoe Barat,stikes-medika-seramoe-barat,Indonesia,,2008,,,
STIKES Medika Teuku Umar,stikes-medika-teuku-umar,Indonesia,,2014,,,
STIKES Sari Mulia,stikes-sari-mulia,Indonesia,,2009,,,
Sting Academy,sting-academy,Czech Republic,,2001,,,
Stirling Art School,stirling-art-school,United Kingdom,,,,,
STIS Syarif Abdurrahman Pontianak,stis-syarif-abdurrahman-pontianak,Indonesia,,,,,
STIT Muhammadiyah Aceh Barat Daya,stit-muhammadiyah-aceh-barat-daya,Indonesia,,2007,,,
STKIP Dampal Selatan,stkip-dampal-selatan,Indonesia,,,,,
STKIP Muhammadiyah Aceh Barat Daya,stkip-muhammadiyah-aceh-barat-daya,Indonesia,,2009,,,
STMIK Banjarbaru,stmik-banjarbaru,Indonesia,,2003,,,
STMIK LPKIA Bandung,stmik-lpkia-bandung,Indonesia,,2004,,,
STMIK Pontianak,stmik-pontianak,Indonesia,,1994,,,
STMIK SPB Airlangga Samarinda,stmik-spb-airlangga-samarinda,Indonesia,,,,,
STMIK STIKOM Balikpapan,stmik-stikom-balikpapan,Indonesia,,,,,
Stockbridge School,stockbridge-school,,,,,,
Stockholm Academy of Dramatic Arts,stockholm-academy-of-dramatic-arts,Sweden,,2011,,,
Stockholm Business School,stockholm-business-school,,,,,,
Stockholm Film School,stockholm-film-school,,,,,,
Stockholm Institute of Education,stockholm-institute-of-education,Sweden,,1956,,,
Stockholm School of Economics,stockholm-school-of-economics,,,,,,
Stockholm School of Economics in Riga,stockholm-school-of-economics-in-riga,,,,,,
Stockholm University,stockholm-university,Sweden,,1878,,37484,
Stockholm University of the Arts,stockholm-university-of-the-arts,Sweden,,2014,,,
Stockton University,stockton-university,United States,,1969,,9893,
Stoke Brunswick School,stoke-brunswick-school,,,,,,
Stoke Newington School and Sixth Form,stoke-newington-school-and-sixth-form,,,,,,
Stoke Park School and Community College,stoke-park-school-and-community-college,,,,,,
Stone Child College,stone-child-college,United States,,1984,,311,
Stone Ridge School of the Sacred Heart,stone-ridge-school-of-the-sacred-heart,,,,,,
Stonehill College,stonehill-college,,,,,,
Stony Brook University,stony-brook-university,United States,,1957,,26928,
Stony Brook University School of Medicine,stony-brook-university-school-of-medicine,United States,,1971,,,
Stonyhurst College,stonyhurst-college,,,,,,
Stonyhurst Saint Mary's Hall,stonyhurst-saint-marys-hall,,,,,,
Stowe School,stowe-school,,,,,,
Straight University,straight-university,United States,,1868,,,
Strand School,strand-school,,,,,,
Stratford School,stratford-school,,,,,,
Stratford University,stratford-university,United States,,1976,,1947,
Stratford-upon-Avon College,stratford-upon-avon-college,,,,,,
Strathallan School,strathallan-school,,,,,,
Strathroy District Collegiate Institute,strathroy-district-collegiate-institute,,,,,,
Strayer University,strayer-university,United States,,1892,,42975,
Strode's College,strodes-college,,,,,,
Stroganov Moscow State Academy of Arts and Industry,stroganov-moscow-state-academy-of-arts-and-industry,Russia,,1825,,,
STT Migas Balikpapan,stt-migas-balikpapan,Indonesia,,2002,,,
Stuart Country Day School,stuart-country-day-school,,,,,,
Stuart Hall School,stuart-hall-school,,,,,,
Stuart School of Business,stuart-school-of-business,United States,,,,,
Student Halls of Residence Hung Hom Bay,student-halls-of-residence-hung-hom-bay,People's Republic of China,,,,,
Studio 58,studio-58,,,,,,
Studio École de France,studio-ecole-de-france,France,,1989,,,
Studio Pygmalion,studio-pygmalion,,,,,,
Studio-théâtre d'Asnières,studio-theatre-dasnieres,,,,,,
Stuttgart Media University,stuttgart-media-university,Germany,,2001,,5240,
Suaka Insan Health Institute,suaka-insan-health-institute,Indonesia,,2006,,,
Suan Dusit University,suan-dusit-university,Thailand,Bangkok,,,,
Subway Academy II,subway-academy-ii,,,,,,
Sudan Institute for Natural Sciences,sudan-institute-for-natural-sciences,Sudan,,,,,
Sudan International University,sudan-international-university,Sudan,Khartoum,1990,,,
Sudan Technological University,sudan-technological-university,Sudan,Khartoum,2016,,,
Sudan University College for Women,sudan-university-college-for-women,Sudan,,,,,
Sudan University of Science and Technology,sudan-university-of-science-and-technology,Sudan,Khartoum,1932,,,
Suez Canal National University,suez-canal-national-university,Egypt,,,,,
Suez Canal University,suez-canal-university,Egypt,Suez,1974,,40317,
