University_Name,Country,Region,Year,QS_Rank,National_Rank,QS_Overall_Score,Academic_Reputation,Employer_Reputation,Faculty_Student_Ratio,Citations_Per_Faculty,International_Faculty_Ratio,International_Students_Ratio,International_Research_Network,Employment_Outcomes,Sustainability,Std_Country,Std_University_Name
Saint-Petersburg Electrotechnical University LETI,Russia,Europe,2026,1201.0,29.0,,4.8,6.3,51.9,3.0,5.6,56.2,15.9,7.3,26.4,Russia,Saint-Petersburg Electrotechnical University LETI
Saken Seifullin Kazakh Agrotechnical University,Kazakhstan,Asia,2026,1201.0,15.0,,10.2,18.0,42.2,1.5,23.5,9.4,3.6,4.2,36.7,Kazakhstan,Saken Seifullin Kazakh Agrotechnical University
Samara National Research University (Samara University),Russia,Europe,2026,1201.0,29.0,,4.0,3.7,74.6,3.2,2.9,22.3,19.5,13.2,30.6,Russia,Samara National Research University (Samara University)
Sathyabama Institute of Science and Technology,India,Asia,2026,1201.0,43.0,,11.0,10.4,27.0,9.4,7.5,6.1,29.5,1.7,51.0,India,Sathyabama Institute of Science and Technology
Seattle University,United States,Americas,2026,1201.0,172.0,,6.6,14.0,40.5,3.2,1.7,22.1,6.0,15.3,42.5,United States,Seattle University
Selcuk University,Türkiye,Asia,2026,1201.0,15.0,,7.5,3.7,23.7,7.3,2.4,23.6,53.8,13.6,45.7,Türkiye,Selcuk University
Shanghai International Studies University,China (Mainland),Asia,2026,1201.0,66.0,,7.2,6.4,21.7,3.3,33.8,40.0,10.8,9.3,9.4,China (Mainland),Shanghai International Studies University
Shanghai University of Finance and Economics,China (Mainland),Asia,2026,1201.0,66.0,,5.8,15.1,12.2,9.9,20.4,3.6,14.1,48.0,32.0,China (Mainland),Shanghai University of Finance and Economics
Shinshu University,Japan,Asia,2026,1201.0,33.0,,4.7,4.9,39.9,20.2,6.8,4.7,25.2,3.4,24.6,Japan,Shinshu University
Shiv Nadar University,India,Asia,2026,1201.0,43.0,,7.5,6.1,42.1,20.8,17.4,3.2,13.5,1.8,30.4,India,Shiv Nadar University
"Siksha ‘O’ Anusandhan (Deemed to be University), SOA",India,Asia,2026,1201.0,43.0,,8.2,5.5,41.6,11.4,3.2,4.0,28.7,1.7,35.8,India,"Siksha ‘O’ Anusandhan (Deemed to be University), SOA"
Slovak University of Agriculture in Nitra,Slovakia,Europe,2026,1201.0,6.0,,8.9,10.6,36.7,15.5,8.8,8.9,28.5,5.7,24.9,Slovakia,Slovak University of Agriculture in Nitra
Sookmyung Women's University,South Korea,Asia,2026,1201.0,37.0,,6.9,9.7,46.8,4.9,4.8,5.0,6.1,1.9,39.8,South Korea,Sookmyung Women's University
Suranaree University of Technology,Thailand,Asia,2026,1201.0,9.0,,10.2,6.5,5.9,16.7,7.4,2.4,27.3,3.2,44.6,Thailand,Suranaree University of Technology
Taibah University,Saudi Arabia,Asia,2026,1201.0,21.0,,9.2,4.3,7.6,7.4,90.6,3.6,38.0,2.5,32.5,Saudi Arabia,Taibah University
Tamkang University,Taiwan,Asia,2026,1201.0,18.0,,7.8,9.9,5.2,11.0,8.0,11.6,24.6,35.6,45.7,Taiwan,Tamkang University
Tanta University,Egypt,Africa,2026,1201.0,10.0,,7.7,9.8,7.2,4.0,1.5,3.0,73.3,5.7,48.1,Egypt,Tanta University
Tashkent State Transport University,Uzbekistan,Asia,2026,1201.0,6.0,,19.3,10.8,24.7,1.3,3.5,2.3,2.0,9.2,30.1,Uzbekistan,Tashkent State Transport University
Technical University of Cluj-Napoca,Romania,Europe,2026,1201.0,4.0,,5.8,10.7,10.5,8.2,4.0,5.6,46.5,5.1,42.1,Romania,Technical University of Cluj-Napoca
Technical University of Liberec,Czechia,Europe,2026,1201.0,12.0,,5.6,5.0,43.9,9.3,15.6,14.9,28.5,2.5,15.7,Czechia,Technical University of Liberec
Technische Universität Kaiserslautern,Germany,Europe,2026,1201.0,47.0,,8.6,6.0,22.2,7.5,,,63.4,5.4,,Germany,Technische Universität Kaiserslautern
Tecnológico de Costa Rica (TEC),Costa Rica,Americas,2026,1201.0,2.0,,11.2,24.9,23.2,2.1,9.7,3.0,11.1,11.6,17.8,Costa Rica,Tecnológico de Costa Rica (TEC)
"The ""Gheorghe Asachi"" Technical University of Iasi",Romania,Europe,2026,1201.0,4.0,,6.5,14.5,3.8,10.0,,8.6,49.3,5.3,22.7,Romania,"The ""Gheorghe Asachi"" Technical University of Iasi"
The Russian Presidential Academy of National Economy and Public Administration,Russia,Europe,2026,1201.0,29.0,,5.6,14.9,48.4,1.2,2.1,4.6,21.8,53.7,14.3,Russia,The Russian Presidential Academy of National Economy and Public Administration
The University of Northampton,United Kingdom,Europe,2026,1201.0,86.0,,3.4,3.9,6.4,4.4,51.5,93.4,16.8,5.9,19.0,United Kingdom,The University of Northampton
"The University of Notre Dame, Australia",Australia,Oceania,2026,1201.0,36.0,,3.4,5.9,6.3,10.2,53.7,21.9,11.5,1.7,34.1,Australia,"The University of Notre Dame, Australia"
Tishk International University,Iraq,Asia,2026,1201.0,5.0,,13.4,4.0,8.0,11.8,74.2,1.6,33.5,5.9,17.3,Iraq,Tishk International University
Tokai University,Japan,Asia,2026,1201.0,33.0,,12.8,9.0,18.1,5.4,7.7,5.3,28.8,3.4,34.4,Japan,Tokai University
Tokushima University,Japan,Asia,2026,1201.0,33.0,,5.4,3.2,70.1,10.2,3.3,3.8,18.2,6.4,23.3,Japan,Tokushima University
Tomas Bata University in Zlin,Czechia,Europe,2026,1201.0,12.0,,6.1,10.3,13.6,11.1,33.1,30.7,31.2,5.1,26.2,Czechia,Tomas Bata University in Zlin
Transilvania University of Brasov,Romania,Europe,2026,1201.0,4.0,,9.0,10.2,8.4,7.1,5.0,3.8,69.6,5.3,32.2,Romania,Transilvania University of Brasov
Tunghai University,Taiwan,Asia,2026,1201.0,18.0,,10.1,9.2,6.7,13.1,13.5,17.8,28.2,21.9,47.5,Taiwan,Tunghai University
UCAM Universidad Católica San Antonio de Murcia,Spain,Europe,2026,1201.0,38.0,,9.6,5.6,9.9,7.5,14.6,43.8,23.9,1.8,41.4,Spain,UCAM Universidad Católica San Antonio de Murcia
Universidad Autónoma Chapingo,Mexico,Americas,2026,1201.0,12.0,,4.1,4.2,77.6,2.1,8.7,1.3,6.4,13.0,16.8,Mexico,Universidad Autónoma Chapingo
Universidad Autónoma de Guadalajara,Mexico,Americas,2026,1201.0,12.0,,10.3,5.2,28.7,1.2,45.7,23.6,2.4,2.1,7.3,Mexico,Universidad Autónoma de Guadalajara
Universidad Autónoma de Nuevo León (UANL),Mexico,Americas,2026,1201.0,12.0,,20.9,10.7,3.1,2.9,4.0,1.3,39.1,18.4,43.7,Mexico,Universidad Autónoma de Nuevo León (UANL)
Universidad Autónoma del Estado de Hidalgo,Mexico,Americas,2026,1201.0,12.0,,3.6,8.3,51.7,1.9,2.6,2.9,13.3,2.3,41.8,Mexico,Universidad Autónoma del Estado de Hidalgo
Universidad Autónoma del Estado de México,Mexico,Americas,2026,1201.0,12.0,,23.0,12.8,7.5,2.0,3.9,1.7,15.6,2.1,39.8,Mexico,Universidad Autónoma del Estado de México
Universidad Católica del Norte,Chile,Americas,2026,1201.0,13.0,,5.7,5.0,10.9,9.3,21.9,8.5,45.0,2.5,53.0,Chile,Universidad Católica del Norte
Universidad Central Marta Abreu de Las Villas,Cuba,Americas,2026,1201.0,2.0,,4.8,2.0,99.9,1.6,1.1,1.6,9.4,26.5,10.2,Cuba,Universidad Central Marta Abreu de Las Villas
Universidad Cientifica del Sur,Peru,Americas,2026,1201.0,4.0,,6.1,6.8,68.3,1.7,4.2,1.3,14.8,4.8,30.1,Peru,Universidad Cientifica del Sur
Universidad de la Frontera (UFRO),Chile,Americas,2026,1201.0,13.0,,14.4,7.5,6.5,19.2,3.1,1.7,44.0,2.7,32.3,Chile,Universidad de la Frontera (UFRO)
Universidad de Las Américas (UDLA) Ecuador,Ecuador,Americas,2026,1201.0,5.0,,14.4,8.4,21.1,2.6,24.7,5.0,18.3,7.0,30.9,Ecuador,Universidad de Las Américas (UDLA) Ecuador
Universidad de Lima,Peru,Americas,2026,1201.0,4.0,,14.1,31.8,6.8,1.7,3.7,3.7,11.3,30.3,33.9,Peru,Universidad de Lima
Universidad de los Andes Mérida,Venezuela (Bolivarian Republic of),Americas,2026,1201.0,4.0,,20.2,12.7,26.3,1.6,1.5,2.0,19.3,22.4,32.0,Venezuela (Bolivarian Republic of),Universidad de los Andes Mérida
Universidad de Monterrey,Mexico,Americas,2026,1201.0,12.0,,19.8,15.4,8.7,2.4,18.2,6.8,9.2,6.4,32.5,Mexico,Universidad de Monterrey
Universidad de Valparaíso,Chile,Americas,2026,1201.0,13.0,,15.5,8.4,12.8,5.0,8.6,2.9,34.3,4.8,39.7,Chile,Universidad de Valparaíso
Universidad del Desarrollo,Chile,Americas,2026,1201.0,13.0,,11.8,15.7,15.7,4.0,10.6,3.3,18.3,6.8,47.5,Chile,Universidad del Desarrollo
Universidad del Norte,Colombia,Americas,2026,1201.0,12.0,,13.2,14.3,12.7,6.0,8.5,1.7,27.1,10.8,44.2,Colombia,Universidad del Norte
Universidad del Valle de Guatemala (UVG),Guatemala,Americas,2026,1201.0,1.0,,6.5,11.0,61.9,1.4,9.4,3.2,5.6,15.3,11.0,Guatemala,Universidad del Valle de Guatemala (UVG)
Universidad Industrial de Santander,Colombia,Americas,2026,1201.0,12.0,,12.7,17.6,5.8,3.4,6.0,2.0,18.5,13.3,28.5,Colombia,Universidad Industrial de Santander
Universidad Jesuita de Guadalajara - ITESO,Mexico,Americas,2026,1201.0,12.0,,9.3,7.8,84.6,1.2,3.8,2.5,3.7,2.3,21.8,Mexico,Universidad Jesuita de Guadalajara - ITESO
Universidad Nacional Costa Rica,Costa Rica,Americas,2026,1201.0,2.0,,13.5,18.4,17.5,2.2,13.1,4.1,16.8,11.4,23.3,Costa Rica,Universidad Nacional Costa Rica
Universidad Nacional de Asunción,Paraguay,Americas,2026,1201.0,1.0,,7.6,5.5,43.1,1.2,1.5,2.7,13.1,73.8,28.8,Paraguay,Universidad Nacional de Asunción
Universidad Nacional de Cuyo,Argentina,Americas,2026,1201.0,12.0,,17.8,10.7,23.9,2.8,2.1,11.6,26.5,14.8,43.7,Argentina,Universidad Nacional de Cuyo
Universidad Nacional de Ingeniería Peru,Peru,Americas,2026,1201.0,4.0,,11.2,31.2,10.2,2.0,1.3,1.4,7.1,27.5,10.5,Peru,Universidad Nacional de Ingeniería Peru
Universidad Nacional de San Luis,Argentina,Americas,2026,1201.0,12.0,,3.9,2.0,84.8,1.4,,,10.1,1.5,18.0,Argentina,Universidad Nacional de San Luis
Universidad Nacional del Centro de la Provincia de Buenos Aires,Argentina,Americas,2026,1201.0,12.0,,6.3,6.3,81.4,1.8,,,7.7,1.5,20.5,Argentina,Universidad Nacional del Centro de la Provincia de Buenos Aires
Universidad Nacional del Litoral,Argentina,Americas,2026,1201.0,12.0,,18.1,10.1,3.1,4.1,6.6,1.5,26.8,7.1,41.0,Argentina,Universidad Nacional del Litoral
Universidad Peruana de Ciencias Aplicadas (UPC),Peru,Americas,2026,1201.0,4.0,,17.8,26.8,4.7,1.4,17.1,2.1,10.1,4.8,32.0,Peru,Universidad Peruana de Ciencias Aplicadas (UPC)
Universidad Tecnológica de Panamá (UTP),Panama,Americas,2026,1201.0,1.0,,9.5,19.9,38.2,1.2,4.9,8.0,5.2,7.3,24.5,Panama,Universidad Tecnológica de Panamá (UTP)
Universidad Tecnológica Nacional (UTN),Argentina,Americas,2026,1201.0,12.0,,5.2,19.2,56.6,1.2,,3.8,10.9,9.2,19.1,Argentina,Universidad Tecnológica Nacional (UTN)
Universidade do Estado do Rio de Janeiro (UERJ),Brazil,Americas,2026,1201.0,14.0,,13.2,6.5,22.6,4.0,4.8,1.4,48.0,22.6,31.8,Brazil,Universidade do Estado do Rio de Janeiro (UERJ)
Universidade Federal da Bahia,Brazil,Americas,2026,1201.0,14.0,,13.5,5.0,11.8,5.7,6.9,2.0,48.7,20.6,41.4,Brazil,Universidade Federal da Bahia
Universidade Federal de Pernambuco (UFPE),Brazil,Americas,2026,1201.0,14.0,,16.0,4.4,20.3,7.6,4.8,1.4,58.3,6.8,36.1,Brazil,Universidade Federal de Pernambuco (UFPE)
Universidade Federal de Santa Maria,Brazil,Americas,2026,1201.0,14.0,,7.0,2.2,25.0,9.9,2.9,2.1,52.5,8.4,55.7,Brazil,Universidade Federal de Santa Maria
Universidade Federal de Viçosa,Brazil,Americas,2026,1201.0,14.0,,6.8,4.3,17.4,16.2,3.4,3.7,26.5,5.7,49.6,Brazil,Universidade Federal de Viçosa
Universidade Federal do Ceará (UFC),Brazil,Americas,2026,1201.0,14.0,,11.3,4.8,7.9,10.1,1.5,1.7,41.7,8.0,36.2,Brazil,Universidade Federal do Ceará (UFC)
Universidade Federal Fluminense,Brazil,Americas,2026,1201.0,14.0,,12.5,3.1,17.4,6.4,8.8,1.3,57.0,17.6,55.7,Brazil,Universidade Federal Fluminense
Universidade Presbiteriana Mackenzie,Brazil,Americas,2026,1201.0,14.0,,5.8,12.6,19.5,3.8,2.3,1.1,13.8,56.4,18.1,Brazil,Universidade Presbiteriana Mackenzie
Universita' degli Studi di Urbino Carlo Bo,Italy,Europe,2026,1201.0,42.0,,6.8,2.8,3.0,14.5,22.6,9.1,28.5,13.8,27.3,Italy,Universita' degli Studi di Urbino Carlo Bo
Universitas Muhammadiyah Yogyakarta (UMY),Indonesia,Asia,2026,1201.0,15.0,,10.9,4.2,4.8,2.2,82.5,3.9,8.3,2.7,37.9,Indonesia,Universitas Muhammadiyah Yogyakarta (UMY)
Universitas Negeri Yogyakarta,Indonesia,Asia,2026,1201.0,15.0,,17.4,6.7,12.2,2.0,18.8,2.8,10.8,2.8,32.5,Indonesia,Universitas Negeri Yogyakarta
Universitas Pendidikan Indonesia,Indonesia,Asia,2026,1201.0,15.0,,17.4,5.7,16.2,2.2,17.6,2.5,20.0,2.7,43.1,Indonesia,Universitas Pendidikan Indonesia
Universitas Trisakti,Indonesia,Asia,2026,1201.0,15.0,,14.3,5.8,29.0,1.5,3.0,1.3,4.1,41.1,33.3,Indonesia,Universitas Trisakti
Universität Siegen,Germany,Europe,2026,1201.0,47.0,,5.4,1.2,15.4,10.2,53.9,37.3,42.0,4.9,29.2,Germany,Universität Siegen
Université de Caen Normandie,France,Europe,2026,1201.0,29.0,,11.3,5.2,9.2,10.3,11.0,11.4,76.4,6.6,35.8,France,Université de Caen Normandie
Université de Limoges,France,Europe,2026,1201.0,29.0,,8.9,5.5,22.4,9.1,,,55.9,3.6,29.6,France,Université de Limoges
Université de Poitiers,France,Europe,2026,1201.0,29.0,,11.1,1.2,7.6,8.5,,38.9,74.6,13.6,39.3,France,Université de Poitiers
Université de Sousse,Tunisia,Africa,2026,1201.0,3.0,,6.4,3.9,51.8,2.9,1.2,3.7,36.6,9.4,44.1,Tunisia,Université de Sousse
Université de Tunis,Tunisia,Africa,2026,1201.0,3.0,,11.3,5.8,28.3,3.0,2.5,2.8,17.4,58.5,29.6,Tunisia,Université de Tunis
Université Ibn Tofail,Morocco,Africa,2026,1201.0,1.0,,14.6,3.1,1.5,12.0,27.0,4.2,28.6,5.0,36.8,Morocco,Université Ibn Tofail
Université Jean Moulin Lyon 3,France,Europe,2026,1201.0,29.0,,11.2,11.4,2.4,4.3,27.0,44.1,11.8,5.9,25.4,France,Université Jean Moulin Lyon 3
Université Mohammed V de Rabat,Morocco,Africa,2026,1201.0,1.0,,4.8,3.1,2.4,9.5,4.7,5.7,75.6,75.8,42.6,Morocco,Université Mohammed V de Rabat
Université Paris-Nanterre,France,Europe,2026,1201.0,29.0,,14.6,4.7,4.7,4.0,11.7,2.1,60.0,44.3,39.8,France,Université Paris-Nanterre
Université Paul-Valéry Montpellier 3,France,Europe,2026,1201.0,29.0,,14.9,6.1,4.0,8.7,6.8,45.3,50.9,2.4,36.3,France,Université Paul-Valéry Montpellier 3
Universiti Kuala Lumpur (UniKL),Malaysia,Asia,2026,1201.0,29.0,,9.9,10.8,33.8,4.1,7.1,5.0,18.1,5.1,23.2,Malaysia,Universiti Kuala Lumpur (UniKL)
Universiti Malaysia Kelantan,Malaysia,Asia,2026,1201.0,29.0,,9.5,3.6,7.1,10.6,17.0,14.2,25.5,5.1,47.9,Malaysia,Universiti Malaysia Kelantan
Universiti Teknikal Malaysia Melaka (UTeM),Malaysia,Asia,2026,1201.0,29.0,,10.3,11.2,18.0,11.4,5.4,10.7,34.7,5.2,36.4,Malaysia,Universiti Teknikal Malaysia Melaka (UTeM)
University of Babylon,Iraq,Asia,2026,1201.0,5.0,,7.7,25.9,19.6,3.7,1.3,1.2,36.6,5.8,29.8,Iraq,University of Babylon
University of Basrah,Iraq,Asia,2026,1201.0,5.0,,9.1,26.6,18.7,2.2,,1.0,34.7,14.2,20.0,Iraq,University of Basrah
University of Derby,United Kingdom,Europe,2026,1201.0,86.0,,5.4,7.5,12.0,10.9,40.8,49.9,42.8,2.2,34.0,United Kingdom,University of Derby
University of International Business and Economics,China (Mainland),Asia,2026,1201.0,66.0,,3.3,5.1,16.5,8.4,8.6,43.3,8.2,21.2,29.8,China (Mainland),University of International Business and Economics
University of Kerbala,Iraq,Asia,2026,1201.0,5.0,,12.8,14.8,35.3,2.0,2.1,1.9,13.9,5.6,21.3,Iraq,University of Kerbala
University of Khartoum,Sudan,Africa,2026,1201.0,1.0,,8.9,6.9,8.2,5.1,,2.1,53.5,84.9,23.3,Sudan,University of Khartoum
University of Kufa,Iraq,Asia,2026,1201.0,5.0,,7.4,33.3,31.7,2.1,,1.0,26.3,5.7,15.6,Iraq,University of Kufa
"University of Management and Technology (UMT), Pakistan",Pakistan,Asia,2026,1201.0,14.0,,7.2,10.9,17.6,9.4,1.9,1.7,54.4,3.3,46.6,Pakistan,"University of Management and Technology (UMT), Pakistan"
University of Memphis,United States,Americas,2026,1201.0,172.0,,4.1,4.1,18.6,13.9,2.5,19.4,41.9,15.0,35.1,United States,University of Memphis
University of Miskolc,Hungary,Europe,2026,1201.0,9.0,,9.0,10.3,20.4,4.7,3.0,6.4,24.5,16.3,27.8,Hungary,University of Miskolc
University of Mosul,Iraq,Asia,2026,1201.0,5.0,,7.3,12.9,23.4,1.7,1.0,1.3,30.2,28.8,26.4,Iraq,University of Mosul
University of North Carolina at Greensboro,United States,Americas,2026,1201.0,172.0,,3.6,4.5,12.2,15.1,10.3,4.3,49.6,5.0,32.8,United States,University of North Carolina at Greensboro
University of Novi Sad,Serbia,Europe,2026,1201.0,2.0,,12.5,6.5,10.5,6.9,,,82.1,30.7,31.2,Serbia,University of Novi Sad
University of Ostrava,Czechia,Europe,2026,1201.0,12.0,,8.0,2.9,20.5,5.9,34.6,32.2,28.9,5.0,24.2,Czechia,University of Ostrava
University of Pannonia,Hungary,Europe,2026,1201.0,9.0,,6.1,7.3,33.3,14.9,5.8,7.2,55.5,5.0,23.4,Hungary,University of Pannonia
University of Pardubice,Czechia,Europe,2026,1201.0,12.0,,5.2,5.2,47.8,5.8,12.3,15.5,36.2,2.5,15.8,Czechia,University of Pardubice
University of Peradeniya,Sri Lanka,Asia,2026,1201.0,2.0,,10.4,13.6,14.3,3.7,,1.6,39.5,17.7,50.6,Sri Lanka,University of Peradeniya
University of Petra,Jordan,Asia,2026,1201.0,11.0,,8.8,8.1,10.0,6.2,25.9,47.1,9.9,5.7,34.6,Jordan,University of Petra
University of Primorska,Slovenia,Europe,2026,1201.0,3.0,,3.6,5.7,12.3,8.3,31.6,38.9,45.4,13.2,21.8,Slovenia,University of Primorska
University of Rajshahi,Bangladesh,Asia,2026,1201.0,5.0,,13.2,13.1,6.2,6.4,1.3,1.2,23.5,4.4,39.3,Bangladesh,University of Rajshahi
University of Rijeka,Croatia,Europe,2026,1201.0,2.0,,7.3,8.4,17.0,8.7,2.8,5.8,50.2,15.3,42.4,Croatia,University of Rijeka
University of San Diego,United States,Americas,2026,1201.0,172.0,,9.0,15.2,27.8,4.5,4.9,10.5,6.9,20.3,21.4,United States,University of San Diego
University of San Francisco,United States,Americas,2026,1201.0,172.0,,6.9,12.1,27.5,5.7,3.9,27.1,9.3,39.0,31.8,United States,University of San Francisco
University of Sarajevo,Bosnia and Herzegovina,Europe,2026,1201.0,1.0,,5.0,1.0,6.5,2.9,,5.2,41.3,89.1,20.5,Bosnia and Herzegovina,University of Sarajevo
University of Silesia in Katowice,Poland,Europe,2026,1201.0,19.0,,8.6,6.8,31.3,5.7,5.1,7.4,59.3,10.1,44.4,Poland,University of Silesia in Katowice
University of South Alabama (USA),United States,Americas,2026,1201.0,172.0,,5.6,11.1,23.1,13.1,,2.7,13.7,3.2,28.9,United States,University of South Alabama (USA)
University of Split,Croatia,Europe,2026,1201.0,2.0,,7.6,9.2,8.7,8.8,1.6,3.3,52.3,22.4,44.8,Croatia,University of Split
University of Texas El Paso,United States,Americas,2026,1201.0,172.0,,6.8,3.7,7.6,21.5,13.9,10.1,61.6,9.1,41.5,United States,University of Texas El Paso
University of Tyumen,Russia,Europe,2026,1201.0,29.0,,2.7,3.4,44.0,2.6,6.0,23.2,25.1,5.7,30.3,Russia,University of Tyumen
University of Wisconsin Milwaukee,United States,Americas,2026,1201.0,172.0,,9.0,3.8,13.8,15.3,11.8,12.4,37.0,16.0,46.3,United States,University of Wisconsin Milwaukee
University POLITEHNICA of Bucharest,Romania,Europe,2026,1201.0,4.0,,6.3,20.8,4.9,14.6,1.7,4.7,61.4,9.4,22.8,Romania,University POLITEHNICA of Bucharest
University Toulouse – Jean Jaurès,France,Europe,2026,1201.0,29.0,,13.1,4.8,1.8,9.0,34.1,31.0,64.0,2.4,30.1,France,University Toulouse – Jean Jaurès
West University of Timisoara,Romania,Europe,2026,1201.0,4.0,,13.7,17.0,7.4,5.5,2.0,10.6,29.8,32.8,42.2,Romania,West University of Timisoara
Western Michigan University,United States,Americas,2026,1201.0,172.0,,5.0,9.5,15.7,10.7,37.6,17.5,33.0,26.3,37.6,United States,Western Michigan University
Yessenov University,Kazakhstan,Asia,2026,1201.0,15.0,,16.7,6.9,19.2,1.2,38.4,28.3,2.7,4.3,15.9,Kazakhstan,Yessenov University
Zagazig University,Egypt,Africa,2026,1201.0,10.0,,11.3,9.1,4.5,5.1,1.3,8.1,69.8,5.2,53.0,Egypt,Zagazig University
Zarqa University,Jordan,Asia,2026,1201.0,11.0,,7.9,4.1,9.0,3.8,24.9,63.5,15.0,5.4,12.1,Jordan,Zarqa University
Akdeniz Üniversitesi,Türkiye,Asia,2026,1401.0,23.0,,8.3,8.0,5.6,6.1,2.2,6.0,47.6,2.4,22.1,Türkiye,Akdeniz Üniversitesi
American International University-Bangladesh (AIUB),Bangladesh,Asia,2026,1401.0,9.0,,8.3,8.5,9.0,4.4,5.4,17.7,7.9,4.6,30.3,Bangladesh,American International University-Bangladesh (AIUB)
Anadolu University,Türkiye,Asia,2026,1401.0,23.0,,6.2,8.4,17.5,5.1,2.2,5.3,24.9,22.3,22.3,Türkiye,Anadolu University
Aoyama Gakuin University,Japan,Asia,2026,1401.0,43.0,,7.1,16.8,7.4,2.5,20.3,4.5,9.5,14.5,9.6,Japan,Aoyama Gakuin University
Aswan University,Egypt,Africa,2026,1401.0,17.0,,7.1,2.2,11.8,6.4,1.1,1.8,53.9,2.9,40.0,Egypt,Aswan University
Atma Jaya Catholic University Indonesia,Indonesia,Asia,2026,1401.0,20.0,,11.1,10.7,10.5,2.0,9.8,1.7,7.4,22.6,30.2,Indonesia,Atma Jaya Catholic University Indonesia
Belarusian State University of Informatics and Radioelectronics,Belarus,Europe,2026,1401.0,3.0,,6.7,23.4,26.1,1.4,2.6,17.6,7.2,7.5,,Belarus,Belarusian State University of Informatics and Radioelectronics
Belgorod State University,Russia,Europe,2026,1401.0,35.0,,3.1,1.9,17.5,2.8,1.9,70.3,14.1,2.1,22.7,Russia,Belgorod State University
Benha University,Egypt,Africa,2026,1401.0,17.0,,6.2,4.4,8.2,4.2,1.0,2.4,59.7,2.9,36.1,Egypt,Benha University
Central Michigan University,United States,Americas,2026,1401.0,187.0,,3.6,5.0,11.5,11.2,4.8,23.4,26.2,15.0,29.2,United States,Central Michigan University
Chaoyang University of Technology,Taiwan,Asia,2026,1401.0,26.0,,5.0,6.7,6.4,8.4,7.4,13.2,22.2,2.1,40.6,Taiwan,Chaoyang University of Technology
Chittagong University of Engineering and Technology,Bangladesh,Asia,2026,1401.0,9.0,,10.0,16.2,10.0,12.1,1.6,,8.1,4.8,20.3,Bangladesh,Chittagong University of Engineering and Technology
"CHRIST (Deemed to be University), Bengaluru",India,Asia,2026,1401.0,51.0,,7.0,5.6,8.0,4.7,4.7,2.4,34.0,6.3,33.2,India,"CHRIST (Deemed to be University), Bengaluru"
Cleveland State University,United States,Americas,2026,1401.0,187.0,,4.5,6.2,12.3,7.7,5.6,47.6,17.9,12.4,25.7,United States,Cleveland State University
East West University,Bangladesh,Asia,2026,1401.0,9.0,,8.8,17.7,3.7,4.5,1.4,1.0,9.2,8.3,32.5,Bangladesh,East West University
Escuela Politécnica Nacional,Ecuador,Americas,2026,1401.0,6.0,,10.2,10.8,18.8,5.7,6.3,3.0,16.9,6.6,25.2,Ecuador,Escuela Politécnica Nacional
Harper Adams University,United Kingdom,Europe,2026,1401.0,90.0,,4.0,15.7,7.1,12.4,21.8,5.9,14.1,1.0,18.6,United Kingdom,Harper Adams University
Herzen State Pedagogical University of Russia,Russia,Europe,2026,1401.0,35.0,,3.8,4.2,22.2,1.5,1.7,59.8,11.4,7.2,25.4,Russia,Herzen State Pedagogical University of Russia
Hongik University,South Korea,Asia,2026,1401.0,40.0,,6.3,8.7,13.8,5.3,18.9,14.8,14.6,6.4,26.9,South Korea,Hongik University
Hue University,Viet Nam,Asia,2026,1401.0,9.0,,7.6,15.0,3.7,2.6,1.5,2.0,27.7,6.6,28.3,Viet Nam,Hue University
"Independent University,Bangladesh",Bangladesh,Asia,2026,1401.0,9.0,,8.8,16.9,2.5,7.3,1.3,1.1,12.1,11.6,24.9,Bangladesh,"Independent University,Bangladesh"
Indian Institute of Information Technology - Allahabad,India,Asia,2026,1401.0,51.0,,4.2,12.7,3.2,27.5,,4.0,8.4,1.9,6.6,India,Indian Institute of Information Technology - Allahabad
