name_a,name_b,similarity_score,category,reason,country_a,country_b,source_a,source_b,years_a,years_b,count_a,count_b
Universität Duisburg-Essen,UniversitÃ¤t Duisburg-Essen,0.9434,Safe to Merge,Identical after removing punctuation/encoding,Germany,Germany,qs_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]",[2021],5,1
Universität des Saarlandes,UniversitÃ¤t des Saarlandes,0.9434,Safe to Merge,Identical after removing punctuation/encoding,Germany,Germany,qs_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]",[2021],5,1
Universidad de PanamÃ¡ - UP,Universidad de Panamá - UP,0.9434,Safe to Merge,Identical after removing punctuation/encoding,Panama,Panama,qs_rankings,qs_rankings,[2021],"[2021, 2022]",1,3
Soochow University (Taiwan),"Soochow University, Taiwan",0.9434,Safe to Merge,Identical after removing punctuation/encoding,Taiwan,Taiwan,qs_rankings,the_rankings,"[2021, 2022, 2023, 2024]",[2024],4,1
Xi'an Jiaotong Liverpool University,Xi’an Jiaotong-Liverpool University,0.9429,Safe to Merge,Identical after removing punctuation/encoding,China,China,qs_rankings,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2021, 2022, 2023, 2024]",5,4
Pontifícia Universidade Católica do Rio de Janeiro,PontifÃ­cia Universidade CatÃ³lica do Rio de Janeiro,0.9412,Safe to Merge,Identical after removing punctuation/encoding,Brazil,Brazil,qs_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]",[2021],5,1
Universidad de Concepción,Universidad de ConcepciÃ³n,0.9412,Safe to Merge,Identical after removing punctuation/encoding,Chile,Chile,qs_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]",[2021],5,1
Université Grenoble Alpes,UniversitÃ© Grenoble Alpes,0.9412,Safe to Merge,Identical after removing punctuation/encoding,France,France,qs_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]",[2021],5,1
Université Paris-Nanterre,UniversitÃ© Paris-Nanterre,0.9412,Safe to Merge,Identical after removing punctuation/encoding,France,France,qs_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]",[2021],5,1
Université de Montpellier,UniversitÃ© de Montpellier,0.9412,Safe to Merge,Identical after removing punctuation/encoding,France,France,qs_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]",[2021],5,1
Universidad AutÃ³noma del Estado de MÃ©xico (UAEMex),Universidad Autónoma del Estado de México (UAEMex),0.9412,Safe to Merge,Identical after removing punctuation/encoding,Mexico,Mexico,qs_rankings,qs_rankings,[2021],"[2022, 2023, 2024]",1,3
Friedrich-Alexander-Universität Erlangen-Nürnberg,Friedrich-Alexander-UniversitÃ¤t Erlangen-NÃ¼rnberg,0.94,Safe to Merge,Identical after removing punctuation/encoding,Germany,Germany,qs_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]",[2021],5,1
Rutgers University–New Brunswick,Rutgers Universityâ€“New Brunswick,0.9394,Safe to Merge,Identical after removing punctuation/encoding,United States,United States,"the_rankings, qs_rankings",qs_rankings,"[2020, 2021, 2022, 2023, 2024]",[2021],5,1
Universidad Nacional de TucumÃ Â¡n,Universidad Nacional de Tucumà¡n,0.9394,Safe to Merge,Identical after removing punctuation/encoding,Argentina,Argentina,qs_rankings,qs_rankings,[2021],"[2021, 2022]",1,3
Universidade de Brasília,Universidade de BrasÃ­lia,0.9388,Safe to Merge,Identical after removing punctuation/encoding,Brazil,Brazil,qs_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]",[2021],5,1
Université de Sherbrooke,UniversitÃ© de Sherbrooke,0.9388,Safe to Merge,Identical after removing punctuation/encoding,Canada,Canada,"the_rankings, qs_rankings",qs_rankings,"[2020, 2021, 2022, 2023, 2024]",[2021],5,1
Universidad Andrés Bello,Universidad AndrÃ©s Bello,0.9388,Safe to Merge,Identical after removing punctuation/encoding,Chile,Chile,qs_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]",[2021],5,1
Université de Strasbourg,UniversitÃ© de Strasbourg,0.9388,Safe to Merge,Identical after removing punctuation/encoding,France,France,qs_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]",[2021],5,1
Tecnológico de Monterrey,TecnolÃ³gico de Monterrey,0.9388,Safe to Merge,Identical after removing punctuation/encoding,Mexico,Mexico,"the_rankings, qs_rankings",qs_rankings,"[2020, 2021, 2022, 2023, 2024]",[2021],5,1
Universidad del PacÃ­fico,Universidad del Pacífico,0.9388,Safe to Merge,Identical after removing punctuation/encoding,Peru,Peru,qs_rankings,qs_rankings,[2021],"[2021, 2022, 2023, 2024]",1,4
Justus Liebig University Giessen,Justus-Liebig-University Giessen,0.9375,Safe to Merge,Identical after removing punctuation/encoding,Germany,Germany,the_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
Université Paris-Saclay,UniversitÃ© Paris-Saclay,0.9362,Safe to Merge,Identical after removing punctuation/encoding,France,France,qs_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]",[2021],5,1
Ruhr-Universität Bochum,Ruhr-UniversitÃ¤t Bochum,0.9362,Safe to Merge,Identical after removing punctuation/encoding,Germany,Germany,qs_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]",[2021],5,1
University of Göttingen,University of GÃ¶ttingen,0.9362,Safe to Merge,Identical after removing punctuation/encoding,Germany,Germany,"the_rankings, qs_rankings",qs_rankings,"[2020, 2021, 2022, 2023, 2024]",[2021],5,1
Universidad TÃ©cnica Federico Santa MarÃ­a (USM),Universidad Técnica Federico Santa María (USM),0.9362,Safe to Merge,Identical after removing punctuation/encoding,Chile,Chile,qs_rankings,qs_rankings,[2021],"[2022, 2023, 2024]",1,3
Universidad de MedellÃ­n,Universidad de Medellín,0.9362,Safe to Merge,Identical after removing punctuation/encoding,Colombia,Colombia,qs_rankings,qs_rankings,[2021],"[2021, 2022, 2023, 2024]",1,4
Universidad Nacional AutÃ³noma de MÃ©xico (UNAM),Universidad Nacional Autónoma de México (UNAM),0.9362,Safe to Merge,Identical after removing punctuation/encoding,Mexico,Mexico,qs_rankings,qs_rankings,[2021],"[2022, 2023, 2024]",1,3
Pontificia Universidad Católica de Valparaíso,Pontificia Universidad CatÃ³lica de ValparaÃ­so,0.9348,Safe to Merge,Identical after removing punctuation/encoding,Chile,Chile,qs_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]",[2021],5,1
Université de Lorraine,UniversitÃ© de Lorraine,0.9333,Safe to Merge,Identical after removing punctuation/encoding,France,France,qs_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]",[2021],5,1
Université de Poitiers,UniversitÃ© de Poitiers,0.9333,Safe to Merge,Identical after removing punctuation/encoding,France,France,qs_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]",[2021],5,1
Université de Rennes 1,UniversitÃ© de Rennes 1,0.9333,Safe to Merge,Identical after removing punctuation/encoding,France,France,qs_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]",[2021],5,1
Universität Regensburg,UniversitÃ¤t Regensburg,0.9333,Safe to Merge,Identical after removing punctuation/encoding,Germany,Germany,qs_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]",[2021],5,1
Universidade da Coruña,Universidade da CoruÃ±a,0.9333,Safe to Merge,Identical after removing punctuation/encoding,Spain,Spain,qs_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]",[2021],5,1
Université de Fribourg,UniversitÃ© de Fribourg,0.9333,Safe to Merge,Identical after removing punctuation/encoding,Switzerland,Switzerland,qs_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]",[2021],5,1
Universität Innsbruck,UniversitÃ¤t Innsbruck,0.9302,Safe to Merge,Identical after removing punctuation/encoding,Austria,Austria,qs_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]",[2021],5,1
Universität Stuttgart,UniversitÃ¤t Stuttgart,0.9302,Safe to Merge,Identical after removing punctuation/encoding,Germany,Germany,qs_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]",[2021],5,1
Universidad de Alcalá,Universidad de AlcalÃ¡,0.9302,Safe to Merge,Identical after removing punctuation/encoding,Spain,Spain,qs_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]",[2021],5,1
Universidad AutÃ³noma de San Luis de PotosÃ­,Universidad Autónoma de San Luis de Potosí,0.9302,Safe to Merge,Identical after removing punctuation/encoding,Mexico,Mexico,qs_rankings,qs_rankings,[2021],"[2021, 2022, 2023, 2024]",1,4
Benemérita Universidad Autónoma de Puebla,BenemÃ©rita Universidad AutÃ³noma de Puebla,0.9286,Safe to Merge,Identical after removing punctuation/encoding,Mexico,Mexico,"the_rankings, qs_rankings",qs_rankings,"[2020, 2021, 2022, 2023, 2024]",[2021],5,1
"Adam Mickiewicz University, Poznań",Adam Mickiewicz University. PoznaÅ„,0.9275,Safe to Merge,Identical after removing punctuation/encoding,Poland,Poland,"the_rankings, qs_rankings",qs_rankings,"[2020, 2021, 2022, 2023, 2024]",[2021],5,1
Université de Nantes,UniversitÃ© de Nantes,0.9268,Safe to Merge,Identical after removing punctuation/encoding,France,France,qs_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]",[2021],5,1
Universität Konstanz,UniversitÃ¤t Konstanz,0.9268,Safe to Merge,Identical after removing punctuation/encoding,Germany,Germany,qs_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]",[2021],5,1
Universität Mannheim,UniversitÃ¤t Mannheim,0.9268,Safe to Merge,Identical after removing punctuation/encoding,Germany,Germany,qs_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]",[2021],5,1
Pontificia Universidad Católica del Perú,Pontificia Universidad CatÃ³lica del PerÃº,0.9268,Safe to Merge,Identical after removing punctuation/encoding,Peru,Peru,qs_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]",[2021],5,1
Linköping University,LinkÃ¶ping University,0.9268,Safe to Merge,Identical after removing punctuation/encoding,Sweden,Sweden,"the_rankings, qs_rankings",qs_rankings,"[2020, 2021, 2022, 2023, 2024]",[2021],5,1
University of Å½ilina,University of Žilina,0.9268,Safe to Merge,Identical after removing punctuation/encoding,Slovakia,Slovakia,qs_rankings,"the_rankings, qs_rankings",[2021],"[2021, 2022, 2023, 2024]",1,4
UniversitÃ© de Sousse,Université de Sousse,0.9268,Safe to Merge,Identical after removing punctuation/encoding,Tunisia,Tunisia,qs_rankings,qs_rankings,[2021],"[2022, 2023, 2024]",1,3
Akdeniz Ãœniversitesi,Akdeniz Üniversitesi,0.9268,Safe to Merge,Identical after removing punctuation/encoding,Turkey,Turkey,qs_rankings,qs_rankings,[2021],"[2022, 2023, 2024]",1,3
Julius-Maximilians-Universität Würzburg,Julius-Maximilians-UniversitÃ¤t WÃ¼rzburg,0.925,Safe to Merge,Identical after removing punctuation/encoding,Germany,Germany,qs_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]",[2021],5,1
Universidad AutÃ³noma de QuerÃ©taro (UAQ),Universidad Autónoma de Querétaro (UAQ),0.925,Safe to Merge,Identical after removing punctuation/encoding,Mexico,Mexico,qs_rankings,qs_rankings,[2021],"[2022, 2023, 2024]",1,3
Universidad TecnolÃ³gica de PanamÃ¡ (UTP),Universidad Tecnológica de Panamá (UTP),0.925,Safe to Merge,Identical after removing punctuation/encoding,Panama,Panama,qs_rankings,qs_rankings,[2021],"[2022, 2023, 2024]",1,3
Pontifícia Universidade Católica de São Paulo,PontifÃ­cia Universidade CatÃ³lica de SÃ£o Paulo,0.9247,Safe to Merge,Identical after removing punctuation/encoding,Brazil,Brazil,qs_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]",[2021],5,1
Xi’an Jiaotong University,Xiâ€™an Jiaotong University,0.9231,Safe to Merge,Identical after removing punctuation/encoding,China,China,"the_rankings, qs_rankings",qs_rankings,"[2020, 2021, 2022, 2023, 2024]",[2021],5,1
Université de Lille,UniversitÃ© de Lille,0.9231,Safe to Merge,Identical after removing punctuation/encoding,France,France,qs_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]",[2021],5,1
Ludwig-Maximilians-Universität München,Ludwig-Maximilians-UniversitÃ¤t MÃ¼nchen,0.9231,Safe to Merge,Identical after removing punctuation/encoding,Germany,Germany,qs_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]",[2021],5,1
Universität Hamburg,UniversitÃ¤t Hamburg,0.9231,Safe to Merge,Identical after removing punctuation/encoding,Germany,Germany,qs_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]",[2021],5,1
Universität Leipzig,UniversitÃ¤t Leipzig,0.9231,Safe to Merge,Identical after removing punctuation/encoding,Germany,Germany,qs_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]",[2021],5,1
Universität Potsdam,UniversitÃ¤t Potsdam,0.9231,Safe to Merge,Identical after removing punctuation/encoding,Germany,Germany,qs_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]",[2021],5,1
Universität Rostock,UniversitÃ¤t Rostock,0.9231,Safe to Merge,Identical after removing punctuation/encoding,Germany,Germany,qs_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]",[2021],5,1
Ankara Üniversitesi,Ankara Ãœniversitesi,0.9231,Safe to Merge,Identical after removing punctuation/encoding,Turkey,Turkey,qs_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]",[2021],5,1
Rutgers University–Newark,Rutgers Universityâ€“Newark,0.9231,Safe to Merge,Identical after removing punctuation/encoding,United States,United States,qs_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]",[2021],5,1
Universidad Nacional de TucumÃ Â¡n,Universidad Nacional de Tucumán,0.9231,Safe to Merge,Identical after removing punctuation/encoding,Argentina,Argentina,qs_rankings,qs_rankings,[2021],"[2023, 2024]",1,2
UniversitÃ© de Paris,Université de Paris,0.9231,Safe to Merge,Identical after removing punctuation/encoding,France,France,qs_rankings,qs_rankings,[2021],"[2021, 2022]",1,3
UniversitÃ© de Tunis,Université de Tunis,0.9231,Safe to Merge,Identical after removing punctuation/encoding,Tunisia,Tunisia,qs_rankings,qs_rankings,[2021],"[2022, 2023, 2024]",1,3
Universidad TecnolÃ³gica de la Habana JosÃ© Antonio EcheverrÃ­a. Cujae,"Universidad Tecnológica de la Habana José Antonio Echeverría, Cujae",0.9197,Safe to Merge,Identical after removing punctuation/encoding,Cuba,Cuba,qs_rankings,qs_rankings,[2021],"[2022, 2023, 2024]",1,3
Université Paris 1 Panthéon-Sorbonne,UniversitÃ© Paris 1 PanthÃ©on-Sorbonne,0.9189,Safe to Merge,Identical after removing punctuation/encoding,France,France,qs_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]",[2021],5,1
Universität Bremen,UniversitÃ¤t Bremen,0.9189,Safe to Merge,Identical after removing punctuation/encoding,Germany,Germany,qs_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]",[2021],5,1
Universität Siegen,UniversitÃ¤t Siegen,0.9189,Safe to Merge,Identical after removing punctuation/encoding,Germany,Germany,qs_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]",[2021],5,1
Eberhard Karls Universität Tübingen,Eberhard Karls UniversitÃ¤t TÃ¼bingen,0.9167,Safe to Merge,Identical after removing punctuation/encoding,Germany,Germany,qs_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]",[2021],5,1
Universitat Politècnica de València,Universitat PolitÃ¨cnica de ValÃ¨ncia,0.9167,Safe to Merge,Identical after removing punctuation/encoding,Spain,Spain,qs_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]",[2021],5,1
Universidad Autónoma de Nuevo León,Universidad AutÃ³noma de Nuevo LeÃ³n,0.9143,Safe to Merge,Identical after removing punctuation/encoding,Mexico,Mexico,qs_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]",[2021],5,1
Universidad TecnolÃ³gica de BolÃ­var,Universidad Tecnológica de Bolívar,0.9143,Safe to Merge,Identical after removing punctuation/encoding,Colombia,Colombia,qs_rankings,qs_rankings,[2021],"[2022, 2023, 2024]",1,3
University of NiÅ¡,University of Niš,0.9143,Safe to Merge,Identical after removing punctuation/encoding,Serbia,Serbia,qs_rankings,qs_rankings,[2021],"[2021, 2022, 2023, 2024]",1,4
Gazi Ãœniversitesi,Gazi Üniversitesi,0.9143,Safe to Merge,Identical after removing punctuation/encoding,Turkey,Turkey,qs_rankings,qs_rankings,[2021],"[2021, 2022, 2023, 2024]",1,4
Rutgers University – New Brunswick,Rutgers Universityâ€“New Brunswick,0.9118,Safe to Merge,Identical after removing punctuation/encoding,United States,United States,,qs_rankings,"[2020, 2021, 2022, 2023, 2024]",[2021],5,1
Université Laval,UniversitÃ© Laval,0.9091,Safe to Merge,Identical after removing punctuation/encoding,Canada,Canada,"the_rankings, qs_rankings",qs_rankings,"[2020, 2021, 2022, 2023, 2024]",[2021],5,1
Universität Jena,UniversitÃ¤t Jena,0.9091,Safe to Merge,Identical after removing punctuation/encoding,Germany,Germany,qs_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]",[2021],5,1
