University_Name,Match_Type,clean_name,University_Name_qs,Country,Region,Year,QS_Rank,National_Rank,QS_Overall_Score,Academic_Reputation,Employer_Reputation,Faculty_Student_Ratio,Citations_Per_Faculty,International_Faculty_Ratio,International_Students_Ratio,International_Research_Network,Employment_Outcomes,Sustainability,Std_Country,Std_University_Name,University_Name_the,Country_the,Year_the,THE_Rank,Teaching_Score,Research_Score,Citation_Score,International_Outlook,Industry_Income,Total_Score,Std_Country_the,Std_University_Name_the,Base_Match_Score,University_Name_cwur,Country_cwur,Year_cwur,CWUR_Rank,Quality_of_Education,Alumni_Employment,Publications,Influence,Patents,Std_Country_cwur,Std_University_Name_cwur,Base_Match_Score_cwur,University_Name_the2023,Country_the2023,Year_the2023,THE2023_Rank,Total_Students,Faculty_Student_Ratio_2023,Faculty_Count,International_Student_Ratio_2023,International_Students_Count,Gender_Ratio,Female_Percentage,Male_Percentage,Teaching_Score_2023,Research_Score_2023,Citations_Score_2023,Industry_Income_Score_2023,International_Outlook_Score_2023,Overall_Score_2023,Std_Country_the2023,Std_University_Name_the2023,Base_Match_Score_the2023,Research_Excellence_Index,Innovation_Index,Student_Experience_Index,Global_Reputation_Index,Research_Productivity_Score,Internationalization_Score
griffith university,Exact,griffith university,Griffith University,Australia,Oceania,2026.0,268.0,18.0,48.7,37.7,16.6,13.3,75.1,100.0,70.7,93.4,26.6,91.7,Australia,Griffith University,Griffith University,Australia,2016.0,251.0,22.5,25.2,66.3,81.7,34.6,,Australia,Griffith University,100.0,Griffith University,Australia,2015.0,613.0,367.0,567.0,436.0,500.0,556.0,Australia,Griffith University,100.0,Griffith University,,2023.0,251.0,35900.0,32.9,1091.1854103343464,17.0,6103.0,59 : 41,59.0,41.0,27.1,35.8,76.4,52.8,83.2,,,Griffith University,100.0,167.17000000000002,1056.0,36.07,29.26,502.3,84.13333333333333
hacettepe university,Exact,hacettepe university,Hacettepe University,Türkiye,Asia,2026.0,571.0,7.0,29.2,33.0,50.5,18.5,11.8,3.9,6.1,73.5,30.8,58.3,Türkiye,Hacettepe University,Hacettepe University,Turkey,2016.0,601.0,21.0,11.8,19.7,19.6,28.2,,Turkey,Hacettepe University,100.0,Hacettepe University,Turkey,2015.0,634.0,367.0,567.0,658.0,630.0,871.0,Turkey,Hacettepe University,100.0,Hacettepe University,Turkey,2023.0,601.0,38444.0,20.1,1912.6368159203976,3.0,1153.0,56 : 44,56.0,44.0,29.0,26.1,51.9,89.1,25.7,,Turkey,Hacettepe University,100.0,205.23,1501.0,36.470000000000006,40.0,677.7,9.866666666666667
hanyang university,Exact,hanyang university,Hanyang University,South Korea,Asia,2026.0,159.0,6.0,61.2,58.2,81.9,81.7,42.9,23.7,70.1,65.5,54.5,82.8,South Korea,Hanyang University,Hanyang University,South Korea,2016.0,351.0,33.9,32.6,31.1,54.3,87.9,,South Korea,Hanyang University,100.0,Hanyang University,South Korea,2015.0,192.0,367.0,168.0,286.0,471.0,31.0,South Korea,Hanyang University,100.0,Hanyang University,,2023.0,401.0,20079.0,14.6,1375.2739726027398,20.0,4016.0,,,,41.8,40.8,40.8,89.8,63.7,,,Hanyang University,100.0,126.67000000000002,502.0,48.34,67.68,317.1,49.36666666666667
harbin institute of technology,Exact,harbin institute of technology,Harbin Institute of Technology,China (Mainland),Asia,2026.0,256.0,11.0,49.8,33.3,47.9,42.0,99.8,12.9,9.2,73.6,35.2,48.1,China (Mainland),Harbin Institute of Technology,Harbin Institute of Technology,China,2016.0,501.0,29.4,27.3,15.7,25.6,99.8,,China,Harbin Institute of Technology,100.0,Harbin Institute of Technology,China,2015.0,410.0,367.0,244.0,241.0,847.0,375.0,China,Harbin Institute of Technology,100.0,Harbin Institute of Technology,China,2023.0,351.0,30542.0,10.5,2908.7619047619046,6.0,1833.0,,,,44.2,46.9,49.0,99.6,27.6,,China,Harbin Institute of Technology,100.0,148.53,1222.0,46.33,39.14,256.7,15.9
harvard university,Exact,harvard university,Harvard University,United States,Americas,2026.0,5.0,3.0,97.7,100.0,100.0,98.3,100.0,79.1,81.4,99.4,100.0,77.8,United States,Harvard University,Harvard University,United States,2016.0,6.0,83.6,99.0,99.8,77.2,45.2,91.6,United States,Harvard University,100.0,Harvard University,United States,2015.0,1.0,1.0,1.0,1.0,1.0,3.0,United States,Harvard University,100.0,Harvard University,United States,2023.0,2.0,21887.0,9.6,2279.895833333333,25.0,5472.0,50 : 50,50.0,50.0,94.8,99.0,99.3,49.5,80.5,95.2,United States,Harvard University,100.0,69.83999999999999,4.0,72.54,100.0,100.8,79.23333333333333
hebrew university of jerusalem,Exact,hebrew university of jerusalem,Hebrew University of Jerusalem,Israel,Asia,2026.0,240.0,2.0,51.3,42.9,36.4,74.6,41.9,81.9,33.5,74.2,97.1,65.5,Israel,Hebrew University of Jerusalem,Hebrew University of Jerusalem,Israel,2016.0,178.0,45.8,41.4,64.6,55.6,31.9,50.5,Israel,Hebrew University of Jerusalem,100.0,Hebrew University of Jerusalem,Israel,2015.0,23.0,15.0,164.0,120.0,97.0,35.0,Israel,Hebrew University of Jerusalem,100.0,Hebrew University of Jerusalem,Israel,2023.0,251.0,16175.0,11.3,1431.4159292035397,5.0,809.0,57 : 43,57.0,43.0,42.1,41.8,65.3,42.8,59.5,,Israel,Hebrew University of Jerusalem,100.0,69.64,132.0,44.95,40.3,184.6,57.0
heriotwatt university,Exact,heriotwatt university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,30.0,0.0,0.0,0.0
hiroshima university,Exact,hiroshima university,Hiroshima University,Japan,Asia,2026.0,480.0,12.0,33.2,34.6,17.1,79.8,17.2,19.2,22.7,70.3,12.4,73.2,Japan,Hiroshima University,Hiroshima University,Japan,2016.0,501.0,27.8,18.9,41.7,22.2,42.2,,Japan,Hiroshima University,100.0,Hiroshima University,Japan,2015.0,290.0,367.0,567.0,304.0,287.0,112.0,Japan,Hiroshima University,100.0,Hiroshima University,Japan,2023.0,801.0,14612.0,8.1,1803.9506172839508,9.0,1315.0,37 : 63,37.0,63.0,32.5,23.5,29.7,49.6,38.6,,Japan,Hiroshima University,100.0,109.57000000000001,399.0,43.269999999999996,27.6,345.7,21.366666666666664
hokkaido university,Exact,hokkaido university,Hokkaido University,Japan,Asia,2026.0,170.0,7.0,59.3,71.5,68.8,76.8,42.7,28.2,20.5,77.5,26.4,78.5,Japan,Hokkaido University,Hokkaido University,Japan,2016.0,401.0,40.3,32.8,29.3,27.9,53.7,,Japan,Hokkaido University,100.0,Hokkaido University,Japan,2015.0,178.0,279.0,277.0,148.0,173.0,53.0,Japan,Hokkaido University,100.0,Hokkaido University,Japan,2023.0,501.0,18263.0,8.4,2174.1666666666665,11.0,2009.0,30 : 70,30.0,70.0,43.1,40.8,32.2,65.4,44.0,,Japan,Hokkaido University,100.0,68.81,226.0,48.019999999999996,70.42,177.3,25.53333333333333
hong kong baptist university,Exact,hong kong baptist university,Hong Kong Baptist University,"Hong Kong SAR, China",Asia,2026.0,244.0,6.0,50.9,28.3,21.7,67.3,82.3,99.4,100.0,38.2,23.0,67.5,"Hong Kong SAR, China",Hong Kong Baptist University,Hong Kong Baptist University,Hong Kong,2016.0,351.0,22.6,12.1,67.9,75.0,28.8,,Hong Kong,Hong Kong Baptist University,100.0,Hong Kong Baptist University,Hong Kong,2015.0,649.0,367.0,516.0,592.0,937.0,691.0,Hong Kong,Hong Kong Baptist University,100.0,Hong Kong Baptist University,Hong Kong,2023.0,501.0,8358.0,12.4,674.0322580645161,62.0,5182.0,67 : 33,67.0,33.0,26.5,28.2,57.4,40.1,98.0,,Hong Kong,Hong Kong Baptist University,100.0,237.31,1628.0,55.48,25.66,659.9,91.46666666666665
howard university,Exact,howard university,Howard University,United States,Americas,2026.0,1001.0,136.0,,8.3,16.1,43.6,6.0,1.2,6.4,35.2,37.8,37.9,United States,Howard University,Howard University,United States,2016.0,401.0,38.8,11.0,44.5,30.3,,,United States,Howard University,100.0,Howard University,United States,2015.0,719.0,294.0,567.0,934.0,665.0,296.0,United States,Howard University,100.0,Howard University,United States,2023.0,351.0,8782.0,8.2,1070.9756097560976,6.0,527.0,70 : 30,70.0,30.0,45.7,17.6,79.2,36.9,34.3,,United States,Howard University,100.0,271.05,961.0,47.620000000000005,11.420000000000002,978.5,12.633333333333333
huazhong university of science and technology,Exact,huazhong university of science and technology,Huazhong University of Science and Technology,China (Mainland),Asia,2026.0,319.0,16.0,43.8,30.9,33.4,11.6,100.0,7.1,5.2,80.3,33.5,55.7,China (Mainland),Huazhong University of Science and Technology,Huazhong University of Science and Technology,China,2016.0,501.0,29.3,22.7,31.6,17.3,71.8,,China,Huazhong University of Science and Technology,100.0,Huazhong University of Science and Technology,China,2015.0,400.0,367.0,282.0,219.0,626.0,242.0,China,Huazhong University of Science and Technology,100.0,Huazhong University of Science and Technology,China,2023.0,176.0,57167.0,16.2,3528.8271604938277,4.0,2287.0,,,,42.2,42.6,88.8,83.2,25.5,56.1,China,Huazhong University of Science and Technology,100.0,124.96000000000001,868.0,43.22,31.9,250.6,9.866666666666667
hunan university,Exact,hunan university,Hunan University,China (Mainland),Asia,2026.0,504.0,34.0,32.0,10.9,11.8,20.8,94.7,5.9,2.8,57.7,32.5,40.6,China (Mainland),Hunan University,Hunan University,China,2016.0,601.0,18.3,15.0,21.2,14.8,46.7,,China,Hunan University,100.0,Hunan University,China,2015.0,553.0,367.0,291.0,464.0,906.0,816.0,China,Hunan University,100.0,Hunan University,China,2023.0,401.0,41580.0,18.6,2235.483870967742,2.0,832.0,47 : 53,47.0,53.0,24.0,26.4,87.6,59.1,25.6,,China,Hunan University,100.0,195.76000000000002,1722.0,34.620000000000005,11.260000000000002,485.2,7.833333333333333
illinois institute of technology,Exact,illinois institute of technology,Illinois Institute of Technology,United States,Americas,2026.0,591.0,84.0,28.5,16.9,23.3,15.8,47.5,18.7,99.7,27.3,22.5,32.5,United States,Illinois Institute of Technology,Illinois Institute of Technology,United States,2015.0,301.0,40.2,17.3,50.3,59.4,,,United States,Illinois Institute of Technology,100.0,Illinois Institute of Technology,United States,2015.0,480.0,274.0,114.0,784.0,713.0,861.0,United States,Illinois Institute of Technology,100.0,Illinois Institute of Technology,United States,2023.0,401.0,6386.0,11.5,555.304347826087,41.0,2618.0,37 : 63,37.0,63.0,43.1,21.8,61.0,39.7,67.3,,United States,Illinois Institute of Technology,100.0,250.11,1574.0,56.09,19.46,834.3,59.26666666666667
imperial college london,Exact,imperial college london,Imperial College London,United Kingdom,Europe,2026.0,2.0,1.0,99.4,99.6,100.0,99.3,95.0,100.0,100.0,97.5,95.9,98.3,United Kingdom,Imperial College London,Imperial College London,United Kingdom,2016.0,8.0,83.3,88.5,96.7,96.0,53.7,89.1,United Kingdom,Imperial College London,100.0,Imperial College London,United Kingdom,2015.0,35.0,90.0,82.0,19.0,26.0,47.0,United Kingdom,Imperial College London,100.0,Imperial College London,United Kingdom,2023.0,10.0,18545.0,11.2,1655.8035714285716,61.0,11312.0,40 : 60,40.0,60.0,82.8,90.8,98.3,59.8,97.5,90.4,United Kingdom,Imperial College London,100.0,70.80999999999999,73.0,78.06,99.75999999999999,115.7,98.66666666666667
inha university,Exact,inha university,Inha University,South Korea,Asia,2026.0,643.0,19.0,26.9,17.5,19.9,74.7,23.8,17.7,25.7,28.1,17.1,64.7,South Korea,Inha University,Inha University,South Korea,2016.0,601.0,20.7,20.0,22.5,23.5,64.7,,South Korea,Inha University,100.0,Inha University,South Korea,2015.0,578.0,367.0,381.0,568.0,780.0,273.0,South Korea,Inha University,100.0,Inha University,South Korea,2023.0,1001.0,17103.0,21.0,814.4285714285714,8.0,1368.0,42 : 58,42.0,58.0,27.4,22.3,27.7,70.1,35.8,,South Korea,Inha University,100.0,206.35000000000002,1053.0,37.06,18.46,590.5,22.3
iowa state university,Exact,iowa state university,Iowa State University,United States,Americas,2026.0,449.0,67.0,34.4,26.4,21.6,10.8,61.0,6.7,17.8,78.9,50.6,65.0,United States,Iowa State University,Iowa State University,United States,2016.0,251.0,31.2,29.4,61.5,35.4,54.0,,United States,Iowa State University,100.0,Iowa State University,United States,2015.0,187.0,286.0,186.0,151.0,178.0,339.0,United States,Iowa State University,100.0,Iowa State University,United States,2023.0,401.0,28767.0,16.7,1722.5748502994013,10.0,2877.0,44 : 56,44.0,56.0,35.5,36.9,56.5,51.0,39.5,,United States,Iowa State University,100.0,78.21000000000001,517.0,42.19,24.479999999999997,212.5,19.966666666666665
iran university of science and technology,Exact,iran university of science and technology,Iran University of Science and Technology,Iran (Islamic Republic of),Asia,2026.0,496.0,4.0,32.4,11.8,24.3,4.3,99.9,7.0,8.6,64.4,9.4,27.3,Iran (Islamic Republic of),Iran University of Science and Technology,Iran University of Science and Technology,Iran,2016.0,401.0,25.9,26.0,42.3,12.2,61.2,,Iran,Iran University of Science and Technology,100.0,Iran University of Science and Technology,Iran,2014.0,993.0,355.0,478.0,822.0,987.0,737.0,Iran,Iran University of Science and Technology,100.0,Iran University of Science and Technology,Iran,2023.0,501.0,15436.0,33.9,455.3392330383481,1.0,154.0,34 : 66,34.0,66.0,32.6,36.8,54.2,98.4,21.2,,Iran,Iran University of Science and Technology,100.0,286.19,1724.0,33.17,16.8,864.3,9.266666666666666
isfahan university of technology,Exact,isfahan university of technology,Isfahan University of Technology,Iran (Islamic Republic of),Asia,2026.0,571.0,5.0,29.2,7.8,22.6,6.4,97.7,2.2,3.9,45.7,9.6,28.0,Iran (Islamic Republic of),Isfahan University of Technology,Isfahan University of Technology,Iran,2016.0,501.0,18.1,23.0,39.5,17.2,99.5,,Iran,Isfahan University of Technology,100.0,Isfahan University of Technology,Iran,2015.0,914.0,367.0,567.0,682.0,923.0,871.0,Iran,Isfahan University of Technology,100.0,Isfahan University of Technology,Iran,2023.0,1001.0,11323.0,23.5,481.82978723404256,1.0,113.0,40 : 60,40.0,60.0,21.2,22.8,40.3,71.2,27.8,,Iran,Isfahan University of Technology,100.0,249.75000000000003,1794.0,31.73,13.72,721.5,7.766666666666666
istanbul technical university,Exact,istanbul technical university,Istanbul Technical University,Türkiye,Asia,2026.0,298.0,2.0,45.8,39.6,85.3,11.5,35.3,10.4,36.5,76.2,79.7,68.5,Türkiye,Istanbul Technical University,Istanbul Technical University,Turkey,2016.0,501.0,19.2,25.8,26.5,22.9,72.1,,Turkey,Istanbul Technical University,100.0,Istanbul Technical University,Turkey,2015.0,742.0,367.0,440.0,646.0,875.0,839.0,Turkey,Istanbul Technical University,100.0,Istanbul Technical University,Turkey,2023.0,601.0,18562.0,24.2,767.0247933884298,15.0,2784.0,37 : 63,37.0,63.0,31.9,35.5,29.1,100.0,42.6,,Turkey,Istanbul Technical University,100.0,234.97000000000003,1714.0,40.0,57.879999999999995,672.5,23.266666666666666
istanbul university,Exact,istanbul university,Istanbul University,Türkiye,Asia,2026.0,628.0,8.0,27.4,33.3,43.0,4.5,5.1,7.0,20.6,70.5,78.8,37.5,Türkiye,Istanbul University,Istanbul University,Turkey,2016.0,601.0,26.0,23.3,10.0,20.0,100.0,,Turkey,Istanbul University,100.0,Istanbul University,Turkey,2015.0,623.0,253.0,386.0,684.0,560.0,871.0,Turkey,Istanbul University,100.0,Istanbul University,Turkey,2023.0,1001.0,59250.0,25.1,2360.5577689243028,8.0,4740.0,53 : 47,53.0,47.0,22.1,20.8,32.4,48.3,31.5,,Turkey,Istanbul University,100.0,205.12,1431.0,33.71000000000001,37.17999999999999,694.0,15.866666666666667
jadavpur university,Exact,jadavpur university,Jadavpur University,India,Asia,2026.0,676.0,20.0,26.1,23.2,10.5,13.7,55.8,,1.1,44.0,19.5,61.4,India,Jadavpur University,Jadavpur University,India,2016.0,501.0,32.8,22.2,31.8,7.7,33.8,,India,Jadavpur University,100.0,Jadavpur University,India,2015.0,923.0,367.0,515.0,849.0,991.0,735.0,India,Jadavpur University,100.0,Jadavpur University,India,2023.0,1001.0,14217.0,21.7,655.1612903225806,0.0,0.0,30 : 70,30.0,70.0,35.0,16.9,28.9,41.9,16.8,,India,Jadavpur University,100.0,287.32000000000005,1726.0,37.489999999999995,18.12,880.8,2.9333333333333336
jagiellonian university,Exact,jagiellonian university,Jagiellonian University,Poland,Europe,2026.0,303.0,2.0,45.1,49.9,54.4,75.3,10.4,8.0,30.0,88.6,61.5,71.6,Poland,Jagiellonian University,Jagiellonian University,Poland,2016.0,601.0,24.0,14.4,30.7,33.5,28.0,,Poland,Jagiellonian University,100.0,Jagiellonian University,Poland,2015.0,451.0,367.0,567.0,403.0,465.0,355.0,Poland,Jagiellonian University,100.0,Jagiellonian University,Poland,2023.0,601.0,34725.0,9.6,3617.1875,11.0,3820.0,67 : 33,67.0,33.0,31.3,25.3,56.7,37.6,40.9,,Poland,Jagiellonian University,100.0,142.07,820.0,42.94,51.7,433.7,23.833333333333332
james cook university,Exact,james cook university,James Cook University,Australia,Oceania,2026.0,440.0,25.0,34.9,21.0,11.0,27.5,60.3,46.9,37.6,83.8,11.2,81.9,Australia,James Cook University,James Cook University,Australia,2016.0,251.0,19.0,22.8,81.4,70.4,40.7,,Australia,James Cook University,100.0,James Cook University,Australia,2015.0,541.0,367.0,567.0,505.0,248.0,665.0,Australia,James Cook University,100.0,James Cook University,Australia,2023.0,351.0,12825.0,20.1,638.0597014925372,32.0,4104.0,62 : 38,62.0,38.0,23.3,28.2,78.0,43.4,93.8,,Australia,James Cook University,100.0,159.34000000000003,913.0,42.89,17.0,586.4,51.63333333333333
jilin university,Exact,jilin university,Jilin University,China (Mainland),Asia,2026.0,473.0,29.0,33.5,16.2,47.3,35.8,53.9,15.6,2.2,65.3,33.0,48.5,China (Mainland),Jilin University,Jilin University,China,2016.0,601.0,28.2,14.4,14.6,20.3,42.1,,China,Jilin University,100.0,Jilin University,China,2015.0,391.0,220.0,338.0,239.0,452.0,551.0,China,Jilin University,100.0,,,,,,,,,,,,,,,,,,,,,,103.14000000000001,1003.0,30.0,28.639999999999997,253.6,12.700000000000001
johns hopkins university,Exact,johns hopkins university,Johns Hopkins University,United States,Americas,2026.0,24.0,10.0,89.7,93.2,79.2,100.0,85.8,70.8,94.2,97.4,84.1,93.0,United States,Johns Hopkins University,Johns Hopkins University,United States,2016.0,11.0,77.6,90.4,98.2,70.0,100.0,87.6,United States,Johns Hopkins University,100.0,Johns Hopkins University,United States,2015.0,16.0,18.0,84.0,4.0,11.0,2.0,United States,Johns Hopkins University,100.0,Johns Hopkins University,United States,2023.0,15.0,17584.0,4.7,3741.276595744681,29.0,5099.0,53 : 47,53.0,47.0,79.4,91.5,97.0,89.5,75.3,88.3,United States,Johns Hopkins University,100.0,67.52,13.0,69.05000000000001,87.60000000000001,102.2,78.33333333333333
kanazawa university,Exact,kanazawa university,Kanazawa University,Japan,Asia,2026.0,901.0,20.0,,13.2,7.1,58.1,22.1,11.6,10.8,33.9,1.7,53.1,Japan,Kanazawa University,Kanazawa University,Japan,2016.0,501.0,24.7,14.8,35.5,18.4,30.4,,Japan,Kanazawa University,100.0,Kanazawa University,Japan,2015.0,457.0,367.0,416.0,474.0,419.0,350.0,Japan,Kanazawa University,100.0,Kanazawa University,Japan,2023.0,1001.0,9886.0,9.4,1051.7021276595744,7.0,692.0,39 : 61,39.0,61.0,27.2,17.0,25.8,44.3,29.8,,Japan,Kanazawa University,100.0,153.27,769.0,40.16,10.759999999999998,509.5,13.6
kansas state university,Exact,kansas state university,Kansas State University,United States,Americas,2026.0,901.0,123.0,,9.1,11.9,16.2,31.6,26.2,9.5,60.4,21.0,43.4,United States,Kansas State University,Kansas State University,United States,2016.0,501.0,22.9,17.5,39.3,41.7,43.1,,United States,Kansas State University,100.0,Kansas State University,United States,2015.0,353.0,130.0,229.0,373.0,320.0,294.0,United States,Kansas State University,100.0,Kansas State University,United States,2023.0,801.0,19927.0,13.1,1521.145038167939,7.0,1395.0,51 : 49,51.0,49.0,27.5,20.8,41.0,42.2,46.9,,United States,Kansas State University,100.0,125.39000000000001,614.0,39.17,10.22,412.3,25.8
keele university,Exact,keele university,Keele University,United Kingdom,Europe,2026.0,801.0,64.0,,8.5,8.0,21.3,28.5,60.9,50.7,66.4,10.1,39.4,United Kingdom,Keele University,Keele University,United Kingdom,2016.0,401.0,20.0,17.6,53.0,72.7,29.3,,United Kingdom,Keele University,100.0,Keele University,United Kingdom,2015.0,674.0,367.0,567.0,659.0,533.0,853.0,United Kingdom,Keele University,100.0,Keele University,United Kingdom,2023.0,501.0,9170.0,15.3,599.3464052287582,16.0,1467.0,59 : 41,59.0,41.0,21.1,24.8,68.4,37.5,73.1,,United Kingdom,Keele University,100.0,208.04000000000002,1386.0,38.650000000000006,8.3,712.0,61.43333333333334
keio university,Exact,keio university,Keio University,Japan,Asia,2026.0,215.0,10.0,54.5,65.5,93.8,65.2,9.4,15.2,19.6,55.6,95.8,68.9,Japan,Keio University,Keio University,Japan,2016.0,501.0,25.0,17.5,28.5,22.7,41.4,,Japan,Keio University,100.0,Keio University,Japan,2015.0,34.0,284.0,5.0,309.0,246.0,80.0,Japan,Keio University,100.0,Keio University,Japan,2023.0,801.0,33636.0,10.1,3330.2970297029706,8.0,2691.0,37 : 63,37.0,63.0,31.8,24.7,44.3,44.9,33.7,,Japan,Keio University,100.0,101.95000000000002,326.0,42.09,76.82,337.5,19.166666666666668
kent state university,Exact,kent state university,Kent State University,United States,Americas,2026.0,1001.0,136.0,,7.0,4.8,9.0,20.0,25.4,15.7,62.5,11.3,40.8,United States,Kent State University,Kent State University,United States,2016.0,501.0,18.4,14.2,53.8,32.4,28.5,,United States,Kent State University,100.0,Kent State University,United States,2015.0,571.0,367.0,567.0,610.0,436.0,498.0,United States,Kent State University,100.0,,,,,,,,,,,,,,,,,,,,,,187.42,934.0,30.0,6.12,663.8,24.5
king saud university,Exact,king saud university,King Saud University,Saudi Arabia,Asia,2026.0,143.0,2.0,63.1,54.8,57.7,55.7,65.6,100.0,29.2,96.8,99.4,63.1,Saudi Arabia,King Saud University,King Saud University,Saudi Arabia,2016.0,501.0,20.0,17.5,22.3,75.5,57.4,,Saudi Arabia,King Saud University,100.0,King Saud University,Saudi Arabia,2015.0,569.0,367.0,182.0,560.0,539.0,232.0,Saudi Arabia,King Saud University,100.0,King Saud University,Saudi Arabia,2023.0,251.0,33931.0,10.6,3201.037735849057,14.0,4750.0,44 : 56,44.0,56.0,27.0,32.9,76.3,86.3,85.4,,Saudi Arabia,King Saud University,100.0,179.59,771.0,41.82,55.959999999999994,582.3,68.23333333333333
kobe university,Exact,kobe university,Kobe University,Japan,Asia,2026.0,482.0,13.0,33.0,36.9,39.0,45.0,19.4,11.2,10.7,53.3,27.0,73.3,Japan,Kobe University,Kobe University,Japan,2016.0,601.0,27.8,15.4,24.3,21.1,45.1,,Japan,Kobe University,100.0,Kobe University,Japan,2015.0,320.0,95.0,240.0,368.0,271.0,301.0,Japan,Kobe University,100.0,Kobe University,Japan,2023.0,801.0,15477.0,10.3,1502.621359223301,8.0,1238.0,36 : 64,36.0,64.0,33.3,25.2,38.5,46.7,33.1,,Japan,Kobe University,100.0,114.15,572.0,42.63,37.739999999999995,392.3,14.333333333333334
konkuk university,Exact,konkuk university,Konkuk University,South Korea,Asia,2026.0,654.0,20.0,26.6,11.6,12.8,61.3,34.1,16.2,43.9,52.5,14.7,61.8,South Korea,Konkuk University,Konkuk University,South Korea,2016.0,601.0,20.0,19.6,17.0,22.6,36.0,,South Korea,Konkuk University,100.0,Konkuk University,South Korea,2015.0,602.0,367.0,388.0,533.0,748.0,204.0,South Korea,Konkuk University,100.0,Konkuk University,South Korea,2023.0,601.0,13375.0,26.2,510.4961832061069,14.0,1872.0,49 : 51,49.0,51.0,30.6,37.8,30.5,45.8,42.1,,South Korea,Konkuk University,100.0,194.34,952.0,38.58,12.080000000000002,550.0,27.566666666666663
