id,University_Name,Country,country_code,web_pages,QS_2024_Rank,Academic Reputation Score,Employer Reputation Score,Faculty Student Score,Citations per Faculty Score,International Faculty Score,International Students Score,International Research Network Score,Employment Outcomes Score,Sustainability Score,QS_Overall_Score,World_Rank,National_Rank,QS_Rank,THE_Rank,ARWU_Rank,Enrollment,Undergrad_Students,Postgrad_Students,Faculty_Count,Student_Faculty_Ratio,Research_Output,International_Students (%),Tuition_Fee_USD,Acceptance_Rate (%),Graduation_Rate (%),Employability_Rank,QS_Subject_Rank,CWUR_World_Rank,CWUR_National_Rank,Education Rank,Employability Rank,Faculty Rank,Research Rank,CWUR_Score,THE_Rank_Current,Student Population,Students to Staff Ratio,International Students,THE_Overall_Score,Teaching,Research Environment,Research Quality,Industry Impact,International Outlook,Year,Established_Year,Total_Students,Number_of_Campuses,Programs_Offered,University_Type,Total_Faculty,Campus_Area_Acres,City,Region,Research_Output_New,Student_Faculty_Ratio_New,International_Students_New,Faculty_Count_New,Publications_Count,Citations_Count,Quality_of_Education,Quality_of_Faculty,Alumni_Employment,Influence,Patents,CWUR_Score_New,Quality_Publications,city,region,female_percentage,male_percentage,subject_field,research_productivity_index
0,st. george's university,grenada,GD,http://www.sgu.edu/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"schiller international university, american college of switzerland",switzerland,CH,http://www.american-college.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,business and hotel management school,switzerland,CH,http://www.bhms.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,business school lausanne (bsl),switzerland,CH,http://www.bsl-lausanne.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,cubidor university switzerland,switzerland,CH,http://www.cubidor.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,dct international hotel & business management school,switzerland,CH,http://www.dct.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,"european graduate school, media & communications",switzerland,CH,http://www.egs.edu/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,lausanne hotel school (ehl),switzerland,CH,http://www.ehl.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,european university,switzerland,CH,http://www.euruni.edu/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,franklin college switzerland,switzerland,CH,http://www.fc.edu/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,university of applied sciences aargau,switzerland,CH,http://www.fh-aargau.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,university of applied sciences basel (fhbb ),switzerland,CH,http://www.fhbb.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,university of applied sciences chur,switzerland,CH,http://www.fh-htachur.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,university of applied sciences solothurn northwestern switzerland,switzerland,CH,http://www.fhso.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,geneva business school,switzerland,CH,http://www.gbs-ge.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,glion institute of higher education,switzerland,CH,http://www.glion.edu/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,graduate school of business administration zurich (gsba zurich),switzerland,CH,http://www.gsba.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,hochschule für gestaltung und kunst zürich,switzerland,CH,http://www.hgkz.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,international culinary institute (ici),switzerland,CH,http://www.ici-luzern.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,international hotel management institute,switzerland,CH,http://www.imi-luzern.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,international school of business management,switzerland,CH,http://www.isbm-school.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,international university in geneva,switzerland,CH,http://www.iun.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,les roches international school of hotel management,switzerland,CH,http://www.lesroches.edu/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,les roches gruyère university of applied sciences,switzerland,CH,http://www.lrguas.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,fachhochschule pur,switzerland,CH,http://www.phw.info/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,swiss business school zurich (sbs),switzerland,CH,http://www.sbs.edu/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,swiss management center,switzerland,CH,http://www.swissmc.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,university of switzerland,switzerland,CH,http://www.swissu.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,"university center ""césar ritz""",switzerland,CH,http://www.uccr.edu/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,libera università degli studi di scienze umane e tecnologiche,switzerland,CH,http://www.uniludes.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,victoria university,switzerland,CH,http://www.victoria-uni.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,webster university geneva,switzerland,CH,http://www.webster.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,zurich university of applied sciences winterthur,switzerland,CH,http://www.zhwin.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,epfl - epf lausanne,switzerland,CH,"http://www.epfl.ch/, http://www.epfl.edu/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,ethz - eth zurich,switzerland,CH,"http://www.ethz.ch/, http://www.eth.edu/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,universita della svizzera italiana,switzerland,CH,http://www.usi.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,university of basel,switzerland,CH,http://www.unibas.ch/,=124,27.8,17.8,57.4,96.5,100.0,85.0,74.4,41.1,70.4,55.0,,,,,,,,,"1,036",9.0,Very High,,,,,,,106.0,4.0,61,305,83,160,81.5,120.0,"8,655",11.1,32%,64.52799999999999,50.2,42.8,87.5,99.8,94.2,2026.0,,,,,Public,,,Basel,Europe,Very High,9.0,"2,875","1,036",167.0,136.0,83.0,60.0,363.0,100.0,486.0,48.48,162.0,Basel,Europe,56.0,44.0,"Other Health,Languages, Literature & Linguistics,Mathematics & Statistics,Sociology,Economics & Econometrics,Business & Management,Computer Science,Geology, Environmental, Earth & Marine Sciences,Geography,Archaeology,Chemistry,Accounting & Finance,Education,Communication & Media Studies,Art, Performing Arts & Design,Law,Psychology,Medicine & Dentistry,Sport Science,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Biological Sciences,Physics & Astronomy",76.66666667
37,university of fribourg,switzerland,CH,http://www.unifr.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,677.0,10.0,-,294,-,685,72.5,423.0,"6,817",14.8,17%,49.03,39.1,33.8,62.4,71.9,81.3,2026.0,,,,,,,,,,,,,,734.0,428.0,232.0,218.0,252.0,428.0,787.0,44.58,,,,,,,
38,university of geneva,switzerland,CH,http://www.unige.ch/,128,45.1,14.1,42.0,75.4,100.0,96.3,87.3,31,63.1,54.2,,,,,,,,,"1,814",9.0,Very High,,,,,,,110.0,5.0,73,440,118,126,81.3,168.0,"17,681",7.8,41%,60.7165,43.8,40.0,85.2,85.7,96.1,2026.0,,,,,Public,,,Geneva,Europe,Very High,9.0,"6,547","1,814",122.0,115.0,35.0,42.0,191.0,77.0,321.0,51.46,130.0,Geneva,Europe,62.0,38.0,"Politics & International Studies (incl Development Studies),Law,History, Philosophy & Theology,Computer Science,Sociology,Economics & Econometrics,Chemistry,Languages, Literature & Linguistics,Biological Sciences,Medicine & Dentistry,Mathematics & Statistics,Physics & Astronomy,Archaeology,Education,Geography,Psychology,Accounting & Finance,Business & Management,Geology, Environmental, Earth & Marine Sciences,Other Health,Communication & Media Studies",68.46666667
39,universität zürich,switzerland,CH,https://www.uzh.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,universität bern,switzerland,CH,http://www.unibe.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,universität luzern,switzerland,CH,http://www.unilu.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,universität st. gallen (hsg),switzerland,CH,http://www.unisg.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,université de lausanne,switzerland,CH,http://www.unil.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,université de neuchâtel,switzerland,CH,http://www.unine.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,bfh - bern university of applied sciences,switzerland,CH,http://www.bfh.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,ffhs - fernfachhochschule schweiz,switzerland,CH,http://www.ffhs.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,fhnw - fachhochschule nordwestschweiz,switzerland,CH,http://www.fhnw.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,fhs st.gallen,switzerland,CH,http://www.fhsg.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,hep vaud - haute école pédagogique du canton de vaud,switzerland,CH,http://www.hepl.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,hep-bejune - haute ecole pédagogique bejune,switzerland,CH,http://www.hep-bejune.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,hep-ph fr - university of teacher education fribourg,switzerland,CH,http://www.edufr.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,hepvs - haute école pédagogique du valais,switzerland,CH,http://www.hepvs.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,hes-so : uas western switzerland,switzerland,CH,http://www.hes-so.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,hfh – university of applied sciences of special needs education,switzerland,CH,http://www.hfh.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,hochschule luzern,switzerland,CH,https://www.hslu.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,hsr - hochschule für technik rapperswil,switzerland,CH,http://www.hsr.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,htw chur - university of applied sciences htw chur,switzerland,CH,http://www.fh-htwchur.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,hwz - university of applied sciences in business administration zurich,switzerland,CH,http://www.fh-hwz.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,ntb - hochschule für technik buchs,switzerland,CH,http://www.ntb.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,ph zug - pädagogische hochschule zug,switzerland,CH,http://www.phzg.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,ph zürich - pädagogische hochschule zürich,switzerland,CH,http://www.phzh.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,phbern - university of teacher education bern,switzerland,CH,http://www.phbern.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,phgr - university of teacher education graubünden,switzerland,CH,http://www.ph-gr.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,phlu - university of teacher education lucerne,switzerland,CH,http://www.phlu.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,phsg - pädagogische hochschule st.gallen,switzerland,CH,http://www.phsg.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,phsz - university of teacher education schwyz,switzerland,CH,http://www.phsz.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,phtg - pädagogische hochschule thurgau,switzerland,CH,http://www.phtg.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,supsi - university of applied sciences southern switzerland,switzerland,CH,http://www.supsi.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,zhaw - zürcher hochschule für angewandte wissenschaften,switzerland,CH,http://www.zhaw.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,zhdk - zurich university of the arts,switzerland,CH,http://www.zhdk.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,chuv - university hospital lausanne,switzerland,CH,http://www.chuv.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,hug - univ. hospitals of geneva,switzerland,CH,http://www.hcuge.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,insel gruppe,switzerland,CH,http://www.insel.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,university hospital zurich,switzerland,CH,http://www.unispital.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,institut le rosey,switzerland,CH,http://www.rosey.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,imd - international institute for management development,switzerland,CH,https://www.imd.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,"fourah bay college, university of sierra leone",sierra leone,SL,http://fbcusl.8k.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,liccsal business college,sierra leone,SL,http://www.liccsalsl.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,njala university,sierra leone,SL,http://www.nu-online.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,university of sierra leone,sierra leone,SL,http://www.tusol.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,debrecen university of agricultural sciences,hungary,HU,http://www.agr.unideb.hu/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,andrassy gyula german speaking university budapest,hungary,HU,http://www.andrassyuni.hu/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,hungarian academy of fine arts budapest,hungary,HU,http://www.arts7.hu/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,avicenna international college,hungary,HU,http://www.avicenna.hu/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,dániel berzsenyi teacher training college,hungary,HU,http://www.bdtf.hu/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,budapest university of economic sciences and public administration,hungary,HU,http://www.bke.hu/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,budapest university of technology and economics,hungary,HU,http://www.bme.hu/,741-750,14.3,19.4,15.2,8.9,2.5,18.8,25.4,25,40.8,-,,,,,,,,,1.32,14.0,Very High,,,,,,,931.0,5.0,224,1374,-,911,70.7,1462.0,"18,656",16.3,15%,27.9025,23.0,18.4,34.2,65.1,38.9,2026.0,,,,,Public,,,Budapest,Europe,Very High,14.0,1.988,1.320,740.0,645.0,256.0,218.0,567.0,761.0,529.0,44.21,843.0,Budapest,Europe,31.0,69.0,,37.8
88,central european university,hungary,HU,http://www.ceu.hu/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1745.0,7.0,-,-,-,1674,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,university medical school of debrecen,hungary,HU,http://www.dote.hu/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,reformed theological academy of debrecen,hungary,HU,http://www.drk.hu/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,college of dunaujvaros,hungary,HU,http://www.duf.hu/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,university of sopron,hungary,HU,http://www.efe.hu/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,esztergom theological college,hungary,HU,http://www.ehf.hu/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,eötvös lorand university,hungary,HU,http://www.elte.hu/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,academy of drama and film,hungary,HU,http://www.filmacademy.hu/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,haynal imre university of health sciences budapest,hungary,HU,http://www.hiete.hu/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,hungarian university of physical education,hungary,HU,http://www.hupe.hu/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,janus pannonius university,hungary,HU,http://www.jpte.hu/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,university of horticulture and food industry,hungary,HU,http://www.kee.hu/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,károl gáspár university of the reformed church,hungary,HU,http://www.kgre.hu/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,kodolanyi janos university college,hungary,HU,http://www.kodolanyi.hu/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,liszt ferenc academy of music budapest,hungary,HU,http://www.lfze.hu/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,kossuth lajos university,hungary,HU,http://www.lib.klte.hu/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,hungarian academy of craft and design,hungary,HU,http://www.mif.hu/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,university of west hungary,hungary,HU,http://www.nyme.hu/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,university medical school of pécs,hungary,HU,http://www.pote.hu/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,pázmány péter catholic university,hungary,HU,http://www.ppke.hu/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1807.0,"6,452",15.9,6%,21.9585,23.0,11.7,27.1,23.2,36.3,2026.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,university of pecs,hungary,HU,http://www.pte.hu/,801-850,13.2,8.8,38.1,2.7,9.1,62.4,4.8,9.6,3,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public,,,Pécs,Europe,High,10.0,4.153,1.620,,,,,,,,,,,,,,,
109,semmelweis university of medical sciences,hungary,HU,http://www.sote.hu/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,séchenyi istván university,hungary,HU,http://www.sze.hu/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,szent istván university,hungary,HU,http://www.szie.hu/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,budapest buddhist university,hungary,HU,http://www.tkbf.hu/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
