institution_id,openalex_display_name,country_code,institution_type,works_count,cited_by_count,h_index,i10_index,2yr_mean_citedness,normalized_name
https://openalex.org/I4387154216,Theologische Hochschule Reutlingen,,education,6,3,1,0,0.0,theologische hochschule reutlingen
https://openalex.org/I4210156057,Clonexpress,US,education,6,262,6,6,0.0,clonexpress
https://openalex.org/I4210106985,Kyoto Prefectural Nishimaizuru High School,JP,education,6,85,4,3,0.0,kyoto prefectural nishimaizuru high school
https://openalex.org/I4210097539,Hvorfor det,NO,education,6,1,1,0,0.0,hvorfor det
https://openalex.org/I4210144345,Osaka Tokiwakai Gakuen University,JP,education,6,38,2,1,0.0,osaka tokiwakai gakuen university
https://openalex.org/I4400008922,University of Belgrade – Faculty of Dental Medicine,,education,6,42,1,1,0.0,university of belgrade faculty of dental medicine
https://openalex.org/I4210094681,U15 Group of Canadian Research Universities,CA,education,6,47,4,3,0.0,u15 group of canadian research universities
https://openalex.org/I2802572104,Northland International University,US,education,6,1,1,0,0.0,northland international university
https://openalex.org/I4210100890,PharmaTrain Federation,BE,education,6,58,4,2,1.5,pharmatrain federation
https://openalex.org/I4210167014,Universitatea Mihae Eminescu Timisoara,RO,education,6,19,2,0,0.0,universitatea mihae eminescu timisoara
https://openalex.org/I4387155007,Istituto Marangoni London,,education,6,36,3,2,0.0,istituto marangoni london
https://openalex.org/I4402554045,Rajshahi Medical University,BD,education,6,32,3,1,2.0,rajshahi medical university
https://openalex.org/I4403928431,Universidad La Salle Noroeste,,education,6,22,3,0,8.0,universidad la salle noroeste
https://openalex.org/I4210102640,Stevens–Henager College,US,education,6,87,3,1,0.0,stevens henager college
https://openalex.org/I2802134566,Gunma Shorei Junior College of Welfare,JP,education,6,3,1,0,0.0,gunma shorei junior college of welfare
https://openalex.org/I4387154709,University College of Vocational Education,,education,6,7,2,0,0.0,university college of vocational education
https://openalex.org/I4210155198,Heartland Baptist Bible College,US,education,6,175,3,2,0.0,heartland baptist bible college
https://openalex.org/I4210122898,Aicihi Prefectural Kariya High School,JP,education,6,21,4,0,0.0,aicihi prefectural kariya high school
https://openalex.org/I4210132785,Conservatório de Música do Porto,PT,education,6,0,0,0,0.0,conservatorio de musica do porto
https://openalex.org/I2800021824,Aventis School of Management,SG,education,6,36,2,2,0.0,aventis school of management
https://openalex.org/I4210145120,Okayama Prefectural Katsumata High School,JP,education,6,61,5,4,0.0,okayama prefectural katsumata high school
https://openalex.org/I4210157742,Noble Network of Charter Schools,US,education,6,3,1,0,0.2142857142857142,noble network of charter schools
https://openalex.org/I4210149460,Conservatorio di Musica Ottorino Respighi,IT,education,6,1,1,0,0.3333333333333333,conservatorio di musica ottorino respighi
https://openalex.org/I4210163470,Rajin University of Marine Transport,KP,education,6,3,1,0,0.3,rajin university of marine transport
https://openalex.org/I4399657952,Bagadhar Brahma Kishan College,,education,6,33,3,2,5.5,bagadhar brahma kishan college
https://openalex.org/I4210103358,Vysoká Škola Sociálně Správní,CZ,education,6,59,2,1,0.0,vysoka skola socialne spravni
https://openalex.org/I4210161742,Capital Academy of Finance and Humanities,RU,education,6,32,3,2,0.0,capital academy of finance and humanities
https://openalex.org/I4401200311,Urganch Innovation University,,education,6,15,3,0,3.0,urganch innovation university
https://openalex.org/I4210108028,Institute for Languages ​​and Cultures Leo Tolstoy,RU,education,6,1,1,0,0.0,institute for languages and cultures leo tolstoy
https://openalex.org/I4210166836,Universidad Peruana de Integración Global,PE,education,6,38,3,3,0.0,universidad peruana de integracion global
https://openalex.org/I4210106155,Smith Chapel Bible University,US,education,5,252,6,5,0.0,smith chapel bible university
https://openalex.org/I4210086116,Osaka Prefectural Agricultural High School,JP,education,5,24,3,0,0.0,osaka prefectural agricultural high school
https://openalex.org/I4210164278,Yamagata Prefectural Mamurogawa High School,JP,education,5,6,1,0,0.0,yamagata prefectural mamurogawa high school
https://openalex.org/I4210134979,Board of Education Mino Education Office,JP,education,5,37,3,2,0.0,board of education mino education office
https://openalex.org/I4210147511,Obchodní Akademie,CZ,education,5,1,1,0,0.0,obchodni akademie
https://openalex.org/I4210141631,Midwestern Baptist College,US,education,5,3,1,0,0.0,midwestern baptist college
https://openalex.org/I4210091747,Namgyal Tantric College,IN,education,5,66,2,1,0.0,namgyal tantric college
https://openalex.org/I4210152111,Afghan Defense University,AF,education,5,0,0,0,0.0,afghan defense university
https://openalex.org/I4210140338,Universidad Santa Fe,MX,education,5,41,2,2,0.0,universidad santa fe
https://openalex.org/I4388446372,Instituto Profissional de Canossa - IPDC,,education,5,5,1,0,0.0,instituto profissional de canossa ipdc
https://openalex.org/I4210158134,State Academy of Arts of Turkmenistan,TM,education,5,16,1,1,0.0,state academy of arts of turkmenistan
https://openalex.org/I4210092051,Teikyo University of Japan in Durham,GB,education,5,232,4,4,0.0,teikyo university of japan in durham
https://openalex.org/I4400573161,Institut Supérieur d’Informatique et de Gestion de Goma,,education,5,11,2,0,0.0,institut superieur d informatique et de gestion de goma
https://openalex.org/I4210128899,Southwest Acupuncture College - Boulder,US,education,5,33,4,1,0.0,southwest acupuncture college boulder
https://openalex.org/I4210139899,Trace Crossings Elementary School,US,education,5,5,1,0,0.3333333333333333,trace crossings elementary school
https://openalex.org/I4403386510,"Mahatma Gandhi University, Nalgonda",,education,5,33,2,2,9.5,mahatma gandhi university nalgonda
https://openalex.org/I4210130917,Sikkerhetssenteret Rørvik,NO,education,5,20,2,0,0.0,sikkerhetssenteret r rvik
https://openalex.org/I4210087592,Spartan College of Aeronautics and Technology,US,education,5,10,2,0,0.0,spartan college of aeronautics and technology
https://openalex.org/I4210111686,Universidad Magister,CR,education,5,1,1,0,0.0,universidad magister
https://openalex.org/I4210127831,Hakodate Shirayuri Gakuen,JP,education,5,25,3,2,0.0,hakodate shirayuri gakuen
https://openalex.org/I4210157353,Universidad Dominicana Organización & Métodos,DO,education,5,434,4,4,29.0,universidad dominicana organizacion metodos
https://openalex.org/I4210113418,Canadian College of Massage and Hydrotherapy,CA,education,5,21,3,1,0.0,canadian college of massage and hydrotherapy
https://openalex.org/I4210145318,Niigata Prefectural Niigata MidoriKo High School,JP,education,5,15,1,1,0.0,niigata prefectural niigata midoriko high school
https://openalex.org/I4210098543,Katori City Higashiodo Elementary School,JP,education,5,7,1,0,0.0,katori city higashiodo elementary school
https://openalex.org/I4210100807,Cheboygan Otsego Presque Isle Educational Service District,US,education,5,128,2,2,0.0,cheboygan otsego presque isle educational service district
https://openalex.org/I4210141832,Mie Prefectural Yokkaichi Technical High School,JP,education,5,140,3,1,0.0,mie prefectural yokkaichi technical high school
https://openalex.org/I4210092260,MŠ Na Smetance,CZ,education,5,48,4,0,0.0,ms na smetance
https://openalex.org/I4210094051,Newton International School,QA,education,5,40,2,1,0.5,newton international school
https://openalex.org/I4210162887,Université Cardinal Malula,CD,education,5,0,0,0,0.0,universite cardinal malula
https://openalex.org/I4210159455,Conservatorio Profesional de Música “Teresa Berganza”,ES,education,5,31,1,1,0.0,conservatorio profesional de musica teresa berganza
https://openalex.org/I4210129414,Lincoln Charter School,US,education,5,6,1,0,0.0,lincoln charter school
https://openalex.org/I4210118077,Staten Island Historical Society,US,education,5,458,4,4,0.0,staten island historical society
https://openalex.org/I4210140648,Tsukuba Municipal Azuma Elementary School,JP,education,5,72,3,2,0.0,tsukuba municipal azuma elementary school
https://openalex.org/I4210167333,Chuluncayani Adventist University,PE,education,5,78,4,4,0.0,chuluncayani adventist university
https://openalex.org/I4210099991,Mittelschul- und Berufsbildungsamt,CH,education,5,58,2,1,0.0,mittelschul und berufsbildungsamt
https://openalex.org/I4210147075,Kanagawa Prefectural Yokohama Hiranuma High School,JP,education,5,4,1,0,0.0,kanagawa prefectural yokohama hiranuma high school
https://openalex.org/I2802065226,Art Institute of Las Vegas,US,education,5,51,1,1,0.0,art institute of las vegas
https://openalex.org/I4210111739,Taimyr College,RU,education,5,31,2,2,7.5,taimyr college
https://openalex.org/I4400009045,University of Belgrade – Faculty of Education,,education,5,1,1,0,0.0,university of belgrade faculty of education
https://openalex.org/I4210147326,Instituto Profesional Libertador de Los Andes,CL,education,5,14,3,0,0.0,instituto profesional libertador de los andes
https://openalex.org/I4210145432,Sanjo Municipal Tsukioka Elementary School,JP,education,5,1,1,0,0.5,sanjo municipal tsukioka elementary school
https://openalex.org/I4210124326,Višja Strokovna Šola za Gostinstvo in Turizem Maribor,SI,education,5,2,1,0,0.5,visja strokovna sola za gostinstvo in turizem maribor
https://openalex.org/I4210096802,Institut Supérieur d’Art Dramatique et d’Animation Culturelle,MA,education,5,16,2,1,0.0,institut superieur d art dramatique et d animation culturelle
