world_rank,previous_rank,university_name,country,Region,Size,Focus,Research,Status,academic_reputation_score,AR RANK,employer_reputation_score,ER RANK,faculty_student_ratio,FSR RANK,citations_per_faculty_score,CPF RANK,international_faculty,IFR RANK,international_students_score,ISR RANK,ISD SCORE,ISD RANK,international_research_network,IRN RANK,employment_outcomes,EO RANK,sustainability_score,SUS RANK,overall_score,merge_key,the_rank,teaching_score,research_environment,research_quality,industry_impact,international_outlook,Student Population,Students to Staff Ratio,International Students,Female to Male Ratio,the_overall_score,P,TCS,MNCS,P_top_10,P_collab,P_int_collab,P_industry_collab,PP_OA,PA_M,PA_F,scimago_global_rank,Best Country Quartile,national_rank,quality_of_education,alumni_employment,quality_of_faculty,publications,influence,citations,broad_impact,patents,score,total_score,alumni,award,hici,ns,pub,pcp,teaching,research,citations_times,income,total_score_times,teaching_times,research_times,income_times,Country Average Rank,Country Average Score,Universities in Country,Best University Rank,Global Ranking Score,Research Productivity Index,Citation Impact Score,Internationalization Score,Research Excellence Score,Overall Performance Index,city,subject_field,university_type,degree_level,faculty_count,undergraduate_count,postgraduate_count,international_students_count,international_student_ratio,gender_ratio,female_percentage,male_percentage,h_index,research_output_score,research_productivity_index
35,34,The University of Manchester,United Kingdom,Europe,XL,FC,VH,Public,98.6,31,98.8,26,58.2,310,56.8,308,95.3,176,99.5,56,99.5,45,99.4,7,91.9,90,98.2,9=,86.4,THE UNIVERSITY OF MANCHESTER,,,,,,,,,,,,27298.0,401852.0,1.61301159021651,4601.88606801541,23685.0,18381.0,2924.0,0.802073411971573,0.487531247358315,0.240523144178632,196.0,1.0,,,,,,,,,,,33.6,18.5,32.6,27.1,26.1,56.2,25.6,,,,,,,,,499.4111111111111,54.06,90,2,1467,27298.0,1.61301159021651,97.4,0.0,34.56,Manchester,Life Sciences & Medicine,Public,Undergraduate & Postgraduate,3861.0,39731.0,9139.0,16624.0,34.01681702,48:52:00,48.2489671,51.7510329,425.0,77.7,3.85
36,37,Monash University,Australia,Oceania,XL,FC,VH,Public,95.7,45,87.5,81,11.3,801+,93.0,88,100.0,61,100.0,24,100.0,15,94.7,87,86.7,128,91.7,49=,85.8,MONASH UNIVERSITY,60.0,54.3,65.5,94.0,99.6,91.9,"56,287",30.6,36%,54 : 46,74.08999999999999,38314.0,572255.0,1.56501752274081,6050.59967153032,34427.0,23921.0,2567.0,0.61152581301874,0.512944021566762,0.338616000634317,,,5.0,277.0,145.0,218.0,86.0,136.0,182.0,161.0,99.0,48.91,,0.0,0.0,18.4,22.6,58.6,25.5,48.1,58.5,73.3,79.7,62.5,48.1,58.5,79.7,359.05555555555554,55.07741935483871,36,19,1466,38314.0,1.56501752274081,100.0,73.53999999999999,71.22,Melbourne,Arts & Humanities,Public,Undergraduate & Postgraduate,3397.0,42921.0,13366.0,20263.0,36.0,54:46:00,54.0,46.0,472.0,94.4,4.76
36,32,The University of Tokyo,Japan,Asia,L,FC,VH,Public,100.0,7,99.9,10,92.4,94,69.9,217,15.9,777,44.0,457,49.2,422,88.8,193,100.0,10,92.3,44,85.8,THE UNIVERSITY OF TOKYO,26.0,94.7,94.2,68.2,100.0,50.8,"26,298",10.2,18%,,83.52449999999999,39991.0,436803.0,1.17283766904922,4292.99712891366,34511.0,17012.0,4128.0,0.666024855592508,0.709215569238502,0.1060567981905,,,,,,,,,,,,,42.0,30.8,14.1,41.9,48.6,70.8,28.8,,,,,,,,,820.3404255319149,53.3625,47,36,1466,39991.0,1.17283766904922,29.95,83.95,59.37734999999999,Tokyo,Social Sciences & Management,Public,Undergraduate & Postgraduate,1441.0,19387.0,6911.0,4734.0,18.0,50:50:00,49.63809988,50.36190012,245.0,85.0,4.89
38,34,Columbia University,United States of America,Americas,XL,FC,VH,Private not for Profit,99.9,13,99.9,11,100.0,19,44.5,418,48.5,445,98.1,88,72.9,250,98.4,18,100.0,8,77.9,198=,85.6,COLUMBIA UNIVERSITY,20.0,87.8,87.8,95.9,74.8,83.7,"30,580",5.6,42%,,89.4025,37907.0,589389.0,1.73458854840324,7266.85159878627,33375.0,18876.0,4332.0,0.696863376157438,0.49911122269646,0.336982174240522,65.0,1.0,4.0,13.0,6.0,9.0,13.0,13.0,11.0,12.0,4.0,96.14,58.8,63.5,65.9,52.1,51.9,68.8,33.2,85.9,82.2,98.1,-,86.1,85.9,82.2,-,639.2864583333334,52.87142857142857,192,1,1464,37907.0,1.73458854840324,73.3,91.04,89.90275,New York City,Social Sciences & Management,Private not for Profit,Undergraduate & Postgraduate,2407.0,18113.0,12467.0,12844.0,42.0,58:42:00,58.28394647,41.71605353,270.0,72.2,5.83
38,31,Seoul National University,Republic of Korea,Asia,L,FC,VH,Public,99.7,20,99.1,24,85.6,130,81.2,150,13.2,801+,27.5,622,33.5,571,77.6,391,100.0,6,90.8,57,85.6,SEOUL NATIONAL UNIVERSITY,59.0,74.1,74.8,77.6,100.0,43.5,"26,783",15.3,16%,,74.094,37080.0,438001.0,1.13741185899652,3732.57764796121,29686.0,11576.0,4156.0,0.560976267529666,0.570417372978421,0.15002061666743,135.0,1.0,1.0,367.0,9.0,218.0,36.0,163.0,146.0,112.0,6.0,64.82,,0.0,0.0,12.3,17.9,67.1,23.5,66.5,70.5,50.0,85.4,60.5,66.5,70.5,85.4,720.3953488372093,44.91428571428572,43,38,1464,37080.0,1.13741185899652,20.35,75.71,75.9142,Seoul,Arts & Humanities,Public,Undergraduate & Postgraduate,1900.0,17014.0,9769.0,4285.0,16.0,42:58:00,41.86502419,58.13497581,465.0,90.4,3.95
40,38,University of British Columbia,Canada,Americas,XL,FC,VH,Public,99.6,23,96.5,41,34.7,568,70.9,210,98.5,135,79.8,222,81.7,191,96.6,48,84.9,135,98.5,5=,85.5,UNIVERSITY OF BRITISH COLUMBIA,45.0,64.1,73.9,88.6,77.4,93.5,"60,112",18.7,34%,55 : 45,77.02900000000001,35827.0,503742.0,1.56587608718138,5715.51403636094,30687.0,22905.0,2981.0,0.596254221676389,0.501557946535712,0.309945648337686,,,3.0,81.0,275.0,93.0,26.0,36.0,37.0,34.0,81.0,53.92,34.1,15.4,18.8,32.8,32.0,63.0,24.2,60.2,73.2,91.5,42.6,75.3,60.2,73.2,42.6,428.86206896551727,50.9,29,27,1462,35827.0,1.56587608718138,89.15,76.84,73.4847,Vancouver,Arts & Humanities,Public,Undergraduate & Postgraduate,3641.0,37415.0,22697.0,20438.0,34.0,55:45:00,55.0,45.0,577.0,85.2,7.15
41,46,Institut Polytechnique de Paris,France,Europe,M,CO,VH,Public,58.1,185,99.8,14,94.8,76,97.3,52,99.9,99,99.2,61,99.2,50,93.0,125,99.1,25,77.9,198=,85.4,INSTITUT POLYTECHNIQUE DE PARIS,69.0,71.8,62.4,70.9,99.1,95.1,"6,217",7.6,43%,23 : 77,71.64349999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682.3428571428572,47.03888888888889,35,28,1461,0.0,0.0,99.55,68.62,55.65305,Palaiseau Cedex,Natural Sciences,Public,Undergraduate & Postgraduate,417.0,4417.0,1800.0,2673.0,43.0,62:38:00,62.14252259,37.85747741,165.0,77.7,4.8
42,50,Northwestern University,United States of America,Americas,L,FC,VH,Private not for Profit,92.2,59,89.4,74,99.1,44,71.2,205,57.7,399,67.2,295,50.0,414,86.5,229,99.5,20,74.4,250=,85.1,NORTHWESTERN UNIVERSITY,30.0,73.2,76.0,96.9,96.0,71.0,"20,611",8.2,24%,54 : 46,81.86900000000001,28388.0,460391.0,1.79722470590262,5274.57137297199,24094.0,11459.0,2815.0,0.672044525855996,0.521466971974712,0.329185126188461,,,17.0,163.0,12.0,104.0,27.0,34.0,27.0,26.0,42.0,66.56,38.8,15.4,22.1,50.3,37.0,58.1,28.8,69.8,78.4,96.5,81.2,79.5,69.8,78.4,81.2,639.2864583333334,52.87142857142857,192,1,1460,28388.0,1.79722470590262,62.45,83.52000000000001,78.5687,Evanston,Life Sciences & Medicine,Private not for Profit,Undergraduate & Postgraduate,1460.0,14415.0,6196.0,4947.0,24.0,54:46:00,54.0,46.0,298.0,81.7,5.34
42,40,The University of Queensland,Australia,Oceania,XL,FC,VH,Public,94.3,46,79.5,105,26.5,705,94.2,79,100.0,60,100.0,28,100.0,18,97.0,36,66.6,233,92.5,41,85.1,THE UNIVERSITY OF QUEENSLAND,81.0,50.9,60.9,87.6,97.6,91.2,"41,295",23.6,43%,54 : 46,69.70049999999999,,,,,,,,,,,126.0,1.0,,,,,,,,,,,26.7,12.6,0.0,22.0,24.0,63.2,29.3,49.2,62.8,82.4,76.7,67.0,49.2,62.8,76.7,359.05555555555554,55.07741935483871,36,19,1460,0.0,0.0,100.0,68.58,54.95015,Brisbane City,Social Sciences & Management,Public,Undergraduate & Postgraduate,3239.0,34512.0,6783.0,17757.0,43.0,54:46:00,54.0,46.0,538.0,94.2,4.76
44,47,The Hong Kong University of Science and Technology,"Hong Kong SAR, China",Asia,M,FO,VH,Public,89.4,69,69.7,149,67.5,247,100.0,12,100.0,23,99.3,59,99.0,60,49.5,801+,76.6,173,79.7,175=,84.8,THE HONG KONG UNIVERSITY OF SCIENCE AND TECHNOLOGY,58.0,56.2,60.6,95.6,100.0,97.2,"8,912",14.3,48%,,74.123,,,,,,,,,,,483.0,1.0,,,,,,,,,,,,0.0,0.0,17.4,9.2,31.9,24.3,,,,,,,,,273.3333333333333,72.6,9,11,1458,0.0,0.0,99.65,73.28,56.15690000000001,Hong Kong,Engineering & Technology,Public,Undergraduate & Postgraduate,1458.0,6662.0,2250.0,4278.0,48.0,54:46:00,54.26134109,45.73865891,315.0,94.7,2.86
45,44,University of Michigan-Ann Arbor,United States of America,Americas,XL,FC,VH,Public,99.3,26,98.5,30,85.7,127,54.5,334,73.9,320,56.1,372,60.3,339,96.0,59,99.1,26,77.2,210=,84.7,UNIVERSITY OF MICHIGANANN ARBOR,23.0,85.7,87.3,93.8,81.4,65.8,"48,449",8.4,19%,52 : 48,86.9295,,,,,,,,,,,,,,,,,,,,,,,41.7,34.4,0.0,56.2,41.3,75.9,25.6,,,,,,,,,639.2864583333334,52.87142857142857,192,1,1457,0.0,0.0,65.0,89.42,59.95885,Ann Arbor,Social Sciences & Management,Public,Undergraduate & Postgraduate,4878.0,29895.0,18554.0,9205.0,19.0,52:48:00,52.0,48.0,457.0,76.9,5.57
46,42,"University of California, Los Angeles (UCLA)",United States of America,Americas,XL,FC,VH,Public,100.0,8,100.0,8,43.6,456,84.3,127,50.8,437,31.8,571,37.7,521,93.5,117,98.0,46,78.0,195=,84.4,UNIVERSITY OF CALIFORNIA LOS ANGELES UCLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,639.2864583333334,52.87142857142857,192,1,1456,0.0,0.0,41.3,0.0,33.760000000000005,,,,,,,,,,,,,,,
47,49,Delft University of Technology,Netherlands,Europe,L,CO,VH,Public,86.2,76,90.4,71,49.1,392,84.6,126,100.0,68,94.8,128,95.1,109,93.8,102,66.0,235,96.3,15=,84.3,DELFT UNIVERSITY OF TECHNOLOGY,57.0,64.1,75.1,75.5,100.0,92.1,"21,410",14.8,35%,32 : 68,74.246,15183.0,181608.0,1.351826715847,2240.22534845117,12560.0,10300.0,1900.0,0.90489363103471,0.699344399497838,0.175728832473148,359.0,1.0,9.0,307.0,300.0,218.0,224.0,224.0,264.0,247.0,146.0,46.46,,11.5,0.0,8.6,18.1,38.9,21.7,55.0,73.8,61.5,100.0,65.9,55.0,73.8,100.0,166.46153846153845,61.66923076923077,13,47,1455,15183.0,1.351826715847,97.4,71.96000000000001,69.9318,Delft,Social Sciences & Management,Public,Undergraduate & Postgraduate,1842.0,13084.0,8326.0,7494.0,35.0,32 : 68,32.0,68.0,371.0,85.4,3.19
47,45,Shanghai Jiao Tong University,China (Mainland),Asia,XL,FC,VH,Public,92.7,56,93.8,56,64.5,275,100.0,13,40.9,490,19.1,741,14.4,801+,77.7,389,88.2,119,82.5,141=,84.3,SHANGHAI JIAO TONG UNIVERSITY,40.0,75.4,79.1,80.2,100.0,57.7,"41,507",12.5,11%,36 : 64,77.5695,71299.0,932454.0,1.27878652102466,9981.92521435867,55272.0,20153.0,5302.0,0.481563556291112,0.26658407079646,0.0903575221238938,10.0,1.0,3.0,335.0,143.0,218.0,81.0,267.0,212.0,209.0,198.0,47.96,,0.0,0.0,12.6,10.6,68.5,23.0,37.8,45.2,34.0,92.9,-,37.8,45.2,92.9,600.3055555555555,44.55555555555556,72,14,1455,71299.0,1.27878652102466,30.0,78.43,71.37885,Shanghai,Arts & Humanities,Public,Undergraduate & Postgraduate,2892.0,32597.0,8910.0,4566.0,11.0,36 : 64,36.0,64.0,439.0,96.4,3.51
49,47,Zhejiang University,China (Mainland),Asia,XL,FC,VH,Public,87.0,75,97.2,36,53.0,355,100.0,11,94.1,189,23.5,683,17.7,801+,94.0,100,74.4,185,63.0,441=,84.0,ZHEJIANG UNIVERSITY,39.0,75.0,78.4,84.3,100.0,55.5,"54,313",13.0,14%,,78.3135,74751.0,1000431.0,1.27451226662972,10732.8827139114,58219.0,20637.0,6282.0,0.484448368583698,0.290470590240494,0.0894820268957407,6.0,1.0,4.0,367.0,309.0,218.0,71.0,290.0,368.0,265.0,106.0,47.66,,0.0,0.0,7.1,13.5,68.5,19.9,44.3,46.0,36.1,96.2,-,44.3,46.0,96.2,600.3055555555555,44.55555555555556,72,14,1453,74751.0,1.27451226662972,58.8,79.74,71.39205,Hangzhou,Engineering & Technology,Public,Undergraduate & Postgraduate,2492.0,43009.0,11304.0,7604.0,14.0,59:41:00,58.54412038,41.45587962,596.0,93.5,6.45
50,56,Yonsei University,Republic of Korea,Asia,L,FC,VH,Private not for Profit,91.6,64,97.8,34,84.3,142,67.9,231,30.5,582,74.3,258,76.7,227,78.0,382,94.4,78,87.7,86,82.9,YONSEI UNIVERSITY,,,,,,,,,,,,26946.0,341509.0,1.25726347554189,3131.49635211414,21567.0,9866.0,2606.0,0.550990870630149,0.584127610666729,0.160476914682425,238.0,1.0,2.0,367.0,45.0,218.0,140.0,326.0,321.0,235.0,23.0,51.02,,0.0,0.0,8.6,4.9,52.1,21.4,37.2,34.1,39.4,75.9,-,37.2,34.1,75.9,720.3953488372093,44.91428571428572,43,38,1452,26946.0,1.25726347554189,52.4,0.0,48.46600000000001,Seoul,Life Sciences & Medicine,Private not for Profit,Undergraduate & Postgraduate,1404.0,11603.0,7463.0,3241.0,17.0,51:49:00,51.0,49.0,270.0,79.8,6.34
51,54,University of Bristol,United Kingdom,Europe,XL,FC,VH,Public,87.3,73,89.4,75,36.7,546,83.2,135,90.7,219,95.7,118,96.0,100,95.3,74,63.1,248,97.0,12=,82.5,UNIVERSITY OF BRISTOL,80.0,51.4,56.5,94.4,74.6,91.8,"29,680",14.2,35%,56 : 44,69.737,17618.0,296508.0,1.7323338295935,3060.44034335147,15508.0,11255.0,1482.0,0.851969576569418,0.487873920899418,0.287793615739811,478.0,1.0,8.0,194.0,196.0,74.0,92.0,69.0,82.0,106.0,335.0,49.59,28.3,7.3,16.3,25.7,32.4,45.5,29.3,47.6,51.6,91.2,40.0,64.3,47.6,51.6,40.0,499.4111111111111,54.06,90,2,1451,17618.0,1.7323338295935,93.2,70.13000000000001,68.79809999999999,Bristol,Social Sciences & Management,Public,Undergraduate & Postgraduate,1743.0,23316.0,6364.0,10388.0,35.0,56:44:00,56.0,44.0,349.0,85.2,5.16
52,58,Carnegie Mellon University,United States of America,Americas,L,FC,VH,Private not for Profit,80.1,98,94.4,52,51.1,370,98.6,43,52.4,426,98.7,77,73.4,245,79.2,364,79.9,161,66.2,375,82.3,CARNEGIE MELLON UNIVERSITY,24.0,72.7,83.0,99.0,85.5,84.3,"16,257",13.0,50%,44 : 56,84.959,7892.0,104829.0,1.4888385016338,1246.38415241178,6617.0,3996.0,840.0,0.676887987835783,0.501130686300289,0.18711543518275,266.0,1.0,39.0,25.0,160.0,23.0,211.0,225.0,78.0,150.0,165.0,54.0,29.2,31.6,31.6,28.6,15.2,34.3,34.4,67.4,88.8,99.1,57.5,82.3,67.4,88.8,57.5,639.2864583333334,52.87142857142857,192,1,1450,7892.0,1.4888385016338,75.55,86.31,74.60770000000001,Pittsburgh,Arts & Humanities,Private not for Profit,Undergraduate & Postgraduate,2428.0,13143.0,3114.0,8128.0,50.0,44:56:00,44.0,56.0,585.0,89.4,4.12
53,55,The University of Amsterdam,Netherlands,Europe,XL,FC,VH,Public,92.5,57,72.6,135,27.5,688,87.2,113,98.8,133,95.8,117,71.3,259,95.1,82,90.3,104,64.0,422=,81.5,THE UNIVERSITY OF AMSTERDAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.46153846153845,61.66923076923077,13,47,1449,0.0,0.0,97.3,0.0,32.6,Netherlands,Natural Sciences,Public,Undergraduate & Postgraduate,3201.0,35035.0,7294.0,11625.0,27.46246482,35 : 65,35.29204128,64.70795872,411.0,89.8,5.36
54,57,The Hong Kong Polytechnic University,"Hong Kong SAR, China",Asia,L,CO,VH,Public,81.2,93,47.5,275,77.1,182,98.7,41,100.0,34,98.8,76,97.9,81,82.8,296,74.1,187,80.8,160,81.2,THE HONG KONG POLYTECHNIC UNIVERSITY,82.0,51.9,55.4,91.8,86.5,97.3,"18,636",17.8,42%,50 : 50,69.67399999999999,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,11.3,4.9,38.7,18.9,,,,,,,,,273.3333333333333,72.6,9,11,1448,0.0,0.0,99.4,68.91,53.3822,Hong Kong,Natural Sciences,Public,Undergraduate & Postgraduate,1194.0,13224.0,5412.0,7827.0,42.0,50:50:00,50.0,50.0,378.0,90.0,6.99
55,43,New York University (NYU),United States of America,Americas,XL,FC,VH,Private not for Profit,98.6,32,99.9,12,89.0,109,31.7,568,33.1,553,99.7,52,99.7,42,93.5,115,99.5,19,91.3,52,81.1,NEW YORK UNIVERSITY NYU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,639.2864583333334,52.87142857142857,192,1,1447,0.0,0.0,66.4,0.0,32.44,,,,,,,,,,,,,,,
56,50,London School of Economics and Political Science (LSE),United Kingdom,Europe,L,FO,VH,Public,80.6,96,99.4,20,47.2,417,64.0,256,100.0,41,100.0,14,100.0,9,76.4,417,99.9,14,92.7,39=,80.5,LONDON SCHOOL OF ECONOMICS AND POLITICAL SCIENCE LSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499.4111111111111,54.06,90,2,1446,0.0,0.0,100.0,0.0,32.2,,,,,,,,,,,,,,,
57,50,Kyoto University,Japan,Asia,L,FC,VH,Public,99.7,19,99.3,22,94.3,80,50.9,369,22.9,675,29.2,601,35.1,551,85.5,247,85.9,132,84.0,124=,80.2,KYOTO UNIVERSITY,61.0,86.4,82.7,56.9,100.0,45.6,"21,617",9.0,11%,25 : 75,73.961,26718.0,251693.0,1.05654949983703,2545.37085623491,22456.0,10243.0,2685.0,0.612321281533049,0.773538453688467,0.103108695929484,375.0,1.0,2.0,22.0,16.0,24.0,30.0,42.0,88.0,60.0,16.0,68.6,38.9,31.6,37.2,33.6,32.6,59.0,23.5,70.6,69.3,46.6,79.0,59.9,70.6,69.3,79.0,820.3404255319149,53.3625,47,36,1445,26718.0,1.05654949983703,26.05,73.49000000000001,74.8483,Kyoto,Engineering & Technology,Public,Undergraduate & Postgraduate,2759.0,15588.0,6029.0,2378.0,11.0,25 : 75,25.0,75.0,325.0,75.3,5.35
58,59,Ludwig-Maximilians-Universität München,Germany,Europe,XL,FC,VH,Public,97.1,41,95.5,47,41.0,493,62.3,271,80.3,296,53.2,387,57.6,354,95.5,72,76.8,172,87.0,89,80.1,LUDWIGMAXIMILIANSUNIVERSITÄT MÜNCHEN,,,,,,,,,,,,24511.0,345209.0,1.56640225502635,4037.96091469895,21917.0,15639.0,2244.0,0.775937334258088,0.572813350988083,0.296812151797537,,,,,,,,,,,,,,,,,,,,,,,,,,,,455.1875,46.36315789473685,48,22,1444,24511.0,1.56640225502635,66.75,0.0,32.04,Munich,Arts & Humanities,Public,Undergraduate & Postgraduate,4049.0,41675.0,12747.0,19261.0,35.39120085,40 : 60,39.62960824,60.37039176,411.0,79.7,8.14
58,60,Universiti Malaya (UM),Malaysia,Asia,L,FC,VH,Public,92.3,58,96.7,40,74.2,205,47.4,398,69.2,338,86.8,188,87.3,159,92.9,127,77.7,167,84.7,115=,80.1,UNIVERSITI MALAYA UM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.71875,43.58888888888889,32,58,1444,0.0,0.0,78.0,0.0,32.04,,,,,,,,,,,,,,,
60,63,KU Leuven,Belgium,Europe,XL,FC,VH,Public,93.0,53,63.5,169,9.6,801+,94.7,75,95.8,166,65.1,307,48.5,428,99.5,4,83.5,143,94.7,25,79.7,KU LEUVEN,46.0,61.3,73.8,91.3,100.0,79.2,"50,336",37.1,21%,52 : 48,76.81549999999999,,,,,,,,,,,,,,,,,,,,,,,24.7,0.0,0.0,30.1,18.6,56.6,30.4,59.9,76.9,87.3,100.0,74.8,59.9,76.9,100.0,377.2,51.45,10,60,1442,0.0,0.0,80.44999999999999,77.05,54.92465,Leuven,Life Sciences & Medicine,Public,Undergraduate & Postgraduate,3065.0,38138.0,12198.0,10571.0,21.0,52:48:00,52.0,48.0,557.0,93.8,6.44
61,67,Korea University,Republic of Korea,Asia,L,FC,VH,Private not for Profit,89.2,70,95.4,48,77.0,183,68.2,229,24.5,656,64.0,311,67.5,287,67.7,573,93.6,83,85.9,101,79.6,KOREA UNIVERSITY,159.0,52.4,51.3,73.3,99.9,67.8,"21,728",17.5,38%,,61.406,21641.0,254808.0,1.05532415970439,2145.79372445509,17708.0,6819.0,1936.0,0.502795619426089,0.580453735522464,0.137663866615757,274.0,1.0,3.0,367.0,58.0,218.0,172.0,411.0,321.0,273.0,26.0,49.79,,0.0,0.0,8.7,8.7,50.7,22.1,43.9,43.4,41.8,99.8,-,43.9,43.4,99.8,720.3953488372093,44.91428571428572,43,38,1441,21641.0,1.05532415970439,44.25,60.43,65.19879999999999,Seoul,Arts & Humanities,Private not for Profit,Undergraduate & Postgraduate,1323.0,13854.0,7874.0,8257.0,38.0,56:44:00,56.25300582,43.74699418,222.0,78.7,8.64
62,61,Duke University,United States of America,Americas,L,FC,VH,Private not for Profit,92.9,54,91.0,68,100.0,7,47.1,402,28.3,602,62.0,326,46.2,450,90.8,163,95.6,73,77.6,205,79.0,DUKE UNIVERSITY,28.0,78.7,74.2,95.4,100.0,74.2,"17,871",4.4,25%,55 : 45,82.9195,38360.0,545123.0,1.66923252840737,6682.17554871616,34300.0,17602.0,4700.0,0.694108446298227,0.492065232287241,0.347896395779087,115.0,1.0,20.0,74.0,31.0,56.0,19.0,23.0,15.0,16.0,33.0,61.55,38.0,15.4,14.9,50.2,39.0,61.7,23.9,76.0,78.0,99.0,100.0,82.7,76.0,78.0,100.0,639.2864583333334,52.87142857142857,192,1,1440,38360.0,1.66923252840737,45.15,84.03,74.94085,Durham,Engineering & Technology,Private not for Profit,Undergraduate & Postgraduate,820.0,13340.0,4531.0,4468.0,25.0,55:45:00,55.0,45.0,144.0,70.0,7.37
63,62,City University of Hong Kong,"Hong Kong SAR, China",Asia,M,CO,VH,Public,75.5,109,46.7,284,94.8,75,100.0,2,100.0,16,100.0,5,100.0,2,64.5,628,48.5,356,75.2,232=,78.9,CITY UNIVERSITY OF HONG KONG,73.0,56.5,52.7,92.7,100.0,98.4,"8,219",12.4,76%,54 : 46,71.14049999999999,17786.0,313772.0,1.55258295268396,3324.08052696915,15924.0,7045.0,950.0,0.351343753514,0.400401156581312,0.0995597697257027,342.0,1.0,5.0,367.0,567.0,218.0,252.0,874.0,511.0,339.0,387.0,45.33,,0.0,0.0,18.1,1.5,38.5,22.1,32.1,26.7,76.8,50.1,-,32.1,26.7,50.1,273.3333333333333,72.6,9,11,1439,17786.0,1.55258295268396,100.0,69.84,66.50115,Hong Kong,Social Sciences & Management,Public,Undergraduate & Postgraduate,504.0,5543.0,2676.0,6246.0,76.0,54:46:00,54.0,46.0,236.0,87.8,4.98
63,68,National Taiwan University (NTU),Taiwan,Asia,L,FC,VH,Public,97.7,38,94.2,54,38.8,522,70.9,209,25.3,647,59.2,346,63.1,313,67.1,587,100.0,11,88.4,74=,78.9,NATIONAL TAIWAN UNIVERSITY NTU,141.0,59.4,54.9,68.6,100.0,59.2,"18,743",9.7,24%,44 : 56,62.464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,794.0,41.23076923076923,27,63,1439,0.0,0.0,42.25,61.73,50.2992,,,,,,,,,,,,,,,
65,65,The University of Auckland,New Zealand,Oceania,XL,FC,VH,Public,91.7,63,55.2,220,17.6,801+,79.1,162,100.0,83,95.5,122,95.8,104,88.8,194,96.9,61,95.7,17,77.5,THE UNIVERSITY OF AUCKLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6,0.0,10.1,11.9,41.0,21.3,,,,,,,,,261.375,50.9875,8,65,1437,0.0,0.0,97.75,0.0,31.0,Auckland,Arts & Humanities,Public,Undergraduate & Postgraduate,4213.0,25374.0,16812.0,7739.0,18.34439418,29 : 71,29.2726043,70.7273957,460.0,85.4,2.38
66,72,"University of California, San Diego (UCSD)",United States of America,Americas,XL,FC,VH,Public,94.0,49,80.2,103,54.4,347,80.3,155,43.8,473,47.0,431,52.0,400,94.0,99,40.8,430,72.3,286=,76.9,UNIVERSITY OF CALIFORNIA SAN DIEGO UCSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,639.2864583333334,52.87142857142857,192,1,1436,0.0,0.0,45.4,0.0,30.760000000000005,,,,,,,,,,,,,,,
67,101,King Fahd University of Petroleum & Minerals,Saudi Arabia,Asia,M,FO,VH,Public,53.5,206,75.6,124,92.4,93,93.2,85,100.0,27,76.2,250,76.6,228,81.0,330,97.8,48,62.7,444=,76.5,KING FAHD UNIVERSITY OF PETROLEUM MINERALS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,21.1,4.6,19.9,17.1,,,,,,,,,706.9545454545455,42.63333333333333,22,67,1435,0.0,0.0,88.1,0.0,30.6,Dhahran,Social Sciences & Management,Public,Undergraduate & Postgraduate,622.0,6102.0,2924.0,3297.0,36.53164906,59:41:00,58.91329094,41.08670906,186.0,73.4,6.41
68,66,University of Texas at Austin,United States of America,Americas,XL,FC,VH,Public,97.6,39,96.8,38,10.7,801+,85.4,122,9.1,801+,19.1,742,14.4,801+,90.5,169,93.9,82,70.6,308=,76.4,UNIVERSITY OF TEXAS AT AUSTIN,50.0,67.8,76.0,90.1,82.3,46.2,"51,158",17.0,10%,56 : 44,75.828,22539.0,313749.0,1.46062964035621,3499.45604210994,18248.0,9910.0,2136.0,0.584453613736191,0.52518807357517,0.274035999842451,,,22.0,75.0,36.0,25.0,48.0,50.0,26.0,71.0,38.0,61.14,,,,,,,,59.3,69.7,92.2,63.1,70.3,59.3,69.7,63.1,639.2864583333334,52.87142857142857,192,1,1434,22539.0,1.46062964035621,14.1,79.18,71.6504,Austin,Engineering & Technology,Public,Undergraduate & Postgraduate,5285.0,37114.0,14044.0,5116.0,10.0,56:44:00,56.0,44.0,411.0,91.5,4.66
