Rank;Global Rank;Institution;Country;Sector;Best Country Quartile
2699;6705;Industrial University of Ho Chi Minh City;VNM;Universities;1
2700;6710;University of Asia Pacific;BGD;Universities;2
2701;6713;Technical University of Malaysia, Melaka;MYS;Universities;2
2701;6713;Tomsk State University;RUS;Universities;1
2703;6715;GLA University;IND;Universities;1
2703;6715;Shijiazhuang Tiedao University;CHN;Universities;2
2705;6718;University of Health and Rehabilitation Sciences *;CHN;Universities;2
2705;6718;Obafemi Awolowo University;NGA;Universities;1
2705;6718;Mongolian National University of Medical Sciences;MNG;Universities;1
2705;6718;Universidad Distrital Francisco Jose de Caldas;COL;Universities;1
2705;6718;Purdue University Northwest;USA;Universities;3
2710;6724;Hebei North University;CHN;Universities;3
2710;6724;Bharathiar University;IND;Universities;1
2712;6727;William Paterson University;USA;Universities;3
2712;6727;Siberian Federal University;RUS;Universities;1
2714;6729;Istanbul University Cerrahpasa *;TUR;Universities;1
2714;6729;Jan Dlugosz University;POL;Universities;2
2714;6729;Ghulam Ishaq Khan Institute of Engineering Sciences and Technology;PAK;Universities;1
2717;6735;Universidade Federal do Maranhao;BRA;Universities;2
2717;6735;Al-Farabi Kazakh National University;KAZ;Universities;1
2717;6735;Hochschule fur Technik, Wirtschaft und Kultur Leipzig;DEU;Universities;3
2720;6741;Universidad de Antofagasta *;CHL;Universities;2
2721;6745;L. N. Gumilov Eurasian National University;KAZ;Universities;1
2721;6745;Universidad Peruana Union;PER;Universities;1
2721;6745;National Economics University;VNM;Universities;1
2724;6749;West University of Timisoara;ROU;Universities;1
2725;6751;University for Development Studies;GHA;Universities;1
2725;6751;California State Polytechnic University, Pomona;USA;Universities;3
2727;6755;Wollo University;ETH;Universities;1
2727;6755;Medical University of Sofia *;BGR;Universities;1
2727;6755;Pingdingshan University;CHN;Universities;2
2730;6759;Gaziosmanpasa University;TUR;Universities;2
2730;6759;JSS Academy of Higher Education and Research;IND;Universities;1
2730;6759;Konan University;JPN;Universities;3
2733;6764;Universidad Nacional de Asuncion;PRY;Universities;1
2733;6764;State University Kyiv Aviation Institute;UKR;Universities;1
2733;6764;Widya Mandala Catholic University of Surabaya;IDN;Universities;1
2736;6767;Cape Peninsula University of Technology;ZAF;Universities;3
2736;6767;University of Social Sciences and Humanities;POL;Universities;1
2736;6767;Iqra University;PAK;Universities;1
2739;6771;James Cook University Singapore;SGP;Universities;4
2739;6771;Duquesne University;USA;Universities;3
2739;6771;Universidade do Extremo Sul Catarinense;BRA;Universities;1
2739;6771;Kingdom University;BHR;Universities;1
2743;6776;Al Mustaqbal University;IRQ;Universities;1
2743;6776;Jiangsu Teachers University of Technology;CHN;Universities;2
2743;6776;The University of Northampton;GBR;Universities;3
2743;6776;Asahikawa Medical University;JPN;Universities;3
2747;6783;Maritime University of Szczecin;POL;Universities;2
2747;6783;Yunnan University of Traditional Chinese Medicine *;CHN;Universities;2
2747;6783;Curtin University, Malaysia;MYS;Universities;2
2747;6783;Ovidius University;ROU;Universities;2
2751;6789;Soochow University, Taipei;TWN;Universities;3
2751;6789;University of North Florida;USA;Universities;3
2753;6795;Sodertorn University;SWE;Universities;2
2753;6795;Universidade Catolica de Brasilia;BRA;Universities;1
2753;6795;University of Information Technology and Communications;IRQ;Universities;1
2753;6795;Universitat Trier;DEU;Universities;3
2753;6795;University of Limpopo;ZAF;Universities;2
2758;6803;Jilin Institute of Chemical Technology;CHN;Universities;2
2759;6805;Mercu Buana University;IDN;Universities;2
2759;6805;Universite de Toulon *;FRA;Universities;3
2759;6805;Hang Seng University of Hong Kong;HKG;Universities;4
2759;6805;Fujian University of Technology;CHN;Universities;2
2763;6810;Universidade Estacio de Sa;BRA;Universities;1
2763;6810;Universidad ICESI;COL;Universities;2
2765;6815;Sharda University;IND;Universities;1
2766;6816;University of Isfahan;IRN;Universities;1
2766;6816;Texas A&M University-Commerce;USA;Universities;3
2766;6816;British University in Dubai;ARE;Universities;1
2769;6819;Indian Institute of Technology Palakkad;IND;Universities;1
2770;6821;Al Ain University;ARE;Universities;2
2771;6825;Universite du Littoral Cote d'Opale *;FRA;Universities;2
2771;6825;Indian Institute of Technology, Bhubaneswar;IND;Universities;1
2771;6825;Japan Advanced Institute of Science and Technology;JPN;Universities;2
2774;6829;Universite Paris Nanterre *;FRA;Universities;1
2774;6829;Beijing Union University;CHN;Universities;2
2774;6829;Universitas Tanjungpura;IDN;Universities;2
2774;6829;Zhytomyr Polytechnic State University;UKR;Universities;1
2778;6834;State University of Makassar;IDN;Universities;2
2778;6834;Instituto Tecnologico de Sonora;MEX;Universities;1
2780;6839;Seikei University;JPN;Universities;2
2780;6839;Inonu University;TUR;Universities;2
2780;6839;Shiv Nadar University, Greater Noida;IND;Universities;1
2783;6842;Universite Saint-Joseph *;LBN;Universities;2
2783;6842;Hannam University;KOR;Universities;3
2783;6842;Sanjay Gandhi Postgraduate Institute of Medical Sciences;IND;Universities;1
2783;6842;Universidade Federal de Campina Grande;BRA;Universities;2
2783;6842;Swarthmore College;USA;Universities;3
2783;6842;National Taipei College of Nursing;TWN;Universities;3
2789;6851;Dian Nuswantoro University;IDN;Universities;1
2789;6851;Universidad Nacional del Sur *;ARG;Universities;2
2789;6851;Norwegian School of Economics;NOR;Universities;2
2789;6851;University of New Haven;USA;Universities;3
2789;6851;Egas Moniz Cooperativa de Ensino Superior;PRT;Universities;2
2789;6851;Abu Dhabi University;ARE;Universities;2
2795;6858;Islamic Azad University, Ardabil Branch;IRN;Universities;1
2795;6858;Taras Shevchenko National University of Kyiv;UKR;Universities;1
2795;6858;Ochanomizu University;JPN;Universities;3
2795;6858;Hochschule Karlsruhe - Technik und Wirtschaft;DEU;Universities;3
2795;6858;Zonguldak Bulent Ecevit University;TUR;Universities;2
2800;6864;Acibadem University;TUR;Universities;2
2800;6864;University of Jaffna;LKA;Universities;1
2800;6864;University of Zululand;ZAF;Universities;3
2800;6864;Universidade de Caxias do Sul;BRA;Universities;1
2804;6870;Interregional Academy of Personnel Management;UKR;Universities;1
2805;6873;Harbin Normal University;CHN;Universities;2
2805;6873;Dongbei University of Finance and Economics;CHN;Universities;2
2805;6873;Bharathidasan University;IND;Universities;1
2805;6873;Gakushuin University;JPN;Universities;2
2809;6878;University of North Carolina, Wilmington;USA;Universities;3
2809;6878;Okayama University of Science;JPN;Universities;3
2811;6881;University of Kuala Lumpur;MYS;Universities;2
2811;6881;Altinbas University;TUR;Universities;1
2813;6883;Universita degli Studi di Enna Kore;ITA;Universities;3
2813;6883;Touro University, California;USA;Universities;3
2813;6883;Universidad Nacional Abierta y a Distancia;COL;Universities;1
2813;6883;Universite Mohammed Premier Oujda *;MAR;Universities;1
2813;6883;University of Missouri, Saint Louis;USA;Universities;3
2818;6888;Muthayammal Engineering College;IND;Universities;1
2819;6892;Ming Hsin University of Science and Technology;TWN;Universities;2
2819;6892;Huanghe Science and Technology University;CHN;Universities;2
2819;6892;Mugla University;TUR;Universities;2
2819;6892;Oita University *;JPN;Universities;3
2819;6892;Homi Bhabha National Institute;IND;Universities;1
2824;6898;University of Ilorin;NGA;Universities;1
2824;6898;Fujian University of Traditional Chinese Medicine;CHN;Universities;2
2824;6898;Kryvyi Rih National University;UKR;Universities;1
2827;6903;Sathyabama Institute of Science and Technology;IND;Universities;1
2827;6903;Campbell University;USA;Universities;3
2829;6907;Semyung University;KOR;Universities;3
2829;6907;Loyola Marymount University;USA;Universities;3
2829;6907;Jawaharlal Institute of Postgraduate Medical Education and Research;IND;Universities;1
2829;6907;Ecole Nationale Superieure des Mines de Saint-Etienne *;FRA;Universities;3
2829;6907;Mazandaran University of Medical Sciences;IRN;Universities;1
2834;6914;Tribhuvan University *;NPL;Universities;1
2834;6914;Washington and Lee University;USA;Universities;3
2834;6914;Guru Gobind Singh Indraprastha University;IND;Universities;1
2837;6919;Istinye University;TUR;Universities;1
2838;6921;Universite de Technologie de Troyes *;FRA;Universities;2
2838;6921;Academy of Physical Education in Katowice;POL;Universities;3
2838;6921;Hasan Kalyoncu University;TUR;Universities;1
2841;6925;Southern Illinois University School of Medicine;USA;Universities;3
2841;6925;Institut de Hautes Etudes Internationales et du Developpement;CHE;Universities;2
2843;6928;National Center for Theoretical Sciences;TWN;Universities;1
2843;6928;National Formosa University;TWN;Universities;2
2845;6931;Southampton Solent University;GBR;Universities;4
2845;6931;Ecole Nationale des Sciences Appliquees de Kenitra;MAR;Universities;1
2847;6933;Central University of Finance and Economics;CHN;Universities;1
2847;6933;Hefei Normal University;CHN;Universities;2
2847;6933;University of Peradeniya;LKA;Universities;2
2847;6933;Universidad Tecnologica Nacional *;ARG;Universities;1
2851;6940;Bangladesh University of Business and Technology;BGD;Universities;2
2851;6940;Kerman University of Medical Sciences;IRN;Universities;1
2853;6942;University of Health and Allied Sciences;GHA;Universities;1
2853;6942;EDHEC Business School;FRA;Universities;2
2853;6942;Universite de Kinshasa;COD;Universities;1
2856;6946;Ross University School of Veterinary Medicine;KNA;Universities;1
2857;6947;Universite Pantheon Sorbonne, Paris1 *;FRA;Universities;1
2857;6947;Constantine the Philosopher University in Nitra;SVK;Universities;2
2859;6949;Universidad Santiago de Cali;COL;Universities;1
2859;6949;Jerash Private University;JOR;Universities;2
2859;6949;Kannur University;IND;Universities;1
2862;6952;Al-Quds University;PSE;Universities;2
2862;6952;Universidad EAFIT;COL;Universities;1
2862;6952;Al-Ahram Canadian University;EGY;Universities;2
2865;6956;Universidad Peruana de Ciencias Aplicadas;PER;Universities;1
2865;6956;National Chin-Yi University of Technology;TWN;Universities;3
2865;6956;INSEAD *;FRA;Universities;2
2865;6956;Heriot-Watt University Malaysia;MYS;Universities;2
2865;6956;Universite Vincennes-Saint-Denis - Paris 8 *;FRA;Universities;2
2870;6964;Xinjiang Medical University *;CHN;Universities;2
2870;6964;University of Mosul;IRQ;Universities;1
2872;6968;Iskenderun Technical University;TUR;Universities;1
2872;6968;Escuela Superior Politecnica del Litoral;ECU;Universities;1
2872;6968;Dicle University *;TUR;Universities;1
2872;6968;Medical University - Plovdiv;BGR;Universities;1
2872;6968;Universidad Cientifica del Sur;PER;Universities;2
2877;6975;Sinai University;EGY;Universities;2
2878;6977;Dr APJ Abdul Kalam Technical University, Lucknow;IND;Universities;1
2879;6980;Poznan University of Economics and Business;POL;Universities;2
2879;6980;Ball State University;USA;Universities;2
2879;6980;Opole University of Technology;POL;Universities;3
2882;6985;Horus University;EGY;Universities;2
2882;6985;Pepperdine University;USA;Universities;2
2882;6985;Rabdan Academy;ARE;Universities;1
2882;6985;Tamagawa University;JPN;Universities;3
2882;6985;Dalarna University;SWE;Universities;3
2887;6993;Katholische Universitat Eichstatt-Ingolstadt;DEU;Universities;3
2887;6993;Yulin Normal University;CHN;Universities;2
2887;6993;Dibrugarh University;IND;Universities;1
2890;6998;University of Worcester;GBR;Universities;3
2890;6998;Tokyo Dental College *;JPN;Universities;2
2890;6998;Chuzhou University;CHN;Universities;2
2890;6998;Centro Universitario de Maringa;BRA;Universities;1
2894;7005;Royal Melbourne Institute of Technology, Viet Nam;VNM;Universities;1
2894;7005;Kyoto Prefectural University;JPN;Universities;2
2896;7009;Asia Pacific University of Technology and Innovation;MYS;Universities;3
2896;7009;National University of Medical Sciences;PAK;Universities;2
2896;7009;INTI International University & Colleges;MYS;Universities;2
2896;7009;Ecole des Hautes Etudes en Sciences Sociales *;FRA;Universities;2
2900;7014;Appalachian State University;USA;Universities;2
2900;7014;Universite du Havre *;FRA;Universities;3
2900;7014;University of National Education Commission;POL;Universities;3
2903;7020;Cheongju University;KOR;Universities;2
2903;7020;Universidade Federal do Amazonas;BRA;Universities;2
2903;7020;Nicolae Testemitanu State University of Medicine and Pharmacy;MDA;Universities;1
2903;7020;Ramkhamhaeng University;THA;Universities;1
2903;7020;Hanoi University of Industry;VNM;Universities;2
2908;7025;Presidency University, Kolkata;IND;Universities;1
2908;7025;Dumlupinar University;TUR;Universities;1
2908;7025;Universidad Antonio Narino;COL;Universities;1
2908;7025;Danylo Halytsky Lviv National Medical University;UKR;Universities;1
2908;7025;Aoyama Gakuin University;JPN;Universities;2
2908;7025;Texas Christian University;USA;Universities;3
2908;7025;University of Sahiwal;PAK;Universities;2
2915;7032;Gautam Buddha University;IND;Universities;1
2915;7032;Hochschule fur Technik und Wirtschaft Dresden;DEU;Universities;3
2915;7032;Instituto Federal de Educacao, Ciencia e Tecnologia de Santa Catarina;BRA;Universities;2
2915;7032;College of Medicine and Medical Sciences;BHR;Universities;1
2915;7032;Daejin University;KOR;Universities;2
2920;7040;Nigde Omer Halisdemir University;TUR;Universities;1
2920;7040;Yuzuncu Yil University *;TUR;Universities;1
2920;7040;University of the West Indies, Cave Hill Campus;BRB;Universities;1
2920;7040;Maharshi Dayanand University;IND;Universities;1
2924;7048;University of Wah;PAK;Universities;1
2924;7048;Nipissing University;CAN;Universities;3
2924;7048;Universite TELUQ;CAN;Universities;3
2927;7051;Asian Institute of Technology *;THA;Universities;2
2927;7051;Universidad Cooperativa de Colombia;COL;Universities;1
2929;7055;Tel-Hai College;ISR;Universities;2
2929;7055;National College of Business Administration and Economics;PAK;Universities;1
2931;7060;Islamic Science University of Malaysia;MYS;Universities;3
2931;7060;Barnard College;USA;Universities;3
2931;7060;Ming Chuan University;TWN;Universities;2
2931;7060;National Chengchi University;TWN;Universities;2
2931;7060;GH Raisoni College of Engineering;IND;Universities;1
2931;7060;Xuzhou University of Technology;CHN;Universities;3
2931;7060;Capital University of Physical Education and Sports;CHN;Universities;1
2938;7072;Universidad del Bio-Bio;CHL;Universities;2
2938;7072;International Institute for Population Sciences;IND;Universities;1
2938;7072;Mackay Junior College of Medicine Nursing and Management;TWN;Universities;2
2941;7077;Instituto Politecnico de Leiria;PRT;Universities;2
2941;7077;University of Basrah;IRQ;Universities;1
2941;7077;Universidade Federal de Alagoas;BRA;Universities;2
2944;7081;Sanata Dharma University;IDN;Universities;3
2944;7081;St Petersburg Pavlov State Medical University;RUS;Universities;1
2946;7084;Osmania University *;IND;Universities;1
2946;7084;Leeds Trinity University;GBR;Universities;4
2948;7086;Seton Hall University;USA;Universities;3
2948;7086;Port Said University;EGY;Universities;3
2948;7086;University West;SWE;Universities;3
2951;7090;Kohat University of Science and Technology;PAK;Universities;2
2951;7090;Long Island University;USA;Universities;3
2951;7090;Universite Ibn Zohr *;MAR;Universities;2
2954;7093;Malaviya National Institute of Technology;IND;Universities;1
2954;7093;Shaanxi University of Technology;CHN;Universities;2
2954;7093;Foundation University Islamabad *;PAK;Universities;3
2954;7093;Rangsit University;THA;Universities;2
2954;7093;Adama Science and Technology University;ETH;Universities;1
2959;7098;Thiruvalluvar University;IND;Universities;1
2959;7098;University of Education;PAK;Universities;2
2959;7098;Universidad Juarez del Estado de Durango;MEX;Universities;2
2959;7098;Toyo University;JPN;Universities;1
2963;7103;Abant Izzet Baysal University *;TUR;Universities;2
2964;7105;University of Hafr Al-Batin;SAU;Universities;3
2964;7105;Kirikkale University *;TUR;Universities;2
2966;7107;Istanbul Bilgi University;TUR;Universities;1
2966;7107;Seoul Womens University;KOR;Universities;3
2966;7107;Technical University in Zvolen;SVK;Universities;1
2966;7107;Gheorghe Asachi Technical University of Iasi;ROU;Universities;2
2966;7107;University of Central Arkansas;USA;Universities;2
2971;7116;KTO Karatay University;TUR;Universities;1
2971;7116;Universidad Ricardo Palma;PER;Universities;2
2971;7116;Izmir Katip Celebi University *;TUR;Universities;2
2974;7122;Sultan Zainal Abidin University;MYS;Universities;3
2974;7122;Soka University;JPN;Universities;2
2974;7122;World Maritime University;SWE;Universities;3
2977;7125;University of Swat;PAK;Universities;2
2977;7125;Jilin Jianzhu University;CHN;Universities;2
2977;7125;Ecole Centrale de Lyon *;FRA;Universities;3
2977;7125;University of Mostar;BIH;Universities;1
2977;7125;University of Petra;JOR;Universities;2
2977;7125;Arak University of Medical Sciences *;IRN;Universities;1
2977;7125;University of Anbar;IRQ;Universities;1
2984;7133;Horbachevsky Ternopil State Medical University;UKR;Universities;1
2984;7133;Kenyatta University;KEN;Universities;2
2984;7133;Universidad Simon Bolivar, Barranquilla;COL;Universities;2
2987;7137;MCI The Entrepreneurial School;AUT;Universities;3
2988;7139;Universidad de Cartagena;COL;Universities;1
2988;7139;Mersin University;TUR;Universities;2
2990;7143;Southern University, Baton Rouge;USA;Universities;3
2990;7143;Athabasca University;CAN;Universities;2
2992;7145;Guangxi University of Science and Technology;CHN;Universities;2
2992;7145;Instituto Tecnologico Metropolitano;COL;Universities;1
2994;7149;Baskent University *;TUR;Universities;2
2995;7152;University of Sargodha;PAK;Universities;2
2995;7152;North Minzu University;CHN;Universities;2
2995;7152;University of Hyogo;JPN;Universities;3
2995;7152;National Pingtung University;TWN;Universities;3
2999;7159;Universidad Mayor de San Andres;BOL;Universities;1
2999;7159;Escuela Politecnica Nacional;ECU;Universities;1
3001;7161;University of Phayao;THA;Universities;2
3002;7163;Istanbul Aydin University;TUR;Universities;2
3002;7163;Federal Urdu University of Arts, Science and Technology;PAK;Universities;2
3002;7163;Omdurman Islamic University;SDN;Universities;2
3005;7167;Mohan Lal Sukhadia University;IND;Universities;1
3005;7167;Govind Ballabh Pant University of Agriculture and Technology;IND;Universities;2
3007;7169;University of Notre Dame Australia;AUS;Universities;3
3007;7169;University of Mines and Technology;GHA;Universities;1
3007;7169;Universidade de Marilia;BRA;Universities;1
3007;7169;Universidad Nacional de Quilmes;ARG;Universities;2
3007;7169;University of Primorska;SVN;Universities;2
3007;7169;Universidad de Panama;PAN;Universities;2
3013;7176;University of Gavle;SWE;Universities;3
3013;7176;Copperbelt University;ZMB;Universities;1
3013;7176;Universidade de Pernambuco *;BRA;Universities;2
3013;7176;Annamalai University;IND;Universities;1
3017;7181;Universite de Guyane *;GUF;Universities;1
3017;7181;Shifa Tameer-e-Millat University;PAK;Universities;1
3019;7184;Instituto Tecnologico de Costa Rica;CRI;Universities;1
3020;7187;University North;HRV;Universities;2
3020;7187;Ecole Nationale Superieure d'Ingenieurs de Caen et Centre de Recherche *;FRA;Universities;2
3020;7187;Universite Moulay Ismail *;MAR;Universities;2
3020;7187;Toyohashi University of Technology;JPN;Universities;2
3020;7187;Sabaragamuwa University of Sri Lanka;LKA;Universities;1
3020;7187;Tianjin Sino-German University of Applied Sciences;CHN;Universities;2
3020;7187;Uttaranchal University;IND;Universities;1
3027;7195;Muhimbili University of Health and Allied Sciences;TZA;Universities;2
3027;7195;Thu Dau Mot University;VNM;Universities;2
3029;7197;University of West Florida;USA;Universities;3
3029;7197;University of Wisconsin, Whitewater;USA;Universities;3
3031;7200;West Texas A&M University;USA;Universities;3
3031;7200;Jozef Pilsudski University of Physical Education in Warsaw;POL;Universities;3
3033;7203;Yerevan State Medical University;ARM;Universities;1
3033;7203;Trinity University;USA;Universities;3
3033;7203;Universidade Federal de Mato Grosso;BRA;Universities;2
3033;7203;Moi University;KEN;Universities;1
3033;7203;Paris School of Business;FRA;Universities;3
3038;7209;Jomo Kenyatta University of Agriculture and Technology;KEN;Universities;1
3038;7209;Erzurum Technical University;TUR;Universities;1
3038;7209;St Mary's University, Twickenham;GBR;Universities;4
3038;7209;Kashan University of Medical Sciences and Health Services;IRN;Universities;1
3038;7209;Mustafa Kemal University *;TUR;Universities;2
3043;7214;Shandong Technology and Business University;CHN;Universities;3
3043;7214;Szechenyi Istvan University;HUN;Universities;2
3043;7214;Universidade Federal Rural do Rio de Janeiro;BRA;Universities;2
3043;7214;Changsha Medical University;CHN;Universities;2
3043;7214;Universidade Federal de Ouro Preto;BRA;Universities;2
3048;7219;Open University Netherlands;NLD;Universities;3
3048;7219;National Taichung University of Science and Technology;TWN;Universities;3
3048;7219;Belarusian State University;BLR;Universities;1
3051;7225;Babasaheb Bhimrao Ambedkar University;IND;Universities;1
3051;7225;Occidental College;USA;Universities;3
3051;7225;Badr University in Cairo;EGY;Universities;2
3051;7225;Indian Institute of Technology, Ropar;IND;Universities;1
3055;7230;Sultan Ageng Tirtayasa University;IDN;Universities;3
3055;7230;Institute of Space Technology;PAK;Universities;1
3057;7235;Idaho State University *;USA;Universities;3
3057;7235;University of Buraimi;OMN;Universities;1
3057;7235;Changshu Institute of Technology;CHN;Universities;2
3060;7240;Ponce Health Sciences University;PRI;Universities;1
3060;7240;PLA Space Engineering University;CHN;Universities;1
3062;7244;Universidad Catolica del Norte;CHL;Universities;2
3062;7244;Clark Atlanta University;USA;Universities;3
3064;7246;Thompson Rivers University;CAN;Universities;3
3065;7250;Gokaraju Rangaraju Institute of Engineering & Technology;IND;Universities;1
3065;7250;Universidad Iberoamericana, Mexico;MEX;Universities;2
3067;7258;Universidad Catolica del Maule;CHL;Universities;2
3067;7258;Universitat Hildesheim;DEU;Universities;3
3067;7258;Thuy Loi University;VNM;Universities;2
3067;7258;Universidade Eduardo Mondlane;MOZ;Universities;1
3071;7262;Ryukoku University;JPN;Universities;2
3072;7263;Lahore College for Women University;PAK;Universities;2
3073;7265;National Institute of Technology Warangal;IND;Universities;1
3074;7267;Atma Jaya Catholic University of Indonesia;IDN;Universities;2
3074;7267;Warsaw School of Economics;POL;Universities;1
3076;7269;Bartin University;TUR;Universities;2
3076;7269;University of Macedonia;GRC;Universities;2
3076;7269;National Changhua University of Education;TWN;Universities;3
3076;7269;Sanming University;CHN;Universities;3
3076;7269;Universidad Continental, Peru;PER;Universities;2
3076;7269;Mulawarman University;IDN;Universities;3
3076;7269;I K Gujral Punjab Technical University;IND;Universities;1
3083;7278;Jadavpur University;IND;Universities;1
3083;7278;Xiamen University of Technology;CHN;Universities;2
3083;7278;Universidad Juarez Autonoma de Tabasco;MEX;Universities;2
3086;7282;University of Kerala;IND;Universities;1
3086;7282;Cumhuriyet University *;TUR;Universities;2
3088;7285;Universidade Federal da Grande Dourados;BRA;Universities;2
3088;7285;Saint Camillus International University of Health Sciences;ITA;Universities;4
3090;7289;Beijing University of Civil Engineering & Architecture;CHN;Universities;2
3090;7289;Ludong University;CHN;Universities;2
3090;7289;Sumatera Institute of Technology;IDN;Universities;1
3093;7294;University of Lakki Marwat;PAK;Universities;1
3093;7294;Xi'an Medical University *;CHN;Universities;2
3095;7296;Wenzhou-Kean University;CHN;Universities;2
3096;7298;Nile University;EGY;Universities;1
3096;7298;Universidad de Cordoba;COL;Universities;2
3098;7302;MacEwan University;CAN;Universities;3
3099;7303;Da-Yeh University;TWN;Universities;3
3099;7303;Anhui Jianzhu University;CHN;Universities;2
3101;7305;Hunan University of Finance and Economics;CHN;Universities;3
3102;7306;Namik Kemal University;TUR;Universities;2
3102;7306;Universitas Mercatorum;ITA;Universities;3
3102;7306;European University of Lefke;CYP;Universities;2
3102;7306;Suresh Gyan Vihar University;IND;Universities;2
3106;7313;Kalasalingam Academy of Research and Education;IND;Universities;1
3106;7313;Universidad de las Americas Puebla;MEX;Universities;3
3108;7316;Universidad Camilo Jose Cela;ESP;Universities;3
3108;7316;Hangzhou City University;CHN;Universities;3
3108;7316;Madda Walabu University;ETH;Universities;2
3108;7316;Central Taiwan University of Science and Technology;TWN;Universities;3
3112;7321;Middlebury College;USA;Universities;3
3112;7321;Jinling Institute Of Technology;CHN;Universities;2
3112;7321;Anhui University of Finance and Economics;CHN;Universities;1
3112;7321;Suzhou Vocational University;CHN;Universities;2
3112;7321;Afyon Kocatepe University *;TUR;Universities;2
3112;7321;Neapolis University Pafos;CYP;Universities;1
3112;7321;Acadia University;CAN;Universities;3
3119;7328;Manisa Celal Bayar University *;TUR;Universities;2
3119;7328;University of Abuja *;NGA;Universities;1
3119;7328;Nitte University;IND;Universities;1
3119;7328;East China Institute of Technology;CHN;Universities;2
3123;7333;Sudan University for Science and Technology;SDN;Universities;2
3123;7333;Reed College;USA;Universities;3
3123;7333;Pontificia Universidade Catolica de Sao Paulo;BRA;Universities;2
3123;7333;University of Lapland;FIN;Universities;3
3127;7337;Maharishi Markandeshwar University *;IND;Universities;1
3127;7337;Astana Medical University;KAZ;Universities;1
3129;7339;Nnamdi Azikiwe University;NGA;Universities;1
3129;7339;National University of Water and Environmental Engineering;UKR;Universities;1
3131;7341;Tokyo University of Technology;JPN;Universities;2
3131;7341;Velammal Institute of Technology;IND;Universities;1
3133;7346;Union College;USA;Universities;3
3134;7351;King Michael I University of Life Sciences;ROU;Universities;2
3134;7351;Xinjiang Agricultural University;CHN;Universities;2
3134;7351;American University of Madaba;JOR;Universities;1
3134;7351;Yuanpei University of Medical Technology;TWN;Universities;3
3138;7358;Philadelphia College of Osteopathic Medicine;USA;Universities;3
3138;7358;Kirklareli University;TUR;Universities;2
3138;7358;Pontificia Universidade Catolica de Campinas;BRA;Universities;2
3138;7358;National University of Kaohsiung;TWN;Universities;3
3138;7358;Universidad Nacional de Mar del Plata *;ARG;Universities;2
3138;7358;Far Eastern Federal University;RUS;Universities;1
3144;7368;Universidad Catolica de Avila;ESP;Universities;3
3144;7368;Huizhou University;CHN;Universities;2
3144;7368;Shenyang Medical College *;CHN;Universities;2
3147;7373;Zanjan University of Medical Sciences *;IRN;Universities;1
3147;7373;Vishwakarma University;IND;Universities;1
3147;7373;Veer Narmad South Gujarat University;IND;Universities;1
3147;7373;Universidad Privada del Norte;PER;Universities;1
3147;7373;Amherst College;USA;Universities;3
3152;7380;Ecole Normale Superieure de Fes;MAR;Universities;1
3152;7380;Panzhihua University *;CHN;Universities;2
3152;7380;Instituto Federal de Educacao, Ciencia e Tecnologia da Bahia;BRA;Universities;2
3155;7383;Nanjing Xiaozhuang University;CHN;Universities;2
3155;7383;Batterjee Medical College;SAU;Universities;2
3155;7383;Universidade Paulista;BRA;Universities;2
3158;7386;Universidad Europea del Atlantico;ESP;Universities;3
3159;7388;Olabisi Onabanjo University;NGA;Universities;1
3159;7388;Touro University, New York;USA;Universities;3
3159;7388;Universidad del Atlantico;COL;Universities;2
3159;7388;Kadir Has University;TUR;Universities;2
3163;7392;Swedish Defence University;SWE;Universities;3
3163;7392;Kyiv National Economics University;UKR;Universities;1
3163;7392;University of International Business and Economics;CHN;Universities;1
3166;7396;Kavayitri Bahinabai Chaudhari North Maharashtra University;IND;Universities;1
3166;7396;Universidad Autonoma de la Ciudad de Mexico;MEX;Universities;1
3166;7396;Universidade Estadual do Ceara;BRA;Universities;2
3169;7399;University of Economics in Katowice;POL;Universities;3
3170;7401;Government College Women University Sialkot;PAK;Universities;2
3170;7401;Universidade Estadual do Oeste do Parana;BRA;Universities;2
3170;7401;Tezpur University;IND;Universities;1
3170;7401;Fachhochschule Frankfurt am Main;DEU;Universities;3
3174;7405;Fontys University of Applied Sciences;NLD;Universities;2
3174;7405;Guilan University of Medical Sciences;IRN;Universities;1
3176;7408;Hiroshima City University;JPN;Universities;1
3176;7408;Hebei University of Engineering;CHN;Universities;2
3176;7408;Universiti Teknologi Brunei;BRN;Universities;1
3176;7408;Abasyn University;PAK;Universities;2
3176;7408;Universidad Autonoma de Tamaulipas;MEX;Universities;3
3181;7414;University of Dubai;ARE;Universities;2
3181;7414;Universitat Erfurt;DEU;Universities;3
3181;7414;Luoyang Normal University;CHN;Universities;2
3181;7414;University of Rwanda;RWA;Universities;1
3185;7419;Universidad Norbert Wiener;PER;Universities;1
3185;7419;Zhejiang University of Finance and Economics;CHN;Universities;2
3187;7421;Guru Nanak Dev University;IND;Universities;1
3187;7421;Northwest Minzu University;CHN;Universities;2
3187;7421;Konya Technical University;TUR;Universities;1
3187;7421;The Women University Multan;PAK;Universities;2
3187;7421;Universidad Militar Nueva Granada;COL;Universities;1
3187;7421;Kochi University of Technology;JPN;Universities;3
3193;7429;Universidad Francisco de Paula Santander;COL;Universities;2
3193;7429;Texas A&M University at Galveston;USA;Universities;3
3193;7429;Centro Federal de Educacao Tecnologica de Minas Gerais;BRA;Universities;1
