university_id,normalized_name,university_name,country
U000318,bukhara state medical institute,Bukhara State Medical Institute,Uzbekistan
U000324,bursa uludag university,Bursa Uludağ University,Turkey
U000333,campus bio medico university of rome,Campus Bio-Medico University of Rome,Italy
U000334,canadian international college cairo,Canadian International College (CIC) – Cairo,Egypt
U000335,canadian university dubai,Canadian University Dubai,United Arab Emirates
U000336,cankaya university,Cankaya University,Turkey
U000341,capital university of science and technology islamabad,"Capital University of Science and Technology, Islamabad",Pakistan
U000345,carlos iii university of madrid,Carlos III University of Madrid,Spain
U000348,catania university,Catania University,Italy
U000351,catholic university of brasilia,Catholic University of Brasília,Brazil
U000352,catholic university of portugal,Catholic University of Portugal,Portugal
U000353,catholic university of the north,Catholic University of the North,Chile
U000354,catholic university of the sacred heart,Catholic University of the Sacred Heart,Italy
U000355,catolica de cordoba,Católica de Córdoba,Argentina
U000357,cbs international business school,CBS International Business School,Germany
U000358,ceara state university,Ceará State University,Brazil
U000360,cecos university of it and emerging sciences,CECOS University of IT and Emerging Sciences,Pakistan
U000367,centrale nantes,Centrale Nantes,France
U000368,centralesupelec,CentraleSupélec,France
U000369,centro de estudios para la calidad educativa y la investigacion cientifica,Centro de Estudios para la Calidad Educativa y la Investigación Científica (CECEIC),Mexico
U000370,centro federal de educacao tecnologica celso suckow da fonseca,Centro Federal de Educação Tecnológica Celso Suckow da Fonseca (CEFET-RJ),Brazil
U000371,centro universitario cesuca,Centro Universitário Cesuca,Brazil
U000372,centro universitario de jaguariuna,Centro Universitário de Jaguariúna,Brazil
U000373,centro universitario max planck,Centro Universitário Max Planck,Brazil
U000375,ces university,CES University,Colombia
U000376,cesar ritz colleges switzerland,César Ritz Colleges Switzerland,Switzerland
U000378,ceu universities,CEU Universities,Spain
U000388,charite universitatsmedizin berlin,Charité - Universitätsmedizin Berlin,Germany
U000392,charles university in prague,Charles University in Prague,Czech Republic
U000396,chernihiv national university of technology,Chernihiv National University of Technology,Ukraine
U000403,china medical university taiwan,"China Medical University, Taiwan",Taiwan
U000407,china university of geosciences wuhan,"China University of Geosciences, Wuhan",China
U000409,china university of petroleum,China University of Petroleum,China (Mainland)
U000416,chittagong university of engineering and technology,Chittagong University of Engineering and Technology,Bangladesh
U000421,christ university bengaluru india,Christ University Bengaluru India,India
U000422,christian albrechts university zu kiel,Christian-Albrechts-University zu Kiel,Germany
U000436,city university of science and information technology peshawar,"City University of Science and Information Technology, Peshawar",Pakistan
U000437,civil aviation academy,Civil Aviation Academy,Kazakhstan
U000440,claude bernard university lyon 1,Claude Bernard University Lyon 1,France
U000443,coal city university,Coal City University,Nigeria
U000445,colegio de mexico,Colegio de México,Mexico
U000447,college of william and mary,College of William and Mary,United States
U000450,colorado state university fort collins,"Colorado State University, Fort Collins",United States
U000453,comenius university in bratislava,Comenius University in Bratislava,Slovakia
U000454,comillas pontifical university,Comillas Pontifical University,Spain
U000456,complutense university of madrid,Complutense University of Madrid,Spain
U000470,cross river university of technology,Cross River University of Technology,Nigeria
U000472,cuny the city college of new york,CUNY The City College of New York,United States
U000474,cy cergy paris university,CY Cergy Paris University,France
U000475,cyprus health and social sciences university,Cyprus Health and Social Sciences University,Northern Cyprus
U000478,czech university of life sciences in prague,Czech University of Life Sciences in Prague,Czech Republic
U000481,d serikbayev east kazakhstan technical university,D. Serikbayev East Kazakhstan Technical University,Kazakhstan
U000491,daneshpajoohan pishro higher education institute,Daneshpajoohan Pishro Higher Education Institute,Iran
U000499,del rosario university,Del Rosario University,Colombia
U000502,delta state university abraka,"Delta State University, Abraka",Nigeria
U000507,derzhavin tambov state university,Derzhavin Tambov State University,Russian Federation
U000513,diego portales university,Diego Portales University,Chile
U000514,dijlah university,Dijlah University,Iraq
U000518,dokuz eylul universitesi,Dokuz Eylül Üniversitesi,Turkey
U000520,don bosco university,Don Bosco University,India
U000522,donetsk national university of economics and trade named after mykhailo tuhan baranovsky,Donetsk National University of Economics and Trade named after Mykhailo Tuhan-Baranovsky (DonNUET),Ukraine
U000526,dostoevsky omsk state university,Dostoevsky Omsk State University,Russian Federation
U000527,dovletmammet azadi turkmen national institute of world languages,Dovletmammet Azadi Turkmen National Institute of World Languages,Turkmenistan
U000536,dumlupinar university,Dumlupinar University,Turkey
U000541,duzce university,Duzce University,Turkey
U000543,eafit university,EAFIT University,Colombia
U000544,ean university,EAN University,Colombia
U000550,eberhard karls universitat tubingen,Eberhard Karls Universität Tübingen,Germany
U000552,ebs business school,EBS Business School,Germany
U000554,ecole de psychologues praticiens,École de Psychologues Praticiens,France
U000555,ecole des mines de saint etienne,École des Mines de Saint-Étienne,France
U000556,ecole des ponts paristech,Ecole des Ponts ParisTech,France
U000557,ecole national polytechnique de constantine,École National Polytechnique de Constantine,Algeria
U000559,ecole nationale polytechnique,École Nationale Polytechnique,Algeria
U000560,ecole nationale polytechnique doran maurice audin,École Nationale Polytechnique d’Oran Maurice Audin,Algeria
U000562,ecole nationale superieure agronomique algiers,"École Nationale Supérieure Agronomique, Algiers",Algeria
U000563,ecole nationale superieure de biotechnologie taoufik khaznadar,École Nationale Supérieure de Biotechnologie Taoufik Khaznadar (ENSB),Algeria
U000564,ecole nationale superieure de management kolea,École Nationale Supérieure de Management Koléa,Algeria
U000565,ecole nationale superieure des sciences de la mer et de lamenagement du littoral,École Nationale Supérieure des Sciences de la Mer et de l’Aménagement du Littoral (ENSSMAL),Algeria
U000567,ecole nationale superieure veterinaire dalger,École Nationale Supérieure Vétérinaire d’Alger,Algeria
U000568,ecole normale superieure de bechar,École Normale Supérieure de Béchar,Algeria
U000569,ecole normale superieure de bouzareah,École Normale Supérieure de Bouzaréah,Algeria
U000571,ecole normale superieure de laghouat,École Normale Supérieure de Laghouat,Algeria
U000573,ecole normale superieure doran,École Normale Supérieure d’Oran,Algeria
U000574,ecole normale superieure el katiba assia djebar constantine,École Normale Supérieure El Katiba Assia Djebar Constantine (ENSC),Algeria
U000575,ecole normale superieure paris,"Ecole normale supérieure, Paris",France
U000577,ecole polytechnique,Ecole Polytechnique,France
U000580,ecole superieure de comptabilite et de finances de constantine,École Supérieure de Comptabilité et de Finances de Constantine,Algeria
U000581,ecole superieure en informatique 8 mai 1945 de sidi bel abbes,École Supérieure en Informatique 8 Mai 1945 de Sidi-Bel-Abbès,Algeria
U000583,ecole superieure en sciences biologiques doran,École Supérieure en Sciences Biologiques d’Oran (ESSBO),Algeria
U000584,ecole superieure en sciences et technologies de linformatique et du numerique,École Supérieure en Sciences et Technologies de l’Informatique et du Numérique (ESTIN),Algeria
U000597,el bosque university,El Bosque University,Colombia
U000602,ens paris saclay,ENS Paris-Saclay,France
U000603,ensta bretagne,ENSTA Bretagne,France
U000605,epfl,EPFL,Switzerland
U000607,erciyes universitesi,Erciyes Üniversitesi,Turkey
U000611,escp business school paris,ESCP Business School - Paris,France
U000612,escuela politecnica nacional,Escuela Politécnica Nacional,Ecuador
U000613,escuela superior politecnica de chimborazo,Escuela Superior Politécnica de Chimborazo,Ecuador
U000614,escuela superior politecnica del litoral,Escuela Superior Politécnica del Litoral (ESPOL),Ecuador
U000615,esic,ESIC,Spain
U000618,eskisehir technical university,Eskişehir Technical University,Turkey
U000619,essec business school,ESSEC Business School,France
U000620,essex university of,"Essex, University of",United Kingdom
U000624,eth zurich swiss federal institute of technology,ETH Zurich - Swiss Federal Institute of Technology,Switzerland
U000628,european university of madrid,European University of Madrid,Spain
U000629,european university of tunis,European University of Tunis,Tunisia
U000630,european university of valencia,European University of Valencia,Spain
U000631,evangel university akaeze,"Evangel University, Akaeze",Nigeria
U000633,externado university of colombia,Externado University of Colombia,Colombia
U000637,federal rural university of pernambuco,Federal Rural University of Pernambuco,Brazil
U000639,federal university of agriculture abeokuta,"Federal University of Agriculture, Abeokuta",Nigeria
U000640,federal university of alagoas,Federal University of Alagoas,Brazil
U000641,federal university of espirito santo,Federal University of Espírito Santo,Brazil
U000642,federal university of goias,Federal University of Goiás,Brazil
U000643,federal university of itajuba,Federal University of Itajubá,Brazil
U000644,federal university of kashere,Federal University of Kashere,Nigeria
U000645,federal university of lafia,Federal University of Lafia,Nigeria
U000646,federal university of latin american integration,Federal University of Latin American Integration (UNILA),Brazil
U000647,federal university of lavras,Federal University of Lavras,Brazil
U000648,federal university of mato grosso do sul,Federal University of Mato Grosso do Sul,Brazil
U000649,federal university of minas gerais,Federal University of Minas Gerais,Brazil
U000650,federal university of para,Federal University of Pará,Brazil
U000651,federal university of paraiba,Federal University of Paraí­ba (UFPB),Brazil
U000652,federal university of pelotas,Federal University of Pelotas,Brazil
U000653,federal university of pernambuco,Federal University of Pernambuco,Brazil
U000654,federal university of petroleum resources effurun,"Federal University of Petroleum Resources, Effurun",Nigeria
U000655,federal university of piaui,Federal University of Piauí,Brazil
U000656,federal university of rio de janeiro,Federal University of Rio de Janeiro,Brazil
U000657,federal university of rio grande do norte,Federal University of Rio Grande do Norte (UFRN),Brazil
U000658,federal university of santa maria,Federal University of Santa Maria,Brazil
U000659,federal university of sao carlos,Federal University of São Carlos,Brazil
U000660,federal university of technology akure,Federal University of Technology Akure,Nigeria
U000663,federal university of the state of rio de janeiro,Federal University of the State of Rio de Janeiro (UNIRIO),Brazil
U000664,federal university of tocantins,Federal University of Tocantins,Brazil
U000665,federal university of toulouse midi pyrenees,Federal University of Toulouse Midi-Pyrénées,France
U000666,federal university of uberlandia,Federal University of Uberlândia,Brazil
U000667,federal university of vales do jequitinhonha e mucuri,Federal University of Vales do Jequitinhonha e Mucuri,Brazil
U000668,federal university of vicosa,Federal University of Viçosa,Brazil
U000669,federation university australia,Federation University Australia,Australia
U000673,fergana medical institute of public health,Fergana Medical Institute of Public Health,Uzbekistan
U000674,fergana polytechnic institute,Fergana Polytechnic Institute,Uzbekistan
U000675,fergana state university,Fergana State University,Uzbekistan
U000676,ferhat abbas setif university 1,Ferhat Abbas Sétif University 1,Algeria
U000677,financial university under the government of the russian federation,Financial University under the Government of the Russian Federation,Russia
U000679,firat university,Firat University,Turkey
U000680,first technical university,First Technical University,Nigeria
U000684,florida atlantic university boca raton,Florida Atlantic University - Boca Raton,United States
U000688,fluminense federal university,Fluminense Federal University,Brazil
U000693,free university of berlin,Free University of Berlin,Germany
U000695,freie universitaet berlin,Freie Universitaet Berlin,Germany
U000707,fundacao oswaldo cruz,Fundação Oswaldo Cruz,Brazil
U000708,fundacion ceu san pablo,Fundación CEU San Pablo,Spain
U000709,fundacion universidad de bogota jorge tadeo lozano,Fundación Universidad De Bogotá-Jorge Tadeo Lozano,Colombia
U000713,gabriele dannunzio university,Gabriele d‘Annunzio University,Italy
U000714,gadjah mada university,Gadjah Mada University,Indonesia
U000715,gangadhar meher university,Gangadhar Meher University,India
U000717,gazi universitesi,Gazi Üniversitesi,Turkey
U000722,gebze yuksek teknoloji enstitusu,Gebze Yüksek Teknoloji Enstitüsü (GYTE),Turkey
U000724,george emil palade university of medicine pharmacy science and technology of targu mures,"George Emil Palade University of Medicine, Pharmacy, Science, and Technology of Targu Mures",Romania
U000744,goethe university frankfurt am main,Goethe-University Frankfurt am Main,Germany
U000753,government college women university sialkot,"Government College Women University, Sialkot",Pakistan
U000759,grenoble alpes university,Grenoble Alpes University,France
U000772,gulf university for science and technology,Gulf University for Science and Technology,Kuwait
U000781,hagoromo university of international studies,Hagoromo University of International Studies,Japan
U000796,harokopio university,Harokopio University,Greece
U000805,hazara university mansehra,Hazara University Mansehra,Pakistan
U000808,hec paris school of management,HEC Paris School of Management,France
U000813,herzen state pedagogical university of russia,Herzen State Pedagogical University of Russia,Russian Federation
U000814,higher national school of renewable energies environment and sustainable development,"Higher National School of Renewable Energies, Environment and Sustainable Development",Algeria
U000815,higher school of agronomy mostaganem,Higher School of Agronomy – Mostaganem (ESAM),Algeria
U000816,higher school of management and digital economy,Higher School of Management and Digital Economy (HSMDE),Algeria
U000817,higher school of management tlemcen,Higher School of Management – Tlemcen,Algeria
U000818,hilla university college,Hilla University College,Iraq
U000824,hitit university,Hitit University,Turkey
U000828,hodeida university,Hodeida University,Yemen
U000840,hse university,HSE University,Russia
U000846,hufs hankuk university of foreign studies,HUFS - Hankuk (Korea) University of Foreign Studies ,South Korea
U000848,humboldt state university,Humboldt State University,United States
U000850,humboldt university of berlin,Humboldt University of Berlin,Germany
U000852,hungarian university of agriculture and life sciences,Hungarian University of Agriculture and Life Sciences,Hungary
U000853,hyogo college of medicine,Hyogo College of Medicine,Japan
U000858,ibn khaldoun university,Ibn Khaldoun University,Algeria
U000859,ibn tofail university,Ibn Tofaïl University,Morocco
U000863,ifhe hyderabad,IFHE Hyderabad,India
U000866,ilam university of medical sciences,Ilam University of Medical Sciences,Iran
U000871,ilmenau university of technology,Ilmenau University of Technology,Germany
U000873,imam al kadhum college,Imam Al-Kadhum College (IKC),Iraq
U000877,imam mohammad ibn saud islamic university imsiu,Imam Mohammad Ibn Saud Islamic University – IMSIU,Saudi Arabia
U000886,indian institute of science,Indian Institute of Science,India
U000905,indian institute of technology varanasi,Indian Institute of Technology (BHU) Varanasi,India
U000914,information technology university of the punjab,Information Technology University of the Punjab,Pakistan
U000917,inonu university,Inönü University,Turkey
U000919,institut agro,Institut Agro,France
U000921,institut polytechnique de grenoble grenoble institute of technology,Institut polytechnique de Grenoble - Grenoble Institute of Technology,France
U000924,institut teknologi sepuluh nopember,Institut Teknologi Sepuluh Nopember (ITS Surabaya),Indonesia
U000927,institute of engineering technical and transport communications of turkmenistan,"Institute of Engineering, Technical and Transport Communications of Turkmenistan",Turkmenistan
U000928,institute of international relations of the ministry of foreign affairs of turkmenistan,Institute of International Relations of the Ministry of Foreign Affairs of Turkmenistan,Turkmenistan
U000929,institute of southern punjab multan,Institute of Southern Punjab – Multan,Pakistan
U000931,institute of telecommunications and informatics of turkmenistan,Institute of Telecommunications and Informatics of Turkmenistan,Turkmenistan
U000932,institution,institution,location
U000933,instituto politecnico de braganca,Instituto Politécnico de Bragança,Portugal
U000934,instituto politecnico de viana do castelo,Instituto Politécnico de Viana do Castelo,Portugal
U000940,inter state school of veterinary sciences and medicine,Inter-State School of Veterinary Sciences and Medicine,Senegal
U000943,international engineering and technology university,International Engineering and Technology University (METU),Kazakhstan
U000948,international it university,International IT University,Kazakhstan
U000949,international university for the humanities and development,International University for the Humanities and Development,Turkmenistan
U000962,iscte instituto universitario de lisboa,ISCTE - Instituto Universitario de Lisboa,Portugal
U000963,iscte university institute of lisbon,ISCTE-University Institute of Lisbon,Portugal
U000966,islamia college peshawar,Islamia College Peshawar,Pakistan
U000967,islamic azad university najafabad branch,"Islamic Azad University, Najafabad Branch (IAUN)",Iran
U000972,israel technological university,Israel Technological University,Ecuador
U000974,istanbul aydin university,Istanbul Aydin University  ,Turkey
U000976,istanbul bilgi universitesi,Istanbul Bilgi Üniversitesi,Turkey
U000978,istanbul gelisim university,Istanbul Gelişim University,Turkey
U000982,istanbul okan university,Istanbul Okan University,Turkey
U000986,iteso universidad jesuita de guadalajara,"ITESO, Universidad Jesuita de Guadalajara",Mexico
U000988,iubat international university of business agriculture and technology,IUBAT – International University of Business Agriculture and Technology,Bangladesh
U000989,iuliu hatieganu university of medicine and pharmacy cluj napoca,Iuliu Haţieganu University of Medicine and Pharmacy Cluj-Napoca,Romania
U000990,ivan franko national university of lviv,Ivan Franko National University of Lviv,Ukraine
U000991,ivane javakhishvili tbilisi state university,Ivane Javakhishvili Tbilisi State University,Georgia
U000997,izmir university of economics,Izmir University of Economics,Turkey
U000998,jabir ibn hayyan medical university,Jabir ibn Hayyan Medical University,Iraq
U001006,jamia hamdard university,Jamia Hamdard University,India
U001008,jan evangelista purkyne university,Jan Evangelista Purkyně University,Czech Republic
U001009,jan kochanowski university in kielce,Jan Kochanowski University in Kielce,Poland
U001013,jaume i university,Jaume I University,Spain
U001018,jean moulin university lyon 3,Jean Moulin University – Lyon 3,France
U001020,jember university,Jember University,Indonesia
U001022,jerash private university,Jerash Private University,Jordan
U001034,johannes gutenberg universitat mainz,Johannes Gutenberg Universität Mainz,Germany
U001035,johannes gutenberg university of mainz,Johannes Gutenberg University of Mainz,Germany
U001036,johannes kepler university linz,Johannes Kepler University Linz,Austria
U001041,jordan university of science and technology,Jordan University of Science & Technology,Jordan
U001044,julius maximilians universitat wurzburg,Julius-Maximilians-Universität Würzburg,Germany
U001046,justus liebig university giessen,Justus-Liebig-University Giessen,Germany
U001048,k zhubanov aktobe regional university,K. Zhubanov Aktobe Regional University,Kazakhstan
U001055,kaist korea advanced institute of science and technology,KAIST - Korea Advanced Institute of Science & Technology,South Korea
U001070,karaganda state technical university,Karaganda State Technical University,Kazakhstan
U001071,karaganda university of kazpotrebsoyuz,Karaganda University of Kazpotrebsoyuz,Kazakhstan
U001073,karl franzens universitaet graz,Karl-Franzens-Universitaet Graz,Austria
U001076,karnatak university dharwad,Karnatak University Dharwad,India
U001077,karolinska institute,Karolinska Institute,Sweden
U001079,karshi engineering economics institute,Karshi Engineering Economics Institute,Uzbekistan
U001081,karunya institute of technology and sciences,Karunya Institute of Technology and Sciences,India
U001083,kashan university of medical sciences and health services,Kashan University of Medical Sciences and Health Services,Iran
U001089,kazakh national agrarian university kaznau,Kazakh National Agrarian University KazNAU,Kazakhstan
U001090,kazakh national pedagogical university abai,Kazakh National Pedagogical University Abai,Kazakhstan
U001092,kazakhstan medical university ksph,Kazakhstan Medical University KSPH,Kazakhstan
U001094,kazan national research technical university,Kazan National Research Technical University,Russian Federation
U001095,kazan national research technological university,Kazan National Research Technological University,Russia
U001107,khalifa university,Khalifa University,United Arab Emirates
U001110,kharkiv aviation institute,Kharkiv Aviation Institute,Ukraine
U001116,khoja akhmet yassawi international kazakh turkish university,Khoja Akhmet Yassawi International Kazakh-Turkish University,Kazakhstan
U001117,khomein university of medical sciences,Khomein University of Medical Sciences,Iran
U001124,kimyo international university in tashkent,Kimyo International University in Tashkent,Uzbekistan
U001127,king abdullah university of science and technology,King Abdullah University of Science & Technology (KAUST),Saudi Arabia
U001130,king fahd university of petroleum and minerals,King Fahd University of Petroleum & Minerals,Saudi Arabia
U001145,kingston university london,"Kingston University, London",United Kingdom
U001146,kinnaird college for women,Kinnaird College for Women,Pakistan
U001147,kirikkale university,Kirikkale University,Turkey
U001148,kit karlsruhe institute of technology,"KIT, Karlsruhe Institute of Technology",Germany
U001151,kl university,KL University,India
U001158,kocaeli health and technology university,Kocaeli Health and Technology University,Turkey
U001159,kocaeli university,Kocaeli University,Turkey
U001160,kochi university,Kochi University,Japan
U001164,kohsar university murree,Kohsar University Murree,Pakistan
U001173,kore university of enna,Kore University of Enna,Italy
U001177,korkyt ata kyzylorda university,Korkyt Ata Kyzylorda University,Kazakhstan
U001180,krsehir ahi evran university,Kırşehir Ahi Evran University,Turkey
U001190,kutahya health sciences university,Kütahya Health Sciences University,Turkey
U001196,kyiv national economic university,Kyiv National Economic University,Ukraine
U001197,kyoai gakuen university,Kyoai Gakuen University,Japan
U001205,kyrgyz turkish manas university,Kyrgyz-Turkish Manas University,Kyrgyzstan
U001222,lappeenranta lahti university of technology lut,Lappeenranta-Lahti University of Technology LUT,Finland
U001223,larbi tebessi university,Larbi Tebessi University,Algeria
U001229,leeds conservatoire,Leeds Conservatoire,United Kingdom
U001236,liaquat university of medical and health sciences,Liaquat University of Medical and Health Sciences (LUMHS),Pakistan
U001239,lingnan university hong kong,"Lingnan University, Hong Kong",Hong Kong SAR
U001244,liverpool institute for performing arts,Liverpool Institute for Performing Arts,United Kingdom
U001246,liverpool school of tropical medicine,Liverpool School of Tropical Medicine,United Kingdom
U001247,lmu munich,LMU Munich,Germany
U001248,lobachevsky state university of nizhni novgorod,Lobachevsky State University of Nizhni Novgorod,Russian Federation
U001249,lobachevsky university,Lobachevsky University,Russia
U001253,london academy of music and dramatic art,London Academy of Music and Dramatic Art (LAMDA),United Kingdom
U001257,london school of hygiene and tropical medicine,London School of Hygiene and Tropical Medicine,United Kingdom
U001259,londrina state university,Londrina State University,Brazil
U001268,lumiere university lyon 2,"Lumière University, Lyon 2",France
U001270,lusophone university of humanities and technologies,Lusophone University of Humanities and Technologies,Portugal
U001273,m auezov south kazakhstan university,M. Auezov South Kazakhstan University,Kazakhstan
U001274,m kh dulaty taraz regional university,M.Kh. Dulaty Taraz Regional University,Kazakhstan
U001278,mackenzie presbyterian university,Mackenzie Presbyterian University,Brazil
U001282,maharishi markandeshwar university,Maharishi Markandeshwar University (MMU),India
U001285,mahatma jyotiba phule rohilkhand university,Mahatma Jyotiba Phule Rohilkhand University,India
U001289,malaviya national institute of technology,Malaviya National Institute of Technology,India
U001295,manipal academy of higher education manipal karnataka india,"Manipal Academy of Higher Education, Manipal, Karnataka, India",India
U001299,mapua university,Mapúa University,Philippines
U001301,margulan university,Margulan University,Kazakhstan
U001303,marian college kuttikkanam,Marian College Kuttikkanam (Autonomous),India
U001308,martin luther universitat halle wittenberg,Martin-Luther-Universität Halle-Wittenberg,Germany
U001314,maynooth university,Maynooth University,Ireland
U001318,medical university of bialystok,Medical University of Bialystok,Poland
U001319,medical university of gdansk,Medical University of Gdańsk,Poland
U001321,medical university of innsbruck,Medical University of Innsbruck,Austria
U001324,medical university of silesia in katowice,Medical University of Silesia in Katowice,Poland
U001329,mehran university of engineering and technology jamshoro pakistan,"Mehran University of Engineering and Technology, Jamshoro, Pakistan",Pakistan
U001336,mendeleev university of chemical technology,Mendeleev University of Chemical Technology,Russia
U001338,metropolitan autonomous university,Metropolitan Autonomous University,Mexico
U001339,mgimo school of business and international proficiency,MGIMO School of Business and International Proficiency,Russia
U001340,mgimo university,MGIMO University,Russia
U001341,mhamed bougara university of boumerdes,M’Hamed Bougara University of Boumerdès,Algeria
U001343,michael and cecilia ibru university,Michael and Cecilia Ibru University,Nigeria
U001344,michael okpara university of agriculture umudike,"Michael Okpara University of Agriculture, Umudike",Nigeria
U001352,miguel hernandez university of elche,Miguel Hernández University of Elche,Spain
U001358,mioti tech and business school,MIOTI Tech and Business School,Spain
U001365,mizzou university of missouri,Mizzou - University of Missouri,United States
U001366,mns university of agriculture multan,"MNS University of Agriculture, Multan",Pakistan
U001368,mohammed v university of rabat,Mohammed V University of Rabat,Morocco
U001370,monroe college,Monroe College,United States
U001373,monterrey institute of technology,Monterrey Institute of Technology,Mexico
U001374,montpellier university,Montpellier University,France
U001379,moscow pedagogical state university,Moscow Pedagogical State University,Russia
U001384,moscow state university of design and technology,Moscow State University of Design and Technology,Russian Federation
U001385,moscow state university of technology,Moscow State University of Technology (STANKIN),Russian Federation
U001386,moscow technical university of communications and informatics,Moscow Technical University of Communications and Informatics,Russian Federation
U001387,moulay ismail university,Moulay Ismail University,Morocco
U001404,nagoya university of commerce and business,Nagoya University of Commerce & Business,Japan
U001409,namangan engineering construction institute,Namangan Engineering Construction Institute,Uzbekistan
U001423,nanyang technological university singapore,"Nanyang Technological University, Singapore (NTU)",Singapore
U001429,nasarawa state university keffi,"Nasarawa State University, Keffi",Nigeria
U001430,national agrarian university la molina,National Agrarian University La Molina,Peru
U001432,national autonomous university of mexico,National Autonomous University of Mexico,Mexico
U001433,national aviation university,National Aviation University,Ukraine
U001439,national chiao tung university,National Chiao Tung University,Taiwan
U001448,national institute of applied sciences of lyon,National Institute of Applied Sciences of Lyon (INSA Lyon),France
U001449,national institute of industrial engineering,National Institute of Industrial Engineering,India
U001459,national research saratov state university,National Research Saratov State University,Russia
U001460,national research tomsk polytechnic university,National Research Tomsk Polytechnic University,Russia
U001461,national research university moscow power engineering institute,National Research University Moscow Power Engineering Institute (MPEI),Russia
U001479,national university odessa law academy,National University Odessa Law Academy,Ukraine
U001480,national university of colombia,National University of Colombia,Colombia
U001482,national university of cordoba,National University of Córdoba,Argentina
U001483,national university of costa rica,National University of Costa Rica,Costa Rica
U001484,national university of cuyo,National University of Cuyo,Argentina
U001485,national university of distance education,National University of Distance Education (UNED),Spain
U001487,national university of ireland galway,National University of Ireland Galway,Ireland
U001492,national university of modern languages islamabad,"National University of Modern Languages (NUML), Islamabad",Pakistan
U001495,national university of san martin,National University of San Martín,Argentina
U001497,national university of science and technology oman,"National University of Science and Technology, Oman",Oman
U001499,national university of sciences and technology islamabad,National University of Sciences And Technology (NUST) Islamabad,Pakistan
U001501,national university of the south,National University of the South,Argentina
U001502,national university of uzbekistan named after mirzo ulugbek,National University of Uzbekistan named after Mirzo Ulugbek,Uzbekistan
U001504,national university sudan,"National University, Sudan",Sudan
U001506,national university yuri kondrautyuk poltava polytechnic,National University “Yuri Kondrautyuk Poltava Polytechnic,Ukraine
U001510,navoi state pedagogical institute,Navoi State Pedagogical Institute,Uzbekistan
U001523,nicolaus copernicus university in torun,Nicolaus Copernicus University in Toruń,Poland
U001524,nigde omer halisdemir university,Niğde Ömer Halisdemir University,Turkey
U001526,nigerian police academy wudil,"Nigerian Police Academy, Wudil",Nigeria
U001533,nitte,Nitte (Deemed to be University),India
U001535,njsc kimep university,NJSC KIMEP University,Kazakhstan
U001537,normandy university,Normandy University,France
U001548,northeastern university china,"Northeastern University, China",China
U001549,northeastern university us,"Northeastern University, US",United States
U001552,northern borders university,Northern Borders University,Saudi Arabia
U001553,northern federal university named after m v lomonosov,Northern (Arctic) Federal University named after M.V. Lomonosov,Russian Federation
U001557,northumbria university at newcastle,Northumbria University at Newcastle,United Kingdom
U001559,northwest agriculture and forestry university,Northwest Agriculture and Forestry University,China (Mainland)
U001568,notre dame university louaize ndu,Notre Dame University-Louaize NDU,Lebanon
U001571,nova university of lisbon,NOVA University of Lisbon,Portugal
U001577,nueva granada military university,Nueva Granada Military University,Colombia
U001578,nursing school of coimbra,Nursing School of Coimbra,Portugal
U001582,obuda university,Óbuda University,Hungary
U001586,october university for modern sciences and arts,October University for Modern Sciences and Arts (MSA),Egypt
U001588,odessa i i mechnikov national university,Odessa I.I. Mechnikov National University,Ukraine
U001589,ogarev mordovia state university,Ogarev Mordovia State University,Russian Federation
U001591,ohio state university,Ohio State University (Main campus),United States
U001602,ondokuz mayis university,Ondokuz Mayis University,Turkey
U001605,open university of catalonia,Open University of Catalonia,Spain
U001607,oran 1 university,Oran 1 University,Algeria
U001611,oregon health and science university,Oregon Health and Science University,United States
U001613,orel state agrarian university named after n v parahin,Orel State Agrarian University named after N.V. Parahin,Russian Federation
U001615,ort uruguay university,ORT Uruguay University,Uruguay
U001619,osaka medical college,Osaka Medical College,Japan
U001623,osaka university,Osaka University,Japan
U001626,osol al deen university college,Osol Al-Deen University College,Iraq
U001627,ostrogradsky national university of kremenchuk,Ostrogradsky National University of Kremenchuk,Ukraine
U001628,otto von guericke university of magdeburg,Otto von Guericke University of Magdeburg,Germany
U001629,ovidius university of constanta,Ovidius University of Constanța,Romania
U001631,ozyegin university,Ozyegin University,Turkey
U001632,pablo de olavide university,Pablo de Olavide University,Spain
U001639,panteion university of social and political sciences,Panteion University of Social and Political Sciences,Greece
U001640,pantheon assas university,Panthéon-Assas University (Paris 2),France
U001641,pantheon sorbonne university paris 1,Panthéon-Sorbonne University – Paris 1,France
U001642,paris lodron universitat salzburg,Paris Lodron Universität Salzburg,Austria
U001643,paris lodron university of salzburg,Paris Lodron University of Salzburg,Austria
U001644,paris nanterre university,Paris Nanterre University,France
U001645,paris saclay university,Paris-Saclay University,France
U001646,paris sciences et lettres psl research university paris,Paris Sciences et Lettres – PSL Research University Paris,France
U001647,paris sud university,Paris-Sud University,France
U001648,paris university of international education,Paris University of International Education,France
U001650,paul valery university montpellier,Paul Valéry University Montpellier,France
U001652,pavlov first saint petersburg state medical university,Pavlov First Saint Petersburg State Medical University,Russian Federation
U001653,pavol jozef safarik university in kosice,Pavol Jozef Šafárik University in Košice,Slovakia
U001657,penn state,Penn State (Main campus),United States
U001661,perm state national research university,Perm State National Research University,Russia
U001669,pharos university,Pharos University,Egypt
