university,year,rank_display,score,link,country,city,region,logo,type,research_output,student_faculty_ratio,international_students,size,faculty_count,normalized_name,university_id,2024 RANK,2023 RANK,Institution Name,Country Code,Country,SIZE,FOCUS,RES.,AGE,STATUS,Academic Reputation Score,Academic Reputation Rank,Employer Reputation Score,Employer Reputation Rank,Faculty Student Score,Faculty Student Rank,Citations per Faculty Score,Citations per Faculty Rank,International Faculty Score,International Faculty Rank,International Students Score,International Students Rank,International Research Network Score,International Research Network Rank,Employment Outcomes Score,Employment Outcomes Rank,Sustainability Score,Sustainability Rank,Overall SCORE
Università degli Studi di Pavia,2017.0,551-600,,https://www.topuniversities.com/universities/universita-degli-studi-di-pavia,Italy,Pavia,Europe,https://www.topuniversities.com/sites/default/files/universit-degli-studi-di-pavia_592560cf2aeae70239af4c70_small.jpg,Public,Very High,17.0,1.751,L,981,universita degli studi di pavia,U002549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Bradford,2017.0,551-600,,https://www.topuniversities.com/universities/university-bradford,United Kingdom,Bradford,Europe,https://www.topuniversities.com/sites/default/files/university-of-bradford_592560cf2aeae70239af4ac5_small.jpg,Public,Very High,17.0,2.270,M,500,university of bradford,U002793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Canberra ,2017.0,551-600,,https://www.topuniversities.com/universities/university-canberra,Australia,Bruce,Oceania,https://www.topuniversities.com/sites/default/files/university-of-canberra_844_small.jpg,Public,Very High,27.0,3.132,M,395,university of canberra,U002823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Cincinnati,2017.0,551-600,,https://www.topuniversities.com/universities/university-cincinnati,United States,Cincinnati,North America,https://www.topuniversities.com/sites/default/files/university-of-cincinnati_129_small.jpg,Public,Very High,11.0,2.800,XL,2.756,university of cincinnati,U002843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Hull,2017.0,551-600,,https://www.topuniversities.com/universities/university-hull,United Kingdom,Hull,Europe,https://www.topuniversities.com/sites/default/files/university-of-hull_592560cf2aeae70239af4b93_small.jpg,Public,High,13.0,2.412,L,996,university of hull,U002958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Jordan,2017.0,551-600,,https://www.topuniversities.com/universities/university-jordan,Jordan,Amman,Asia,https://www.topuniversities.com/sites/default/files/university-of-jordan_592560cf2aeae70239af533b_small.jpg,Public,High,14.0,4.851,XL,2.190,university of jordan,U002981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Massachusetts Boston,2017.0,551-600,,https://www.topuniversities.com/universities/university-massachusetts-boston,United States,Boston,North America,https://www.topuniversities.com/sites/default/files/university-of-massachusetts-boston_592560cf2aeae70239af566b_small.jpg,Public,Very High,15.0,1.527,L,838,university of massachusetts boston,U003060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"University of Missouri, Columbia",2017.0,551-600,,https://www.topuniversities.com/universities/university-missouri-columbia,United States,Columbia,North America,https://www.topuniversities.com/sites/default/files/university-of-missouri-columbia_409_small.jpg,Public,Very High,10.0,1.273,L,2.600,university of missouri columbia,U003082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Oregon,2017.0,551-600,,https://www.topuniversities.com/universities/university-oregon,United States,Eugene,North America,https://www.topuniversities.com/sites/default/files/university-of-oregon_592560cf2aeae70239af4c58_small.jpg,Public,Very High,13.0,1.740,L,1.583,university of oregon,U003141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Science and Technology Beijing,2017.0,551-600,,https://www.topuniversities.com/universities/university-science-technology-beijing,China (Mainland),Beijing,Asia,https://www.topuniversities.com/sites/default/files/university-of-science-and-technology-beijing_2004_small.jpg,Public,Very High,15.0,818,L,1.605,university of science and technology beijing,U003219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of South Carolina,2017.0,551-600,,https://www.topuniversities.com/universities/university-south-carolina,United States,Columbia,North America,https://www.topuniversities.com/sites/default/files/university-of-south-carolina_539_small.jpg,Public,Very High,15.0,1.532,XL,2.169,university of south carolina,U003245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Tehran,2017.0,551-600,,https://www.topuniversities.com/universities/university-tehran,"Iran, Islamic Republic of",Tehran,Asia,https://www.topuniversities.com/sites/default/files/university-of-tehran_699_small.jpg,Public,Very High,21.0,787,XL,2.118,university of tehran,U003286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Ulsan ,2017.0,551-600,,https://www.topuniversities.com/universities/university-ulsan,South Korea,Ulsan,Asia,https://www.topuniversities.com/sites/default/files/university-of-ulsan_1111_small.jpg,Private,Very High,8.0,571,L,1.576,university of ulsan,U003341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Vermont,2017.0,551-600,,https://www.topuniversities.com/universities/university-vermont,United States,Burlington,North America,https://www.topuniversities.com/sites/default/files/university-of-vermont_808_small.jpg,Public,High,8.0,546,L,1.485,university of vermont,U003351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Western Sydney University,2017.0,551-600,,https://www.topuniversities.com/universities/western-sydney-university,Australia,Milperra,Oceania,https://www.topuniversities.com/sites/default/files/western-sydney-university_848_small.jpg,Public,High,22.0,7.123,XL,1.620,western sydney university,U003489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidad de Antioquia,2017.0,601-650,,https://www.topuniversities.com/universities/universidad-de-antioquia,Colombia,Medellin,Latin America,https://www.topuniversities.com/sites/default/files/universidad-de-antioquia_592560cf2aeae70239af5149_small.jpg,Public,High,22.0,212,XL,1.747,universidad de antioquia,U002352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidad Nacional de Córdoba - UNC,2017.0,601-650,,https://www.topuniversities.com/universities/universidad-nacional-de-cordoba-unc,Argentina,Córdoba,Latin America,https://www.topuniversities.com/sites/default/files/universidad-nacional-de-crdoba-unc_592560cf2aeae70239af511e_small.jpg,Public,Very High,18.0,1.846,XL,6.442,universidad nacional de cordoba unc,U002442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidad de Sevilla,2017.0,601-650,,https://www.topuniversities.com/universities/universidad-de-sevilla,Spain,Seville,Europe,https://www.topuniversities.com/sites/default/files/universidad-de-sevilla_554_small.jpg,Public,Very High,13.0,5.462,XL,3.704,universidad de sevilla,U002396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidad Católica Andres Bello,2017.0,601-650,,https://www.topuniversities.com/universities/universidad-catolica-andres-bello,Venezuela,Guayana City,Latin America,https://www.topuniversities.com/sites/default/files/universidad-catlica-andres-bello_592560cf2aeae70239af4a98_small.jpg,Private,Low,28.0,204,L,714,universidad catolica andres bello,U002332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pontificia Universidad Católica de Valparaíso,2017.0,601-650,,https://www.topuniversities.com/universities/pontificia-universidad-catolica-de-valparaiso,Chile,Valparaíso,Latin America,https://www.topuniversities.com/sites/default/files/pontificia-universidad-catlica-de-valparaso_733_small.jpg,Private,High,20.0,174,L,857,pontificia universidad catolica de valparaiso,U001702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidade de Brasília,2017.0,601-650,,https://www.topuniversities.com/universities/universidade-de-brasilia,Brazil,Brasília,Latin America,https://www.topuniversities.com/sites/default/files/universidade-de-braslia_1726_small.jpg,Public,High,15.0,1.262,XL,3.049,universidade de brasilia,U002490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidad de Concepción,2017.0,601-650,,https://www.topuniversities.com/universities/universidad-de-concepcion,Chile,Concepción,Latin America,https://www.topuniversities.com/sites/default/files/universidad-de-concepcin_1700_small.jpg,Private,High,16.0,554,L,1.633,universidad de concepcion,U002360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thammasat University,2017.0,601-650,,https://www.topuniversities.com/universities/thammasat-university,Thailand,Bangkok,Asia,https://www.topuniversities.com/sites/default/files/thammasat-university_592560cf2aeae70239af4ce1_small.jpg,Public,High,12.0,422,L,2.460,thammasat university,U002144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bielefeld University,2017.0,601-650,,https://www.topuniversities.com/universities/bielefeld-university,Germany,Bielefeld,Europe,https://www.topuniversities.com/sites/default/files/universitt-bielefeld_57_small.jpg,Public,Very High,17.0,1.817,L,1.501,bielefeld university,U000275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ajou University ,2017.0,601-650,,https://www.topuniversities.com/universities/ajou-university,South Korea,Suwon,Asia,https://www.topuniversities.com/sites/default/files/ajou-university_1034_small.jpg,Private,Very High,7.0,1.001,M,1.333,ajou university,U000046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bar-Ilan University,2017.0,601-650,,https://www.topuniversities.com/universities/bar-ilan-university,Israel,Ramat Gan,Asia,https://www.topuniversities.com/sites/default/files/bar-ilan-university_997_small.jpg,Public,Very High,18.0,990,L,923,bar ilan university,U000231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central Queensland University (CQUniversity Australia),2017.0,601-650,,https://www.topuniversities.com/universities/central-queensland-university-cquniversity-australia,Australia,Norman Gardens,Oceania,https://www.topuniversities.com/sites/default/files/central-queensland-university-_592560cf2aeae70239af4dca_small.jpg,Public,Very High,13.0,3.884,M,753,central queensland university,U000364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chonnam National University,2017.0,601-650,,https://www.topuniversities.com/universities/chonnam-national-university,South Korea,Gwangju,Asia,https://www.topuniversities.com/sites/default/files/chonnam-national-university_125_small.jpg,Public,Very High,9.0,1.609,L,2.342,chonnam national university,U000418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clarkson University,2017.0,601-650,,https://www.topuniversities.com/universities/clarkson-university,United States,Potsdam,North America,https://www.topuniversities.com/sites/default/files/clarkson-university_592560cf2aeae70239af5181_small.jpg,Private,Very High,14.0,384,S,291,clarkson university,U000439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eötvös Loránd University,2017.0,601-650,,https://www.topuniversities.com/universities/eotvos-lorand-university,Hungary,Budapest,Europe,https://www.topuniversities.com/sites/default/files/etvs-lornd-university_366_small.jpg,Public,Very High,12.0,3.517,L,2.302,eotvos lorand university,U000604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hallym University ,2017.0,601-650,,https://www.topuniversities.com/universities/hallym-university,South Korea,Chuncheon,Asia,https://www.topuniversities.com/sites/default/files/hallym-university_1053_small.jpg,Private,Very High,6.0,431,M,1.279,hallym university,U000785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instituto Tecnológico Autónomo de México (ITAM),2017.0,601-650,,https://www.topuniversities.com/universities/instituto-tecnologico-autonomo-de-mexico-itam,Mexico,Mexico City,Latin America,https://www.topuniversities.com/sites/default/files/instituto-tecnolgico-autnomo-de-mxico-itam_592560cf2aeae70239af4da6_small.jpg,Private,High,14.0,65,M,416,instituto tecnologico autonomo de mexico,U000936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
International Islamic University Malaysia (IIUM),2017.0,601-650,,https://www.topuniversities.com/universities/international-islamic-university-malaysia-iium,Malaysia,Kuala Lumpur,Asia,https://www.topuniversities.com/sites/default/files/international-islamic-university-malaysia-iium_717_small.jpg,Public,High,14.0,6.159,L,1.904,international islamic university malaysia,U000947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lingnan University, Hong Kong",2017.0,601-650,,https://www.topuniversities.com/universities/lingnan-university-hong-kong,Hong Kong SAR,Hong Kong,Asia,https://www.topuniversities.com/sites/default/files/lingnan-university-hong-kong_894_small.jpg,Public,Very High,12.0,983,S,274,lingnan university hong kong,U001239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Auezov South Kazakhstan University (SKU),2017.0,601-650,,https://www.topuniversities.com/universities/auezov-south-kazakhstan-university-sku,Kazakhstan,Shymkent,Asia,https://www.topuniversities.com/sites/default/files/auezov-south-kazakhstan-state-university-sksu_592560cf2aeae70239af52eb_small.jpg,Public,Medium,6.0,2.220,L,2.902,auezov south kazakhstan university,U000189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Masaryk University,2017.0,601-650,,https://www.topuniversities.com/universities/masaryk-university,Czech Republic,Brno,Europe,https://www.topuniversities.com/sites/default/files/masaryk-university_592560cf2aeae70239af4d5a_small.jpg,Public,Very High,15.0,7.300,L,1.892,masaryk university,U001309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middlesex University,2017.0,601-650,,https://www.topuniversities.com/universities/middlesex-university,United Kingdom,London,Europe,https://www.topuniversities.com/sites/default/files/middlesex-university_592560cf2aeae70239af4c19_small.jpg,Public,High,17.0,8.159,L,943,middlesex university,U001350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The National University of Science and Technology MISIS,2017.0,601-650,,https://www.topuniversities.com/universities/national-university-science-technology-misis,Russia,Moscow,Europe,https://www.topuniversities.com/sites/default/files/the-national-university-of-science-and-technology-misis_14956_small.jpg,Public,Very High,8.0,1.605,M,915,the national university of science and technology misis,U002171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The New School,2017.0,601-650,,https://www.topuniversities.com/universities/new-school,United States,New York,North America,https://www.topuniversities.com/sites/default/files/the-new-school_1814_small.jpg,Private,Very High,9.0,3.599,M,1.087,the new school,U002172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUDN University,2017.0,601-650,,https://www.topuniversities.com/universities/rudn-university,Russia,Moscow,Europe,https://www.topuniversities.com/sites/default/files/rudn-university_1503_small.jpg,Public,High,6.0,"8,319",L,"3,890",rudn university,U001804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tallinn University of Technology (TalTech),2017.0,601-650,,https://www.topuniversities.com/universities/tallinn-university-technology-taltech,Estonia,Tallinn,Europe,https://www.topuniversities.com/sites/default/files/tallinn-university-of-technology-taltech_592560cf2aeae70239af4cd3_small.jpg,Public,Very High,12.0,1.290,M,699,tallinn university of technology,U002065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidad de Alcalá,2017.0,601-650,,https://www.topuniversities.com/universities/universidad-de-alcala,Spain,Alcalá de Henares,Europe,https://www.topuniversities.com/sites/default/files/universidad-de-alcal_1511_small.jpg,Public,High,7.0,4.560,L,2.694,universidad de alcala,U002351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidad de Montevideo (UM),2017.0,601-650,,https://www.topuniversities.com/universities/universidad-de-montevideo-um,Uruguay,Montevideo,Latin America,https://www.topuniversities.com/sites/default/files/universidad-de-montevideo-um_695_small.jpg,Private,Low,7.0,76,S,295,universidad de montevideo,U002383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidad Torcuato Di Tella,2017.0,601-650,,https://www.topuniversities.com/universities/universidad-torcuato-di-tella,Argentina,Buenos Aires,Latin America,https://www.topuniversities.com/sites/default/files/universidad-torcuato-di-tella_592560cf2aeae70239af4ced_small.jpg,Private,High,13.0,459,S,187,universidad torcuato di tella,U002485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universität Duisburg-Essen,2017.0,601-650,,https://www.topuniversities.com/universities/universitat-duisburg-essen,Germany,Duisburg,Europe,https://www.topuniversities.com/sites/default/files/universitt-duisburg-essen_199_small.jpg,Public,Very High,12.0,"7,880",XL,"3,498",universitat duisburg essen,U002587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Duesseldorf,2017.0,601-650,,https://www.topuniversities.com/universities/university-duesseldorf,Germany,Düsseldorf,Europe,https://www.topuniversities.com/sites/default/files/university-duesseldorf_171_small.jpg,Public,High,9.0,3.888,XL,3.854,university duesseldorf,U002721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Université de Rennes 1,2017.0,601-650,,https://www.topuniversities.com/universities/universite-de-rennes-1,France,Rennes,Europe,https://www.topuniversities.com/sites/default/files/universit-de-rennes-1_592560cf2aeae70239af4c8c_small.jpg,Public,Very High,15.0,"2,480",L,"1,765",universite de rennes 1,U002632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Université de Sherbrooke,2017.0,601-650,,https://www.topuniversities.com/universities/universite-de-sherbrooke,Canada,Sherbrooke,North America,https://www.topuniversities.com/sites/default/files/universit-de-sherbrooke_592560cf2aeae70239af5161_small.jpg,Public,High,12.0,1.115,L,1.168,universite de sherbrooke,U002634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Université Nice Sophia Antipolis,2017.0,601-650,,https://www.topuniversities.com/universities/universite-nice-sophia-antipolis,France,Nice,Europe,https://www.topuniversities.com/sites/default/files/universit-nice-sophia-antipolis_592560cf2aeae70239af4f9d_small.jpg,Public,High,23.0,"6,010",L,"1,320",universite nice sophia antipolis,U002662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Paris 2 Panthéon-Assas,2017.0,601-650,,https://www.topuniversities.com/universities/university-paris-2-pantheon-assas,France,,Europe,https://www.topuniversities.com/sites/default/files/universit-panthon-assas-paris-2_592560cf2aeae70239af4c66_small.jpg,Public,Very High,9.0,,L,2.060,university paris 2 pantheon assas,U003395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universiti Teknologi PETRONAS (UTP),2017.0,601-650,,https://www.topuniversities.com/universities/universiti-teknologi-petronas-utp,Malaysia,Seri Iskandar,Asia,https://www.topuniversities.com/sites/default/files/universiti-teknologi-petronas-utp_592560cf2aeae70239af4ef2_small.jpg,Private,Very High,11.0,639,M,438,universiti teknologi petronas,U002701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The University of Alabama,2017.0,601-650,,https://www.topuniversities.com/universities/university-alabama,United States,Tuscaloosa,North America,https://www.topuniversities.com/sites/default/files/university-of-alabama_592560cf2aeae70239af4a91_small.jpg,Public,Very High,20.0,1.283,XL,1.694,the university of alabama,U002179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Baghdad,2017.0,601-650,,https://www.topuniversities.com/universities/university-baghdad,Iraq,Baghdad,Asia,https://www.topuniversities.com/sites/default/files/university-of-baghdad_592560cf2aeae70239af5456_small.jpg,Public,High,10.0,96,XL,6.696,university of baghdad,U002758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Houston,2017.0,601-650,,https://www.topuniversities.com/universities/university-houston,United States,Houston,North America,https://www.topuniversities.com/sites/default/files/university-of-houston_270_small.jpg,Public,Very High,22.0,3.049,XL,1.702,university of houston,U002955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Johannesburg,2017.0,601-650,,https://www.topuniversities.com/universities/university-johannesburg,South Africa,Johannesburg,Africa,https://www.topuniversities.com/sites/default/files/university-of-johannesburg-_592560cf2aeae70239af4f46_small.jpg,Public,Very High,10.0,4.016,L,1.886,university of johannesburg,U002980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Ljubljana,2017.0,601-650,,https://www.topuniversities.com/universities/university-ljubljana,Slovenia,Ljubljana,Europe,https://www.topuniversities.com/sites/default/files/university-of-ljubljana_351_small.jpg,Public,Very High,10.0,2.702,XL,3.981,university of ljubljana,U003030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Mississippi,2017.0,601-650,,https://www.topuniversities.com/universities/university-mississippi,United States,Oxford,North America,https://www.topuniversities.com/sites/default/files/university-of-mississippi_592560cf2aeae70239af536f_small.jpg,Public,Very High,10.0,628,L,2.017,university of mississippi,U003081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of New Hampshire,2017.0,601-650,,https://www.topuniversities.com/universities/university-new-hampshire,United States,Durham,North America,https://www.topuniversities.com/sites/default/files/university-of-new-hampshire_592560cf2aeae70239af51c1_small.jpg,Public,Very High,17.0,768,L,862,university of new hampshire,U003116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Portsmouth,2017.0,601-650,,https://www.topuniversities.com/universities/university-portsmouth,United Kingdom,Portsmouth,Europe,https://www.topuniversities.com/sites/default/files/university-of-portsmouth_592560cf2aeae70239af4c7d_small.jpg,Public,Very High,16.0,5.827,L,1.359,university of portsmouth,U003176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Seoul ,2017.0,601-650,,https://www.topuniversities.com/universities/university-seoul,South Korea,Seoul,Asia,https://www.topuniversities.com/sites/default/files/university-of-seoul_1113_small.jpg,Public,Very High,11.0,528,M,787,university of seoul,U003224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ulster University,2017.0,601-650,,https://www.topuniversities.com/universities/ulster-university,United Kingdom,Coleraine,Europe,https://www.topuniversities.com/sites/default/files/ulster-university_1641_small.jpg,Public,Very High,13.0,1.845,L,1.152,ulster university,U002292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ural Federal University - UrFU,2017.0,601-650,,https://www.topuniversities.com/universities/ural-federal-university-urfu,Russia,Ekaterinburg,Europe,https://www.topuniversities.com/sites/default/files/ural-federal-university-urfu_592560cf2aeae70239af505a_small.jpg,Public,Very High,6.0,5.089,L,5.009,ural federal university urfu,U003405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warsaw University of Technology,2017.0,601-650,,https://www.topuniversities.com/universities/warsaw-university-technology,Poland,Warsaw,Europe,https://www.topuniversities.com/sites/default/files/warsaw-university-of-technology_592560cf2aeae70239af4d1a_small.jpg,Public,Very High,9.0,1.839,L,2.306,warsaw university of technology,U003471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Worcester Polytechnic Institute,2017.0,601-650,,https://www.topuniversities.com/universities/worcester-polytechnic-institute,United States,Worcester,North America,https://www.topuniversities.com/sites/default/files/worcester-polytechnic-institute_592560cf2aeae70239af4dc0_small.jpg,Private,Very High,14.0,837,M,432,worcester polytechnic institute,U003497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Al Imam Mohammad Ibn Saud Islamic University,2017.0,651-700,,https://www.topuniversities.com/universities/al-imam-mohammad-ibn-saud-islamic-university,Saudi Arabia,Riyadh,Asia,https://www.topuniversities.com/sites/default/files/al-imam-mohammad-ibn-saud-islamic-university_592560cf2aeae70239af4f14_small.jpg,Public,High,15.0,"6,038",XL,"4,441",al imam mohammad ibn saud islamic university,U000072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beijing University of Technology,2017.0,651-700,,https://www.topuniversities.com/universities/beijing-university-technology,China (Mainland),Beijing,Asia,https://www.topuniversities.com/sites/default/files/beijing-university-of-technology_2012_small.jpg,Public,Very High,10.0,785,L,2.411,beijing university of technology,U000254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brigham Young University,2017.0,651-700,,https://www.topuniversities.com/universities/brigham-young-university,United States,Provo,North America,https://www.topuniversities.com/sites/default/files/brigham-young-university_68_small.jpg,Private,Very High,21.0,"1,163",XL,"1,512",brigham young university,U000306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brno University of Technology,2017.0,651-700,,https://www.topuniversities.com/universities/brno-university-technology,Czech Republic,Brno,Europe,https://www.topuniversities.com/sites/default/files/brno-university-of-technology_592560cf2aeae70239af4aca_small.jpg,Public,Very High,13.0,4.562,L,1.464,brno university of technology,U000309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comenius University in Bratislava,2017.0,651-700,,https://www.topuniversities.com/universities/comenius-university-bratislava,Slovakia,Bratislava,Europe,https://www.topuniversities.com/sites/default/files/comenius-university-in-bratislava_592560cf2aeae70239af5370_small.jpg,Public,Very High,9.0,2.891,L,2.393,comenius university in bratislava,U000453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coventry University,2017.0,651-700,,https://www.topuniversities.com/universities/coventry-university,United Kingdom,Coventry,Europe,https://www.topuniversities.com/sites/default/files/coventry-university_592560cf2aeae70239af4b16_small.jpg,Public,High,14.0,15.552,XL,2.304,coventry university,U000466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Technological University Dublin,2017.0,651-700,,https://www.topuniversities.com/universities/technological-university-dublin,Ireland,Dublin,Europe,https://www.topuniversities.com/sites/default/files/technological-university-of-dublin_592560cf2aeae70239af4b28_small.jpg,Public,High,15.0,4.118,L,1.445,technological university dublin,U002118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George Mason University,2017.0,651-700,,https://www.topuniversities.com/universities/george-mason-university,United States,Fairfax,North America,https://www.topuniversities.com/sites/default/files/george-mason-university_592560cf2aeae70239af518c_small.jpg,Public,Very High,15.0,2.737,L,2.011,george mason university,U000725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gifu University,2017.0,651-700,,https://www.topuniversities.com/universities/gifu-university,Japan,Gifu City,Asia,https://www.topuniversities.com/sites/default/files/gifu-university_592560cf2aeae70239af4b69_small.jpg,Public,Very High,7.0,290,M,1.003,gifu university,U000737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Istanbul Technical University,2017.0,651-700,,https://www.topuniversities.com/universities/istanbul-technical-university,Turkey,Maslak-Istanbul,Asia,https://www.topuniversities.com/sites/default/files/istanbul-technical-university_296_small.jpg,Public,Very High,13.0,3.196,L,1.800,istanbul technical university,U000983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan University of Science & Technology,2017.0,651-700,,https://www.topuniversities.com/universities/jordan-university-science-technology,Jordan,Irbid,Asia,https://www.topuniversities.com/sites/default/files/jordan-university-of-science-technology_592560cf2aeae70239af545b_small.jpg,Public,High,15.0,2.903,L,1.561,jordan university of science and technology,U001041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Justus-Liebig-University Giessen,2017.0,651-700,,https://www.topuniversities.com/universities/justus-liebig-university-giessen,Germany,Giessen,Europe,https://www.topuniversities.com/sites/default/files/justus-liebig-university-giessen_592560cf2aeae70239af4b68_small.jpg,Public,High,44.0,2.291,L,611,justus liebig university giessen,U001046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazakh-British Technical University,2017.0,651-700,,https://www.topuniversities.com/universities/kazakh-british-technical-university,Kazakhstan,Almaty,Asia,https://www.topuniversities.com/sites/default/files/kazakh-british-technical-university_592560cf2aeae70239af55d2_small.jpg,Public,High,12.0,79,S,266,kazakh british technical university,U001088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyungpook National University,2017.0,651-700,,https://www.topuniversities.com/universities/kyungpook-national-university,South Korea,Daegu,Asia,https://www.topuniversities.com/sites/default/files/kyungpook-national-university_592560cf2aeae70239af4bd0_small.jpg,Public,Very High,8.0,1.712,L,2.711,kyungpook national university,U001207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lebanese American University,2017.0,651-700,,https://www.topuniversities.com/universities/lebanese-american-university,Lebanon,Byblos,Asia,https://www.topuniversities.com/sites/default/files/lebanese-american-university_592560cf2aeae70239af4eed_small.jpg,Private,Medium,11.0,1.516,M,692,lebanese american university,U001225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London Metropolitan University,2017.0,651-700,,https://www.topuniversities.com/universities/london-metropolitan-university,United Kingdom,London,Europe,https://www.topuniversities.com/sites/default/files/london-metropolitan-university_358_small.jpg,Public,High,19.0,3.625,M,442,london metropolitan university,U001255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana State University,2017.0,651-700,,https://www.topuniversities.com/universities/louisiana-state-university,United States,Baton Rouge,North America,https://www.topuniversities.com/sites/default/files/louisiana-state-university_369_small.jpg,Public,Very High,21.0,1.315,XL,1.490,louisiana state university,U001262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maynooth University,2017.0,651-700,,https://www.topuniversities.com/universities/maynooth-university,Ireland,Maynooth,Europe,https://www.topuniversities.com/sites/default/files/maynooth-university_766_small.jpg,Public,Very High,16.0,1.335,M,686,maynooth university,U001314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
