university,year,rank_display,score,link,country,city,region,logo,type,research_output,student_faculty_ratio,international_students,size,faculty_count,normalized_name,university_id,2024 RANK,2023 RANK,Institution Name,Country Code,Country,SIZE,FOCUS,RES.,AGE,STATUS,Academic Reputation Score,Academic Reputation Rank,Employer Reputation Score,Employer Reputation Rank,Faculty Student Score,Faculty Student Rank,Citations per Faculty Score,Citations per Faculty Rank,International Faculty Score,International Faculty Rank,International Students Score,International Students Rank,International Research Network Score,International Research Network Rank,Employment Outcomes Score,Employment Outcomes Rank,Sustainability Score,Sustainability Rank,Overall SCORE
,,,,,,,,,,,,,,,amity university,U000124,1001-1200,1001-1200,Amity University,IN,India,L,CO,VH,2,B,8.5,601+,7.6,601+,10.6,701+,5.9,701+,3.8,701+,21.8,519,22.4,524,9.1,701+,1.9,701+,-
,,,,,,,,,,,,,,,amrita vishwa vidyapeetham,U000130,1001-1200,1001-1200,Amrita Vishwa Vidyapeetham,IN,India,L,FC,VH,2,B,4.8,601+,4.1,601+,25.3,579,5.2,701+,37.0,438,1.7,701+,1.4,701+,4.5,701+,1.1,701+,-
,,,,,,,,,,,,,,,an najah national university,U000131,1001-1200,1001-1200,An-Najah National University,PS,"Palestinian Territory, Occupied",L,FC,MD,4,A,6.4,601+,16.5,518,7.3,701+,2.2,701+,36.2,446,25.0,473,1.3,701+,10.9,701+,3.1,701+,-
,,,,,,,,,,,,,,,arab academy for science technology and maritime transport,U000152,1001-1200,,"Arab Academy for Science, Technology and Maritime Transport",EG,Egypt,L,FO,HI,4,A,5.3,601+,5.8,601+,32.6,486,1.5,701+,6.9,701+,26.8,450,1.1,701+,11.4,701+,1.1,701+,-
,,,,,,,,,,,,,,,assiut university,U000177,1001-1200,1001-1200,Assiut University ,EG,Egypt,XL,FC,HI,4,A,11.2,601+,6.9,601+,12.3,701+,2.3,701+,15.5,660,4.0,701+,10.7,658,6.9,701+,1.9,701+,-
,,,,,,,,,,,,,,,azerbaijan state university of economics,U000203,1001-1200,1001-1200,Azerbaijan State University of Economics,AZ,Azerbaijan,L,SP,,4,A,10.1,601+,9.4,601+,22.0,631,1.2,701+,7.0,701+,2.6,701+,1.0,701+,10.4,701+,1.4,701+,-
,,,,,,,,,,,,,,,baku state university,U000218,1001-1200,1001-1200,Baku State University,AZ,Azerbaijan,L,FO,VH,5,A,9.6,601+,3.2,601+,33.9,472,1.4,701+,2.1,701+,1.7,701+,1.1,701+,9.6,701+,1,701+,-
,,,,,,,,,,,,,,,banaras hindu university,U000222,1001-1200,1001-1200,Banaras Hindu University,IN,India,L,FC,HI,5,A,12.1,601+,6.5,601+,15.9,701+,7.8,701+,1.2,701+,1.6,701+,15.3,591,6.3,701+,4.1,701+,-
,,,,,,,,,,,,,,,baylor university,U000243,1001-1200,1001-1200,Baylor University,US,United States,L,CO,VH,5,B,6.1,601+,16.8,514,11.7,701+,8.3,701+,2.4,701+,3.8,701+,3.5,701+,12.8,673,3.8,701+,-
,,,,,,,,,,,,,,,beijing foreign studies university,U000246,1001-1200,801-1000,Beijing Foreign Studies University,CN,China (Mainland),M,SP,,4,A,6.6,601+,2.5,601+,27.3,557,1.5,701+,20.7,585,28.0,440,1.0,701+,7.8,701+,1,701+,-
,,,,,,,,,,,,,,,beijing university of chinese medicine,U000252,1001-1200,801-1000,Beijing University of Chinese Medicine,CN,China (Mainland),M,FC,VH,2,A,4.9,601+,1.4,601+,35.8,444,8.2,701+,,,9.2,701+,1.0,701+,5.3,701+,1,701+,-
,,,,,,,,,,,,,,,bina nusantara university,U000279,1001-1200,1001-1200,Bina Nusantara University (BINUS),ID,Indonesia,L,CO,VH,3,C,11.0,601+,16.1,527,20.6,655,1.9,701+,25.6,525,4.5,701+,1.0,701+,13.8,617,1.1,701+,-
,,,,,,,,,,,,,,,binghamton university suny,U000280,1001-1200,1001-1200,Binghamton University SUNY,US,United States,L,CO,VH,4,A,6.8,601+,4.8,601+,6.2,701+,16.9,604,8.0,701+,9.9,701+,1.6,701+,10.8,701+,3.9,701+,-
,,,,,,,,,,,,,,,birmingham city university,U000284,1001-1200,1001-1200,Birmingham City University ,UK,United Kingdom,L,CO,HI,3,A,5.8,601+,4.6,601+,7.6,701+,3.1,701+,43.5,385,76.5,179,1.4,701+,11.3,701+,1.3,701+,-
,,,,,,,,,,,,,,,brac university,U000304,1001-1200,1001-1200,BRAC University,BD,Bangladesh,L,CO,MD,2,B,10.6,601+,29.1,336,12.4,701+,1.9,701+,2.5,701+,1.4,701+,1.1,701+,9.6,701+,1.1,701+,-
,,,,,,,,,,,,,,,brigham young university,U000306,1001-1200,1001-1200,Brigham Young University,US,United States,XL,CO,VH,5,B,7.0,601+,5.3,601+,4.6,701+,13.3,673,1.3,701+,3.3,701+,8.2,701+,22,377,7,701+,-
,,,,,,,,,,,,,,,canterbury christ church university,U000338,1001-1200,1001-1200,Canterbury Christ Church University,UK,United Kingdom,L,CO,HI,4,A,5.7,601+,2.1,601+,5.8,701+,4.1,701+,35.9,447,72.8,194,1.0,701+,8.6,701+,1,701+,-
,,,,,,,,,,,,,,,chang jung christian university,U000383,1001-1200,801-1000,Chang Jung Christian University,TW,Taiwan,M,CO,HI,3,B,6.3,601+,2.5,601+,44.5,353,1.6,701+,6.4,701+,5.4,701+,1.0,701+,7.9,701+,1.1,701+,-
,,,,,,,,,,,,,,,chung yuan christian university,U000427,1001-1200,1201-1400,Chung Yuan Christian University,TW,Taiwan,L,CO,HI,3,A,5.8,601+,5.2,601+,4.4,701+,15.1,631,4.4,701+,7.2,701+,1.0,701+,19.2,437,3.2,701+,-
,,,,,,,,,,,,,,,chungbuk national university,U000428,1001-1200,1001-1200,Chungbuk National University,KR,South Korea,L,FC,HI,4,A,5.4,601+,2.8,601+,30.6,512,8.6,701+,7.0,701+,4.3,701+,1.9,701+,4.5,701+,1.1,701+,-
,,,,,,,,,,,,,,,corvinus university of budapest,U000463,1001-1200,1001-1200,Corvinus University of Budapest,HU,Hungary,M,FO,VH,5,B,10.9,601+,16.0,529,4.8,701+,3.1,701+,7.8,701+,37.5,367,1.2,701+,5.5,701+,1.1,701+,-
,,,,,,,,,,,,,,,cracow university of technology,U000467,1001-1200,801-1000,Cracow University of Technology (Politechnika Krakowska),PL,Poland,L,FO,VH,4,A,11.4,601+,23.7,406,19.6,676,4.4,701+,2.1,701+,2.0,701+,1.6,701+,8.8,701+,1.4,701+,-
,,,,,,,,,,,,,,,dankook university,U000492,1001-1200,751-800,Dankook University ,KR,South Korea,L,FC,HI,4,B,4.8,601+,3.5,601+,68.9,188,2.8,701+,4.5,701+,5.8,701+,1.0,701+,6.8,701+,1,701+,-
,,,,,,,,,,,,,,,doshisha university,U000525,1001-1200,1001-1200,Doshisha University,JP,Japan,L,CO,HI,5,B,9.0,601+,13.7,592,5.3,701+,2.1,701+,18.6,606,4.0,701+,1.1,701+,15.9,527,1,701+,-
,,,,,,,,,,,,,,,ege university,U000591,1001-1200,1201-1400,EGE UNIVERSITY,TR,Turkey,XL,FC,HI,3,A,8.6,601+,10.3,601+,13.8,701+,3.0,701+,1.3,701+,3.3,701+,10.6,661,8.5,701+,17.2,574=,-
,,,,,,,,,,,,,,,escuela politecnica nacional,U000612,1001-1200,1001-1200,Escuela Politécnica Nacional,EC,Ecuador,M,FO,VH,5,A,6.3,601+,17.6,498,16.6,701+,3.3,701+,6.7,701+,1.9,701+,1.1,701+,10.6,701+,1.1,701+,-
,,,,,,,,,,,,,,,escuela superior politecnica del litoral,U000614,1001-1200,1001-1200,Escuela Superior Politécnica del Litoral (ESPOL),EC,Ecuador,M,FO,VH,4,A,12.9,601+,9.1,601+,19.2,690,2.7,701+,13.0,701+,1.7,701+,1.4,701+,11.9,701+,23,514=,-
,,,,,,,,,,,,,,,ferdowsi university of mashhad,U000672,1001-1200,,Ferdowsi University of Mashhad,IR,"Iran, Islamic Republic of",L,CO,VH,4,A,5.8,601+,10.3,601+,3.5,701+,25.8,472,1.3,701+,7.9,701+,18.1,559,5.4,701+,,,-
,,,,,,,,,,,,,,,financial university under the government of the russian federation,U000677,1001-1200,1001-1200,Financial University under the Government of the Russian Federation,RU,Russia,L,FO,VH,5,A,5.5,601+,7.8,601+,37.1,426,1.6,701+,4.1,701+,13.1,660,1.9,701+,33.4,230,5.2,701+,-
,,,,,,,,,,,,,,,fordham university,U000689,1001-1200,1001-1200,Fordham University ,US,United States,L,CO,HI,5,B,6.4,601+,7.3,601+,15.4,701+,5.9,701+,7.8,701+,14.6,629,1.5,701+,24.7,338,1.3,701+,-
,,,,,,,,,,,,,,,fundacion ceu san pablo,U000708,1001-1200,1001-1200,Fundación CEU San Pablo,ES,Spain,L,CO,HI,5,,4.5,601+,7.3,601+,16.6,701+,2.2,701+,4.0,701+,50.6,287,1.0,701+,5.1,701+,,,-
,,,,,,,,,,,,,,,future university in egypt,U000711,1001-1200,1001-1200,Future University in Egypt,EG,Egypt,M,FO,HI,2,B,4.5,601+,27.8,349,31.4,503,1.8,701+,6.9,701+,14.7,627,1.0,701+,8.8,701+,1.6,701+,-
,,,,,,,,,,,,,,,gazi universitesi,U000717,1001-1200,1001-1200,Gazi Üniversitesi,TR,Turkey,XL,FC,HI,4,A,16.4,534,11.3,601+,5.5,701+,4.0,701+,1.1,701+,2.8,701+,14.4,604,14.5,580,14.5,617=,-
,,,,,,,,,,,,,,,german jordanian university,U000732,1001-1200,801-1000,German Jordanian University,JO,Jordan,S,FO,VH,2,A,7.1,601+,13.4,601+,18.8,701+,4.8,701+,44.1,382,14.4,632,1.1,701+,10.6,701+,1,701+,-
,,,,,,,,,,,,,,,glasgow caledonian university,U000740,1001-1200,1001-1200,Glasgow Caledonian University,UK,United Kingdom,L,FO,VH,3,A,5.5,601+,4.9,601+,4.4,701+,6.5,701+,31.4,479,37.5,366,2.4,701+,11.2,701+,14,624,-
,,,,,,,,,,,,,,,harbin engineering university,U000794,1001-1200,801-1000,Harbin Engineering University,CN,China (Mainland),XL,FO,VH,4,A,4.6,601+,2.0,601+,14.6,701+,23.0,513,2.5,701+,2.0,701+,2.1,701+,6.2,701+,1.3,701+,-
,,,,,,,,,,,,,,,harper adams university,U000798,1001-1200,1001-1200,Harper Adams University,UK,United Kingdom,S,CO,HI,2,A,4.2,601+,12.6,601+,6.1,701+,8.5,701+,18.5,607,9.1,701+,1.0,701+,9.3,701+,1,701+,-
,,,,,,,,,,,,,,,howard university,U000838,1001-1200,751-800,Howard University,US,United States,M,FC,HI,5,B,6.5,601+,7.7,601+,46.7,336,3.4,701+,1.1,701+,3.8,701+,2.6,701+,16.1,520,1.2,701+,-
,,,,,,,,,,,,,,,hungarian university of agriculture and life sciences,U000852,1001-1200,801-1000,Hungarian University of Agriculture and Life Sciences,HU,Hungary,M,FO,VH,5,B,5.6,601+,4.0,601+,34.1,469,2.9,701+,1.9,701+,29.1,429,8.5,701+,5.5,701+,1.4,701+,-
,,,,,,,,,,,,,,,imam mohammad ibn saud islamic university imsiu,U000877,1001-1200,1001-1200,Imam Mohammad Ibn Saud Islamic University – IMSIU,SA,Saudi Arabia,XL,FO,HI,4,A,10.6,601+,4.8,601+,14.8,701+,1.4,701+,46.6,370,2.9,701+,1.8,701+,5.6,701+,1,701+,-
,,,,,,,,,,,,,,,instituto tecnologico de santo domingo,U000938,1001-1200,801-1000,Instituto Tecnológico de Santo Domingo (INTEC),DO,Dominican Republic,M,FO,MD,4,A,2.7,601+,7.9,601+,31.4,502,1.4,701+,18.5,608,3.1,701+,1.0,701+,19.8,422,,,-
,,,,,,,,,,,,,,,international christian university,U000942,1001-1200,801-1000,International Christian University,JP,Japan,S,CO,MD,4,C,4.9,601+,13.2,601+,17.9,701+,1.7,701+,76.6,242,6.0,701+,1.0,701+,13.5,636,1,701+,-
,,,,,,,,,,,,,,,iteso universidad jesuita de guadalajara,U000986,1001-1200,801-1000,"ITESO, Universidad Jesuita de Guadalajara",MX,Mexico,M,CO,MD,4,B,6.3,601+,5.5,601+,58.8,245,1.0,701+,2.5,701+,1.5,701+,1.0,701+,6.6,701+,,,-
,,,,,,,,,,,,,,,jiangnan university,U001024,1001-1200,1001-1200,Jiangnan University,CN,China (Mainland),L,FC,VH,2,A,4.9,601+,6.8,601+,16.8,701+,20.5,552,,,,,5.8,701+,5.3,701+,1.2,701+,-
,,,,,,,,,,,,,,,kagoshima university,U001054,1001-1200,701-750,Kagoshima University,JP,Japan,M,FC,HI,4,A,6.1,601+,2.9,601+,65.8,206,3.9,701+,4.0,701+,3.0,701+,1.8,701+,7.2,701+,1.3,701+,-
,,,,,,,,,,,,,,,kangwon national university,U001062,1001-1200,1001-1200,Kangwon National University ,KR,South Korea,L,FC,HI,2,A,5.8,601+,5.4,601+,20.0,665,8.9,701+,4.0,701+,2.5,701+,1.7,701+,6,701+,17.6,573,-
,,,,,,,,,,,,,,,kazakh ablai khan university of international relations and world languages,U001087,1001-1200,1001-1200,Kazakh Ablai Khan University of International Relations and World Languages,KZ,Kazakhstan,M,SP,,4,A,6.5,601+,6.7,601+,35.5,448,1.0,701+,6.7,701+,4.4,701+,1.0,701+,12.1,701+,1.8,701+,-
,,,,,,,,,,,,,,,kazakh british technical university,U001088,1001-1200,801-1000,Kazakh-British Technical University,KZ,Kazakhstan,S,FO,VH,2,A,13.1,601+,22.6,420,20.0,666,1.4,701+,5.3,701+,2.1,701+,1.0,701+,12.2,701+,1,701+,-
,,,,,,,,,,,,,,,kazan national research technological university,U001095,1001-1200,1001-1200,Kazan National Research Technological University,RU,Russia,L,FO,VH,5,A,5.0,601+,3.6,601+,23.1,615,1.4,701+,2.5,701+,44.0,329,1.0,701+,7.8,701+,1,701+,-
,,,,,,,,,,,,,,,kent state university,U001102,1001-1200,1001-1200,Kent State University,US,United States,L,CO,VH,5,A,5.9,601+,4.1,601+,6.6,701+,15.1,633,27.2,506,4.8,701+,7.5,701+,10.4,701+,4.4,701+,-
,,,,,,,,,,,,,,,kookmin university,U001172,1001-1200,1001-1200,Kookmin University ,KR,South Korea,L,CO,HI,4,C,5.2,601+,4.0,601+,28.8,535,3.5,701+,5.5,701+,21.0,535,1.0,701+,6.5,701+,1,701+,-
,,,,,,,,,,,,,,,kyoto institute of technology,U001198,1001-1200,1001-1200,Kyoto Institute of Technology,JP,Japan,S,FO,VH,4,A,6.4,601+,4.0,601+,16.2,701+,12.9,678,11.0,701+,7.9,701+,1.0,701+,7.8,701+,1.1,701+,-
,,,,,,,,,,,,,,,kyushu institute of technology,U001208,1001-1200,1001-1200,Kyushu Institute of Technology ,JP,Japan,M,FO,VH,5,A,4.7,601+,5.4,601+,11.3,701+,23.0,514,9.0,701+,4.6,701+,1.1,701+,8,701+,1,701+,-
,,,,,,,,,,,,,,,leeds beckett university,U001228,1001-1200,1001-1200,Leeds Beckett University,UK,United Kingdom,L,CO,HI,3,A,4.4,601+,8.0,601+,4.4,701+,8.1,701+,35.2,453,18.0,574,2.2,701+,11.5,701+,1.6,701+,-
,,,,,,,,,,,,,,,lobachevsky university,U001249,1001-1200,751-800,Lobachevsky University,RU,Russia,L,FO,VH,5,A,8.8,601+,3.7,601+,45.9,342,2.1,701+,2.2,701+,21.9,516,1.3,701+,8.5,701+,5.9,701+,-
,,,,,,,,,,,,,,,lodz university of technology,U001250,1001-1200,801-1000,Lodz University of Technology,PL,Poland,M,CO,VH,4,A,5.4,601+,3.7,601+,42.4,372,8.3,701+,4.2,701+,3.5,701+,7.8,701+,8.4,701+,3.9,701+,-
,,,,,,,,,,,,,,,mansoura university,U001298,1001-1200,1201-1400,Mansoura University,EG,Egypt,XL,FC,HI,4,A,12.9,601+,8.1,601+,3.2,701+,2.4,701+,5.8,701+,4.1,701+,33.5,428,9.6,701+,19.9,545=,-
,,,,,,,,,,,,,,,meiji university,U001331,1001-1200,1201-1400,Meiji University,JP,Japan,XL,CO,HI,5,C,7.4,601+,24.5,390,4.9,701+,1.7,701+,10.1,701+,5.3,701+,1.5,701+,16,524,1.1,701+,-
,,,,,,,,,,,,,,,mississippi state university,U001362,1001-1200,1001-1200,Mississippi State University,US,United States,L,CO,VH,5,A,6.0,601+,5.8,601+,6.7,701+,18.4,576,15.7,657,3.2,701+,9.2,688,10.8,701+,11.7,647=,-
,,,,,,,,,,,,,,,multimedia university,U001391,1001-1200,1001-1200,Multimedia University (MMU),MY,Malaysia,M,SP,,3,C,8.8,601+,17.6,497,11.6,701+,5.8,701+,16.3,649,23.5,494,1.3,701+,9.1,701+,1.3,701+,-
,,,,,,,,,,,,,,,mustansiriyah university,U001396,1001-1200,1001-1200,Mustansiriyah University,IQ,Iraq,XL,FC,HI,4,A,3.7,601+,5.3,601+,43.7,359,1.3,701+,33.0,466,4.0,701+,1.0,701+,9.3,701+,1,701+,-
,,,,,,,,,,,,,,,mutah university,U001397,1001-1200,1001-1200,Mutah University,JO,Jordan,M,FC,MD,3,A,7.6,601+,8.9,601+,10.1,701+,1.7,701+,10.1,701+,43.6,330,1.0,701+,8.7,701+,1.7,701+,-
,,,,,,,,,,,,,,,mykolas romeris university,U001398,1001-1200,1001-1200,Mykolas Romeris University,LT,Lithuania,S,FO,VH,2,A,5.3,601+,9.5,601+,14.3,701+,4.2,701+,12.5,701+,27.8,441,1.0,701+,21.7,382,8.4,695=,-
,,,,,,,,,,,,,,,nanjing normal university,U001415,1001-1200,1001-1200,Nanjing Normal University,CN,China (Mainland),XL,SP,,3,A,5.1,601+,1.7,601+,16.6,701+,21.6,532,,,4.6,701+,7.5,701+,6.4,701+,7.1,701+,-
,,,,,,,,,,,,,,,national university of kyiv mohyla academy,U001489,1001-1200,1001-1200,National University of Kyiv-Mohyla Academy (NaUKMA),UA,Ukraine,S,FO,HI,5,A,5.2,601+,11.6,601+,39.9,396,1.2,701+,2.2,701+,1.4,701+,1.0,701+,12.7,685,1.3,701+,-
,,,,,,,,,,,,,,,northern arizona university,U001550,1001-1200,1201-1400,Northern Arizona University,US,United States,L,CO,VH,5,A,6.5,601+,6.0,601+,4.8,701+,12.2,695,2.8,701+,2.4,701+,7.4,701+,9.1,701+,12.4,639,-
,,,,,,,,,,,,,,,northwest university,U001560,1001-1200,801-1000,Northwest University (China),CN,China (Mainland),L,CO,VH,5,A,4.7,601+,1.5,601+,50.9,308,14.3,647,3.8,701+,2.8,701+,3.0,701+,5.9,701+,2.7,701+,-
,,,,,,,,,,,,,,,novosibirsk state technical university,U001573,1001-1200,801-1000,Novosibirsk State Technical University,RU,Russia,M,FO,VH,4,A,6.8,601+,5.9,601+,29.1,532,1.8,701+,1.4,701+,44.6,325,1.0,701+,9.9,701+,1.3,701+,-
,,,,,,,,,,,,,,,odessa i i mechnikov national university,U001588,1001-1200,1001-1200,Odessa I.I. Mechnikov National University,UA,Ukraine,M,FO,HI,5,A,4.1,601+,2.6,601+,47.7,329,1.3,701+,1.8,701+,3.6,701+,1.0,701+,10.5,701+,1,701+,-
,,,,,,,,,,,,,,,ohio university,U001592,1001-1200,1001-1200,Ohio University,US,United States,L,FC,HI,5,A,8.5,601+,9.3,601+,5.5,701+,14.3,651,5.5,701+,3.9,701+,15.1,597,15.5,538,3.9,701+,-
,,,,,,,,,,,,,,,panjab university,U001638,1001-1200,1201-1400,Panjab University,IN,India,L,CO,VH,4,A,6.7,601+,5.9,601+,5.6,701+,21.0,545,,,1.8,701+,1.9,701+,29.8,265,2.2,701+,-
,,,,,,,,,,,,,,,paul valery university montpellier,U001650,1001-1200,1001-1200,Paul Valéry University Montpellier,FR,France,L,FO,VH,5,A,12.2,601+,2.7,601+,2.9,701+,4.6,701+,5.4,701+,34.8,381,6.6,701+,6.4,701+,2.4,701+,-
,,,,,,,,,,,,,,,pontificia universidade catolica de sao paulo,U001707,1001-1200,801-1000,Pontifícia Universidade Católica de São Paulo,BR,Brazil,M,FC,MD,4,B,11.3,601+,11.2,601+,34.1,470,1.2,701+,4.4,701+,1.2,701+,1.0,701+,13.8,615,1.2,701+,-
,,,,,,,,,,,,,,,poznan university of technology,U001717,1001-1200,801-1000,Poznań University of Technology,PL,Poland,L,SP,,5,A,7.4,601+,5.6,601+,32.6,488,5.9,701+,2.2,701+,4.0,701+,5.5,701+,7.5,701+,1.2,701+,-
,,,,,,,,,,,,,,,rochester institute of technology,U001787,1001-1200,1001-1200,Rochester Institute of Technology (RIT),US,United States,L,CO,VH,5,B,6.2,601+,9.4,601+,19.8,672,7.6,701+,5.0,701+,17.7,579,7.8,701+,17.3,482,1.9,701+,-
,,,,,,,,,,,,,,,russian presidential academy of national economy and public administration,U001810,1001-1200,801-1000,Russian Presidential Academy of National Economy and Public Administration,RU,Russia,XL,FO,HI,3,A,5.2,601+,6.8,601+,49.0,320,1.1,701+,2.0,701+,3.0,701+,1.1,701+,26,315,1.1,701+,-
,,,,,,,,,,,,,,,saint petersburg mining university,U001832,1001-1200,801-1000,Saint-Petersburg Mining University,RU,Russia,M,FO,VH,5,A,3.7,601+,3.1,601+,53.9,285,2.2,701+,19.7,592,20.6,539,1.0,701+,12,701+,4.1,701+,-
,,,,,,,,,,,,,,,san diego state university,U001855,1001-1200,1001-1200,San Diego State University,US,United States,XL,CO,VH,5,A,5.2,601+,3.0,601+,3.2,701+,17.1,598,6.5,701+,4.4,701+,27.1,479,17.8,467,23.7,506=,-
,,,,,,,,,,,,,,,sathyabama institute of science and technology,U001870,1001-1200,1001-1200,Sathyabama Institute of Science and Technology (deemed to be university),IN,India,L,CO,VH,3,B,5.0,601+,6.3,601+,29.1,530,3.9,701+,5.9,701+,4.1,701+,1.1,701+,8.7,701+,7.5,701+,-
,,,,,,,,,,,,,,,seoul national university of science and technology,U001894,1001-1200,1001-1200,Seoul National University of Science and Technology,KR,South Korea,M,FO,VH,3,A,7.4,601+,3.8,601+,10.8,701+,10.0,701+,11.1,701+,11.9,680,1.0,701+,7.6,701+,1,701+,-
,,,,,,,,,,,,,,,shanghai international studies university,U001914,1001-1200,1001-1200,Shanghai International Studies University,CN,China (Mainland),L,SP,,3,A,5.3,601+,2.5,601+,17.6,701+,1.7,701+,28.2,500,29.6,424,1.0,701+,6.8,701+,1,701+,-
,,,,,,,,,,,,,,,sheffield hallam university,U001922,1001-1200,1001-1200,Sheffield Hallam University,UK,United Kingdom,L,CO,HI,3,A,6.5,601+,12.1,601+,10.0,701+,4.9,701+,35.0,455,30.9,412,6.7,701+,11.9,701+,2.5,701+,-
,,,,,,,,,,,,,,,shinshu university,U001927,1001-1200,801-1000,Shinshu University ,JP,Japan,M,FC,VH,4,A,3.4,601+,3.4,601+,35.1,450,12.0,699,10.7,701+,2.9,701+,1.3,701+,7.8,701+,1.1,701+,-
,,,,,,,,,,,,,,,siberian federal university sibfu,U001937,1001-1200,1001-1200,"Siberian Federal University, SibFU",RU,Russia,M,CO,VH,2,A,7.8,601+,3.8,601+,15.5,701+,3.5,701+,45.5,375,31.2,408,2.4,701+,10.4,701+,7.4,701+,-
,,,,,,,,,,,,,,,silesian university of technology,U001946,1001-1200,1001-1200,Silesian University of Technology,PL,Poland,L,FO,VH,4,A,6.5,601+,3.6,601+,27.7,549,6.2,701+,2.4,701+,4.4,701+,9.0,697,11.1,701+,1.4,701+,-
,,,,,,,,,,,,,,,slovak university of technology in bratislava,U001957,1001-1200,801-1000,Slovak University of Technology in Bratislava,SK,Slovakia,L,FO,VH,4,A,9.7,601+,7.9,601+,34.7,460,3.6,701+,2.1,701+,2.7,701+,2.6,701+,18.2,459,1.4,701+,-
,,,,,,,,,,,,,,,soonchunhyang university,U001972,1001-1200,,Soonchunhyang University,KR,South Korea,M,FC,HI,3,B,5.0,601+,2.9,601+,46.6,337,7.3,701+,5.7,701+,4.8,701+,1.0,701+,6.8,701+,1.1,701+,-
,,,,,,,,,,,,,,,southern methodist university,U001986,1001-1200,801-1000,Southern Methodist University,US,United States,M,CO,VH,5,B,5.2,601+,3.8,601+,28.0,545,8.6,701+,13.0,700,8.8,701+,2.7,701+,30.5,252,1.6,701+,-
,,,,,,,,,,,,,,,southwest university,U001992,1001-1200,1201-1400,Southwest University,CN,China (Mainland),XL,CO,VH,2,A,3.9,601+,1.7,601+,12.6,701+,19.2,566,1.3,701+,1.7,701+,5.9,701+,9,701+,5.8,701+,-
,,,,,,,,,,,,,,,szechenyi istvan university,U002055,1001-1200,801-1000,Széchenyi István University,HU,Hungary,M,FC,MD,2,C,8.1,601+,24.7,388,22.8,622,1.6,701+,4.2,701+,6.6,701+,1.0,701+,9.2,701+,1.3,701+,-
,,,,,,,,,,,,,,,taibah university,U002060,1001-1200,1001-1200,Taibah University,SA,Saudi Arabia,XL,FC,HI,2,A,5.7,601+,2.3,601+,4.1,701+,3.2,701+,97.7,121,2.3,701+,2.4,701+,4.5,701+,2.1,701+,-
,,,,,,,,,,,,,,,tallinn university,U002064,1001-1200,1001-1200,Tallinn University ,EE,Estonia,M,FO,VH,2,A,8.7,601+,5.7,601+,6.9,701+,6.1,701+,40.0,412,19.3,556,9.3,686,11,701+,1.3,701+,-
,,,,,,,,,,,,,,,technical university of kosice,U002102,1001-1200,801-1000,Technical University of Kosice,SK,Slovakia,M,FO,VH,4,A,7.5,601+,2.5,601+,22.8,621,5.2,701+,1.5,701+,59.3,251,1.7,701+,12.8,670,1.1,701+,-
,,,,,,,,,,,,,,,technical university of liberec,U002103,1001-1200,801-1000,Technical University of Liberec,CZ,Czech Republic,M,SP,,4,A,4.3,601+,3.2,601+,45.5,346,4.3,701+,16.4,647,10.1,701+,1.6,701+,7.8,701+,1,701+,-
,,,,,,,,,,,,,,,telkom university,U002132,1001-1200,1001-1200,Telkom University,ID,Indonesia,L,SP,,2,C,7.4,601+,9.4,601+,27.0,561,1.4,701+,22.3,568,3.6,701+,1.0,701+,10.4,701+,3.4,701+,-
,,,,,,,,,,,,,,,the university of lahore,U002190,1001-1200,1001-1200,The University of Lahore,PK,Pakistan,L,FO,VH,2,B,9.4,601+,17.5,499,15.3,701+,2.6,701+,3.0,701+,2.5,701+,6.9,701+,9.1,701+,10.6,661=,-
,,,,,,,,,,,,,,,the university of northampton,U002195,1001-1200,1001-1200,The University of Northampton,UK,United Kingdom,M,CO,HI,2,A,3.4,601+,2.9,601+,5.7,701+,2.9,701+,37.8,426,96.7,78,1.0,701+,9.6,701+,1,701+,-
,,,,,,,,,,,,,,,the university of texas at arlington,U002202,1001-1200,1201-1400,The University of Texas at Arlington,US,United States,XL,CO,VH,5,A,5.2,601+,4.7,601+,4.7,701+,10.4,701+,2.3,701+,20.5,541,7.9,701+,10,701+,34.3,409=,-
,,,,,,,,,,,,,,,tokai university,U002223,1001-1200,1001-1200,Tokai University,JP,Japan,L,FC,HI,2,B,11.4,601+,6.4,601+,14.4,701+,3.0,701+,6.0,701+,3.1,701+,1.6,701+,7.8,701+,1.2,701+,-
,,,,,,,,,,,,,,,tokushima university,U002225,1001-1200,701-750,Tokushima University,JP,Japan,M,FC,VH,4,A,4.8,601+,1.9,601+,66.3,200,6.6,701+,2.7,701+,2.4,701+,1.2,701+,9,701+,1,701+,-
,,,,,,,,,,,,,,,tomas bata university in zlin,U002239,1001-1200,1001-1200,Tomas Bata University in Zlin,CZ,Czech Republic,S,CO,VH,2,A,4.4,601+,15.0,547,11.3,701+,5.0,701+,19.5,595,33.9,389,1.2,701+,10.1,701+,1,701+,-
,,,,,,,,,,,,,,,ufa state aviation technical university,U002284,1001-1200,801-1000,Ufa State Aviation Technical University ,RU,Russia,M,FO,VH,3,A,3.9,601+,2.0,601+,51.0,307,1.5,701+,1.2,701+,2.3,701+,,,8,701+,1.2,701+,-
,,,,,,,,,,,,,,,universidad andres bello,U002309,1001-1200,1001-1200,Universidad Andrés Bello,CL,Chile,XL,FC,HI,3,B,11.0,601+,11.0,601+,6.2,701+,2.5,701+,7.0,701+,1.5,701+,7.5,701+,8.5,701+,9.6,678=,-
