university_id,university_name,country,openalex_name,institution_id,works_count,cited_by_count,h_index,i10_index,2yr_mean_citedness
U000492,Dankook University ,South Korea,Dankook University,https://openalex.org/I89015989,24376,987377,257,20729,3.2163736140665247
U000493,Dartmouth College,United States,Dartmouth College,https://openalex.org/I107672454,88297,6976317,748,78200,1.9669125938335643
U000494,Dawood University of Engineering and Technology,Pakistan,Dawood University of Engineering and Technology,https://openalex.org/I343975184,1349,43873,103,752,3.761348897535668
U000495,De La Salle University,Philippines,De La Salle University,https://openalex.org/I5996616,11679,237765,147,5594,1.4753610875106202
U000496,De Montfort University,United Kingdom,De Montfort University,https://openalex.org/I66943878,23348,716113,277,12653,2.804576231613355
U000497,Deakin University,Australia,Deakin University,https://openalex.org/I149704539,95246,5714664,609,87934,4.267202371664847
U000498,Debre Tabor University,Ethiopia,Debre Tabor University,https://openalex.org/I4210117424,4927,102530,96,2967,3.0541616885702907
U000500,Delft University of Technology,Netherlands,Delft University of Technology,https://openalex.org/I98358874,173974,10845889,787,161632,3.1464736564894573
U000501,Delhi Technological University,India,Delhi Technological University,https://openalex.org/I863896202,17951,514632,203,10940,2.9652260307998013
U000503,Delta University for Science and Technology,Egypt,Delta University for Science and Technology,https://openalex.org/I882248123,3898,70523,92,1737,3.8823760818253343
U000504,Democritus University of Thrace,Greece,Democritus University of Thrace,https://openalex.org/I147962203,26031,1207282,287,23706,3.3405827176890512
U000505,Denau Institute of Entrepreneurship and Pedagogy,Uzbekistan,Denau Institute of Entrepreneurship and Pedagogy,https://openalex.org/I4405257205,0,0,0,0,0.0
U000506,Deraya University,Egypt,Deraya University,https://openalex.org/I4401727001,1079,30941,73,846,5.447129909365559
U000508,DHA Suffa University,Pakistan,DHA Suffa University,https://openalex.org/I34476706,843,10415,42,167,1.1366742596810937
U000509,Dhaka International University,Bangladesh,Dhaka International University,https://openalex.org/I233772129,2027,23751,73,475,1.642644431209053
U000510,Dhofar University,Oman,Dhofar University,https://openalex.org/I4210150237,3591,72604,109,1508,4.372190277051751
U000511,Dhonburi Rajabhat University,Thailand,Dhonburi Rajabhat University,https://openalex.org/I4210125673,175,967,17,21,0.8292682926829268
U000512,Dicle University,Turkey,Dicle University,https://openalex.org/I123466251,18430,500057,174,12913,1.4954470816539782
U000515,Diponegoro University,Indonesia,Diponegoro University,https://openalex.org/I11855966,66590,620220,139,15473,0.8133377189375873
U000516,Doğuş University,Turkey,Doğuş University,https://openalex.org/I129994210,4570,151682,180,2121,1.699400299850075
U000517,Dokkyo Medical University,Japan,Dokkyo Medical University,https://openalex.org/I78274823,9908,384829,185,9039,1.551824567414768
U000519,Dokuz Eylül University,Turkey,Dokuz Eylül University,https://openalex.org/I193615760,36355,1285161,262,28734,1.7349624060150377
U000521, Don State Technical University,Russia,Don State Technical University,https://openalex.org/I4210097717,11741,101566,70,2953,1.3966556484542096
U000523,Dongguk University ,South Korea,Dongguk University,https://openalex.org/I205490536,28628,1430557,307,29262,5.051074406670943
U000524,Donghua University,China (Mainland),Donghua University,https://openalex.org/I181326427,49266,3696300,394,66624,7.106478334214568
U000525,Doshisha University,Japan,Doshisha University,https://openalex.org/I133984924,20412,463499,184,10355,1.2697225572979494
U000528,Dow University of Health Sciences,Pakistan,Dow University of Health Sciences,https://openalex.org/I39727005,17540,279776,155,6764,1.7795548012272342
U000529,Dr B.R. Ambedkar National Institute of Technology Jalandhar,India,Dr. B. R. Ambedkar National Institute of Technology Jalandhar,https://openalex.org/I70971781,10292,300907,169,6785,3.082970112079701
U000530,"Dr D. Y. Patil Vidyapeeth, Pune",India,"Dr. D.Y. Patil Vidyapeeth, Pune",https://openalex.org/I4210103194,9085,87599,91,2028,1.5399386800064547
U000531,Dr. M.G.R. Educational and Research Institute,India,Dr. M.G.R. Educational and Research Institute,https://openalex.org/I19926482,6150,273520,192,2928,3.748363800496502
U000532,Drexel University,United States,Drexel University,https://openalex.org/I72816309,83539,6008028,759,71229,4.239028523016097
U000533,Dublin City University,Ireland,Dublin City University,https://openalex.org/I42934936,33063,1499766,337,27077,3.2019240715837385
U000534,Duke University,United States,Duke University,https://openalex.org/I170897317,268715,29710350,1407,305229,3.4871443226607632
U000535,Dulaty University,Kazakhstan,Dulaty University,https://openalex.org/I4387153288,277,1525,16,45,1.3278688524590163
U000537,Dunarea de Jos University of Galati,Romania,"""Dunarea de Jos"" University of Galati",https://openalex.org/I3122748864,12524,220505,132,5292,3.0620481927710843
U000538,Durban University of Technology,South Africa,Durban University of Technology,https://openalex.org/I177181097,13664,343029,194,6828,2.65810327198364
U000539,Durham University,United Kingdom,Durham University,https://openalex.org/I190082696,109469,6870146,727,83589,4.977875677769172
U000540,Duy Tan University,Vietnam,Duy Tan University,https://openalex.org/I170238339,17278,542225,237,9172,4.226361031518625
U000542,EAE Business School,Spain,EAE Business School,https://openalex.org/I894721429,2604,49530,93,861,2.556847545219638
U000545,East Carolina University,United States,East Carolina University,https://openalex.org/I186335123,40409,2045954,420,32736,2.069363560732113
U000546,East China Normal University,China (Mainland),East China Normal University,https://openalex.org/I66867065,84300,5155565,494,94847,4.930273560743848
U000547,East China University of Science and Technology,China (Mainland),East China University of Science and Technology,https://openalex.org/I143593769,70765,6276575,500,122166,6.0813457008245
U000548,East West University,Bangladesh,East-West University,https://openalex.org/I4396570552,1,0,0,0,0.0
U000549,Eastern Mediterranean University,Northern Cyprus,Eastern Mediterranean University,https://openalex.org/I36515993,9941,366380,207,6779,4.142314990512334
U000551,Ebonyi State University,Nigeria,Ebonyi State University,https://openalex.org/I96009557,7404,118935,109,2666,1.3290577207696102
U000553,École Centrale de Lyon,France,École Centrale de Lyon,https://openalex.org/I112936343,12867,576112,235,11647,2.4032119300258104
U000558,École Nationale des Travaux Publics de l'État (ENTPE),France,École Nationale des Travaux Publics de l'État,https://openalex.org/I4210166914,5228,156423,136,3289,2.0784641068447414
U000561,École Nationale Supérieure Agronomique,Algeria,École Nationale Supérieure Agronomique,https://openalex.org/I4210150961,2593,48956,90,1129,1.1117092866756393
U000566,École Nationale Supérieure d’Informatique (ESI),Algeria,École Nationale Supérieure d'Informatique,https://openalex.org/I4210149016,1979,25783,60,603,0.9780564263322884
U000570,École Normale Supérieure de Kouba,Algeria,École Normale Supérieure de Kouba,https://openalex.org/I4210133935,1613,32980,72,915,1.1232449297971918
U000572,École Normale Supérieure de Lyon,France,École Normale Supérieure de Lyon,https://openalex.org/I113428412,53220,2569030,448,35827,2.4053464266230224
U000576,École normale supérieure Paris-Saclay,France,École Normale Supérieure Paris-Saclay,https://openalex.org/I11559806,15037,709925,260,11921,1.565897244973939
U000578,École Polytechnique d’Architecture et d’Urbanisme,Algeria,École Polytechnique d'Architecture et d'Urbanisme,https://openalex.org/I4210121355,960,4009,27,89,0.7385892116182573
U000579,École Polytechnique Fédérale de Lausanne,Switzerland,École Polytechnique Fédérale de Lausanne,https://openalex.org/I5124864,163500,19640053,1216,217552,5.031467808901163
U000582,École Supérieure en Sciences Appliquées de Tlemcen,Algeria,École Supérieure en Sciences Appliquées de Tlemcen,https://openalex.org/I4210136442,724,5455,35,126,1.1243386243386244
U000585,Edge Hill University,United Kingdom,Edge Hill University,https://openalex.org/I165525304,10389,212290,163,4464,1.8183526464140307
U000586,Edinburgh Napier University,United Kingdom,Edinburgh Napier University,https://openalex.org/I251738,17891,694821,307,9889,2.779746423927178
U000587,Edith Cowan University ,Australia,Edith Cowan University,https://openalex.org/I12079687,31367,1554096,371,24323,4.415335737592306
U000588,Edo State University Uzairue,Nigeria,Edo State University Uzairue,https://openalex.org/I4210149225,31560,27892,61,623,0.3873621564852091
U000589,Edwin Clark University,Nigeria,Edwin Clark University,https://openalex.org/I4210093552,591,1301,19,42,0.3343195266272189
U000590,Effat University,Saudi Arabia,Effat University,https://openalex.org/I125656591,2479,47905,98,929,2.717041800643087
U000591,EGE UNIVERSITY,Turkey,Ege University,https://openalex.org/I41641357,50811,1859878,304,41425,1.6865678641778443
U000592,Egerton University,Kenya,Egerton University,https://openalex.org/I195931504,6284,135262,133,2547,2.5956900974858903
U000593,Egypt-Japan University of Science and Technology (E-JUST),Egypt,Egypt-Japan University of Science and Technology,https://openalex.org/I32619867,5578,169280,139,3727,4.538944066910612
U000594,Egyptian Russian University,Egypt,Egyptian Russian University,https://openalex.org/I67337280,3486,47922,81,1247,3.751098096632504
U000595,Ehime University,Japan,Ehime University,https://openalex.org/I43545212,39872,2186841,340,44804,1.874802058590657
U000596,Eindhoven University of Technology,Netherlands,Eindhoven University of Technology,https://openalex.org/I83019370,96066,6642436,650,103473,3.5455921574280977
U000598,Elizade University,Nigeria,Elizade University,https://openalex.org/I3132355903,1311,17165,55,300,2.510140405616225
U000599,Embry-Riddle Aeronautical University,United States,Embry–Riddle Aeronautical University,https://openalex.org/I84475105,9732,900764,363,5279,2.595636157551714
U000600,Emir Abdelkader University of Islamic Sciences,Algeria,Emir Abdelkader University of Islamic Sciences,https://openalex.org/I4210132801,266,2121,18,42,0.4102564102564102
U000601,Emory University,United States,Emory University,https://openalex.org/I150468666,227068,23445016,1193,262790,3.05510683643915
U000604,Eötvös Loránd University,Hungary,Eötvös Loránd University,https://openalex.org/I106118109,66233,3276735,526,48783,2.831878371750858
U000606,Erasmus University Rotterdam ,Netherlands,Erasmus University Rotterdam,https://openalex.org/I913958620,119198,12335290,952,136332,3.114814554650182
U000608,Erciyes University,Turkey,Erciyes University,https://openalex.org/I87673952,31175,1184803,263,25816,2.318220111817416
U000609,Erzincan Binali Yıldırım University,Turkey,Erzincan Binali Yıldırım University,https://openalex.org/I176037994,10337,140979,112,3793,2.084
U000610,Escola Superior de Enfermagem do Porto (ESEP),Portugal,Escola Superior de Enfermagem do Porto,https://openalex.org/I4210123501,2106,40252,77,687,0.8
U000616,ESIC University,Spain,ESIC University,https://openalex.org/I4387154273,372,5883,40,134,3.2754237288135597
U000617,Eskişehir Osmangazi University,Turkey,Eskişehir Osmangazi University,https://openalex.org/I51209816,21301,564445,202,13118,1.8653626172500573
U000621,Estonian Academy of Arts,Estonia,Estonian Academy of Arts,https://openalex.org/I95650031,345,2583,29,57,0.57
U000622,Estonian University of Life Sciences,Estonia,Estonian University of Life Sciences,https://openalex.org/I19409027,9227,423242,228,7585,1.7685726210350583
U000623,ETH Zurich,Switzerland,ETH Zurich,https://openalex.org/I35440088,245391,26729677,1162,315841,3.5307229970239837
U000625,European University,Georgia,European University,https://openalex.org/I4387930217,24,78,5,2,1.2857142857142858
U000626,European University Cyprus,Cyprus,European University Cyprus,https://openalex.org/I201118511,5726,136187,136,2698,4.078341013824885
U000627,European University of Armenia,Armenia,European University of Armenia,https://openalex.org/I4387154700,141,49,3,1,0.3009708737864077
U000632,Ewha Womans University,South Korea,Ewha Womans University,https://openalex.org/I138925566,41616,2900423,467,47004,3.774813811780637
U000634,Falmouth University,United Kingdom,Falmouth University,https://openalex.org/I189486483,1678,15595,54,301,0.735593220338983
U000635,Far Eastern Federal University,Russia,Far Eastern Federal University,https://openalex.org/I204947315,13314,230812,128,6163,2.091672844082036
U000636,Fayoum University,Egypt,Fayoum University,https://openalex.org/I66513531,14229,288372,175,6325,3.0983173411208456
U000638,Federal University Gashua,Nigeria,Federal University Gashua,https://openalex.org/I4405257910,0,0,0,0,0.0
U000661,"Federal University of Technology, Minna",Nigeria,Federal University of Technology Minna,https://openalex.org/I76661892,7916,157153,131,3338,1.9543685121107264
U000662,"Federal University of Technology, Owerri",Nigeria,Federal University of Technology Owerri,https://openalex.org/I16443873,10251,132865,113,3141,1.507060794638583
U000670,Federico Santa María Technical University,Chile,Federico Santa María Technical University,https://openalex.org/I75778554,14406,1147813,326,16254,2.8252682729297427
U000671,Feng Chia University,Taiwan,Feng Chia University,https://openalex.org/I4880106,20551,577562,214,13013,2.25626204238921
U000672,Ferdowsi University of Mashhad,"Iran, Islamic Republic of",Ferdowsi University of Mashhad,https://openalex.org/I86958956,40526,1293333,253,29883,3.0122232669458926
U000678,Finis Terrae University,Chile,Finis Terrae University,https://openalex.org/I4210113179,3019,29945,62,847,2.307427785419532
U000681,Flinders University,Australia,Flinders University,https://openalex.org/I169541294,69153,3607843,471,60321,3.557152315301632
U000682,Florida Agricultural and Mechanical University,United States,Florida Agricultural and Mechanical University,https://openalex.org/I8248082,8939,288637,174,6189,2.8989856297548604
U000683,Florida Atlantic University,United States,Florida Atlantic University,https://openalex.org/I63772739,39794,1644273,399,23936,2.277753284542809
U000685,Florida Institute of Technology,United States,Florida Institute of Technology,https://openalex.org/I106959904,15422,1173034,339,17009,3.327369542066028
U000686,Florida International University,United States,Florida International University,https://openalex.org/I19700959,79289,3470987,506,53536,1.3482870071105366
U000687,Florida State University,United States,Florida State University,https://openalex.org/I103163165,111115,8482734,738,115556,3.1013628620102214
U000689,Fordham University ,United States,Fordham University,https://openalex.org/I164389053,30678,795512,304,12567,1.9199046483909417
U000690,Forman Christian College,Pakistan,Forman Christian College,https://openalex.org/I264385032,3057,54615,90,1297,2.5084235860409145
U000691,Fountain University,Nigeria,Fountain University,https://openalex.org/I123698207,993,15341,53,285,0.8357142857142857
U000692,Francisk Skorina Gomel State University,Belarus,Francisk Skorina Gomel State University,https://openalex.org/I3133061971,2062,20450,48,486,1.6977611940298507
U000694,Free University of Bozen-Bolzano,Italy,Free University of Bozen-Bolzano,https://openalex.org/I171543936,15069,521423,235,9469,3.312338457352741
U000696,Friedrich-Alexander-Universität Erlangen-Nürnberg,Germany,Friedrich-Alexander-Universität Erlangen-Nürnberg,https://openalex.org/I181369854,151128,12373345,831,184449,3.806857841902637
U000697,Friedrich Schiller University Jena,Germany,Friedrich Schiller University Jena,https://openalex.org/I76198965,156983,5510184,603,83228,1.2018740661090086
U000698,Fu Jen Catholic University,Taiwan,Fu Jen Catholic University,https://openalex.org/I114150738,17399,558919,208,12678,2.391548749757705
U000699,Fudan University,China (Mainland),Fudan University,https://openalex.org/I24943067,240767,19996480,854,344148,5.025000842184289
U000700,Fujian Agriculture and Forestry University,China,Fujian Agriculture and Forestry University,https://openalex.org/I61057504,37175,2373403,360,47963,4.186171163123102
U000701,Fujian Normal University,China,Fujian Normal University,https://openalex.org/I111753288,36058,1326333,265,29696,5.5627618370089325
U000702,Fujita Health University,Japan,Fujita Health University,https://openalex.org/I145673806,20119,1276547,336,22772,1.8992096890074923
U000703,Fukui Prefectural University,Japan,Fukui Prefectural University,https://openalex.org/I94422183,2649,123199,144,2335,1.7157738095238095
U000704,Fukuoka University,Japan,Fukuoka University,https://openalex.org/I31784960,27717,1456099,309,30911,1.6481058877225012
U000705,Fukushima University,Japan,Fukushima University,https://openalex.org/I58089638,6145,72134,96,1681,1.663749088256747
U000706,Full Sail University,United States,Full Sail University,https://openalex.org/I2801108673,111,266,11,14,0.1692307692307692
U000710,Fundación Universitaria del Área Andina,Colombia,Fundación Universitaria del Área Andina,https://openalex.org/I4210103977,2231,8437,31,194,0.5332211942809083
U000711,Future University in Egypt,Egypt,Future University in Egypt,https://openalex.org/I186217134,7203,132355,113,3466,5.209424083769633
U000712,Fuzhou University,China,Fuzhou University,https://openalex.org/I80947539,64369,4719853,508,83868,5.947454073169968
U000716,Gauhati University,India,Gauhati University,https://openalex.org/I138537684,10400,235876,153,5172,2.227364185110664
U000718,Gazi University,Turkey,Gazi University,https://openalex.org/I95634034,52850,1740682,283,40625,2.2424097765896507
U000719,Gaziantep University,Turkey,Gaziantep University,https://openalex.org/I59738393,21205,803240,262,14689,1.9074578790882064
U000720,Gdańsk University of Technology,Poland,Gdańsk University of Technology,https://openalex.org/I169333911,31734,1031763,276,22364,4.110998684609936
U000721,Gebze Technical University,Turkey,Gebze Technical University,https://openalex.org/I109297418,12282,440326,217,9304,2.6229608482871125
U000723,General Sir John Kotelawala Defence University,Sri Lanka,General Sir John Kotelawala Defence University,https://openalex.org/I197250369,2079,19717,58,495,1.539163498098859
U000725,George Mason University,United States,George Mason University,https://openalex.org/I162714631,83898,3315054,550,46192,1.9210206561360876
U000726,George Washington University,United States,George Washington University,https://openalex.org/I193531525,117510,6409206,750,84834,2.758318231243204
U000727,Georgetown University,United States,Georgetown University,https://openalex.org/I184565670,116577,8836097,857,101465,2.464304544975219
U000728,Georgia Institute of Technology,United States,Georgia Institute of Technology,https://openalex.org/I130701444,195710,17924802,1135,206565,4.068288173782426
U000729,Georgia Southern University,United States,Georgia Southern University,https://openalex.org/I39815113,18237,455758,225,8735,1.758264081255771
U000730,Georgia State University,United States,Georgia State University,https://openalex.org/I181565077,64445,3430671,519,50934,2.5079105697095745
U000731,Georgian Technical University,Georgia,Georgian Technical University,https://openalex.org/I131762061,5589,92941,122,1667,1.337996003425635
U000732,German Jordanian University,Jordan,German Jordanian University,https://openalex.org/I230091363,4000,89395,98,2197,4.410628019323672
U000733,German University in Cairo,Egypt,German University in Cairo,https://openalex.org/I96823368,5525,127839,112,3031,3.4829955341806937
U000734,Ghent University,Belgium,Ghent University,https://openalex.org/I32597200,168524,16463938,909,237691,4.303564520585797
U000735,Gheorghe Asachi Technical University of Iaşi,Romania,Gheorghe Asachi Technical University of Iași,https://openalex.org/I4210108695,15422,329545,155,7976,1.813931656027037
U000736,Ghulam Ishaq Khan Institute of Engineering Sciences and Technology,Pakistan,Ghulam Ishaq Khan Institute of Engineering Sciences and Technology,https://openalex.org/I5400463,4486,154709,123,3898,5.068663257852447
U000737,Gifu University,Japan,Gifu University,https://openalex.org/I42405503,45185,2466109,340,53805,1.891597116843703
U000738,GITAM University,India,GITAM University,https://openalex.org/I885392262,16857,228794,136,5813,2.278994247541288
U000739,GLA University,India,GLA University,https://openalex.org/I82571370,14410,239596,142,5844,4.153434433541481
U000740,Glasgow Caledonian University,United Kingdom,Glasgow Caledonian University,https://openalex.org/I195939026,17470,780931,306,12212,2.795141322121
U000741,Glasgow School of Art,United Kingdom,Glasgow School of Art,https://openalex.org/I119511950,1480,23148,72,537,1.7408536585365857
U000742,Goa University,India,Goa University,https://openalex.org/I140887281,5629,121569,128,2741,1.954526136846579
U000743,Goethe University Frankfurt,Germany,Goethe University Frankfurt,https://openalex.org/I114090438,167298,14767274,1004,184003,3.198712183891507
U000745,"Goldsmiths, University of London",United Kingdom,Goldsmiths University of London,https://openalex.org/I55521800,15977,593438,273,7362,1.8816216216216215
U000746,Golestan University of Medical Sciences,Iran,Golestan University of Medical Sciences,https://openalex.org/I4210127922,6738,166822,134,3704,2.535895144474233
U000747,Gomal University,Pakistan,Gomal University,https://openalex.org/I172324550,6925,122103,117,2895,2.232537770965623
U000748,Gomel State Medical University,Belarus,Gomel State Medical University,https://openalex.org/I175182817,2310,10395,33,180,1.0965986394557825
U000749,Gorgan University of Agricultural Sciences and Natural Resources,Iran,Gorgan University of Agricultural Sciences and Natural Resources,https://openalex.org/I67388046,8178,336329,200,5891,3.642381902860945
U000750,Government College University Faisalabad,Pakistan,"Government College University, Faisalabad",https://openalex.org/I194348271,21363,1059111,321,19107,4.088771071234366
U000751,Government College University Lahore,Pakistan,"Government College University, Lahore",https://openalex.org/I43879129,15258,335723,156,8329,4.381121134020619
U000752,Government College Women University Faisalabad,Pakistan,Government College Women University Faisalabad,https://openalex.org/I4210158239,2681,49635,90,1049,3.121840570317563
U000754,Grand Valley State University,United States,Grand Valley State University,https://openalex.org/I8606887,11470,270603,186,4735,1.5198572066041949
U000755,Graphic Era University,India,Graphic Era University,https://openalex.org/I60054993,24704,329845,148,8193,3.713755858976972
U000756,Graz University of Technology,Austria,Graz University of Technology,https://openalex.org/I4092182,71411,2856814,485,43457,2.3687739463601534
U000757,Greenwich University,Pakistan,Greenwich University,https://openalex.org/I4210134818,465,4892,36,69,0.5815899581589958
U000758,Gregory University Uturu,Nigeria,Gregory University Uturu,https://openalex.org/I4210160143,885,4806,37,112,1.3846153846153846
U000760,Griffith University,Australia,Griffith University,https://openalex.org/I11701301,97597,5419243,542,84178,4.136753580113483
U000761,Grigore T. Popa University of Medicine and Pharmacy,Romania,Grigore T. Popa University of Medicine and Pharmacy,https://openalex.org/I304011483,15063,437526,183,10928,2.974086603518268
U000762,Grodno State Medical University,Belarus,Grodno State Medical University,https://openalex.org/I4210132691,1917,15664,48,319,0.2513781697905182
U000763,Guangdong University of Technology,China,Guangdong University of Technology,https://openalex.org/I139024713,58254,3176064,355,66931,6.181054123841831
U000764,Guangxi University,China,Guangxi University,https://openalex.org/I150807315,67353,3311055,313,77856,5.329537253366931
U000765,Guangzhou Medical University,China,Guangzhou Medical University,https://openalex.org/I92039509,70357,5623778,598,80787,3.4115256698519767
U000766,Guangzhou University,China,Guangzhou University,https://openalex.org/I37987034,47891,1805243,316,38091,5.073198739518239
U000767,Gubkin Russian State University of Oil and Gas,Russian Federation,Gubkin Russian State University of Oil and Gas,https://openalex.org/I119694697,5463,86791,93,2313,1.7401524777636594
U000768,Guilan University of Medical Sciences,Iran,Guilan University of Medical Sciences,https://openalex.org/I204331812,10575,276559,146,6938,4.61545648691938
U000769,Guildhall School of Music and Drama,United Kingdom,Guildhall School of Music and Drama,https://openalex.org/I2802461616,249,2729,27,50,0.4666666666666667
U000770,Gulf College,Oman,Gulf College,https://openalex.org/I4392738218,0,0,0,0,0.0
U000771,Gulf Medical University,United Arab Emirates,Gulf Medical University,https://openalex.org/I163074564,3650,71554,103,1337,2.7476459510357816
U000773,Gulistan State University,Uzbekistan,Gulistan State University,https://openalex.org/I4210134088,2498,2460,20,56,0.1937465103294249
U000774,Gunma University,Japan,Gunma University,https://openalex.org/I165735259,45125,2658737,370,54194,1.8582238152130623
U000775,Guru Ghasidas Vishwavidyalaya,India,Guru Ghasidas Vishwavidyalaya,https://openalex.org/I26285277,5912,151156,138,3328,2.880245447347585
U000776,Guru Gobind Singh Indraprastha University,India,Guru Gobind Singh Indraprastha University,https://openalex.org/I105454292,10249,230150,156,5096,2.3930073025005534
U000777,Guru Jambheshwar University of Science and Technology,India,Guru Jambheshwar University of Science and Technology,https://openalex.org/I15896350,6479,327904,196,5833,3.6686496133254014
U000778,Gwangju Institute of Science and Technology (GIST),South Korea,Gwangju Institute of Science and Technology,https://openalex.org/I39534123,24479,1996079,380,34444,5.022744669218152
U000779,Gyeongsang National University,South Korea,Gyeongsang National University,https://openalex.org/I189442560,35418,2160455,326,44603,3.523997905637326
U000780,Hacettepe University ,Turkey,Hacettepe University,https://openalex.org/I66514158,78478,3058247,377,63233,1.7355769230769231
U000782,Hakim Sabzevari University,Iran,Hakim Sabzevari University,https://openalex.org/I40734275,5575,154554,124,3433,3.663854351687389
U000783,Hakuoh University,Japan,Hakuoh University,https://openalex.org/I12335567,305,1317,15,18,0.5416666666666666
U000784,Haliç University,Turkey,Haliç University,https://openalex.org/I25010766,3240,27730,71,605,1.8612580834803056
U000785,Hallym University ,South Korea,Hallym University,https://openalex.org/I146824383,22724,1359212,306,28551,3.803858024691358
U000786,Halmstad University,Sweden,Halmstad University,https://openalex.org/I746986,7035,250522,194,4732,3.359199438202247
U000787,Hamad Bin Khalifa University,Qatar,Hamad bin Khalifa University,https://openalex.org/I4210144839,13046,619201,256,10150,4.440848650762613
U000788,Hamamatsu University School of Medicine,Japan,Hamamatsu University School of Medicine,https://openalex.org/I3123035732,21355,1302877,256,29083,1.469041560644614
U000789,Hamburg University of Technology,Germany,Hamburg University of Technology,https://openalex.org/I884043246,22744,1048794,322,16835,2.4480296217931765
U000790,Häme University of Applied Sciences,Finland,Häme University of Applied Sciences,https://openalex.org/I4210105644,1938,28493,72,501,1.2341842397336291
U000791,Hanoi University of Science and Technology,Vietnam,Hanoi University of Science and Technology,https://openalex.org/I94518387,19694,370887,143,9503,2.013937282229965
U000792,Hanseo University,South Korea,Hanseo University,https://openalex.org/I147238563,3457,77352,97,1924,2.294117647058824
U000793,Hanyang University,South Korea,Hanyang University,https://openalex.org/I4575257,92702,5783290,526,104862,4.335219384413883
U000794,Harbin Engineering University,China (Mainland),Harbin Engineering University,https://openalex.org/I151727225,63739,2825808,357,60015,4.254012763488687
U000795,Harbin Institute of Technology,China (Mainland),Harbin Institute of Technology,https://openalex.org/I204983213,221546,14101885,611,282510,5.639020159119459
U000797,Harokopio University of Athens,Greece,Harokopio University of Athens,https://openalex.org/I32762134,7433,593713,285,8117,3.0593272171253822
U000798,Harper Adams University,United Kingdom,Harper Adams University,https://openalex.org/I918000572,3064,114009,134,2218,2.0399113082039912
U000799,Hartpury University,United Kingdom,Hartpury University,https://openalex.org/I4210111655,891,17940,57,472,1.6092544987146529
U000800,Harvard University,United States,Harvard University,https://openalex.org/I136199984,703059,143100410,2762,1097327,7.005079906202301
U000801,Hasanuddin University,Indonesia,Hasanuddin University,https://openalex.org/I98301867,40727,383427,128,8518,0.7938157173468879
U000802,Hasselt University ,Belgium,Hasselt University,https://openalex.org/I878454856,24131,1535039,369,23887,2.793029930299303
U000803,Hassiba Benbouali University of Chlef,Algeria,Hassiba Benbouali University of Chlef,https://openalex.org/I4210164694,4324,69551,91,1793,3.318289786223278
U000804,Hawler Medical University,Iraq,Hawler Medical University,https://openalex.org/I167609691,4347,41913,75,1018,2.205117085862966
U000806,Health Sciences University of Hokkaido,Japan,Health Sciences University of Hokkaido,https://openalex.org/I163793406,6269,301229,154,5979,1.5730528709494032
U000807,Hebrew University of Jerusalem,Israel,Hebrew University of Jerusalem,https://openalex.org/I197251160,147928,11170311,842,151107,2.704542755344418
U000809,Heinrich Heine University Düsseldorf,Germany,Heinrich Heine University Düsseldorf,https://openalex.org/I44260953,123358,10428422,851,136629,3.681795056598974
U000810,Hellenic Open University,Greece,Hellenic Open University,https://openalex.org/I231025917,7650,149520,136,3057,3.058642837196314
U000811,Helwan University ,Egypt,Helwan University,https://openalex.org/I84058292,26327,461079,168,11107,2.958848843464228
U000812,Heriot-Watt University,United Kingdom,Heriot-Watt University,https://openalex.org/I32062511,34881,1833153,366,32426,4.042293373045421
U000819,Hindustan Institute of Technology and Science,India,Hindustan Institute of Technology and Science,https://openalex.org/I43663321,10269,153110,129,3503,2.207685786945465
U000820,Hiroshima Institute of Technology,Japan,Hiroshima Institute of Technology,https://openalex.org/I139084617,5347,234859,180,3174,1.1346534653465346
U000821,Hiroshima International University,Japan,Hiroshima International University,https://openalex.org/I4210131401,3363,86249,114,1863,2.174185463659148
U000822,Hiroshima Shudo University,Japan,Hiroshima Shudo University,https://openalex.org/I134282035,1068,15036,56,305,3.877049180327869
U000823,Hiroshima University,Japan,Hiroshima University,https://openalex.org/I113306721,113148,7058558,591,134661,2.3076146480252087
U000825,Hitotsubashi University,Japan,Hitotsubashi University,https://openalex.org/I111428342,8448,149489,133,2233,2.6664645239539118
U000826,Ho Chi Minh City Open University,Vietnam,Ho Chi Minh City Open University,https://openalex.org/I4210096063,3013,64598,98,1503,3.384529771841959
U000827,Ho Technical University,Ghana,Ho Technical University,https://openalex.org/I2803198,1766,27535,65,579,3.302880658436214
U000829,Hofstra University,United States,Hofstra University,https://openalex.org/I139290212,22438,824895,298,11314,2.576025004596433
U000830,Hohai University,China (Mainland),Hohai University,https://openalex.org/I163340411,73500,2818175,301,63741,4.292281498297389
U000831,Hokkaido University,Japan,Hokkaido University,https://openalex.org/I205349734,254301,11656678,648,223474,0.9461363656304564
U000832,Hokkaido University of Science,Japan,Hokkaido University of Science,https://openalex.org/I104234503,11534,309231,185,6572,1.5052113491603938
U000833,Holy Spirit University of Kaslik ,Lebanon,Holy Spirit University of Kaslik,https://openalex.org/I189998669,3536,98500,110,1839,2.305840707964602
U000834,Hong Kong Baptist University,Hong Kong SAR,Hong Kong Baptist University,https://openalex.org/I141568987,38329,2329249,404,35948,4.397837107130788
U000835,Hong Kong Polytechnic University,Hong Kong,Hong Kong Polytechnic University,https://openalex.org/I14243506,152491,9262185,651,145908,6.690398343414528
