university_id,university_name,country,openalex_name,institution_id,works_count,cited_by_count,h_index,i10_index,2yr_mean_citedness
U003026,University of Limerick,Ireland,University of Limerick,https://openalex.org/I230495080,37380,1507637,341,27563,2.1196114146933818
U003027,University of Lincoln,United Kingdom,University of Lincoln,https://openalex.org/I51532219,17906,540456,231,9644,2.9876088412592097
U003028,University of Lisbon ,Portugal,University of Lisbon,https://openalex.org/I141596103,149554,7883875,604,136799,3.3200626474341624
U003029,University of Liverpool,United Kingdom,University of Liverpool,https://openalex.org/I146655781,220685,17743691,1079,240618,3.6307914994407526
U003030,University of Ljubljana,Slovenia,University of Ljubljana,https://openalex.org/I153976015,92807,4911497,513,83094,2.8623989850235816
U003035,University of Louisville,United States,University of Louisville,https://openalex.org/I142740786,73824,5611787,610,82555,2.897159059926932
U003036,University of Lucknow,India,University of Lucknow,https://openalex.org/I186246823,16830,393178,168,9949,2.072169548243168
U003037,University of Luxembourg,Luxembourg,University of Luxembourg,https://openalex.org/I186903577,63184,1559106,400,23997,2.9332385690594647
U003038,University of Macau,Macau SAR,University of Macau,https://openalex.org/I204512498,46818,2377958,362,42722,5.068530593426859
U003039,University of Macerata (UNIMC),Italy,University of Macerata,https://openalex.org/I55133342,6869,131115,149,2476,2.869391381608174
U003040,University of Madras,India,University of Madras,https://openalex.org/I215927,21607,908781,252,18588,3.099482758620689
U003043,University of Malakand,Pakistan,University of Malakand,https://openalex.org/I68649149,8283,283639,144,5305,3.056578947368421
U003044,University of Malaya,Malaysia,University of Malaya,https://openalex.org/I33849332,109821,5900454,599,100755,3.1392182587815927
U003045,University of Malta,Malta,University of Malta,https://openalex.org/I197854408,30378,559629,237,9722,2.521046178994687
U003046,University of Management and Technology,Pakistan,University of Management and Technology,https://openalex.org/I4405253769,0,0,0,0,0.0
U003047,University of Manchester,United Kingdom,University of Manchester,https://openalex.org/I28407311,313219,28666738,1236,351562,3.651800779053055
U003048,University of Manitoba,Canada,University of Manitoba,https://openalex.org/I46247651,116345,7536178,636,119732,2.809256750370207
U003049,University of Mannheim,Germany,University of Mannheim,https://openalex.org/I177802217,33603,1459611,395,17738,2.5957355466514023
U003051,University of Maragheh,Iran,University of Maragheh,https://openalex.org/I143318147,6814,210862,141,4154,4.282403433476395
U003053,University of Maribor,Slovenia,University of Maribor,https://openalex.org/I37696226,28646,1012535,288,19147,2.233398264565256
U003055,"University of Maryland, Baltimore County",United States,"University of Maryland, Baltimore County",https://openalex.org/I79272384,36615,2131897,470,28727,2.673656302723548
U003056,"University of Maryland, College Park",United States,"University of Maryland, College Park",https://openalex.org/I66946132,241095,24053713,1343,253170,3.939484126984127
U003059,University of Massachusetts Amherst,United States,University of Massachusetts Amherst,https://openalex.org/I24603500,124759,11096242,890,128769,4.520218723817084
U003060,University of Massachusetts Boston,United States,University of Massachusetts Boston,https://openalex.org/I33434090,37324,2046143,453,25768,2.802121090079205
U003061,University of Mataram,Indonesia,University of Mataram,https://openalex.org/I168180000,34764,205204,112,4405,0.2597770777804701
U003062,University of Mauritius,Mauritius,University of Mauritius,https://openalex.org/I69072986,6758,220838,187,4033,2.07776617954071
U003063,University of Mazandaran,Iran,University of Mazandaran,https://openalex.org/I4871159,13136,330263,152,8306,3.671968649147072
U003067,University of Medicine and Pharmacy of Craiova,Romania,University of Medicine and Pharmacy of Craiova,https://openalex.org/I28109999,7214,240616,158,5340,3.4876578645235363
U003069,University of Memphis,United States,University of Memphis,https://openalex.org/I94658018,38414,1895060,395,28852,2.080312251918497
U003070,University of Messina (UniME),Italy,University of Messina,https://openalex.org/I112862951,54262,3700183,435,74798,3.554114971875374
U003071,University of Miami,United States,University of Miami,https://openalex.org/I145608581,169495,13981858,911,185791,2.721004152639404
U003073,University of Milan,Italy,University of Milan,https://openalex.org/I189158943,374385,18407452,934,279002,0.3365181387223885
U003075,University of Milano-Bicocca ,Italy,University of Milano-Bicocca,https://openalex.org/I66752286,75501,5442568,627,79565,3.4164744732152217
U003076,University of Minho,Portugal,University of Minho,https://openalex.org/I99682543,69756,3891341,458,65419,3.2725786995602943
U003077,University of Minnesota,United States,University of Minnesota,https://openalex.org/I130238516,334991,36484092,1393,429900,3.814443132624951
U003079,University of Misan,Iraq,University of Misan,https://openalex.org/I35906937,2493,27695,71,605,2.6807542262678803
U003080,University of Miskolc ,Hungary,University of Miskolc,https://openalex.org/I20230540,11585,155780,116,4103,2.5903356343727686
U003081,University of Mississippi,United States,University of Mississippi,https://openalex.org/I368840534,62031,3003563,517,41224,1.0651196569373358
U003083,"University of Missouri, Kansas City",United States,University of Missouri–Kansas City,https://openalex.org/I75421653,39726,2162980,447,33537,2.367473618870267
U003085,University of Missouri-St Louis,United States,University of Missouri–St. Louis,https://openalex.org/I208333798,23319,1253399,349,18590,2.572272411396803
U003086,University of Miyazaki,Japan,University of Miyazaki,https://openalex.org/I118574687,23996,1122665,284,22892,1.5517194508631236
U003087,University of Modena and Reggio Emilia,Italy,University of Modena and Reggio Emilia,https://openalex.org/I122346577,63493,4491558,497,76502,2.998217883155122
U003088,University of Mohaghegh Ardabili,Iran,University of Mohaghegh Ardabili,https://openalex.org/I72341708,12452,343212,162,7481,2.957724527566725
U003090,University of Monastir,Tunisia,University of Monastir,https://openalex.org/I166928557,27901,945376,199,24254,2.5487361830408903
U003091,University of Mons ,Belgium,University of Mons,https://openalex.org/I130929987,42749,1713060,375,25620,0.5763605387508438
U003092,University of Montana,United States,University of Montana,https://openalex.org/I6750721,39173,2908256,571,28588,3.260778859527121
U003094,University of Montenegro,Montenegro,University of Montenegro,https://openalex.org/I5936373,14762,247051,148,5514,1.9404647589782984
U003095,University of Monterrey,Mexico,University of Monterrey,https://openalex.org/I894135719,4116,69396,100,1410,1.3579610538373426
U003097,University of Mostar,Bosnia and Herzegovina,University of Mostar,https://openalex.org/I150934001,4159,35018,65,905,1.16
U003098,University of Mosul,Iraq,University of Mosul,https://openalex.org/I12150220,22584,157903,107,3829,1.4926868185444553
U003099,University of Mumbai,India,University of Mumbai,https://openalex.org/I169877490,18293,577441,224,11871,2.1704009433962264
U003100,University of Münster,Germany,University of Münster,https://openalex.org/I22465464,124202,9141603,716,132532,3.513481481481481
U003102,University of Mysore,India,University of Mysore,https://openalex.org/I204743663,15549,459002,178,10756,2.475890985324948
U003103,University of Nairobi,Kenya,University of Nairobi,https://openalex.org/I12859529,33092,914257,274,17429,2.4320554272517323
U003104,University of Namibia,Namibia,University of Namibia,https://openalex.org/I217085601,7658,156740,151,3096,1.5715049452018175
U003105,University of Namur,Belgium,University of Namur,https://openalex.org/I149768937,19894,1945456,526,20781,2.4635184434535877
U003106,University of Naples - Federico II,Italy,University of Naples Federico II,https://openalex.org/I71267560,150688,12242830,729,207283,3.510837016968487
U003109,University of Nebraska - Lincoln,United States,University of Nebraska–Lincoln,https://openalex.org/I114395901,108334,8241489,768,117514,2.738961291577514
U003111,University of Neuchâtel,Switzerland,University of Neuchâtel,https://openalex.org/I57825437,26650,1241690,350,19320,1.0157100963552577
U003112,"University of Nevada, Las Vegas",United States,"University of Nevada, Las Vegas",https://openalex.org/I133999245,43177,1684588,374,29424,3.25283958300918
U003113,University of New Brunswick,Canada,University of New Brunswick,https://openalex.org/I106938459,38307,1890804,381,29411,2.9528497976151407
U003116,University of New Hampshire,United States,University of New Hampshire,https://openalex.org/I161057412,37912,2829550,562,33766,3.0724085365853657
U003117,University of New Mexico,United States,University of New Mexico,https://openalex.org/I169521973,100007,8441615,786,107582,3.87713531281996
U003119,University of Nicosia,Cyprus,University of Nicosia,https://openalex.org/I17389662,10085,213887,151,4339,3.578373205741627
U003121,University of Niigata Prefecture,Japan,University of Niigata Prefecture,https://openalex.org/I1288039508,1270,20940,65,502,1.250909090909091
U003123,University of North Carolina at Chapel Hill,United States,University of North Carolina at Chapel Hill,https://openalex.org/I114027177,353345,34641951,1591,345205,2.1402427572775014
U003124,University of North Carolina at Charlotte,United States,University of North Carolina at Charlotte,https://openalex.org/I102149020,41777,1787977,382,27303,2.341723136495644
U003125,University of North Carolina at Greensboro,United States,University of North Carolina at Greensboro,https://openalex.org/I169335092,26576,1296664,370,18708,2.083785880527541
U003127,University of North Carolina Wilmington,United States,University of North Carolina Wilmington,https://openalex.org/I153901656,13926,511138,226,9077,1.779089861751152
U003128,University of North Florida,United States,University of North Florida,https://openalex.org/I11874761,11815,285537,189,5483,2.212218649517685
U003129,University of North Texas,United States,University of North Texas,https://openalex.org/I123534392,61562,3088428,463,50014,2.894299011052938
U003130,University of Northampton,United Kingdom,University of Northampton,https://openalex.org/I35870678,6876,165753,144,2822,1.9811178247734136
U003131,University of Northern British Columbia,Canada,University of Northern British Columbia,https://openalex.org/I151934421,12141,354634,215,6286,2.4724540901502503
U003132,University of Notre Dame,United States,University of Notre Dame,https://openalex.org/I107639228,98987,8250878,746,107851,3.344050356187102
U003133,University of Nottingham,United Kingdom,University of Nottingham,https://openalex.org/I142263535,187094,13558830,863,191718,3.626529922235997
U003134,University of Nova Gorica,Slovenia,University of Nova Gorica,https://openalex.org/I192455894,4649,237265,208,3612,3.350461893764434
U003135,University of Novi Sad,Serbia,University of Novi Sad,https://openalex.org/I170726198,52404,1424003,252,34392,2.1457168694508386
U003136,"University of Occupational and Environmental Health, Japan",Japan,University of Occupational and Environmental Health Japan,https://openalex.org/I188700360,19683,1237345,247,25977,1.7782936738247244
U003137,University of Łódź,Poland,University of Łódź,https://openalex.org/I34250744,58689,1233869,292,27883,2.184451473281172
U003138,University of Okara,Pakistan,University of Okara,https://openalex.org/I3130814776,10950,192711,125,4984,4.363025210084033
U003139,University of Oklahoma,United States,University of Oklahoma,https://openalex.org/I8692664,89690,6499251,670,87072,3.558064373312082
U003140,University of Oradea,Romania,University of Oradea,https://openalex.org/I162871001,10027,205696,150,4824,2.8903508771929824
U003141,University of Oregon,United States,University of Oregon,https://openalex.org/I181233156,57401,7292020,821,74290,4.859297588902345
U003142,University of Oslo,Norway,University of Oslo,https://openalex.org/I184942183,188830,15643033,990,206253,2.891791102997394
U003143,University of Ostrava,Czech Republic,University of Ostrava,https://openalex.org/I187293425,11621,247581,146,5624,2.0005353319057817
U003144,University of Otago,New Zealand,University of Otago,https://openalex.org/I80281795,91557,6476909,647,96211,2.843975929693926
U003145,University of Ottawa,Canada,University of Ottawa,https://openalex.org/I153718931,165219,12121382,857,156562,3.195542804872978
U003146,University of Oulu,Finland,University of Oulu,https://openalex.org/I98381234,75635,5807977,628,86050,3.190263323321925
U003149,University of Oxford,United Kingdom,University of Oxford,https://openalex.org/I40120149,591106,62871367,2063,561829,4.556758087040132
U003150,University of Padua,Italy,University of Padua,https://openalex.org/I138689650,211322,19613186,1118,285185,3.212326774843656
U003151,University of Palermo,Italy,University of Palermo,https://openalex.org/I900890020,78700,4902525,463,94944,3.9545717258120447
U003152,University of Pannonia,Hungary,University of Pannonia,https://openalex.org/I140275651,11497,417917,212,9065,2.5438978829389787
U003153,University of Pardubice,Czech Republic,University of Pardubice,https://openalex.org/I140744787,11178,402004,157,10958,2.284532671629446
U003154,University of Parma,Italy,University of Parma,https://openalex.org/I124601658,64795,4805314,539,80562,3.35996884096593
U003155,University of Passau,Germany,University of Passau,https://openalex.org/I186354981,11433,247132,201,4433,1.3621933621933622
U003157,University of Patras,Greece,University of Patras,https://openalex.org/I174878644,56892,3025226,393,56008,3.431469817735912
U003159,University of Pavia,Italy,University of Pavia,https://openalex.org/I25217355,94412,7844465,704,116233,3.546545926494012
U003160,University of Pecs,Hungary,University of Pecs,https://openalex.org/I79741316,32053,1434550,291,30352,2.183264622519969
U003161,University of Pennsylvania,United States,University of Pennsylvania,https://openalex.org/I79576946,379983,54521755,1741,533684,5.871053257356244
U003162,University of Peradeniya ,Sri Lanka,University of Peradeniya,https://openalex.org/I111199411,16430,663886,234,10272,2.827125438449975
U003164,University of Perugia,Italy,University of Perugia,https://openalex.org/I27483092,67525,6684557,708,96907,3.470232850849591
U003165,University of Peshawar,Pakistan,University of Peshawar,https://openalex.org/I36001604,15114,475330,215,10059,3.08129485864948
U003167,University of Petroleum and Energy Studies (UPES),India,University of Petroleum and Energy Studies,https://openalex.org/I5847235,15017,331279,168,7276,4.455572789718591
U003168,University of Phayao,Thailand,University of Phayao,https://openalex.org/I4210090662,6229,91330,103,2273,1.982905982905983
U003169,University of Pisa,Italy,University of Pisa,https://openalex.org/I108290504,135249,12550824,884,183290,3.8148695423354857
U003170,University of Pittsburgh,United States,University of Pittsburgh,https://openalex.org/I170201317,296108,33775336,1329,385010,3.607441444891186
U003172,University of Plymouth,United Kingdom,University of Plymouth,https://openalex.org/I897542642,37700,2146919,441,30744,3.1088196160425774
U003173,University of Poonch Rawalakot,Pakistan,University of Poonch Rawalakot,https://openalex.org/I4387154749,1697,45362,93,1041,4.42719614921781
U003174,University of Port Harcourt,Nigeria,University of Port Harcourt,https://openalex.org/I100116408,20715,231990,134,4759,0.8178646196789952
U003176,University of Portsmouth,United Kingdom,University of Portsmouth,https://openalex.org/I63072094,38047,2274307,567,26655,6.79153572176828
U003177,University of Potsdam,Germany,University of Potsdam,https://openalex.org/I176453806,61313,2911634,477,43261,2.8259756271041776
U003178,University of Pretoria,South Africa,University of Pretoria,https://openalex.org/I69552723,95956,3147407,419,61832,2.8918245091589045
U003179,University of Primorska,Slovenia,University of Primorska,https://openalex.org/I118905719,9150,153555,136,3479,1.5398369708125164
U003180,University of Prishtina,Kosovo,University of Prishtina,https://openalex.org/I78768387,11007,144562,124,3347,1.283135728189701
U003183,University of Puthisastra,Cambodia,University of Puthisastra,https://openalex.org/I3129984471,784,11019,48,249,7.096428571428572
U003184,University of Qom,Iran,University of Qom,https://openalex.org/I184468904,6780,126553,141,2639,1.7287435456110154
U003185,University of Rajshahi,Bangladesh,University of Rajshahi,https://openalex.org/I902853133,15906,425670,180,9581,3.3321352244025646
U003186,University of Reading,United Kingdom,University of Reading,https://openalex.org/I71052956,88811,5310794,643,69042,2.6564256275758718
U003187,University of Regensburg,Germany,University of Regensburg,https://openalex.org/I60668342,66683,5433181,650,77166,2.717095897502265
U003188,University of Regina,Canada,University of Regina,https://openalex.org/I194028371,24591,1187633,339,18821,3.002156168181118
U003190,University of Rhode Island ,United States,University of Rhode Island,https://openalex.org/I17626003,47888,2452830,466,35873,2.7085106382978723
U003191,University of Rijeka,Croatia,University of Rijeka,https://openalex.org/I154347574,23473,639846,238,12885,1.9268179173938336
U003192,University of Rochester,United States,University of Rochester,https://openalex.org/I5388228,146546,15790605,1027,181737,3.7258689578514135
U003193,University of Roehampton,United Kingdom,University of Roehampton,https://openalex.org/I877107187,10532,293912,192,4690,2.282236842105263
U003196,"University of Rome ""Tor Vergata""",Italy,University of Rome Tor Vergata,https://openalex.org/I116067653,94580,7765618,729,114860,4.378720863973082
U003197,University of Rzeszów,Poland,University of Rzeszów,https://openalex.org/I98559091,20821,352648,166,8498,2.1323076923076925
U003198,University of Sadat City,Egypt,University of Sadat City,https://openalex.org/I338016083,6326,131483,118,3087,4.185553346587144
U003200,University of Saint Joseph,Macao,University of Saint Joseph,https://openalex.org/I192633058,1421,28338,78,487,0.9724950884086444
U003202,University of Salento,Italy,University of Salento,https://openalex.org/I142910587,26093,1757502,358,29079,3.942121407814013
U003203,University of Salerno,Italy,University of Salerno,https://openalex.org/I131729948,56227,3512070,497,59794,3.860512569376428
U003204,University of Salford,United Kingdom,University of Salford,https://openalex.org/I54459138,39752,1449766,336,26214,2.1380285673879227
U003205,University of San Carlos,Philippines,University of San Carlos,https://openalex.org/I617233,2239,102215,110,988,1.540983606557377
U003206,University of San Diego,United States,University of San Diego,https://openalex.org/I160856358,22361,1029331,351,13187,1.9096854995825217
U003207,University of San Francisco,United States,University of San Francisco,https://openalex.org/I76766440,25651,1561485,440,16838,2.612927660648908
U003209,University of Sannio,Italy,University of Sannio,https://openalex.org/I16337185,11369,927855,311,10667,4.687931510632422
U003213,University of Santo Tomas,Philippines,University of Santo Tomas,https://openalex.org/I82904351,6485,132813,132,2753,1.037885662431942
U003215,University of Sarajevo ,Bosnia and Herzegovina,University of Sarajevo,https://openalex.org/I104817121,18021,319577,174,6854,1.5928424422593186
U003216,University of Sargodha,Pakistan,University of Sargodha,https://openalex.org/I160968435,17637,390764,173,9114,3.292848112696406
U003217,University of Saskatchewan,Canada,University of Saskatchewan,https://openalex.org/I32625721,95259,5466152,561,95793,2.7623999675021325
U003218,University of Sassari,Italy,University of Sassari,https://openalex.org/I159650629,30240,2016624,367,36863,3.5701861193251
U003219,University of Science and Technology Beijing,China (Mainland),University of Science and Technology Beijing,https://openalex.org/I92403157,100305,6293437,479,128075,5.621589898191163
U003220,University of Science and Technology of China,China (Mainland),University of Science and Technology of China,https://openalex.org/I126520041,206582,22795510,973,350973,6.22754153470877
U003222,University of Science and Technology of Southern Philippines (USTP),Philippines,University of Science and Technology of Southern Philippines,https://openalex.org/I135396478,1383,10597,44,241,0.7454831107619796
U003223,University of Sciences and Technology Houari Boumediene,Algeria,University of Sciences and Technology Houari Boumediene,https://openalex.org/I157169809,18812,435712,162,11367,1.956003223207091
U003224,University of Seoul ,South Korea,University of Seoul,https://openalex.org/I124633538,16062,1209104,330,20339,3.823423803991974
U003226,University of Sfax,Tunisia,University of Sfax,https://openalex.org/I142899784,42253,1502596,262,35017,2.71053570518375
U003227,University of Shanghai for Science and Technology,China,University of Shanghai for Science and Technology,https://openalex.org/I148128674,46284,2002501,290,42891,5.556686113280353
U003228,University of Sharjah,United Arab Emirates,University of Sharjah,https://openalex.org/I29891158,28608,999590,283,19259,5.458118981664688
U003229,University of Sheffield,United Kingdom,University of Sheffield,https://openalex.org/I91136226,190139,15829041,980,199189,3.6181974282425022
U003230,University of Shizuoka,Japan,University of Shizuoka,https://openalex.org/I150240954,13098,877371,227,19309,2.3098495212038306
U003231,University of Siegen,Germany,University of Siegen,https://openalex.org/I206895457,28782,2073068,395,28665,3.6488062187673513
U003232,University of Siena,Italy,University of Siena,https://openalex.org/I102064193,60512,4778790,533,80539,3.03776942051842
U003233,University of Silesia in Katowice,Poland,University of Silesia in Katowice,https://openalex.org/I864159182,38767,954700,246,22842,1.7081185567010309
U003234,University of Sistan and Baluchestan,Iran,University of Sistan and Baluchestan,https://openalex.org/I180634299,8676,232756,133,6134,2.5339717282261742
U003235,University of Social Welfare and Rehabilitation Sciences,Iran,University of Social Welfare and Rehabilitation Sciences,https://openalex.org/I4210166308,9624,256552,151,5937,1.7609673790776152
U003237,University of Sopron,Hungary,University of Sopron,https://openalex.org/I85686399,4349,85012,113,1869,1.5545927209705372
U003239,University of Sousse,Tunisia,University of Sousse,https://openalex.org/I8636806,17923,324818,156,7938,1.6720738222438076
U003240,University of South Africa,South Africa,University of South Africa,https://openalex.org/I165390105,48720,900703,242,18951,2.819425377525005
U003241,University of South Alabama (USA),United States,University of South Alabama,https://openalex.org/I83809506,21872,1410209,384,19659,1.9292219204345744
U003242,University of South Australia,Australia,University of South Australia,https://openalex.org/I170239107,59119,3666653,503,56033,4.344112819889369
U003244,University of South Bohemia in České Budějovice,Czech Republic,University of South Bohemia in České Budějovice,https://openalex.org/I3124161356,17537,824662,246,16274,2.987564639251416
U003245,University of South Carolina,United States,University of South Carolina,https://openalex.org/I155781252,102522,7221117,680,99473,2.556676167507125
U003247,University of South China,China,University of South China,https://openalex.org/I91935597,32034,1385297,248,33353,4.241513297191652
U003248,University of South Dakota,United States,University of South Dakota,https://openalex.org/I189957204,14995,765193,255,11860,2.4223170184104177
U003249,University of South Florida,United States,University of South Florida,https://openalex.org/I2613432,130393,7992224,741,108291,2.3353628339208203
U003251,University of South Wales,United Kingdom,University of South Wales,https://openalex.org/I128993996,14548,491358,242,8256,2.656185353744311
U003252,University of Southampton,United Kingdom,University of Southampton,https://openalex.org/I43439940,184530,12955809,915,174623,3.0607472621859566
U003253,University of Southern California,United States,University of Southern California,https://openalex.org/I1174212,273551,27730910,1458,305397,3.660226835832372
U003254,University of Southern Denmark (SDU),Denmark,University of Southern Denmark,https://openalex.org/I177969490,91696,5479335,611,75924,3.221802836098661
U003255,University of Southern Queensland ,Australia,University of Southern Queensland,https://openalex.org/I185523456,25267,1091528,314,17754,5.506400564459228
U003256,University of Split,Croatia,University of Split,https://openalex.org/I92251255,25547,1683880,433,24601,2.901788145593174
U003257,University of Sri Jayewardenepura,Sri Lanka,University of Sri Jayewardenepura,https://openalex.org/I172828483,11045,221188,157,4399,2.306384343920436
U003258,University of St Andrews,United Kingdom,University of St Andrews,https://openalex.org/I16835326,79060,4761211,650,61499,3.5704509563081244
U003259,University of St.Gallen (HSG),Switzerland,University of St.Gallen,https://openalex.org/I202963720,26433,1037576,359,13509,2.8587174348697397
U003260,University of Stavanger,Norway,University of Stavanger,https://openalex.org/I92008406,20427,687011,268,12858,2.801134166774069
U003261,University of Stirling,United Kingdom,University of Stirling,https://openalex.org/I12093191,36638,1880281,423,26349,2.314599133261105
U003263,University of Strathclyde,United Kingdom,University of Strathclyde,https://openalex.org/I181647926,87405,4465860,543,73964,3.599744040953448
U003264,University of Stuttgart,Germany,University of Stuttgart,https://openalex.org/I100066346,157907,5260442,611,85215,1.7712067748764997
U003265,University of Suffolk,United Kingdom,University of Suffolk,https://openalex.org/I127165138,3572,65448,103,1321,2.03257328990228
U003267,University of Sunderland,United Kingdom,University of Sunderland,https://openalex.org/I5728261,8414,243274,185,4077,2.374697336561743
U003268,University of Surrey,United Kingdom,University of Surrey,https://openalex.org/I28290843,81477,4135542,529,66959,4.090553580497715
U003269,University of Sussex,United Kingdom,University of Sussex,https://openalex.org/I162608824,83531,6428577,709,78427,4.084990735021618
U003270,University of Swabi,Pakistan,University of Swabi,https://openalex.org/I4210142599,4231,111048,140,2148,2.596799173980382
U003271,University of Szeged,Hungary,University of Szeged,https://openalex.org/I227486990,52631,2698911,387,53866,2.4257781949006727
U003272,University of Tabriz,Iran,University of Tabriz,https://openalex.org/I41832843,38615,1566561,289,32585,4.093669115075201
U003273,University of Tabuk,Saudi Arabia,University of Tabuk,https://openalex.org/I72264486,16057,371501,174,8534,5.459076771975774
U003274,University of Taipei,Taiwan,University of Taipei,https://openalex.org/I22442739,3066,56534,87,1496,1.9714045416316237
U003275,University of Talca,Chile,University of Talca,https://openalex.org/I134695357,13021,349707,161,8005,2.6383297644539616
U003276,University of Tamanghasset,Algeria,University of Tamanghasset,https://openalex.org/I4210096460,510,4010,30,122,2.955555555555556
U003277,University of Tampere,Finland,University of Tampere,https://openalex.org/I4387153886,0,0,0,0,0.0
U003278,University of Tarapacá,Chile,University of Tarapacá,https://openalex.org/I185652977,10203,183661,140,4291,3.2780887644942025
U003279,University of Tartu,Estonia,University of Tartu,https://openalex.org/I56085075,49148,4428644,739,50550,3.22504958433557
U003280,University of Tasmania,Australia,University of Tasmania,https://openalex.org/I129801699,75288,4320776,548,67841,3.290521327014218
U003281,"University of Technology, Iraq",Iraq,University of Technology - Iraq,https://openalex.org/I171256487,19635,399187,148,9437,3.543727915194346
U003282,University of Technology Nowshera,Pakistan,University of Technology Nowshera,https://openalex.org/I4405252515,0,0,0,0,0.0
U003285,University of Technology Sydney,Australia,University of Technology Sydney,https://openalex.org/I114017466,98327,5318546,568,82183,5.275113036329718
U003286,University of Tehran,"Iran, Islamic Republic of",University of Tehran,https://openalex.org/I23946033,123364,4563210,387,97886,4.035821139095904
U003296,University of the Aegean,Greece,University of the Aegean,https://openalex.org/I98805295,16201,542693,238,10285,2.9927085185843856
U003300,University of the Arts London,United Kingdom,University of the Arts London,https://openalex.org/I86211378,5774,44844,90,797,0.6297448662103298
U003302,University of the Basque Country,Spain,University of the Basque Country,https://openalex.org/I169108374,96241,5303037,488,98579,2.9298965340412053
U003303,University of the Free State,South Africa,University of the Free State,https://openalex.org/I26999989,39632,935794,242,20940,1.9319074969770251
U003304,University of the Highlands and Islands,United Kingdom,University of the Highlands and Islands,https://openalex.org/I5857645,3207,102191,136,1805,4.083056478405315
U003306,University of the Pacific,United States,University of the Pacific,https://openalex.org/I4210089208,106,2312,24,35,0.7857142857142857
U003309,University of the Punjab,Pakistan,University of the Punjab,https://openalex.org/I172780181,39779,1156467,253,26673,3.2072450805008943
U003310,University of the Ryukyus,Japan,University of the Ryukyus,https://openalex.org/I32915989,22809,1052202,281,22335,2.4322294298395355
U003311,University of the South Pacific,Fiji,University of the South Pacific,https://openalex.org/I44666525,6097,201913,157,4317,3.3720598717034926
U003312,University of the Sunshine Coast ,Australia,University of the Sunshine Coast,https://openalex.org/I174025329,17992,631644,248,12614,2.9051150895140667
U003313,University of the Thai Chamber of Commerce,Thailand,University of the Thai Chamber of Commerce,https://openalex.org/I129496196,882,12158,51,282,1.2340425531914894
U003314,University of the West of England,United Kingdom,University of the West of England,https://openalex.org/I178535277,28194,1341771,339,17731,2.879271070615034
U003315,University of the West of Scotland,United Kingdom,University of the West of Scotland,https://openalex.org/I868834043,13815,796690,306,8368,2.61328320802005
U003316,University of the Western Cape,South Africa,University of the Western Cape,https://openalex.org/I869660684,27451,948039,294,17024,2.899302528334786
U003317,University of the Witwatersrand,South Africa,University of the Witwatersrand,https://openalex.org/I192619145,102862,5175826,542,88121,3.0929425597201115
U003318,University of Thessaly,Greece,University of Thessaly,https://openalex.org/I145722265,32100,1479150,298,30691,3.2813937795227286
U003320,University of Toledo,United States,University of Toledo,https://openalex.org/I90871651,45818,2318575,462,34872,3.0012152637122256
U003321,University of Toronto,Canada,University of Toronto,https://openalex.org/I185261750,552345,58216513,1775,651088,4.258194072569476
U003324,University of Toyama,Japan,University of Toyama,https://openalex.org/I42766147,31480,1582301,307,33927,2.806331632211746
U003325,University of Trás-os-Montes and Alto Douro,Portugal,University of Trás-os-Montes and Alto Douro,https://openalex.org/I155381812,19682,870357,263,17516,2.704685866362513
U003326,University of Trento,Italy,University of Trento,https://openalex.org/I193223587,61566,4040713,622,53941,3.879026955950033
U003327,University of Trieste,Italy,University of Trieste,https://openalex.org/I142444530,59799,5265403,640,78290,3.753963505833084
U003328,University of Tripoli,Libya,University of Tripoli,https://openalex.org/I23906160,7386,151421,155,2476,1.318409270476692
U003330,University of Tsukuba,Japan,University of Tsukuba,https://openalex.org/I146399215,135714,9313565,672,152815,2.399909069027306
U003331,University of Tübingen,Germany,University of Tübingen,https://openalex.org/I8087733,152893,12934892,895,178629,3.4341938749683623
U003332,University of Tulsa,United States,University of Tulsa,https://openalex.org/I87208437,18707,692334,266,12397,2.306921944035346
U003335,University of Turin,Italy,University of Turin,https://openalex.org/I55143463,143371,11655876,758,185724,3.136783873901182
U003336,University of Turku,Finland,University of Turku,https://openalex.org/I155660961,91930,6481763,604,100439,2.6071119596670744
U003338,University of Twente,Netherlands,University of Twente,https://openalex.org/I94624287,89098,5876812,618,89292,2.8180492035956477
U003339,University of Tyumen,Russia,University of Tyumen,https://openalex.org/I3020440027,12480,91650,80,2045,0.778126088470916
U003340,University of Udine,Italy,University of Udine,https://openalex.org/I129043915,40533,3786881,487,52662,3.261248994243981
U003341,University of Ulsan ,South Korea,University of Ulsan,https://openalex.org/I40542001,64123,5594655,492,110997,4.344920720663468
U003343,University of Utah,United States,University of Utah,https://openalex.org/I223532165,220639,20465092,1113,244504,2.9997954980353203
U003344,University of Uyo,Nigeria,University of Uyo,https://openalex.org/I37797678,11979,135014,140,2885,0.7762035943854125
U003345,University of Vaasa,Finland,University of Vaasa,https://openalex.org/I79765343,8290,256287,200,4161,4.190941674812643
U003349,University of Valparaíso,Chile,University of Valparaíso,https://openalex.org/I79274474,13020,397703,187,8053,1.8040466241477895
U003350,University of Venda,South Africa,University of Venda,https://openalex.org/I84929415,8163,161545,127,3710,1.6765888978278358
U003351,University of Vermont,United States,University of Vermont,https://openalex.org/I111236770,64564,5196449,663,66351,2.730731842799611
