university_name,normalized_name,country,year,source
Medical University of Innsbruck,medical university of innsbruck,Austria,2024,THE
Nankai University,nankai university,China,2024,THE
North Carolina State University,north carolina state university,United States,2024,THE
University of Oulu,university of oulu,Finland,2024,THE
Qatar University,qatar university,Qatar,2024,THE
Queen’s University,queens university,Canada,2024,THE
RCSI University of Medicine and Health Sciences,rcsi university of medicine and health sciences,Ireland,2024,THE
RMIT University,rmit university,Australia,2024,THE
Ruhr University Bochum,ruhr university bochum,Germany,2024,THE
Sejong University,sejong university,South Korea,2024,THE
Semmelweis University,semmelweis university,Hungary,2024,THE
Simon Fraser University,simon fraser university,Canada,2024,THE
South China University of Technology,south china university of technology,China,2024,THE
University of Southern Denmark,university of southern denmark,Denmark,2024,THE
University of South Florida,university of south florida,United States,2024,THE
Stony Brook University,stony brook university,United States,2024,THE
University of Stuttgart,university of stuttgart,Germany,2024,THE
University of Surrey,university of surrey,United Kingdom,2024,THE
Università della Svizzera italiana,universita della svizzera italiana,Switzerland,2024,THE
Swansea University,swansea university,United Kingdom,2024,THE
University of Tasmania,university of tasmania,Australia,2024,THE
Technical University of Darmstadt,technical university of darmstadt,Germany,2024,THE
TU Wien,tu wien,Austria,2024,THE
Virginia Polytechnic Institute and State University,virginia polytechnic institute and state university,United States,2024,THE
Vita-Salute San Raffaele University,vita salute san raffaele university,Italy,2024,THE
Xi’an Jiaotong University,xian jiaotong university,China,2024,THE
Beihang University,beihang university,China,2024,THE
"Birkbeck, University of London",birkbeck university of london,United Kingdom,2024,THE
University of Bremen,university of bremen,Germany,2024,THE
University at Buffalo,university at buffalo,United States,2024,THE
Università Cattolica del Sacro Cuore,universita cattolica del sacro cuore,Italy,2024,THE
"China Medical University, Taiwan",china medical university taiwan,Taiwan,2024,THE
Copenhagen Business School,copenhagen business school,Denmark,2024,THE
Dalhousie University,dalhousie university,Canada,2024,THE
Drexel University,drexel university,United States,2024,THE
University of Dundee,university of dundee,United Kingdom,2024,THE
East China Normal University,east china normal university,China,2024,THE
University of Essex,university of essex,United Kingdom,2024,THE
Flinders University,flinders university,Australia,2024,THE
University of Galway,university of galway,Ireland,2024,THE
Université Grenoble Alpes,universite grenoble alpes,France,2024,THE
Hanyang University,hanyang university,South Korea,2024,THE
Hebrew University of Jerusalem,hebrew university of jerusalem,Israel,2024,THE
Hong Kong Baptist University,hong kong baptist university,Hong Kong,2024,THE
University of Innsbruck,university of innsbruck,Austria,2024,THE
University of Kiel,university of kiel,Germany,2024,THE
Kyushu University,kyushu university,Japan,2024,THE
University of Liège,university of liege,Belgium,2024,THE
Montpellier University,montpellier university,France,2024,THE
University of Navarra,university of navarra,Spain,2024,THE
Northwestern Polytechnical University,northwestern polytechnical university,China,2024,THE
Norwegian University of Science and Technology,norwegian university of science and technology,Norway,2024,THE
Oregon Health and Science University,oregon health and science university,United States,2024,THE
University of Otago,university of otago,New Zealand,2024,THE
University of Pavia,university of pavia,Italy,2024,THE
University of Rome II – Tor Vergata,university of rome ii tor vergata,Italy,2024,THE
"Royal Holloway, University of London",royal holloway university of london,United Kingdom,2024,THE
"St George’s, University of London",st georges university of london,United Kingdom,2024,THE
Sharif University of Technology,sharif university of technology,Iran,2024,THE
University of South Australia,university of south australia,Australia,2024,THE
Southeast University,southeast university,China,2024,THE
Stellenbosch University,stellenbosch university,South Africa,2024,THE
University of Strathclyde,university of strathclyde,United Kingdom,2024,THE
Swedish University of Agricultural Sciences,swedish university of agricultural sciences,Sweden,2024,THE
Tampere University,tampere university,Finland,2024,THE
University of Tartu,university of tartu,Estonia,2024,THE
Universiti Teknologi Petronas,universiti teknologi petronas,Malaysia,2024,THE
The University of Tennessee-Knoxville,the university of tennessee knoxville,United States,2024,THE
University of Turku,university of turku,Finland,2024,THE
United Arab Emirates University,united arab emirates university,United Arab Emirates,2024,THE
University College Cork,university college cork,Ireland,2024,THE
Washington State University,washington state university,United States,2024,THE
Western Sydney University,western sydney university,Australia,2024,THE
University of the Witwatersrand,university of the witwatersrand,South Africa,2024,THE
Xiamen University,xiamen university,China,2024,THE
Aix-Marseille University,aix marseille university,France,2024,THE
Amirkabir University of Technology,amirkabir university of technology,Iran,2024,THE
Autonomous University of Madrid,autonomous university of madrid,Spain,2024,THE
University of Bayreuth,university of bayreuth,Germany,2024,THE
University of Bordeaux,university of bordeaux,France,2024,THE
Brunel University London,brunel university london,United Kingdom,2024,THE
University of Campinas,university of campinas,Brazil,2024,THE
University of Canberra,university of canberra,Australia,2024,THE
Chongqing University,chongqing university,China,2024,THE
"City, University of London",city university of london,United Kingdom,2024,THE
University of Colorado Denver/Anschutz Medical Campus,university of colorado denver anschutz medical campus,United States,2024,THE
University of Connecticut,university of connecticut,United States,2024,THE
Daegu Gyeongbuk Institute of Science and Technology (DGIST),daegu gyeongbuk institute of science and technology,South Korea,2024,THE
Edith Cowan University,edith cowan university,Australia,2024,THE
University of Electronic Science and Technology of China,university of electronic science and technology of china,China,2024,THE
University of Florence,university of florence,Italy,2024,THE
Free University of Bozen-Bolzano,free university of bozen bolzano,Italy,2024,THE
University of Georgia,university of georgia,United States,2024,THE
Hasselt University,hasselt university,Belgium,2024,THE
Heriot-Watt University,heriot watt university,United Kingdom,2024,THE
Hokkaido University,hokkaido university,Japan,2024,THE
Hunan University,hunan university,China,2024,THE
Illinois Institute of Technology,illinois institute of technology,United States,2024,THE
Iowa State University,iowa state university,United States,2024,THE
James Cook University,james cook university,Australia,2024,THE
Justus Liebig University Giessen,justus liebig university giessen,Germany,2024,THE
University of Kansas,university of kansas,United States,2024,THE
Koç University,koc university,Turkey,2024,THE
Leibniz University Hannover,leibniz university hannover,Germany,2024,THE
University of Manitoba,university of manitoba,Canada,2024,THE
Middle East Technical University,middle east technical university,Turkey,2024,THE
University of Milan,university of milan,Italy,2024,THE
University of Milan-Bicocca,university of milan bicocca,Italy,2024,THE
Murdoch University,murdoch university,Australia,2024,THE
University of Naples Federico II,university of naples federico ii,Italy,2024,THE
Peter the Great St Petersburg Polytechnic University,peter the great st petersburg polytechnic university,Russian Federation,2024,THE
Sabancı University,sabanc university,Turkey,2024,THE
University of St Gallen,university of st gallen,Switzerland,2024,THE
University of Saskatchewan,university of saskatchewan,Canada,2024,THE
University of Sharjah,university of sharjah,United Arab Emirates,2024,THE
Shenzhen University,shenzhen university,China,2024,THE
Southern Medical University,southern medical university,China,2024,THE
University of Southern Queensland,university of southern queensland,Australia,2024,THE
Technion Israel Institute of Technology,technion israel institute of technology,Israel,2024,THE
Temple University,temple university,United States,2024,THE
University of Texas at Dallas,university of texas at dallas,United States,2024,THE
University of Trento,university of trento,Italy,2024,THE
University of Tsukuba,university of tsukuba,Japan,2024,THE
University of Victoria,university of victoria,Canada,2024,THE
York University,york university,Canada,2024,THE
"Asia University, Taiwan",asia university taiwan,Taiwan,2024,THE
