university_id,university_name,country,source,year
U002855,University of Concepción,Chile,THE,2021
U000463,Corvinus University of Budapest,Hungary,THE,2021
U000467,Cracow University of Technology,Poland,THE,2021
U000471,Cukurova University,Turkey,THE,2021
U000479,Czech University of Life Sciences Prague (CZU),Czech Republic,THE,2021
U000477,Czech Technical University in Prague,Czech Republic,THE,2021
U000495,De La Salle University,Philippines,THE,2021
U000499,Del Rosario University,Colombia,THE,2021
U000504,Democritus University of Thrace,Greece,THE,2021
U002876,University of Dhaka,Bangladesh,THE,2021
U000515,Diponegoro University,Indonesia,THE,2021
U000517,Dokkyo Medical University,Japan,THE,2021
U000519,Dokuz Eylül University,Turkey,THE,2021
U000525,Doshisha University,Japan,THE,2021
U000537,Dunarea de Jos University of Galati,Romania,THE,2021
U000541,Duzce University,Turkey,THE,2021
U000545,East Carolina University,United States,THE,2021
U001718,Prague University of Economics and Business,Czech Republic,THE,2021
U000585,Edge Hill University,United Kingdom,THE,2021
U000591,Ege University,Turkey,THE,2021
U000595,Ehime University,Japan,THE,2021
U002185,The University of Electro-Communications,Japan,THE,2021
U002893,University of Engineering & Technology (UET) Lahore,Pakistan,THE,2021
U000608,Erciyes University,Turkey,THE,2021
U000617,Eskişehir Osmangazi University,Turkey,THE,2021
U002496,Universidade do Estado do Rio de Janeiro (UERJ),Brazil,THE,2021
U002494,Universidade do Estado de Santa Catarina,Brazil,THE,2021
U002501,Universidade Estadual de Maringá,Brazil,THE,2021
U002505,Universidade Estadual do Oeste do Paraná (Unioeste),Brazil,THE,2021
U000635,Far Eastern Federal University,Russian Federation,THE,2021
U000636,Fayoum University,Egypt,THE,2021
U002525,Universidade Federal do ABC (UFABC),Brazil,THE,2021
U000640,Federal University of Alagoas,Brazil,THE,2021
U002507,Universidade Federal da Bahia,Brazil,THE,2021
U002526,Universidade Federal do Ceará (UFC),Brazil,THE,2021
U002510,Universidade Federal de Ciências da Saúde de Porto Alegre (UFCSPA),Brazil,THE,2021
U000641,Federal University of Espírito Santo,Brazil,THE,2021
U000642,Federal University of Goiás,Brazil,THE,2021
U000643,Federal University of Itajubá,Brazil,THE,2021
U002513,Universidade Federal de Juiz de Fora,Brazil,THE,2021
U000647,Federal University of Lavras,Brazil,THE,2021
U002528,Universidade Federal do Maranhão (UFMA),Brazil,THE,2021
U000648,Federal University of Mato Grosso do Sul,Brazil,THE,2021
U002515,Universidade Federal de Ouro Preto (UFOP),Brazil,THE,2021
U000650,Federal University of Pará,Brazil,THE,2021
U000651,Federal University of Paraí­ba (UFPB),Brazil,THE,2021
U002530,Universidade Federal do Paraná (UFPR),Brazil,THE,2021
U000653,Federal University of Pernambuco,Brazil,THE,2021
U000655,Federal University of Piauí,Brazil,THE,2021
U000657,Federal University of Rio Grande do Norte (UFRN),Brazil,THE,2021
U002538,Universidade Federal Rural do Semi-Arido,Brazil,THE,2021
U000658,Federal University of Santa Maria,Brazil,THE,2021
U000659,Federal University of São Carlos,Brazil,THE,2021
U000666,Federal University of Uberlândia,Brazil,THE,2021
U000668,Federal University of Viçosa,Brazil,THE,2021
U000670,Federico Santa María Technical University,Chile,THE,2021
U000671,Feng Chia University,Taiwan,THE,2021
U000672,Ferdowsi University of Mashhad,Iran,THE,2021
U000688,Fluminense Federal University,Brazil,THE,2021
U002909,University of Fortaleza (UNIFOR),Brazil,THE,2021
U002648,Université Frères Mentouri Constantine 1,Algeria,THE,2021
U003004,University of La Frontera,Chile,THE,2021
U002914,University of Fukui,Japan,THE,2021
U002564,Universitas Gadjah Mada,Indonesia,THE,2021
U000718,Gazi University,Turkey,THE,2021
U000719,Gaziantep University,Turkey,THE,2021
U002918,University of Gdańsk,Poland,THE,2021
U000720,Gdańsk University of Technology,Poland,THE,2021
U000721,Gebze Technical University,Turkey,THE,2021
U000724,"George Emil Palade University of Medicine, Pharmacy, Science, and Technology of Targu Mures",Romania,THE,2021
U002922,University of Ghana,Ghana,THE,2021
U000737,Gifu University,Japan,THE,2021
U000738,GITAM University,India,THE,2021
U000751,Government College University Lahore,Pakistan,THE,2021
U000761,Grigore T. Popa University of Medicine and Pharmacy,Romania,THE,2021
U002934,University of Guadalajara,Mexico,THE,2021
U002935,University of Guanajuato,Mexico,THE,2021
U000764,Guangxi University,China,THE,2021
U000767,Gubkin Russian State University of Oil and Gas,Russian Federation,THE,2021
U002937,University of Guilan,Iran,THE,2021
U000774,Gunma University,Japan,THE,2021
U000779,Gyeongsang National University,South Korea,THE,2021
U000782,Hakim Sabzevari University,Iran,THE,2021
U000785,Hallym University,South Korea,THE,2021
U000788,Hamamatsu University School of Medicine,Japan,THE,2021
U000791,Hanoi University of Science and Technology,Vietnam,THE,2021
U002156,The Hashemite University,Jordan,THE,2021
U002651,Université Hassan II de Casablanca,Morocco,THE,2021
U002944,University of Havana,Cuba,THE,2021
U000811,Helwan University,Egypt,THE,2021
U000837,Hosei University,Japan,THE,2021
U002956,University of Hradec Králové,Czech Republic,THE,2021
U000842,Huaqiao University,China,THE,2021
U002961,University of Hyogo,Japan,THE,2021
U000857,Ibaraki University,Japan,THE,2021
U000859,Ibn Tofaïl University,Morocco,THE,2021
U000878,Immanuel Kant Baltic Federal University,Russian Federation,THE,2021
U000883,Incheon National University,South Korea,THE,2021
U000902,Indian Institute of Technology Patna,India,THE,2021
U002421,Universidad Industrial de Santander (UIS),Colombia,THE,2021
U000935,Instituto Politécnico Nacional (IPN),Mexico,THE,2021
U000956,IPB University,Indonesia,THE,2021
U000961,Irkutsk State University,Russian Federation,THE,2021
U002975,University of Isfahan,Iran,THE,2021
U000856,I-Shou University,Taiwan,THE,2021
U002162,The Islamia University of Bahawalpur,Pakistan,THE,2021
U000981,Istanbul Medipol University,Turkey,THE,2021
U000991,Ivane Javakhishvili Tbilisi State University,Georgia,THE,2021
U000990,Ivan Franko National University of Lviv,Ukraine,THE,2021
U000995,Iwate University,Japan,THE,2021
U000996,Izmir Institute of Technology,Turkey,THE,2021
U001004,James Madison University,United States,THE,2021
U001008,Jan Evangelista Purkyně University,Czech Republic,THE,2021
U001014,Jawaharlal Nehru Technological University Anantapur (JNTUA),India,THE,2021
U001019,Jeju National University,South Korea,THE,2021
U001021,Jeonbuk National University,South Korea,THE,2021
U001023,Jianghan University,China,THE,2021
U001053,Kagawa University,Japan,THE,2021
U001054,Kagoshima University,Japan,THE,2021
U001059,Kanagawa University,Japan,THE,2021
U001061,Kanazawa University,Japan,THE,2021
U001060,Kanazawa Medical University,Japan,THE,2021
U001062,Kangwon National University,South Korea,THE,2021
U001064,Kansai University,Japan,THE,2021
U001082,Kasetsart University,Thailand,THE,2021
U001086,Kaunas University of Technology,Lithuania,THE,2021
U001094,Kazan National Research Technical University,Russian Federation,THE,2021
U001095,Kazan National Research Technological University,Russian Federation,THE,2021
U001109,Kharazmi University,Iran,THE,2021
U001118,Khon Kaen University,Thailand,THE,2021
U001123,KIIT University,India,THE,2021
U001131,King Faisal University,Saudi Arabia,THE,2021
U001137,King Mongkut’s Institute of Technology Ladkrabang,Thailand,THE,2021
U001135,King Mongkut's University of Technology North Bangkok,Thailand,THE,2021
U001150,Kitasato University,Japan,THE,2021
U001151,KL University,India,THE,2021
U001160,Kochi University,Japan,THE,2021
U001161,Kochi University of Technology,Japan,THE,2021
U001162,Kogakuin University,Japan,THE,2021
U001172,Kookmin University,South Korea,THE,2021
U002682,Universiti Kuala Lumpur,Malaysia,THE,2021
U001184,Kumamoto University,Japan,THE,2021
U001186,Kunming University of Science and Technology,China,THE,2021
U001193,Kuwait University,Kuwait,THE,2021
U001195,Kwansei Gakuin University,Japan,THE,2021
U001203,Kyoto Sangyo University,Japan,THE,2021
U001198,Kyoto Institute of Technology,Japan,THE,2021
U001208,Kyushu Institute of Technology (Kyutech),Japan,THE,2021
U001224,Latvia University of Life Sciences and Technologies,Latvia,THE,2021
U001226,Lebanese University,Lebanon,THE,2021
U003020,University of León,Spain,THE,2021
U003021,University of Lethbridge,Canada,THE,2021
U001210,L.N. Gumilyov Eurasian National University,Kazakhstan,THE,2021
U001248,Lobachevsky State University of Nizhni Novgorod,Russian Federation,THE,2021
U003137,University of Łódź,Poland,THE,2021
U001250,Lodz University of Technology,Poland,THE,2021
U001258,London South Bank University,United Kingdom,THE,2021
U001259,Londrina State University,Brazil,THE,2021
U001260,Lorestan University,Iran,THE,2021
U003036,University of Lucknow,India,THE,2021
U001281,Maharaja Sayajirao University of Baroda,India,THE,2021
U001283,Mahasarakham University,Thailand,THE,2021
U003042,University of Malaga,Spain,THE,2021
U002687,Universiti Malaysia Perlis,Malaysia,THE,2021
U002689,Universiti Malaysia Sarawak (UNIMAS),Malaysia,THE,2021
U001294,Manipal Academy of Higher Education,India,THE,2021
U003050,University of Manouba,Tunisia,THE,2021
U003053,University of Maribor,Slovenia,THE,2021
U001306,Marmara University,Turkey,THE,2021
U003054,University of Marrakech Cadi Ayyad,Morocco,THE,2021
U003063,University of Mazandaran,Iran,THE,2021
U001331,Meiji University,Japan,THE,2021
U001332,Meijo University,Japan,THE,2021
U001335,Mendel University in Brno,Czech Republic,THE,2021
U001337,Menoufia University,Egypt,THE,2021
U001341,M’Hamed Bougara University of Boumerdès,Algeria,THE,2021
U002432,Universidad Michoacana de San Nicolás de Hidalgo,Mexico,THE,2021
U001351,Mie University,Japan,THE,2021
U001355,Ming Chuan University,Taiwan,THE,2021
U001357,Minia University,Egypt,THE,2021
U001359,MIREA - Russian Technological University,Russian Federation,THE,2021
U003080,University of Miskolc,Hungary,THE,2021
U003086,University of Miyazaki,Japan,THE,2021
U001368,Mohammed V University of Rabat,Morocco,THE,2021
U003090,University of Monastir,Tunisia,THE,2021
U003094,University of Montenegro,Montenegro,THE,2021
U001375,Morgan State University,United States,THE,2021
U001376,Moscow Aviation Institute,Russian Federation,THE,2021
U001381,Moscow Power Engineering Institute,Russian Federation,THE,2021
U001391,Multimedia University,Malaysia,THE,2021
U003099,University of Mumbai,India,THE,2021
U003101,University of Murcia,Spain,THE,2021
U001394,Muroran Institute of Technology,Japan,THE,2021
U003102,University of Mysore,India,THE,2021
U002458,Universidad Nacional del Litoral,Argentina,THE,2021
U001399,Nagaoka University of Technology,Japan,THE,2021
U001400,Nagasaki University,Japan,THE,2021
U001401,Nagoya City University,Japan,THE,2021
U001402,Nagoya Institute of Technology,Japan,THE,2021
U001418,Nanjing University of Aeronautics and Astronautics,China,THE,2021
U001425,Nara Medical University,Japan,THE,2021
U001427,Naresuan University,Thailand,THE,2021
U001435,National Changhua University of Education,Taiwan,THE,2021
U001440,National Chiayi University,Taiwan,THE,2021
U001438,National Chi Nan University,Taiwan,THE,2021
U001441,National Chin-Yi University of Technology,Taiwan,THE,2021
U001442,National Chung Cheng University,Taiwan,THE,2021
U001443,National Chung Hsing University,Taiwan,THE,2021
U001480,National University of Colombia,Colombia,THE,2021
U001482,National University of Córdoba,Argentina,THE,2021
U001484,National University of Cuyo,Argentina,THE,2021
U001447,National Ilan University,Taiwan,THE,2021
U001454,"National Institute of Technology, Tiruchirappalli",India,THE,2021
U001488,National University of Kaohsiung,Taiwan,THE,2021
U001462,National Research University of Electronic Technology (MIET),Russian Federation,THE,2021
U001459,National Research Saratov State University,Russian Federation,THE,2021
U001495,National University of San Martín,Argentina,THE,2021
U001466,National Taipei University,Taiwan,THE,2021
U001469,National Taiwan Ocean University,Taiwan,THE,2021
U001472,National Technical University Kharkiv Polytechnic Institute,Ukraine,THE,2021
U001474,National Technical University of Ukraine – Igor Sikorsky Kyiv Polytechnic Institute,Ukraine,THE,2021
U001509,National Yunlin University of Science and Technology,Taiwan,THE,2021
U001523,Nicolaus Copernicus University in Toruń,Poland,THE,2021
U003120,University of Nigeria Nsukka,Nigeria,THE,2021
U001956,Slovak University of Agriculture in Nitra,Slovakia,THE,2021
U003127,University of North Carolina Wilmington,United States,THE,2021
U001540,North China Electric Power University,China,THE,2021
U003305,"University of the North, Colombia",Colombia,THE,2021
U001541,North-Eastern Federal University,Russian Federation,THE,2021
U001560,Northwest University,China,THE,2021
U003135,University of Novi Sad,Serbia,THE,2021
U001573,Novosibirsk State Technical University,Russian Federation,THE,2021
U001580,Oakland University,United States,THE,2021
U001581,Obafemi Awolowo University,Nigeria,THE,2021
U001584,Ochanomizu University,Japan,THE,2021
U001593,Oita University,Japan,THE,2021
U001601,Omsk State Technical University,Russian Federation,THE,2021
U001602,Ondokuz Mayis University,Turkey,THE,2021
U001616,Osaka City University,Japan,THE,2021
U001617,Osaka Institute of Technology,Japan,THE,2021
U001619,Osaka Medical College,Japan,THE,2021
U001622,Osaka Prefecture University,Japan,THE,2021
U003143,University of Ostrava,Czech Republic,THE,2021
U002575,Universitas Padjadjaran,Indonesia,THE,2021
U003153,University of Pardubice,Czech Republic,THE,2021
U001644,Paris Nanterre University,France,THE,2021
U003157,University of Patras,Greece,THE,2021
U001653,Pavol Jozef Šafárik University in Košice,Slovakia,THE,2021
U001660,Perm National Research Polytechnic University,Russian Federation,THE,2021
U001662,Perm State University,Russian Federation,THE,2021
U001672,Pirogov Russian National Research Medical University,Russian Federation,THE,2021
U001677,PMAS Arid Agriculture University Rawalpindi,Pakistan,THE,2021
U001683,Polytechnic Institute of Porto,Portugal,THE,2021
U001686,Polytechnic University of Bucharest,Romania,THE,2021
U001687,Polytechnic University of Timişoara,Romania,THE,2021
U001692,Pondicherry University,India,THE,2021
U001694,Pontifical Catholic University of Minas Gerais,Brazil,THE,2021
U001695,Pontifical Catholic University of Peru,Peru,THE,2021
U001698,Pontifical Catholic University of Valparaíso,Chile,THE,2021
U002468,Universidad Pontificia Bolivariana (UPB),Colombia,THE,2021
U001710,Pontifícia Universidade Católica do Paraná,Brazil,THE,2021
U001713,Port Said University,Egypt,THE,2021
U001723,Prince of Songkla University,Thailand,THE,2021
U001731,PSG College of Technology,India,THE,2021
U001733,Public University of Navarre,Spain,THE,2021
U003309,University of the Punjab,Pakistan,THE,2021
U001741,Qassim University,Saudi Arabia,THE,2021
U001766,Razi University,Iran,THE,2021
U001768,Recep Tayyip Erdoğan University,Turkey,THE,2021
U003398,University Rey Juan Carlos,Spain,THE,2021
U001780,Riga Technical University,Latvia,THE,2021
U001784,Ritsumeikan University,Japan,THE,2021
U001786,Robert Gordon University,United Kingdom,THE,2021
U001810,Russian Presidential Academy of National Economy and Public Administration,Russian Federation,THE,2021
U001821,Ryukoku University,Japan,THE,2021
U003310,University of the Ryukyus,Japan,THE,2021
U003006,University of La Sabana,Colombia,THE,2021
U001827,Saga University,Japan,THE,2021
U001839,Saitama University,Japan,THE,2021
U001838,Saitama Medical University,Japan,THE,2021
U001840,Sakarya University,Turkey,THE,2021
U001846,Samara National Research University (Samara University),Russian Federation,THE,2021
U001848,Samara State Technical University,Russian Federation,THE,2021
U001858,San Sebastián University,Chile,THE,2021
U003211,"University of Santiago, Chile (USACH)",Chile,THE,2021
U001863,Sapporo Medical University,Japan,THE,2021
U003216,University of Sargodha,Pakistan,THE,2021
U001868,SASTRA University,India,THE,2021
U001869,Satbayev University,Kazakhstan,THE,2021
U001870,Sathyabama Institute of Science and Technology,India,THE,2021
U001873,Saveetha Institute of Medical and Technical Sciences,India,THE,2021
U003223,University of Sciences and Technology Houari Boumediene,Algeria,THE,2021
U003221,University of Science and Technology of Oran Mohamed-Boudiaf,Algeria,THE,2021
U001883,Sechenov University,Russian Federation,THE,2021
U001888,Selçuk University,Turkey,THE,2021
U001890,Semnan University,Iran,THE,2021
U003224,University of Seoul,South Korea,THE,2021
U001894,Seoul National University of Science and Technology (SeoulTech),South Korea,THE,2021
U003226,University of Sfax,Tunisia,THE,2021
U001899,Shahed University,Iran,THE,2021
U001903,Shahid Bahonar University of Kerman,Iran,THE,2021
U001906,​Shahid Chamran University of Ahvaz,Iran,THE,2021
U001907,Shahid Rajaee Teacher Training University,Iran,THE,2021
U001910,Shahrekord University,Iran,THE,2021
U001912,Shahrood University of Technology,Iran,THE,2021
U001924,Shibaura Institute of Technology,Japan,THE,2021
U001925,Shiga University of Medical Science,Japan,THE,2021
U001926,Shimane University,Japan,THE,2021
U001927,Shinshu University,Japan,THE,2021
U001929,Shiraz University of Medical Sciences,Iran,THE,2021
U001931,Shizuoka University,Japan,THE,2021
U003230,University of Shizuoka,Japan,THE,2021
U001934,Showa University,Japan,THE,2021
U001936,Siberian Federal University,Russian Federation,THE,2021
U001944,Siksha ‘O’ Anusandhan,India,THE,2021
U003233,University of Silesia in Katowice,Poland,THE,2021
U001946,Silesian University of Technology,Poland,THE,2021
U001947,Silpakorn University,Thailand,THE,2021
U001949,Simón Bolívar University,Venezuela,THE,2021
U003234,University of Sistan and Baluchestan,Iran,THE,2021
U001957,Slovak University of Technology in Bratislava,Slovakia,THE,2021
U001960,Sofia University,Bulgaria,THE,2021
U003236,University of Sonora,Mexico,THE,2021
U001973,Soongsil University,South Korea,THE,2021
U001974,Sophia University,Japan,THE,2021
U003239,University of Sousse,Tunisia,THE,2021
U003240,University of South Africa,South Africa,THE,2021
U003247,University of South China,China,THE,2021
U001983,Southern Federal University,Russian Federation,THE,2021
U001979,South Ural State University,Russian Federation,THE,2021
U001980,South Valley University,Egypt,THE,2021
U003251,University of South Wales,United Kingdom,THE,2021
U001989,Southwest Jiaotong University,China,THE,2021
U001999,Srinakharinwirot University,Thailand,THE,2021
U002000,SRM Institute of Science and Technology,India,THE,2021
U002011,Staffordshire University,United Kingdom,THE,2021
U002018,State University of Ponta Grossa,Brazil,THE,2021
U002019,State University of Santa Cruz,Brazil,THE,2021
U002007,St Marianna University School of Medicine,Japan,THE,2021
U002010,St Petersburg Electrotechnical University (LETI),Russian Federation,THE,2021
U002035,Süleyman Demirel University,Turkey,THE,2021
U002045,Suranaree University of Technology,Thailand,THE,2021
U002052,SWPS University of Social Sciences and Humanities,Poland,THE,2021
U002056,Szent István University,Hungary,THE,2021
U003275,University of Talca,Chile,THE,2021
U002067,Tamil Nadu Agricultural University,India,THE,2021
U002068,Tamkang University,Taiwan,THE,2021
U002071,Tanta University,Egypt,THE,2021
U003278,University of Tarapacá,Chile,THE,2021
U002072,Taras Shevchenko National University of Kyiv,Ukraine,THE,2021
U002098,Technical University of Cluj-Napoca,Romania,THE,2021
U002102,Technical University of Košice,Slovakia,THE,2021
U002103,Technical University of Liberec,Czech Republic,THE,2021
U003281,"University of Technology, Iraq",Iraq,THE,2021
U002544,Universidade Tecnológica Federal do Paraná (UTFPR),Brazil,THE,2021
U002696,Universiti Teknikal Malaysia Melaka,Malaysia,THE,2021
U002699,Universiti Teknologi MARA,Malaysia,THE,2021
U000924,Institut Teknologi Sepuluh Nopember,Indonesia,THE,2021
U002132,Telkom University,Indonesia,THE,2021
U002141,Texas State University,United States,THE,2021
U002143,Tezpur University,India,THE,2021
U002144,Thammasat University,Thailand,THE,2021
U002218,TOBB University of Economics and Technology,Turkey,THE,2021
U002220,Toho University,Japan,THE,2021
U002223,Tokai University,Japan,THE,2021
U002224,Tokat Gaziosmanpaşa University,Turkey,THE,2021
U002225,Tokushima University,Japan,THE,2021
U002232,Tokyo University of Agriculture,Japan,THE,2021
U002233,Tokyo University of Agriculture and Technology,Japan,THE,2021
U002226,Tokyo City University,Japan,THE,2021
U002227,Tokyo Denki University,Japan,THE,2021
U002235,Tokyo University of Marine Science and Technology,Japan,THE,2021
U002237,Tokyo University of Science,Japan,THE,2021
U002239,Tomas Bata University in Zlín,Czech Republic,THE,2021
U002243,Tomsk State University of Control Systems and Radioelectronics,Russian Federation,THE,2021
U002249,Tottori University,Japan,THE,2021
U003324,University of Toyama,Japan,THE,2021
U002251,Toyo University,Japan,THE,2021
U002252,Toyohashi University of Technology (TUT),Japan,THE,2021
U002255,Transilvania University of Brașov,Romania,THE,2021
U003325,University of Trás-os-Montes and Alto Douro,Portugal,THE,2021
U002260,Tshwane University of Technology,South Africa,THE,2021
U002270,Tunghai University,Taiwan,THE,2021
U003334,University of Tunis El Manar,Tunisia,THE,2021
U002277,Tzu Chi University,Taiwan,THE,2021
U002284,Ufa State Aviation Technical University,Russian Federation,THE,2021
U002297,Umm Al-Qura University,Saudi Arabia,THE,2021
U002302,Unisinos University,Brazil,THE,2021
U003404,Ural Federal University,Russian Federation,THE,2021
U003409,Urmia University,Iran,THE,2021
U003420,Utsunomiya University,Japan,THE,2021
U003348,University of Valladolid,Spain,THE,2021
U003349,University of Valparaíso,Chile,THE,2021
U003352,"University of Veterinary and Animal Sciences, Lahore",Pakistan,THE,2021
U003441,Vietnam National University (Ho Chi Minh City),Vietnam,THE,2021
U003452,"Visvesvaraya National Institute of Technology, Nagpur",India,THE,2021
U003425,V.N. Karazin Kharkiv National University,Ukraine,THE,2021
U003461,Voronezh State University,Russian Federation,THE,2021
U003464,VSB - Technical University of Ostrava,Czech Republic,THE,2021
U003465,Vytautas Magnus University,Lithuania,THE,2021
U003470,Warsaw University of Life Sciences – SGGW,Poland,THE,2021
U003471,Warsaw University of Technology,Poland,THE,2021
U003479,Wenzhou Medical University,China,THE,2021
U003369,University of West Bohemia,Czech Republic,THE,2021
U003488,Western Michigan University,United States,THE,2021
U003483,West University of Timişoara,Romania,THE,2021
U003501,Wrocław University of Environmental and Life Sciences,Poland,THE,2021
U003502,Wrocław University of Science and Technology,Poland,THE,2021
U003381,University of Wrocław,Poland,THE,2021
U003513,Xiangtan University,China,THE,2021
U003518,Yamagata University,Japan,THE,2021
U003520,Yamaguchi University,Japan,THE,2021
U003386,University of Yamanashi,Japan,THE,2021
U003524,Yanshan University,China,THE,2021
U003525,Yarmouk University,Jordan,THE,2021
U003528,Yazd University,Iran,THE,2021
U003529,Yeditepe University,Turkey,THE,2021
U003535,Yıldız Technical University,Turkey,THE,2021
U003538,Yokohama National University,Japan,THE,2021
U003543,Yuan Ze University,Taiwan,THE,2021
U003545,Yuriy Fedkovych Chernivtsi National University,Ukraine,THE,2021
U003547,Zagazig University,Egypt,THE,2021
U003388,University of Zagreb,Croatia,THE,2021
U003392,University of Žilina,Slovakia,THE,2021
U003149,University of Oxford,United Kingdom,THE,2022
U000329,California Institute of Technology,United States,THE,2022
U000800,Harvard University,United States,THE,2022
U002013,Stanford University,United States,THE,2022
U002819,University of Cambridge,United Kingdom,THE,2022
U001311,Massachusetts Institute of Technology,United States,THE,2022
U001728,Princeton University,United States,THE,2022
U002809,"University of California, Berkeley",United States,THE,2022
U003517,Yale University,United States,THE,2022
U002182,The University of Chicago,United States,THE,2022
U000451,Columbia University,United States,THE,2022
U000879,Imperial College London,United Kingdom,THE,2022
U001039,Johns Hopkins University,United States,THE,2022
U003161,University of Pennsylvania,United States,THE,2022
U000623,ETH Zurich,Switzerland,THE,2022
U001656,Peking University,China,THE,2022
U002261,Tsinghua University,China,THE,2022
U003321,University of Toronto,Canada,THE,2022
U002280,UCL,United Kingdom,THE,2022
U002812,"University of California, Los Angeles",United States,THE,2022
U001500,National University of Singapore,Singapore,THE,2022
U000462,Cornell University,United States,THE,2022
U000534,Duke University,United States,THE,2022
U003072,University of Michigan-Ann Arbor,United States,THE,2022
U001562,Northwestern University,United States,THE,2022
U001519,New York University,United States,THE,2022
U001256,London School of Economics and Political Science,United Kingdom,THE,2022
U000346,Carnegie Mellon University,United States,THE,2022
U003366,University of Washington,United States,THE,2022
U002889,University of Edinburgh,United Kingdom,THE,2022
U002953,University of Hong Kong,Hong Kong,THE,2022
U001247,LMU Munich,Germany,THE,2022
U003068,University of Melbourne,Australia,THE,2022
U002815,"University of California, San Diego",United States,THE,2022
U001142,King’s College London,United Kingdom,THE,2022
U002205,The University of Tokyo,Japan,THE,2022
U002800,University of British Columbia,Canada,THE,2022
U002108,Technical University of Munich,Germany,THE,2022
U001077,Karolinska Institute,Sweden,THE,2022
U000579,École Polytechnique Fédérale de Lausanne,Switzerland,THE,2022
U001646,Paris Sciences et Lettres – PSL Research University Paris,France,THE,2022
U002589,Universität Heidelberg,Germany,THE,2022
U001183,KU Leuven,Belgium,THE,2022
U001316,McGill University,Canada,THE,2022
U000728,Georgia Institute of Technology,United States,THE,2022
U001423,"Nanyang Technological University, Singapore",Singapore,THE,2022
U003289,University of Texas at Austin,United States,THE,2022
U002966,University of Illinois at Urbana-Champaign,United States,THE,2022
U000413,Chinese University of Hong Kong,Hong Kong,THE,2022
U003047,University of Manchester,United Kingdom,THE,2022
U003474,Washington University in St Louis,United States,THE,2022
U003123,University of North Carolina at Chapel Hill,United States,THE,2022
U003466,Wageningen University & Research,Netherlands,THE,2022
U000194,Australian National University,Australia,THE,2022
U002197,The University of Queensland,Australia,THE,2022
U001893,Seoul National University,South Korea,THE,2022
U001369,Monash University,Australia,THE,2022
U002200,The University of Sydney,Australia,THE,2022
U003375,University of Wisconsin-Madison,United States,THE,2022
U000699,Fudan University,China,THE,2022
U001204,Kyoto University,Japan,THE,2022
U000298,Boston University,United States,THE,2022
U003253,University of Southern California,United States,THE,2022
U000311,Brown University,United States,THE,2022
U002746,University of Amsterdam,Netherlands,THE,2022
U002160,The Hong Kong University of Science and Technology,Hong Kong,THE,2022
U002810,"University of California, Davis",United States,THE,2022
U002817,"University of California, Santa Barbara",United States,THE,2022
U003419,Utrecht University,Netherlands,THE,2022
U003401,UNSW Sydney,Australia,THE,2022
U001233,Leiden University,Netherlands,THE,2022
U000606,Erasmus University Rotterdam,Netherlands,THE,2022
U000388,Charité - Universitätsmedizin Berlin,Germany,THE,2022
U000850,Humboldt University of Berlin,Germany,THE,2022
U000500,Delft University of Technology,Netherlands,THE,2022
U003556,Zhejiang University,China,THE,2022
U003394,University of Zurich,Switzerland,THE,2022
U003331,University of Tübingen,Germany,THE,2022
U003365,University of Warwick,United Kingdom,THE,2022
U002933,University of Groningen,Netherlands,THE,2022
U001317,McMaster University,Canada,THE,2022
U000601,Emory University,United States,THE,2022
U000693,Free University of Berlin,Germany,THE,2022
U001915,Shanghai Jiao Tong University,China,THE,2022
U001591,Ohio State University (Main campus),United States,THE,2022
U002925,University of Glasgow,United Kingdom,THE,2022
U003077,University of Minnesota,United States,THE,2022
U003096,University of Montreal,Canada,THE,2022
U003220,University of Science and Technology of China,China,THE,2022
U001976,Sorbonne University,France,THE,2022
U000835,Hong Kong Polytechnic University,Hong Kong,THE,2022
U000922,Institut Polytechnique de Paris,France,THE,2022
U002799,University of Bristol,United Kingdom,THE,2022
U003056,"University of Maryland, College Park",United States,THE,2022
U001345,Michigan State University,United States,THE,2022
U002858,University of Copenhagen,Denmark,THE,2022
U000734,Ghent University,Belgium,THE,2022
U002811,"University of California, Irvine",United States,THE,2022
U000493,Dartmouth College,United States,THE,2022
U001174,Korea Advanced Institute of Science and Technology (KAIST),South Korea,THE,2022
U002780,University of Bern,Switzerland,THE,2022
U002949,University of Helsinki,Finland,THE,2022
U002766,University of Basel,Switzerland,THE,2022
U000003,Aarhus University,Denmark,THE,2022
U002784,University of Birmingham,United Kingdom,THE,2022
U001417,Nanjing University,China,THE,2022
U001738,Purdue University West Lafayette,United States,THE,2022
U002912,University of Freiburg,Germany,THE,2022
U001818,RWTH Aachen University,Germany,THE,2022
U003229,University of Sheffield,United Kingdom,THE,2022
U002728,University of Adelaide,Australia,THE,2022
U002790,University of Bonn,Germany,THE,2022
U001470,National Taiwan University (NTU),Taiwan,THE,2022
U003429,Vanderbilt University,United States,THE,2022
U003462,Vrije Universiteit Amsterdam,Netherlands,THE,2022
U001269,Lund University,Sweden,THE,2022
U002668,Université Paris-Saclay,France,THE,2022
U001751,Queen Mary University of London,United Kingdom,THE,2022
U002928,University of Göttingen,Germany,THE,2022
U003142,University of Oslo,Norway,THE,2022
U001657,Penn State (Main campus),United States,THE,2022
U001219,Lancaster University,United Kingdom,THE,2022
U002040,Sungkyunkwan University (SKKU),South Korea,THE,2022
U003252,University of Southampton,United Kingdom,THE,2022
U002738,University of Alberta,Canada,THE,2022
