university_id,university_name,country,source,year
U002452,Universidad Nacional de Rosario (UNR),Argentina,QS,2018
U002455,Universidad Nacional de Tucumà¡n,Argentina,QS,2018
U002459,Universidad Nacional del Sur,Argentina,QS,2018
U002460,Universidad Nacional Mayor de San Marcos,Peru,QS,2018
U002463,Universidad Panamericana (UP),Mexico,QS,2018
U002464,Universidad Peruana Cayetano Heredia (UPCH),Peru,QS,2018
U002471,Universidad Rey Juan Carlos,Spain,QS,2018
U002477,Universidad Técnica Federico Santa María (USM),Chile,QS,2018
U002484,Universidad Tecnológica Nacional (UTN),Argentina,QS,2018
U002489,Universidade da Coruña ,Spain,QS,2018
U002496,Universidade do Estado do Rio de Janeiro (UERJ),Brazil,QS,2018
U002500,Universidade Estadual de Londrina,Brazil,QS,2018
U002507,Universidade Federal da Bahia,Brazil,QS,2018
U002519,Universidade Federal de Santa Maria,Brazil,QS,2018
U002524,Universidade Federal de Viçosa (UFV),Brazil,QS,2018
U002526,Universidade Federal do Ceará (UFC),Brazil,QS,2018
U002531,Universidade Federal do Paraná - UFPR,Brazil,QS,2018
U002517,Universidade Federal de Pernambuco (UFPE) ,Brazil,QS,2018
U002537,Universidade Federal Fluminense ,Brazil,QS,2018
U000348,Catania University,Italy,QS,2018
U003232,University of Siena,Italy,QS,2018
U003151,University of Palermo,Italy,QS,2018
U002571,Universitas Muhammadiyah Surakarta,Indonesia,QS,2018
U002603,Universität Rostock,Germany,QS,2018
U002611,Université Charles-de-Gaulle Lille 3,France,QS,2018
U002617,Université de Caen Normandie,France,QS,2018
U002618,Université de Cergy-Pontoise,France,QS,2018
U002631,Université de Poitiers,France,QS,2018
U002652,Université Jean Moulin Lyon 3,France,QS,2018
U002656,Université Lille 2 Droit et Santé,France,QS,2018
U002660,Université Mohammed V de Rabat,Morocco,QS,2018
U002667,Université Paris-Nanterre,France,QS,2018
U001650,Paul Valéry University Montpellier,France,QS,2018
U002759,University of Bahrain,Bahrain,QS,2018
U002764,University of Bari,Italy,QS,2018
U002775,University of Belgrade,Serbia,QS,2018
U002563,Universitas Brawijaya ,Indonesia,QS,2018
U002834,University of Central Lancashire,United Kingdom,QS,2018
U002884,University of East London,United Kingdom,QS,2018
U002893,University of Engineering & Technology (UET) Lahore,Pakistan,QS,2018
U002922,University of Ghana,Ghana,QS,2018
U002931,University of Greenwich,United Kingdom,QS,2018
U002987,University of Karachi,Pakistan,QS,2018
U002190,The University of Lahore,Pakistan,QS,2018
U003053,University of Maribor,Slovenia,QS,2018
U003081,University of Mississippi,United States,QS,2018
U003093,University of Montana Missoula ,United States,QS,2018
U003099,University of Mumbai,India,QS,2018
U003103,University of Nairobi,Kenya,QS,2018
U003115,University of New England Australia,Australia,QS,2018
U001874,Savitribai Phule Pune University,India,QS,2018
U003206,University of San Diego,United States,QS,2018
U003207,University of San Francisco,United States,QS,2018
U003213,University of Santo Tomas,Philippines,QS,2018
U003306,University of the Pacific,United States,QS,2018
U003312,University of the Sunshine Coast ,Australia,QS,2018
U003316,University of the Western Cape,South Africa,QS,2018
U003382,University of Wroclaw,Poland,QS,2018
U002639,Université de Toulouse II-Le Mirail,France,QS,2018
U003418,Utah State University ,United States,QS,2018
U003437,Verona University,Italy,QS,2018
U003461,Voronezh State University,Russia,QS,2018
U003465,Vytautas Magnus University,Lithuania,QS,2018
U002607,Universitatea de Vest din Timisoara /  West University of Timisoara,Romania,QS,2018
U003504,Wroclaw University of Science and Technology (WRUST),Poland,QS,2018
U000242,Baylor College of Medicine,United States,QS,2018
U000273,BI Norwegian Business School,Norway,QS,2018
U000425,Chung-Ang University (CAU),South Korea,QS,2018
U000461,Copenhagen Business School,Denmark,QS,2018
U000468,Cranfield University,United Kingdom,QS,2018
U000619,ESSEC Business School,France,QS,2018
U000552,EBS Business School,Germany,QS,2018
U000808,HEC Paris School of Management,France,QS,2018
U000918,INSEAD,France,QS,2018
U001015,Jawaharlal Nehru University,India,QS,2018
U001078,Karolinska Institutet,Sweden,QS,2018
U001127,King Abdullah University of Science & Technology (KAUST),Saudi Arabia,QS,2018
U001254,London Business School,United Kingdom,QS,2018
U002024,Stockholm School of Economics,Sweden,QS,2018
U000290,Bocconi University,Italy,QS,2018
U002638,Université de Technologie de Compiègne (UTC),France,QS,2018
U002816,"University of California, San Francisco",United States,QS,2018
U001718,Prague University of Economics and Business,Czech Republic,QS,2018
U003477,Weizmann Institute of Science,Israel,QS,2018
U003494,WHU - Otto Beisheim School of Management ,Germany,QS,2018
U001311,Massachusetts Institute of Technology (MIT) ,United States,QS,2019
U002013,Stanford University,United States,QS,2019
U000800,Harvard University,United States,QS,2019
U000329,California Institute of Technology (Caltech),United States,QS,2019
U003149,University of Oxford,United Kingdom,QS,2019
U002819,University of Cambridge,United Kingdom,QS,2019
U000624,ETH Zurich - Swiss Federal Institute of Technology,Switzerland,QS,2019
U000879,Imperial College London,United Kingdom,QS,2019
U002840,University of Chicago,United States,QS,2019
U002280,UCL,United Kingdom,QS,2019
U001500,National University of Singapore (NUS),Singapore,QS,2019
U001423,"Nanyang Technological University, Singapore (NTU)",Singapore,QS,2019
U001728,Princeton University,United States,QS,2019
U000462,Cornell University,United States,QS,2019
U003517,Yale University,United States,QS,2019
U000451,Columbia University,United States,QS,2019
U002261,Tsinghua University,China (Mainland),QS,2019
U002184,The University of Edinburgh,United Kingdom,QS,2019
U003161,University of Pennsylvania,United States,QS,2019
U003072,University of Michigan-Ann Arbor,United States,QS,2019
U001039,Johns Hopkins University,United States,QS,2019
U000605,EPFL,Switzerland,QS,2019
U002205,The University of Tokyo,Japan,QS,2019
U002147,The Australian National University,Australia,QS,2019
U002188,The University of Hong Kong,Hong Kong SAR,QS,2019
U000534,Duke University,United States,QS,2019
U002809,"University of California, Berkeley (UCB)",United States,QS,2019
U003321,University of Toronto,Canada,QS,2019
U002191,The University of Manchester,United Kingdom,QS,2019
U001656,Peking University,China (Mainland),QS,2019
U001139,King's College London,United Kingdom,QS,2019
U002812,"University of California, Los Angeles (UCLA)",United States,QS,2019
U001316,McGill University,Canada,QS,2019
U001562,Northwestern University,United States,QS,2019
U001204,Kyoto University,Japan,QS,2019
U001893,Seoul National University,South Korea,QS,2019
U002160,The Hong Kong University of Science and Technology,Hong Kong SAR,QS,2019
U002168,The London School of Economics and Political Science (LSE),United Kingdom,QS,2019
U002192,The University of Melbourne,Australia,QS,2019
U001055,KAIST - Korea Advanced Institute of Science & Technology,South Korea,QS,2019
U002815,"University of California, San Diego (UCSD)",United States,QS,2019
U002200,The University of Sydney,Australia,QS,2019
U001519,New York University (NYU),United States,QS,2019
U000699,Fudan University,China (Mainland),QS,2019
U002193,The University of New South Wales (UNSW Sydney),Australia,QS,2019
U000346,Carnegie Mellon University,United States,QS,2019
U002800,University of British Columbia,Canada,QS,2019
U002197,The University of Queensland,Australia,QS,2019
U002152,The Chinese University of Hong Kong (CUHK),Hong Kong SAR,QS,2019
U002673,Université PSL,France,QS,2019
U002799,University of Bristol,United Kingdom,QS,2019
U000500,Delft University of Technology,Netherlands,QS,2019
U003375,University of Wisconsin-Madison,United States,QS,2019
U002207,The University of Warwick,United Kingdom,QS,2019
U000433,City University of Hong Kong,Hong Kong SAR,QS,2019
U000311,Brown University,United States,QS,2019
U002746,University of Amsterdam,Netherlands,QS,2019
U002228,Tokyo Institute of Technology (Tokyo Tech),Japan,QS,2019
U001369,Monash University,Australia,QS,2019
U001915,Shanghai Jiao Tong University,China (Mainland),QS,2019
U002108,Technical University of Munich,Germany,QS,2019
U001267,Ludwig-Maximilians-Universität München,Germany,QS,2019
U003289,University of Texas at Austin,United States,QS,2019
U001807,Ruprecht-Karls-Universität Heidelberg,Germany,QS,2019
U000577,Ecole Polytechnique,France,QS,2019
U003366,University of Washington,United States,QS,2019
U001623,Osaka University,Japan,QS,2019
U003556,Zhejiang University,China (Mainland),QS,2019
U000728,Georgia Institute of Technology,United States,QS,2019
U002925,University of Glasgow,United Kingdom,QS,2019
U002966,University of Illinois at Urbana-Champaign,United States,QS,2019
U001470,National Taiwan University (NTU),Taiwan,QS,2019
U002354,Universidad de Buenos Aires (UBA),Argentina,QS,2019
U000539,Durham University,United Kingdom,QS,2019
U001976,Sorbonne University,France,QS,2019
U002198,The University of Sheffield,United Kingdom,QS,2019
U002222,Tohoku University,Japan,QS,2019
U003394,University of Zurich,Switzerland,QS,2019
U002784,University of Birmingham,United Kingdom,QS,2019
U002858,University of Copenhagen,Denmark,QS,2019
U001183,KU Leuven,Belgium,QS,2019
U003133,University of Nottingham,United Kingdom,QS,2019
U001678,Pohang University of Science And Technology (POSTECH),South Korea,QS,2019
U003126,"University of North Carolina, Chapel Hill",United States,QS,2019
U002181,The University of Auckland,New Zealand,QS,2019
U001176,Korea University,South Korea,QS,2019
U001778,Rice University,United States,QS,2019
U002683,Universiti Malaya (UM),Malaysia,QS,2019
U002173,The Ohio State University,United States,QS,2019
U001252,Lomonosov Moscow State University,Russia,QS,2019
U002208,The University of Western Australia,Australia,QS,2019
U001269,Lund University,Sweden,QS,2019
U000298,Boston University,United States,QS,2019
U003017,University of Leeds,United Kingdom,QS,2019
U001658,Pennsylvania State University,United States,QS,2019
U003252,University of Southampton,United Kingdom,QS,2019
U003258,University of St Andrews,United Kingdom,QS,2019
U003220,University of Science and Technology of China,China (Mainland),QS,2019
U000596,Eindhoven University of Technology,Netherlands,QS,2019
U001736,Purdue University,United States,QS,2019
U002040,Sungkyunkwan University(SKKU),South Korea,QS,2019
U002810,"University of California, Davis",United States,QS,2019
U003474,Washington University in St. Louis,United States,QS,2019
U001181,KTH Royal Institute of Technology ,Sweden,QS,2019
U002258,"Trinity College Dublin, The University of Dublin",Ireland,QS,2019
U002159,The Hong Kong Polytechnic University,Hong Kong SAR,QS,2019
U003539,Yonsei University,South Korea,QS,2019
U002919,University of Geneva,Switzerland,QS,2019
U002738,University of Alberta,Canada,QS,2019
U002949,University of Helsinki,Finland,QS,2019
U001403,Nagoya University,Japan,QS,2019
U002101,Technical University of Denmark,Denmark,QS,2019
U002437,Universidad Nacional Autónoma de México  (UNAM),Mexico,QS,2019
U002176,The University of Adelaide,Australia,QS,2019
U003253,University of Southern California,United States,QS,2019
U001148,"KIT, Karlsruhe Institute of Technology",Germany,QS,2019
U003403,Uppsala University,Sweden,QS,2019
U002492,Universidade de São Paulo,Brazil,QS,2019
U001751,Queen Mary University of London,United Kingdom,QS,2019
U002933,University of Groningen,Netherlands,QS,2019
U000849,Humboldt-Universität zu Berlin,Germany,QS,2019
U001233,Leiden University,Netherlands,QS,2019
U001417,Nanjing University,China (Mainland),QS,2019
U003419,Utrecht University,Netherlands,QS,2019
U003466,Wageningen University & Research,Netherlands,QS,2019
U001209,Kyushu University,Japan,QS,2019
U003056,"University of Maryland, College Park",United States,QS,2019
U000379,Chalmers University of Technology,Sweden,QS,2019
U000831,Hokkaido University,Japan,QS,2019
U000695,Freie Universitaet Berlin,Germany,QS,2019
U001219,Lancaster University,United Kingdom,QS,2019
U001701,Pontificia Universidad Católica de Chile (UC),Chile,QS,2019
U002817,"University of California, Santa Barbara (UCSB)",United States,QS,2019
U003387,University of York,United Kingdom,QS,2019
U003142,University of Oslo,Norway,QS,2019
U003170,University of Pittsburgh,United States,QS,2019
U000368,CentraleSupélec,France,QS,2019
U000734,Ghent University,Belgium,QS,2019
U002780,University of Bern,Switzerland,QS,2019
U000002,Aalto University,Finland,QS,2019
U000003,Aarhus University,Denmark,QS,2019
U001345,Michigan State University,United States,QS,2019
U001520,Newcastle University,United Kingdom,QS,2019
U001818,RWTH Aachen University,Germany,QS,2019
U000343,Cardiff University,United Kingdom,QS,2019
U001317,McMaster University,Canada,QS,2019
U002112,Technische Universität Berlin (TU Berlin),Germany,QS,2019
U000601,Emory University,United States,QS,2019
U002627,Université de Montréal ,Canada,QS,2019
U003016,University of Lausanne,Switzerland,QS,2019
U000793,Hanyang University,South Korea,QS,2019
U000572,École Normale Supérieure de Lyon,France,QS,2019
U002157,The Hebrew University of Jerusalem,Israel,QS,2019
U002186,The University of Exeter,United Kingdom,QS,2019
U001680,Politecnico di Milano,Italy,QS,2019
U003078,University of Minnesota Twin Cities,United States,QS,2019
U002768,University of Bath,United Kingdom,QS,2019
U002320,Universidad Autónoma de Madrid,Spain,QS,2019
U002766,University of Basel,Switzerland,QS,2019
U003285,University of Technology Sydney,Australia,QS,2019
U000891,Indian Institute of Technology Bombay (IITB),India,QS,2019
U001477,National Tsing Hua University,Taiwan,QS,2019
U003367,University of Waterloo,Canada,QS,2019
U003029,University of Liverpool,United Kingdom,QS,2019
U002610,Université catholique de Louvain (UCLouvain),Belgium,QS,2019
U002583,Universitat de Barcelona,Spain,QS,2019
U001859,Sant'Anna - Scuola Universitaria Superiore Pisa,Italy,QS,2019
U000550,Eberhard Karls Universität Tübingen,Germany,QS,2019
U002811,"University of California, Irvine",United States,QS,2019
U000886,Indian Institute of Science,India,QS,2019
U002779,University of Bergen,Norway,QS,2019
U000892,Indian Institute of Technology Delhi (IITD),India,QS,2019
U002726,University of Aberdeen,United Kingdom,QS,2019
U003338,University of Twente,Netherlands,QS,2019
U001878,Scuola Normale Superiore,Italy,QS,2019
U003356,University of Vienna,Austria,QS,2019
U003144,University of Otago,New Zealand,QS,2019
U002123,Tecnológico de Monterrey,Mexico,QS,2019
U000606,Erasmus University Rotterdam ,Netherlands,QS,2019
U001753,Queen's University Belfast,United Kingdom,QS,2019
U000103,Alma Mater Studiorum - University of Bologna,Italy,QS,2019
U002906,University of Florida,United States,QS,2019
U000493,Dartmouth College,United States,QS,2019
U002681,Universiti Kebangsaan Malaysia (UKM),Malaysia,QS,2019
U003192,University of Rochester,United States,QS,2019
U000347,Case Western Reserve University,United States,QS,2019
U000094,Albert-Ludwigs-Universitaet Freiburg,Germany,QS,2019
U003463,Vrije Universiteit Brussel (VUB),Belgium,QS,2019
U001130,King Fahd University of Petroleum & Minerals,Saudi Arabia,QS,2019
U002851,University of Colorado Boulder,United States,QS,2019
U002114,Technische Universität Dresden,Germany,QS,2019
U003358,University of Virginia,United States,QS,2019
U002581,Universitat Autònoma de Barcelona,Spain,QS,2019
U002719,University College Dublin,Ireland,QS,2019
U003186,University of Reading,United Kingdom,QS,2019
U003429,Vanderbilt University,United States,QS,2019
U002928,University of Göttingen,Germany,QS,2019
U001099,Keio University,Japan,QS,2019
U002117,Technische Universität Wien,Austria,QS,2019
U002025,Stockholm University,Sweden,QS,2019
U002827,University of Cape Town,South Africa,QS,2019
U002692,Universiti Putra Malaysia (UPM),Malaysia,QS,2019
U002139,Texas A&M University,United States,QS,2019
U001758,Radboud University ,Netherlands,QS,2019
U002498,Universidade Estadual de Campinas (Unicamp),Brazil,QS,2019
U000456,Complutense University of Madrid,Spain,QS,2019
U002694,Universiti Sains Malaysia (USM),Malaysia,QS,2019
U001439,National Chiao Tung University,Taiwan,QS,2019
U002359,Universidad de Chile,Chile,QS,2019
U003472,Waseda University,Japan,QS,2019
U001276,Maastricht University ,Netherlands,QS,2019
U000162,Arizona State University,United States,QS,2019
U003132,University of Notre Dame,United States,QS,2019
U002965,University of Illinois at Chicago (UIC),United States,QS,2019
U002194,"The University of Newcastle, Australia (UON)",Australia,QS,2019
U003490,Western University,Canada,QS,2019
U001861,Sapienza University of Rome,Italy,QS,2019
U001261,Loughborough University,United Kingdom,QS,2019
U003378,University of Wollongong,Australia,QS,2019
U000067,Al-Farabi Kazakh National University,Kazakhstan,QS,2019
U001877,Sciences Po ,France,QS,2019
U003439,Victoria University of Wellington,New Zealand,QS,2019
U002588,Universität Hamburg,Germany,QS,2019
U002750,University of Antwerp,Belgium,QS,2019
U003018,University of Leicester,United Kingdom,QS,2019
U000727,Georgetown University,United States,QS,2019
U003269,University of Sussex,United Kingdom,QS,2019
U002698,Universiti Teknologi Malaysia ,Malaysia,QS,2019
U002808,University of Calgary,Canada,QS,2019
U002129,Tel Aviv University,Israel,QS,2019
U001126,King Abdulaziz University (KAU),Saudi Arabia,QS,2019
U002824,University of Canterbury,New Zealand,QS,2019
U003462,Vrije Universiteit Amsterdam,Netherlands,QS,2019
U001436,National Cheng Kung University (NCKU),Taiwan,QS,2019
U001834,Saint Petersburg State University,Russia,QS,2019
U001801,Royal Holloway University of London,United Kingdom,QS,2019
U000117,American University of Beirut (AUB),Lebanon,QS,2019
U002267,Tufts University,United States,QS,2019
U001752,Queen's University at Kingston,Canada,QS,2019
U002655,Universite libre de Bruxelles,Belgium,QS,2019
U002668,Université Paris-Saclay,France,QS,2019
U003108,University of Navarra,Spain,QS,2019
U003071,University of Miami,United States,QS,2019
U001574,Novosibirsk State University,Russia,QS,2019
U001756,Queensland University of Technology (QUT),Australia,QS,2019
U002180,The University of Arizona,United States,QS,2019
U002110,Technion - Israel Institute of Technology,Israel,QS,2019
U003268,University of Surrey,United Kingdom,QS,2019
U002556,Università di Padova,Italy,QS,2019
U000473,Curtin University,Australia,QS,2019
U001279,Macquarie University,Australia,QS,2019
U001785,RMIT University,Australia,QS,2019
U002100,Technical University of Darmstadt,Germany,QS,2019
U002331,Universidad Carlos III de Madrid (UC3M),Spain,QS,2019
U001776,Rheinische Friedrich-Wilhelms-Universität Bonn,Germany,QS,2019
U001141,King Saud University,Saudi Arabia,QS,2019
U001471,National Taiwan University of Science and Technology (Taiwan Tech),Taiwan,QS,2019
U003507,Wuhan University,China (Mainland),QS,2019
U003059,University of Massachusetts Amherst,United States,QS,2019
U001487,National University of Ireland Galway,Ireland,QS,2019
U002606,Universität Stuttgart,Germany,QS,2019
U003330,University of Tsukuba,Japan,QS,2019
U000556,Ecole des Ponts ParisTech,France,QS,2019
U000900,Indian Institute of Technology Madras (IITM),India,QS,2019
U001206,Kyung Hee University,South Korea,QS,2019
U001950,Simon Fraser University,Canada,QS,2019
U003242,University of South Australia,Australia,QS,2019
U003263,University of Strathclyde,United Kingdom,QS,2019
U002883,University of East Anglia (UEA),United Kingdom,QS,2019
U002927,University of Gothenburg,Sweden,QS,2019
U000424,Chulalongkorn University,Thailand,QS,2019
U002378,Universidad de los Andes,Colombia,QS,2019
U002882, University of Dundee,United Kingdom,QS,2019
U003359,University of Waikato,New Zealand,QS,2019
U002441,Universidad Nacional de Colombia,Colombia,QS,2019
U002597,Universitat Politècnica de Catalunya · BarcelonaTech (UPC),Spain,QS,2019
U000834,Hong Kong Baptist University,Hong Kong SAR,QS,2019
U002242,Tomsk State University,Russia,QS,2019
U000485,Dalhousie University,Canada,QS,2019
U001538,North Carolina State University,United States,QS,2019
U000744,Goethe-University Frankfurt am Main,Germany,QS,2019
U002590,Universität Innsbruck,Austria,QS,2019
U000898,Indian Institute of Technology Kanpur (IITK),India,QS,2019
U001816,Rutgers University–New Brunswick,United States,QS,2019
U000795,Harbin Institute of Technology,China (Mainland),QS,2019
U003336,University of Turku,Finland,QS,2019
U003280,University of Tasmania,Australia,QS,2019
U001959,SOAS University of London ,United Kingdom,QS,2019
U002649,Université Grenoble Alpes,France,QS,2019
U003145,University of Ottawa,Canada,QS,2019
U002245,Tongji University,China (Mainland),QS,2019
U000250,Beijing Normal University ,China (Mainland),QS,2019
U001508,National Yang Ming University,Taiwan,QS,2019
U002566,Universitas Indonesia,Indonesia,QS,2019
U000899,Indian Institute of Technology Kharagpur (IIT-KGP),India,QS,2019
U002039,Sun Yat-sen University,China (Mainland),QS,2019
U002643,Université Diderot  Paris 7,France,QS,2019
U002599,Universitat Pompeu Fabra (Barcelona),Spain,QS,2019
U000239,Bauman Moscow State Technical University,Russia,QS,2019
U000696,Friedrich-Alexander-Universität Erlangen-Nürnberg,Germany,QS,2019
U002663,Université Paris 1 Panthéon-Sorbonne,France,QS,2019
U000812,Heriot-Watt University,United Kingdom,QS,2019
U001240,Linköping University,Sweden,QS,2019
U002945,University of Hawaiʻi at Mānoa,United States,QS,2019
U000602,ENS Paris-Saclay,France,QS,2019
U000282,"Birkbeck, University of London",United Kingdom,QS,2019
U002849,University of Cologne,Germany,QS,2019
U001468,National Taiwan Normal University,Taiwan,QS,2019
U000497,Deakin University,Australia,QS,2019
U002598,Universitat Politècnica de València,Spain,QS,2019
U003532,Yeshiva University,United States,QS,2019
U001378,Moscow Institute of Physics and Technology (MIPT / Moscow Phystech),Russia,QS,2019
U002710,University at Buffalo SUNY,United States,QS,2019
U003512,Xi’an Jiaotong University,China (Mainland),QS,2019
U000778,Gwangju Institute of Science and Technology (GIST),South Korea,QS,2019
U001108,Khalifa University of Science and Technology,United Arab Emirates,QS,2019
U000391,Charles University,Czech Republic,QS,2019
U001237,Lincoln University ,New Zealand,QS,2019
U000632,Ewha Womans University,South Korea,QS,2019
U002215,Tilburg University,Netherlands,QS,2019
U000823,Hiroshima University,Japan,QS,2019
U003279,University of Tartu,Estonia,QS,2019
U000909,Indiana University Bloomington,United States,QS,2019
U002680,Universiti Brunei Darussalam (UBD),Brunei,QS,2019
U003073,University of Milan,Italy,QS,2019
U001547,Northeastern University,United States,QS,2019
U002592,Universität Jena,Germany,QS,2019
U003175,University of Porto,Portugal,QS,2019
U000760,Griffith University,Australia,QS,2019
U001458,National Research Nuclear University MEPhI (Moscow Engineering Physics Institute),Russia,QS,2019
U003492,Westfälische Wilhelms-Universität Münster ,Germany,QS,2019
U000312,Brunel University London,United Kingdom,QS,2019
U001312,Massey University,New Zealand,QS,2019
U001742,Qatar University,Qatar,QS,2019
U003399,University Ulm,Germany,QS,2019
U002818,"University of California, Santa Cruz",United States,QS,2019
U002983,University of Jyväskylä,Finland,QS,2019
U001421,Nankai University,China (Mainland),QS,2019
U002296,Umea University,Sweden,QS,2019
U002595,Universität Mannheim,Germany,QS,2019
U002718,University College Cork,Ireland,QS,2019
U003449,Virginia Polytechnic Institute and State University,United States,QS,2019
U000001,Aalborg University,Denmark,QS,2019
U000840,HSE University,Russia,QS,2019
U000726,George Washington University,United States,QS,2019
U001772,Rensselaer Polytechnic Institute,United States,QS,2019
U003343,University of Utah,United States,QS,2019
U002637,Université de Strasbourg,France,QS,2019
U002027,"Stony Brook University, State University of New York",United States,QS,2019
U002303,United Arab Emirates University,United Arab Emirates,QS,2019
U000434,"City, University of London",United Kingdom,QS,2019
U001156,Kobe University,Japan,QS,2019
U002229,Tokyo Medical and Dental University (TMDU),Japan,QS,2019
U000258,Belarusian State University,Belarus,QS,2019
U001340,MGIMO University,Russia,QS,2019
U000620,"Essex, University of",United Kingdom,QS,2019
U002990,University of Kent,United Kingdom,QS,2019
U003028,University of Lisbon ,Portugal,QS,2019
U000225,Bandung Institute of Technology (ITB),Indonesia,QS,2019
U003355,University of Victoria (UVic),Canada,QS,2019
U002532,Universidade Federal do Rio de Janeiro,Brazil,QS,2019
U002062,Taipei Medical University (TMU),Taiwan,QS,2019
U001564,Norwegian University of Science And Technology,Norway,QS,2019
U001630,Oxford Brookes University,United Kingdom,QS,2019
U000756,Graz University of Technology,Austria,QS,2019
U002070,Tampere University of Technology ,Finland,QS,2019
U002310,Universidad Austral,Argentina,QS,2019
U002986,University of Kansas,United States,QS,2019
U001003,James Cook University,Australia,QS,2019
U001700,Pontificia Universidad Católica Argentina,Argentina,QS,2019
U003329,University of Tromsø The Arctic University of Norway,Norway,QS,2019
U001805,Ruhr-Universität Bochum,Germany,QS,2019
U001460,National Research Tomsk Polytechnic University,Russia,QS,2019
U002856,University of Connecticut,United States,QS,2019
U003259,University of St.Gallen (HSG),Switzerland,QS,2019
U000121,American University of Sharjah,United Arab Emirates,QS,2019
U000297,Boston College,United States,QS,2019
U003146,University of Oulu,Finland,QS,2019
U003254,University of Southern Denmark (SDU),Denmark,QS,2019
U001286,Mahidol University,Thailand,QS,2019
U000178,Aston University,United Kingdom,QS,2019
U000903,Indian Institute of Technology Roorkee (IITR),India,QS,2019
U003377,University of Witwatersrand,South Africa,QS,2019
U002353,Universidad de Belgrano,Argentina,QS,2019
U002814,"University of California, Riverside",United States,QS,2019
U003308,University of the Philippines,Philippines,QS,2019
U000846,HUFS - Hankuk (Korea) University of Foreign Studies ,South Korea,QS,2019
U001681,Politecnico di Torino,Italy,QS,2019
U002050,Swinburne University of Technology,Australia,QS,2019
U003468,Wake Forest University,United States,QS,2019
U000714,Gadjah Mada University,Indonesia,QS,2019
U002622,Université de Liège,Belgium,QS,2019
U003473,Washington State University,United States,QS,2019
U001210,L.N. Gumilyov Eurasian National University (ENU),Kazakhstan,QS,2019
U003364,University of Warsaw ,Poland,QS,2019
U000745,"Goldsmiths, University of London",United Kingdom,QS,2019
U000425,Chung-Ang University (CAU),South Korea,QS,2019
U001212,La Trobe University,Australia,QS,2019
U001633,Pakistan Institute of Engineering and Applied Sciences (PIEAS),Pakistan,QS,2019
U002593,Universität Konstanz,Germany,QS,2019
U002853,"University of Colorado, Denver ",United States,QS,2019
U002654,Université Laval,Canada,QS,2019
U001464,National Sun Yat-sen University,Taiwan,QS,2019
U001664,Peter the Great St. Petersburg Polytechnic University,Russia,QS,2019
U002022,Stellenbosch University,South Africa,QS,2019
U002540,Universidade Nova de Lisboa,Portugal,QS,2019
U000262,Ben-Gurion University of The Negev,Israel,QS,2019
U001034,Johannes Gutenberg Universität Mainz,Germany,QS,2019
U002418,Universidad Externado de Colombia ,Colombia,QS,2019
U002847,University of Coimbra,Portugal,QS,2019
U001001,Jagiellonian University,Poland,QS,2019
U002269,Tulane University,United States,QS,2019
U002402,Universidad de Zaragoza,Spain,QS,2019
U003405,Ural Federal University - UrFU,Russia,QS,2019
U000844,Huazhong University of Science and Technology,China (Mainland),QS,2019
U001434,National Central University,Taiwan,QS,2019
U001499,National University of Sciences And Technology (NUST) Islamabad,Pakistan,QS,2019
U003261,University of Stirling,United Kingdom,QS,2019
U002201,"The University of Tennessee, Knoxville",United States,QS,2019
U002146,The American University in Cairo,Egypt,QS,2019
U002386,Universidad de Palermo (UP),Argentina,QS,2019
U000533,Dublin City University,Ireland,QS,2019
U001918,Shanghai University,China (Mainland),QS,2019
U003169,University of Pisa,Italy,QS,2019
U002626,Université de Montpellier,France,QS,2019
U000868,Illinois Institute of Technology,United States,QS,2019
U003326,University of Trento,Italy,QS,2019
U003293,University of Texas Dallas,United States,QS,2019
U000305,Brandeis University,United States,QS,2019
U000381,Chang Gung University,Taiwan,QS,2019
U002187,The University of Georgia,United States,QS,2019
U000012,Aberystwyth University,United Kingdom,QS,2019
U000523,Dongguk University ,South Korea,QS,2019
U001921,Sharif University of Technology,"Iran, Islamic Republic of",QS,2019
U000229,Bangor University,United Kingdom,QS,2019
U001962,Sogang University,South Korea,QS,2019
U002047,Swansea University,United Kingdom,QS,2019
U002974,University of Iowa,United States,QS,2019
U001093,Kazan (Volga region) Federal University,Russia,QS,2019
U002870,University of Delaware,United States,QS,2019
U003476,Wayne State University,United States,QS,2019
U002697,Universiti Teknologi Brunei,Brunei,QS,2019
U000296,Bond University,Australia,QS,2019
U002213,Tianjin University,China (Mainland),QS,2019
U003038,University of Macau,Macau SAR,QS,2019
U001473,National Technical University of Athens,Greece,QS,2019
U001804,RUDN University,Russia,QS,2019
U001133,King Khalid University,Saudi Arabia,QS,2019
U001157,Koç University,Turkey,QS,2019
U000449,Colorado State University,United States,QS,2019
U001612,Oregon State University,United States,QS,2019
U002037,Sultan Qaboos University,Oman,QS,2019
U000422,Christian-Albrechts-University zu Kiel,Germany,QS,2019
U000043,Aix-Marseille University,France,QS,2019
U003055,"University of Maryland, Baltimore County",United States,QS,2019
U000278,Bilkent University,Turkey,QS,2019
U000825,Hitotsubashi University,Japan,QS,2019
U001036,Johannes Kepler University Linz,Austria,QS,2019
U002151,The Catholic University of Korea ,South Korea,QS,2019
U003537,Yokohama City University,Japan,QS,2019
U000438,Clark University,United States,QS,2019
U002586,Universität des Saarlandes,Germany,QS,2019
U003217,University of Saskatchewan,Canada,QS,2019
