year,country,region,country_avg_rank,universities_ranked_count,best_university_rank,country_avg_overall_score,country_avg_academic_reputation,country_avg_citations,country_avg_international_ratio
2020,South Africa,Africa,646.04,13,195.0,34.36,34.42,34.76,130.1
2022,Germany,Europe,374.08,85,32.0,47.36,46.64,48.12,14.71
2022,Bangladesh,Asia,1040.0,5,900.5,28.07,26.57,26.83,1.03
2022,Hungary,Europe,865.46,14,276.0,31.85,31.94,32.0,9.76
2017,India,Asia,677.98,34,152.0,23.24,22.28,22.84,2.49
2020,Sweden,Europe,365.33,15,41.0,44.75,47.48,44.85,19.11
2022,"Iran, Islamic Republic Of",Asia,632.17,6,381.0,30.11,31.32,30.48,1.59
2021,Venezuela,Latin America,1011.86,7,775.5,34.57,37.85,33.07,272.49
2022,Turkey,Asia,1207.87,64,415.0,24.04,23.51,24.52,4.72
2022,Canada,North America,513.04,37,26.0,41.99,41.26,43.58,12.77
2018,Australia,Oceania,376.55,42,20.0,47.33,47.52,47.6,20.89
2019,Brazil,Latin America,871.82,53,118.0,25.65,25.98,26.01,134.5
2023,Malaysia,Asia,763.39,31,70.0,36.17,23.92,15.62,15.79
2023,Ecuador,Latin America,1291.0,13,732.0,21.87,9.48,4.62,11.07
2021,Cyprus,Europe,576.67,3,323.0,32.8,30.61,30.72,24.94
2021,Italy,Europe,582.46,71,137.0,39.3,37.57,39.62,46.21
2025,Nepal,Other,1672.0,2,1562.0,22.25,20.54,23.34,6.0
2019,Thailand,Asia,886.4,15,271.0,19.56,18.8,20.06,1.13
2021,Poland,Europe,958.44,26,321.0,26.11,25.82,27.08,455.28
2025,Sweden,Europe,345.36,14,49.0,49.81,43.41,51.82,15.42
2017,Egypt,Africa,708.25,10,365.0,20.29,21.83,20.14,2.6
2025,Romania,Europe,1407.93,29,785.5,26.66,17.1,15.35,13.1
2019,Singapore,Asia,174.33,3,11.0,68.93,73.48,69.77,16.09
2023,Puerto Rico,Latin America,1215.5,2,1110.0,26.71,15.4,11.05,15.36
2024,Serbia,Europe,1046.38,4,725.5,29.56,8.95,3.68,5.89
2026,Tunisia,Africa,1362.46,13,735.5,34.31,22.53,20.74,9.8
2025,Kazakhstan,Asia,874.6,22,163.0,45.19,17.05,2.84,22.84
2021,Egypt,Africa,913.11,23,411.0,26.77,26.3,27.84,1.74
2017,Tunisia,Africa,931.5,2,931.0,13.54,13.81,14.22,1.0
2017,Netherlands,Europe,143.86,14,57.0,56.61,60.2,61.69,28.51
2023,Portugal,Europe,746.62,16,274.0,32.35,27.42,34.64,19.32
2018,Norway,Europe,394.38,8,142.0,46.26,44.2,48.75,12.92
2019,Greece,Europe,707.5,9,446.0,29.75,30.12,29.34,3.03
2025,Syrian Arab Republic,Asia,1300.5,1,1300.5,14.12,6.1,1.2,6.0
2023,Switzerland,Europe,278.29,17,9.0,59.26,42.39,63.34,32.79
2018,Netherlands,Europe,149.86,14,54.0,56.67,58.65,57.53,27.85
2022,Costa Rica,Latin America,767.88,4,535.0,46.84,47.5,44.92,9.78
2025,Netherlands,Europe,171.79,14,49.0,52.48,46.23,62.86,28.88
2022,New Zealand,Oceania,293.1,10,85.0,40.63,38.05,40.81,21.15
2020,Czech Republic,Europe,864.89,18,291.0,22.77,23.0,22.7,8.66
2020,Austria,Europe,457.26,17,154.0,44.11,40.99,41.31,25.62
2026,Luxembourg,Europe,381.0,1,381.0,39.4,13.2,39.5,52.0
2024,Kazakhstan,Asia,896.36,22,230.0,44.97,15.58,3.05,20.67
2018,Ireland,Europe,364.96,12,88.0,43.55,45.1,41.83,21.4
2019,"Palestinian Territory, Occupied",Asia,900.5,1,900.5,28.4,26.98,32.71,4.63
2020,Australia,Oceania,361.65,42,29.0,45.89,44.51,47.2,20.46
2016,France,Europe,366.33,27,54.0,38.49,38.09,37.49,17.26
2018,Iran,Asia,839.92,13,333.0,21.16,23.45,21.53,0.85
2024,Greece,Europe,1039.66,16,347.0,27.11,19.76,29.48,3.62
2021,Russia,Europe,544.83,32,74.0,33.86,34.45,33.57,12.75
2022,Portugal,Europe,633.96,14,295.0,33.24,32.52,34.07,12.9
2024,Thailand,Asia,1141.31,21,211.0,25.23,21.27,11.38,4.2
2018,Iceland,Europe,336.0,2,241.0,43.54,50.28,41.45,8.0
2025,Bulgaria,Europe,1502.3,5,665.5,30.52,21.82,16.91,19.27
2021,Portugal,Europe,635.68,14,357.0,31.75,34.34,30.73,12.16
2024,Netherlands,Europe,166.43,14,47.0,52.41,45.71,66.7,29.05
2016,Slovenia,Europe,612.5,2,585.0,23.42,23.87,26.08,4.0
2026,Singapore,Asia,262.5,4,8.0,63.12,56.85,73.1,25.51
2020,Philippines,Asia,695.62,4,356.0,35.37,35.28,38.13,833.74
2020,Iran,Asia,934.53,34,380.0,24.82,25.85,24.32,1.38
2025,Slovenia,Europe,951.5,4,596.0,26.66,14.28,12.75,23.0
2019,Czech Republic,Europe,877.93,14,317.0,20.93,20.43,21.93,9.12
2019,Russian Federation,Europe,1067.11,18,528.0,17.35,17.26,17.08,10.39
2026,Brunei Darussalam,Asia,472.5,2,367.0,34.75,25.05,22.6,7.5
2025,Northern Cyprus,Not Classified,673.17,3,612.0,40.87,30.96,31.31,77.0
2020,Kazakhstan,Asia,639.95,10,207.0,41.65,40.6,37.85,2859.77
2017,Finland,Europe,343.9,10,91.0,42.72,41.69,42.44,7.83
2026,Zimbabwe,Other,1637.0,1,1637.0,25.09,24.53,26.49,1.0
2023,Zambia,Other,547.0,1,547.0,41.21,42.27,33.35,1.0
2024,Egypt,Africa,1049.02,31,371.0,31.43,22.92,17.32,4.13
2019,Kazakhstan,Asia,574.15,10,220.0,34.96,34.42,34.95,2860.12
2023,Slovakia,Europe,1068.12,8,664.0,24.9,9.12,8.49,13.21
2025,Saudi Arabia,Asia,749.06,35,101.0,41.47,26.14,24.8,13.12
2018,New Zealand,Oceania,247.72,9,82.0,45.09,46.81,44.84,21.34
2021,South Korea,Asia,580.02,40,37.0,36.1,36.69,35.26,6.14
2016,Italy,Europe,369.12,34,114.0,37.45,36.33,37.4,6.21
2017,Chile,Latin America,649.7,20,147.0,29.51,27.56,30.14,356.35
2017,Portugal,Europe,504.15,10,323.0,30.97,30.64,27.38,11.24
2018,Latvia,Europe,700.5,2,675.5,17.5,17.43,14.86,3.63
2022,Belarus,Europe,723.67,3,295.0,40.67,40.25,39.37,10.16
2022,Botswana,Other,1209.0,1,1209.0,22.22,28.3,26.46,4.0
2024,Ghana,Africa,1100.12,4,737.0,29.68,17.78,26.09,0.5
2016,Taiwan,Asia,578.75,24,167.0,25.8,25.83,25.74,5.96
2017,Ecuador,Latin America,701.0,2,701.0,28.5,26.16,27.47,1.32
2024,Taiwan,Asia,1067.02,49,69.0,28.18,22.92,20.35,8.19
2022,Ukraine,Europe,1104.86,14,515.5,29.59,28.82,30.62,8.6
2020,Bulgaria,Europe,980.75,2,775.5,31.01,29.37,36.83,7.29
2024,Philippines,Asia,755.7,5,404.0,24.82,18.56,2.18,4.92
2021,Lithuania,Europe,724.88,4,423.0,21.01,21.55,18.46,7.91
2019,Brunei,Asia,382.5,2,323.0,29.4,30.98,26.88,18.54
2024,Norway,Europe,527.31,8,117.0,40.27,28.27,39.25,14.17
2017,Iran,Asia,805.12,8,610.0,18.65,17.86,19.17,1.12
2024,Costa Rica,Latin America,1146.4,5,544.0,31.0,17.66,9.87,16.93
2024,Mexico,Americas,1213.51,45,93.0,28.81,15.69,6.69,13.89
2019,Poland,Europe,883.9,20,394.0,23.08,23.16,23.36,699.7
2019,Bulgaria,Europe,1004.25,2,900.5,22.29,19.27,21.07,6.79
2026,Ecuador,Latin America,1591.97,18,680.0,28.46,19.56,14.58,10.65
2021,Indonesia,Asia,860.16,16,254.0,30.74,32.52,30.42,316.3
2018,China,Asia,801.68,31,508.0,22.29,22.67,23.14,3.68
2022,Egypt,Africa,987.34,25,445.0,28.69,29.55,28.82,1.91
2020,Indonesia,Asia,803.29,14,296.0,31.97,33.1,32.04,433.11
2023,Vietnam,Asia,1197.71,7,832.0,29.85,13.41,10.78,3.89
2024,Peru,Latin America,1081.23,11,336.0,34.26,13.54,3.83,14.02
2019,Hong Kong Sar,Asia,167.79,7,25.0,65.39,63.04,62.58,37.15
2024,Bangladesh,Asia,1171.36,17,695.5,25.55,11.71,11.24,9.76
2017,New Zealand,Oceania,256.94,9,81.0,43.24,44.47,42.96,20.59
2019,Switzerland,Europe,208.25,14,7.0,58.89,61.02,57.46,28.21
2020,Iraq,Asia,923.88,4,725.5,28.37,30.02,26.22,1.08
2018,Chile,Latin America,753.41,23,137.0,27.51,26.17,27.54,310.08
2026,Belgium,Europe,374.09,11,60.0,49.61,40.93,51.76,20.19
2026,Nigeria,Africa,1551.42,25,1028.0,26.61,23.48,23.67,1.69
2017,Spain,Europe,513.36,43,160.0,34.32,32.85,34.48,124.15
2024,Algeria,Other,1717.7,23,1161.0,17.54,17.94,17.8,0.7
2026,Iraq,Asia,1516.04,26,745.5,23.95,18.92,13.9,1.06
2021,Bulgaria,Europe,958.75,2,625.5,38.4,33.83,44.08,7.29
2024,Jordan,Asia,942.68,11,498.0,36.33,15.0,9.49,17.73
2016,Belgium,Europe,211.0,7,35.0,50.18,45.84,51.9,19.0
2023,Hungary,Europe,898.5,14,236.0,32.52,16.46,9.78,17.11
2026,Oman,Asia,810.2,5,334.0,47.14,13.42,20.1,15.15
2026,New Zealand,Oceania,249.89,9,65.0,52.15,48.63,56.06,27.93
2019,Morocco,Africa,949.5,5,855.0,21.96,22.54,23.94,2.07
2020,Lebanon,Asia,667.88,8,244.0,41.73,41.32,40.77,10.36
2016,Colombia,Latin America,632.5,2,589.0,22.44,23.38,23.89,1.5
2020,Cuba,Latin America,855.75,2,505.5,40.39,41.26,43.19,2351.93
2017,Estonia,Europe,486.25,2,347.0,29.57,32.31,35.14,7.4
2020,Turkey,Asia,1034.76,37,413.0,23.24,24.15,23.77,3.78
2026,Bangladesh,Asia,1222.88,24,584.0,27.07,19.73,18.03,4.42
2018,Malaysia,Asia,494.15,13,114.0,36.21,33.66,35.83,91.37
2020,Malaysia,Asia,616.31,24,70.0,38.35,38.8,38.29,52.07
2017,Saudi Arabia,Asia,474.83,10,189.0,34.12,34.67,32.21,209.07
2017,United Arab Emirates,Asia,532.93,7,405.5,31.69,31.7,32.49,8.71
2024,Czech Republic,Europe,983.5,22,248.0,30.48,15.18,12.76,15.8
2024,Tunisia,Africa,1255.17,12,968.0,31.19,19.42,16.96,8.33
2024,Brazil,Latin America,1304.57,84,85.0,24.86,20.82,16.66,7.67
2024,Panama,Americas,1138.0,2,975.5,40.25,7.65,1.1,24.31
2017,Japan,Asia,636.46,73,34.0,26.91,26.46,26.67,49.14
2026,Sweden,Europe,329.54,13,55.0,55.66,52.01,53.18,14.92
2021,Northern Cyprus,Not Classified,975.0,1,975.0,25.76,30.63,24.83,81.0
2017,Sweden,Europe,200.67,14,28.0,44.33,43.57,46.0,19.96
2019,South Africa,Africa,630.92,13,200.0,32.21,31.41,32.55,130.27
2020,Belarus,Europe,625.75,2,351.0,33.25,30.36,32.3,12.98
2023,Egypt,Africa,981.14,29,418.0,31.27,22.21,17.52,4.22
2021,Latvia,Europe,981.38,4,725.5,27.75,25.24,27.1,2.33
2022,Finland,Europe,393.0,11,104.0,40.6,39.46,38.52,7.81
2021,Kazakhstan,Asia,702.58,13,165.0,40.31,38.87,40.28,2088.82
2023,Lithuania,Europe,820.0,6,401.0,27.79,15.67,10.24,14.39
2022,Chile,Latin America,1053.97,36,135.0,31.4,31.29,30.89,198.9
2026,Denmark,Europe,237.83,6,101.0,56.19,49.09,65.69,18.0
2026,Kyrgyzstan,Asia,1120.5,5,925.5,48.86,14.64,1.7,24.83
2025,Israel,Asia,592.64,11,209.0,38.69,30.58,42.07,11.67
2025,Philippines,Asia,992.67,7,336.0,20.71,19.31,7.44,4.43
2026,South Africa,Africa,773.03,16,150.0,39.99,26.92,35.4,8.78
2023,Lebanon,Asia,685.56,9,252.0,47.54,12.74,6.7,21.04
2023,South Africa,Africa,790.29,17,238.0,33.23,24.52,29.01,7.38
2023,Nigeria,Africa,1192.33,12,478.0,25.42,25.61,24.08,0.25
2022,Sri Lanka,Asia,1100.5,2,1100.5,36.09,30.31,35.72,0.56
2026,Philippines,Asia,1052.0,8,362.0,26.66,27.65,8.13,6.39
2018,United Arab Emirates,Asia,531.07,7,330.0,32.69,36.3,34.15,9.77
2017,Israel,Asia,361.11,10,148.0,36.54,40.97,38.8,412.94
2019,Lithuania,Europe,687.38,4,488.0,29.51,27.68,23.14,8.53
2025,Cuba,Americas,1118.38,5,695.5,37.17,11.75,6.47,14.76
2026,Serbia,Europe,1033.0,2,765.5,29.29,18.05,8.5,6.0
2024,Uganda,Africa,975.5,1,975.5,33.31,10.2,4.6,3.0
2020,Panama,Latin America,900.5,1,900.5,35.5,41.4,36.92,4864.53
2016,China,Asia,546.14,37,42.0,28.38,28.63,29.02,4.57
2024,Belgium,Europe,321.5,13,61.0,45.81,36.98,46.52,19.91
2019,Norway,Europe,339.43,8,135.0,43.38,43.33,46.74,13.1
2016,Japan,Asia,581.46,41,43.0,26.22,26.88,26.63,5.34
2025,New Zealand,Oceania,277.5,10,65.0,44.48,41.11,48.34,26.78
2026,Venezuela,Latin America,2040.5,2,1977.0,16.82,12.25,14.6,1.0
2016,Austria,Europe,319.0,7,144.0,40.78,41.95,44.68,22.43
2019,Belgium,Europe,257.29,12,81.0,47.26,46.15,45.04,19.7
2024,Israel,Asia,564.41,11,215.0,36.36,28.69,42.99,11.57
2024,South Africa,Africa,664.6,15,173.0,40.16,22.2,26.86,9.74
2021,Romania,Europe,1160.0,17,764.0,21.97,23.01,21.93,8.19
2016,South Africa,Africa,418.67,6,122.0,35.56,37.58,36.46,9.67
2016,Saudi Arabia,Asia,459.33,3,278.0,31.89,32.15,31.92,15.33
2021,Panama,Latin America,950.75,2,900.5,37.7,36.24,34.95,2433.67
2022,Algeria,Other,1394.0,11,518.0,18.87,19.04,17.95,0.91
2020,Uruguay,Latin America,695.75,2,491.0,29.9,27.37,29.89,3.25
2021,Norway,Europe,361.14,8,113.0,43.4,44.76,41.72,13.14
2019,Costa Rica,Latin America,756.2,5,505.5,36.89,36.25,37.12,8.87
2021,Lebanon,Asia,631.94,9,220.0,44.6,44.91,44.8,9.16
2026,Czechia,Europe,1055.02,25,265.0,34.36,21.19,18.6,18.35
2026,Jordan,Asia,943.43,23,324.0,38.94,22.8,17.82,20.04
2025,Uganda,Africa,925.5,1,925.5,27.41,11.0,4.5,2.0
2018,Poland,Europe,847.21,17,415.5,19.6,19.74,19.77,332.45
2021,Belgium,Europe,284.04,12,84.0,45.01,46.46,44.65,19.04
2019,Iraq,Asia,800.5,4,675.5,30.18,29.25,33.56,1.1
2019,Turkey,Asia,884.3,27,395.0,24.52,24.28,24.44,4.08
2018,Pakistan,Asia,876.07,15,435.5,22.45,22.76,24.1,676.6
2023,Venezuela,Americas,1129.5,8,729.0,38.3,14.1,3.29,17.69
2022,Kuwait,Asia,925.5,3,775.5,42.56,48.38,46.4,13.7
2022,Colombia,Latin America,965.52,28,236.0,33.83,32.94,34.73,199.74
2019,Finland,Europe,378.05,10,110.0,40.04,40.32,41.14,7.85
2020,Morocco,Africa,1090.4,5,796.0,20.19,19.24,21.7,2.4
2023,Bahrain,Asia,724.0,3,564.0,59.73,11.4,1.9,27.8
2025,Uruguay,Americas,803.0,4,665.5,61.65,17.35,1.25,24.71
2026,Croatia,Europe,1102.17,3,705.5,27.66,12.7,8.53,4.0
2022,Morocco,Africa,1239.71,7,918.0,22.34,24.53,24.01,2.29
2021,Peru,Latin America,887.38,8,432.0,33.36,32.94,35.05,4.93
2024,Hungary,Europe,933.96,13,299.0,33.28,15.81,10.82,16.77
2021,Jordan,Asia,789.67,9,403.0,36.92,35.82,39.22,12.14
2020,Belgium,Europe,263.71,12,80.0,47.45,49.01,45.4,19.48
2018,Venezuela,Latin America,863.19,8,675.5,23.93,26.32,26.08,236.91
2021,Saudi Arabia,Asia,616.14,15,143.0,33.99,33.78,35.19,12.53
2021,United Arab Emirates,Asia,533.81,8,211.0,41.72,41.18,42.51,4.99
2022,Malaysia,Asia,710.36,28,65.0,37.12,37.92,36.3,45.78
2020,Netherlands,Europe,159.79,14,50.0,51.68,51.3,51.82,26.07
2022,Ireland,Europe,385.32,11,101.0,41.92,40.83,42.34,19.58
2021,Hong Kong Sar,Asia,150.64,7,22.0,68.61,66.39,64.01,39.65
2019,Panama,Latin America,900.5,1,900.5,28.4,32.94,30.5,4864.53
2026,Lithuania,Europe,819.83,6,446.0,34.74,18.72,13.46,20.17
2026,Vietnam,Asia,1299.0,6,598.0,30.61,32.51,27.83,0.33
2022,Nigeria,Africa,1009.0,6,485.0,27.86,27.4,28.56,0.33
2026,Slovenia,Europe,920.75,4,535.0,30.07,20.04,16.91,26.75
2021,Bangladesh,Asia,900.5,2,900.5,20.01,20.15,19.84,0.11
2021,Argentina,Latin America,818.21,24,66.0,36.63,36.8,35.3,61.01
2020,Argentina,Latin America,758.42,19,74.0,35.45,33.07,35.75,74.74
2018,Turkey,Asia,787.5,27,360.0,24.98,25.34,25.46,3.59
2018,Jordan,Asia,736.6,5,482.0,31.51,33.42,32.49,13.24
2024,Singapore,Asia,252.0,4,8.0,56.25,52.3,68.28,24.83
2023,Greece,Europe,987.44,16,422.0,29.19,22.43,29.01,3.62
2019,Netherlands,Europe,153.0,14,52.0,52.42,51.3,52.41,27.4
2016,New Zealand,Oceania,389.71,7,172.0,36.6,33.46,36.33,24.0
2020,Thailand,Asia,941.33,18,247.0,21.59,22.01,22.19,2.32
2023,Ghana,Africa,978.33,3,368.0,31.76,26.89,22.63,0.67
2021,Bahrain,Asia,788.0,2,675.5,48.35,50.72,53.61,17.68
2017,Romania,Europe,711.0,6,683.0,22.01,22.55,22.5,4.22
2017,Switzerland,Europe,166.85,13,8.0,61.29,58.94,62.4,29.74
2017,Azerbaijan,Asia,701.0,3,701.0,28.5,28.83,24.07,5.89
2022,Greece,Europe,821.42,13,391.0,31.91,30.79,33.66,3.03
2021,Puerto Rico,Latin America,975.5,2,950.0,30.33,31.58,28.32,0.96
2019,Nigeria,Africa,914.67,3,737.0,22.41,24.8,22.34,0.67
2018,Ukraine,Europe,816.6,10,405.5,25.2,26.78,27.84,9.25
2022,Bahrain,Asia,748.0,2,595.5,55.0,61.0,49.44,17.68
2025,Bangladesh,Asia,1166.35,24,554.0,27.16,18.17,14.56,6.28
2021,Malta,Europe,900.5,1,900.5,31.4,33.62,39.41,8.06
2019,Ecuador,Latin America,842.17,3,725.5,33.03,30.76,34.57,1.2
2017,Hong Kong Sar,Asia,168.07,7,27.0,65.17,68.85,64.22,36.55
2018,Greece,Europe,638.38,8,405.5,35.78,36.35,34.88,3.21
2018,Hong Kong,Asia,93.67,3,40.0,65.74,61.44,76.95,32.67
2025,Thailand,Asia,1238.39,22,229.0,26.94,22.8,11.85,4.53
2023,Belgium,Europe,345.54,13,76.0,46.51,36.4,44.73,19.81
2016,India,Asia,578.88,17,281.0,25.53,25.27,24.91,1.41
2020,United Arab Emirates,Asia,534.28,9,268.0,41.26,46.1,39.31,7.43
2021,Austria,Europe,421.91,17,150.0,45.14,46.82,43.64,25.97
2025,Latvia,Europe,1174.5,5,725.5,32.36,14.42,9.93,18.65
2017,Russian Federation,Europe,787.1,10,389.0,19.8,21.27,20.49,8.9
2022,Puerto Rico,Latin America,1072.25,2,1044.0,29.99,31.65,27.3,0.46
2022,Philippines,Asia,706.38,4,399.0,38.81,36.49,37.71,833.87
2026,Norway,Europe,499.0,8,119.0,47.57,35.7,35.97,14.35
2022,Sweden,Europe,272.69,13,39.0,48.95,50.27,47.91,17.71
2021,South Africa,Africa,638.25,14,207.0,35.52,36.4,36.46,120.79
2017,Hungary,Europe,639.31,8,507.0,25.09,23.74,27.62,7.96
2023,Singapore,Asia,200.33,3,11.0,83.13,67.03,70.03,25.17
2018,Hungary,Europe,689.88,8,493.0,25.07,26.83,28.21,9.21
2022,Belgium,Europe,333.81,13,70.0,44.84,45.46,43.35,18.33
2016,Poland,Europe,681.14,7,507.0,20.2,19.84,21.72,2.57
2016,Hong Kong,Asia,176.67,6,44.0,53.88,55.93,56.06,29.17
2019,United Arab Emirates,Asia,549.61,9,313.0,37.11,35.57,33.71,8.02
2019,Indonesia,Asia,740.5,12,292.0,29.57,29.94,29.82,504.3
2016,Ireland,Europe,360.67,9,101.0,38.69,40.08,36.57,22.89
2020,"Iran, Islamic Republic Of",Asia,658.0,6,407.0,28.69,28.34,29.78,1.5
2021,Israel,Asia,518.5,11,177.0,32.81,34.1,32.26,377.95
2021,Finland,Europe,386.55,10,104.0,37.9,38.71,36.44,8.3
2022,Romania,Europe,1267.76,23,558.0,22.22,22.89,21.69,7.75
2017,Kenya,Africa,701.0,1,701.0,17.43,17.1,18.14,1.0
2026,Bahrain,Asia,719.5,4,464.0,42.45,25.37,16.99,31.86
2025,Qatar,Asia,152.5,2,122.0,52.0,21.35,74.1,27.09
2017,Uruguay,Latin America,663.25,2,625.5,32.35,34.43,35.12,3.25
2016,Spain,Europe,506.48,25,148.0,29.76,29.35,29.9,9.32
2021,Brunei,Asia,302.0,2,254.0,34.15,31.86,35.68,17.51
2025,Czech Republic,Europe,965.33,21,246.0,32.98,15.72,13.56,18.64
2024,Iraq,Asia,1391.65,13,975.5,20.83,13.82,13.7,0.08
2026,Morocco,Africa,1339.43,14,400.0,31.62,29.53,27.44,4.92
2026,Switzerland,Europe,428.7,15,7.0,55.11,43.78,56.61,32.76
2026,Iceland,Europe,720.5,2,582.0,33.32,22.71,29.2,9.5
2019,Estonia,Europe,615.67,3,321.0,29.11,31.03,27.85,9.86
2024,New Zealand,Oceania,268.4,10,68.0,43.76,38.2,45.75,26.03
2026,United Arab Emirates,Asia,460.42,13,177.0,41.0,26.87,33.99,36.58
2016,Malaysia,Asia,663.2,5,484.0,21.05,23.08,21.57,10.0
2017,Cuba,Latin America,701.0,1,701.0,28.5,37.56,32.91,4696.87
2024,United Arab Emirates,Asia,505.17,12,230.0,40.9,18.91,15.37,31.09
2025,Slovakia,Europe,1159.2,10,665.5,37.72,13.26,13.23,19.11
2017,Bulgaria,Europe,782.25,2,675.5,23.26,23.35,20.64,6.29
2025,Peru,Americas,1317.54,13,359.0,31.98,14.64,4.97,13.74
2021,Sweden,Europe,275.46,15,36.0,41.02,40.55,41.57,17.9
2019,Ireland,Europe,400.12,12,104.0,41.57,40.25,40.14,21.2
2026,Iran (Islamic Republic Of),Asia,693.23,11,322.0,35.56,12.14,70.15,7.0
2023,Uruguay,Latin America,615.5,4,452.0,41.6,15.52,1.32,27.96
2023,Latvia,Europe,1029.4,5,661.0,32.03,15.11,11.65,17.84
2025,Denmark,Europe,261.83,6,100.0,47.44,41.6,52.58,17.17
2022,Latvia,Europe,981.7,5,577.0,31.49,27.4,34.15,7.86
2021,Greece,Europe,785.15,10,477.0,31.13,31.31,29.89,3.06
2023,Norway,Europe,421.12,8,101.0,39.94,36.07,38.13,15.25
2022,"Palestinian Territory, Occupied",Asia,1134.0,3,1100.5,34.57,37.75,38.86,6.21
2025,Ghana,Africa,1157.5,4,875.5,30.54,18.87,16.09,0.5
2023,Tunisia,Africa,1304.64,11,797.0,25.03,17.24,15.19,6.79
2024,Ireland,Europe,380.3,10,81.0,43.12,34.43,29.07,24.34
2020,Poland,Europe,918.61,23,338.0,26.38,25.6,26.04,609.34
2022,Cuba,Latin America,905.12,4,505.5,47.11,51.07,46.82,1562.44
2020,Colombia,Latin America,773.5,20,234.0,31.5,33.05,30.39,277.93
2026,Kenya,Africa,1454.75,2,1100.5,23.89,16.97,13.61,3.5
2023,Algeria,Other,1497.0,13,439.0,18.86,20.05,18.67,0.92
2025,Georgia,Asia,1029.0,3,795.5,21.27,13.66,25.25,3.33
2026,Netherlands,Europe,159.0,14,47.0,62.53,55.29,72.84,31.25
2019,Romania,Europe,952.35,10,808.0,21.69,22.92,22.62,9.35
2025,Serbia,Europe,1109.25,4,735.5,31.8,8.73,3.75,8.98
2017,Qatar,Asia,393.0,1,393.0,30.6,31.4,32.01,26.99
2021,Iraq,Asia,994.0,6,900.5,27.31,28.92,27.6,0.73
2024,Venezuela,Americas,1096.0,8,582.0,37.5,14.45,3.56,21.97
2021,Tunisia,Africa,1254.33,6,1174.0,18.58,17.49,19.28,1.17
2025,Jamaica,Other,1489.0,1,1489.0,25.37,22.62,27.66,1.0
2020,New Zealand,Oceania,247.89,9,83.0,41.73,43.25,43.02,21.36
2019,Denmark,Europe,269.29,7,79.0,49.98,47.58,50.56,13.68
2020,Venezuela,Latin America,994.0,7,725.5,30.56,28.26,27.95,271.77
2025,Croatia,Europe,1139.25,4,655.5,29.85,8.25,3.92,8.65
2018,Nigeria,Africa,960.0,1,960.0,16.82,18.82,15.25,1.0
2020,Iceland,Europe,351.0,2,334.0,44.59,42.56,41.63,10.0
2016,Slovakia,Europe,682.5,2,680.0,20.13,21.87,21.12,6.0
2018,Cuba,Latin America,625.5,1,625.5,43.3,42.42,37.88,4696.87
2019,Malaysia,Asia,565.75,18,87.0,36.65,37.86,35.4,67.55
2019,Luxembourg,Europe,205.0,1,205.0,52.89,49.84,65.68,57.0
2023,New Zealand,Oceania,314.7,10,87.0,39.63,37.57,39.72,29.73
2022,Hong Kong Sar,Asia,155.21,7,22.0,70.4,74.48,73.02,40.91
2019,Uruguay,Latin America,718.0,2,535.5,42.9,46.11,49.09,3.25
2022,United Arab Emirates,Asia,558.25,10,183.0,48.39,50.6,53.26,6.99
2022,Switzerland,Europe,230.66,16,8.0,58.32,59.67,60.82,31.2
2026,Hungary,Europe,969.17,15,273.0,34.42,22.44,17.56,17.81
2024,Denmark,Europe,290.71,7,107.0,46.24,43.21,45.9,16.29
2016,Turkey,Asia,574.45,11,271.0,25.91,25.56,27.41,4.64
2022,Tunisia,Africa,1211.94,9,725.5,25.96,27.17,26.48,206.01
2020,Serbia,Europe,900.5,1,900.5,35.5,33.94,30.85,4.7
2018,Serbia,Europe,900.5,1,900.5,18.4,16.66,17.75,4.7
2016,Portugal,Europe,463.14,7,382.0,31.79,31.99,32.04,9.14
2022,Slovakia,Europe,987.88,8,625.5,24.1,24.11,23.79,4.34
2018,Azerbaijan,Asia,813.0,2,725.5,26.3,25.54,30.79,8.02
2020,Denmark,Europe,387.14,7,81.0,50.25,51.56,47.27,14.26
2026,Kuwait,Asia,758.0,3,563.0,39.26,20.9,8.33,18.36
2026,Ghana,Africa,1201.25,4,875.5,31.52,19.71,18.72,0.5
2026,Uzbekistan,Asia,1028.17,9,469.0,41.41,26.27,8.55,13.51
2016,Belarus,Europe,781.0,1,781.0,14.78,14.54,14.37,6.0
2025,Jordan,Asia,919.94,16,368.0,35.81,22.3,14.47,21.03
2022,Ecuador,Latin America,1223.95,10,775.5,23.79,25.6,25.86,3.3
2018,Uganda,Africa,900.5,1,900.5,36.81,37.86,37.36,7.34
2020,Hungary,Europe,749.22,9,457.0,28.8,29.03,28.05,9.97
2018,Czech Republic,Europe,803.5,14,314.0,20.71,18.95,20.33,8.67
2017,Luxembourg,Europe,179.0,1,179.0,52.16,37.2,35.75,55.0
2022,Uganda,Africa,1100.5,1,1100.5,32.21,38.14,24.78,8.39
2023,"Palestinian Territory, Occupied",Asia,1079.67,3,1010.0,39.48,4.37,2.1,20.19
2016,Canada,North America,289.76,25,19.0,45.13,44.11,45.58,15.08
2020,Norway,Europe,425.75,8,119.0,44.05,44.58,40.54,12.33
2022,Norway,Europe,380.75,8,102.0,40.71,39.59,42.1,10.29
2018,South Africa,Africa,586.83,12,191.0,32.23,35.18,35.11,141.39
2022,Serbia,Europe,1125.62,4,1100.5,30.66,32.41,35.36,3.35
