year,Rank,Name,Country,Overall,Teaching,Research Environment,Research Quality,Industry,International Outlook,rank_prefix
2024,Reporter,Arab American University,Palestine,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Arabian Gulf University,Bahrain,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Arab Open University,Kuwait,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Arkin University of Creative Arts and Design (ARUCAD),Northern Cyprus,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Armenian State Pedagogical University,Armenia,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Arts University Bournemouth,United Kingdom,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Arts University Plymouth,United Kingdom,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Arturo Prat University,Chile,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Asahi University,Japan,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Asfendiyarov Kazakh National Medical University,Kazakhstan,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Ashikaga University,Japan,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Ashur University,Iraq,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Atyrau University,Kazakhstan,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Audencia,France,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Austral University,Argentina,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Autonomous University of Chiapas,Mexico,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Azerbaijan State University of Economics,Azerbaijan,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Azerbaijan University of Architecture and Construction,Azerbaijan,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Babcock University,Nigeria,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,"Bacha Khan University, Charsadda",Pakistan,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Badr University in Cairo (BUC),Egypt,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Bakrie University,Indonesia,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,"Balochistan University of Information Technology, Engineering and Management Sciences (BUITEMS)",Pakistan,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Bandirma Onyedi Eylül University,Turkey,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Barawa International University,Somalia,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Bashkir State Medical University,Russian Federation,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Bath Spa University,United Kingdom,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Bayburt University,Turkey,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Baze University,Nigeria,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Belarusian State Medical University,Belarus,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Belarusian State University of Informatics and Radioelectronics,Belarus,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Bells University of Technology,Nigeria,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Benson Idahosa University,Nigeria,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Beykent University,Turkey,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Bilad Alrafidain University,Iraq,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Birmingham Newman University,United Kingdom,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Biruni University,Turkey,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Bishop Grosseteste University,United Kingdom,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Bohdan Khmelnytsky National University of Cherkasy,Ukraine,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Buckinghamshire New University,United Kingdom,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Bukhara Engineering Technological Institute,Uzbekistan,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Bukhara State Medical Institute,Uzbekistan,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Bukhara State University,Uzbekistan,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Bukkyo University,Japan,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Buriram Rajabhat University,Thailand,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Çağ University,Turkey,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Canadian International College - Cairo Campus of Cape Breton University Canada,Egypt,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Catholic University in Erbil,Iraq,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Catholic University of Ávila,Spain,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Caucasus International University,Georgia,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,CBS International Business School,Germany,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Cebu Technological University,Philippines,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,CECOS University of IT and Emerging Sciences,Pakistan,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Central European University,Austria,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Central Luzon State University,Philippines,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Central University of Europe,Georgia,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Centro de Estudios para la Calidad Educativa y la Investigación Científica (CECEIC),Mexico,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Centro Universitário Cesuca,Brazil,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Centurion University of Technology and Management,India,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,CETYS Universidad,Mexico,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Charisma University,Turks and Caicos Islands,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Chernihiv Polytechnic National University,Ukraine,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Chettinad Academy of Research and Education,India,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Chinhoyi University of Technology,Zimbabwe,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Chitkara University,India,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Cihan University – Erbil,Iraq,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Cihan University Sulaimaniya,Iraq,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,"City University of Science and Information Technology, Peshawar",Pakistan,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Civil Aviation Academy,Kazakhstan,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Conservatoire for Dance and Drama,United Kingdom,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Courtauld Institute of Art,United Kingdom,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Cranfield University,United Kingdom,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Cyprus Health and Social Sciences University,Northern Cyprus,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Daffodil International University (DIU),Bangladesh,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Daneshpajoohan Pishro Higher Education Institute,Iran,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Dawood University of Engineering and Technology,Pakistan,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Debre Tabor University,Ethiopia,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,"Delta State University, Abraka",Nigeria,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Delta University for Science and Technology,Egypt,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Denau Institute of Entrepreneurship and Pedagogy,Uzbekistan,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Dhaka International University,Bangladesh,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,DHA Suffa University,Pakistan,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Dhofar University,Oman,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Don Bosco University,India,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Donetsk National University of Economics and Trade named after Mykhailo Tuhan-Baranovsky (DonNUET),Ukraine,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Dovletmammet Azadi Turkmen National Institute of World Languages,Turkmenistan,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,"Dr D. Y. Patil Vidyapeeth, Pune",India,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Dr. M.G.R. Educational and Research Institute,India,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,D. Serikbayev East Kazakhstan Technical University,Kazakhstan,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Dulaty University,Kazakhstan,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,EAE Business School,Spain,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,EAN University,Colombia,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,École Nationale Polytechnique,Algeria,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,École Nationale Polytechnique d’Oran Maurice Audin,Algeria,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,École Nationale Supérieure Agronomique,Algeria,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Ecole Nationale Supérieure des Forêts (ENSF),Algeria,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,École Nationale Supérieure de Biotechnologie Taoufik Khaznadar (ENSB),Algeria,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,École Nationale Supérieure de Management Koléa,Algeria,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,École Nationale Supérieure des Sciences de la Mer et de l’Aménagement du Littoral (ENSSMAL),Algeria,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,École Nationale Supérieure d’Informatique (ESI),Algeria,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,École Nationale Supérieure Vétérinaire d’Alger,Algeria,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,École National Polytechnique de Constantine,Algeria,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,École Normale Supérieure de Béchar,Algeria,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,École Normale Supérieure de Bouzaréah,Algeria,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,École Normale Supérieure de Kouba,Algeria,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,École Normale Supérieure de Laghouat,Algeria,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,École Normale Supérieure d’Oran,Algeria,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,École Normale Supérieure El Katiba Assia Djebar Constantine (ENSC),Algeria,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,École Polytechnique d’Architecture et d’Urbanisme,Algeria,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,École Supérieure de Comptabilité et de Finances de Constantine,Algeria,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,École Supérieure en Informatique 8 Mai 1945 de Sidi-Bel-Abbès,Algeria,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,École Supérieure en Sciences Appliquées de Tlemcen,Algeria,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,École Supérieure en Sciences Biologiques d’Oran (ESSBO),Algeria,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,École Supérieure en Sciences et Technologies de l’Informatique et du Numérique (ESTIN),Algeria,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Edo State University Uzairue,Nigeria,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Edwin Clark University,Nigeria,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Effat University,Saudi Arabia,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Egerton University,Kenya,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Egyptian Russian University,Egypt,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Elizade University,Nigeria,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Emir Abdelkader University of Islamic Sciences,Algeria,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Escola Superior de Enfermagem do Porto (ESEP),Portugal,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Escuela Superior Politécnica de Chimborazo,Ecuador,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,ESIC University,Spain,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Eskişehir Technical University,Turkey,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,European University,Georgia,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,European University Cyprus,Cyprus,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,European University of Armenia,Armenia,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,European University of Tunis,Tunisia,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,"Evangel University, Akaeze",Nigeria,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Falmouth University,United Kingdom,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Federal University of Kashere,Nigeria,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Federal University of Latin American Integration (UNILA),Brazil,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Federal University of Paraí­ba (UFPB),Brazil,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,"Federal University of Petroleum Resources, Effurun",Nigeria,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,"Federal University of Technology, Minna",Nigeria,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,"Federal University of Technology, Owerri",Nigeria,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Fergana Medical Institute of Public Health,Uzbekistan,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Fergana Polytechnic Institute,Uzbekistan,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Fergana State University,Uzbekistan,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Finis Terrae University,Chile,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Forman Christian College,Pakistan,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Fountain University,Nigeria,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Francisk Skorina Gomel State University,Belarus,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Fukushima University,Japan,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Future University in Egypt,Egypt,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Gangadhar Meher University,India,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Gazipur Agricultural University,Bangladesh,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,General Sir John Kotelawala Defence University,Sri Lanka,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Ghulam Ishaq Khan Institute of Engineering Sciences and Technology,Pakistan,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Glasgow School of Art,United Kingdom,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Gomel State Medical University,Belarus,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Government College Women University Faisalabad,Pakistan,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,"Government College Women University, Sialkot",Pakistan,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Guildhall School of Music and Drama,United Kingdom,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Gulf College,Oman,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Gulf Medical University,United Arab Emirates,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Gulistan State University,Uzbekistan,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Hagoromo University of International Studies,Japan,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Hakuoh University,Japan,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Haliç University,Turkey,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Häme University of Applied Sciences,Finland,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Hanseo University,South Korea,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Harper Adams University,United Kingdom,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Hartpury University,United Kingdom,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Hawler Medical University,Iraq,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,"Higher National School of Renewable Energies, Environment & Sustainable Development",Algeria,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Higher School of Agronomy – Mostaganem (ESAM),Algeria,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Higher School of Management and Digital Economy (HSMDE),Algeria,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Higher School of Management – Tlemcen,Algeria,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Hilla University College,Iraq,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Hiroshima Institute of Technology,Japan,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Hiroshima International University,Japan,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Hiroshima Shudo University,Japan,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Hitotsubashi University,Japan,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Ho Chi Minh City Open University,Vietnam,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Hodeida University,Yemen,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Hokkaido University of Science,Japan,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Ho Technical University,Ghana,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Hryhorii Skovoroda University in Pereiaslav,Ukraine,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Humboldt State University,United States,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Hyogo University of Teacher Education,Japan,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Ibn Khaldoun University,Algeria,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,"ICFAI University, Dehradun",India,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,IFHE Hyderabad,India,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Ilma University,Pakistan,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Imam Alkadhim University College,Iraq,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,IMT Mines Alès,France,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,"Independent University, Bangladesh",Bangladesh,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Indira Gandhi Delhi Technical University for Women,India,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Information Technology University of the Punjab,Pakistan,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Innopolis University,Russian Federation,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Institute of Cancer Research,United Kingdom,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,"Institute of Engineering, Technical and Transport Communications of Turkmenistan",Turkmenistan,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Institute of International Relations of the Ministry of Foreign Affairs of Turkmenistan,Turkmenistan,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Institute of Telecommunications and Informatics of Turkmenistan,Turkmenistan,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Instituto Tecnológico Metropolitano,Colombia,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Institut Teknologi Nasional Bandung (ITENAS Bandung),Indonesia,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,International American University,United States,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,International Christian University,Japan,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,International Engineering and Technology University,Kazakhstan,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,International IT University,Kazakhstan,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,International University for the Humanities and Development,Turkmenistan,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,International University of Rabat,Morocco,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Inter-State School of Veterinary Sciences and Medicine,Senegal,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Ionian University,Greece,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Ion Mincu University of Architecture and Urbanism,Romania,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Iqra University,Pakistan,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Islamic University of Gaza,Palestine,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Islamic University of Madinah,Saudi Arabia,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Israel Technological University,Ecuador,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Isra University (Jordan),Jordan,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Istanbul Arel University,Turkey,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Istanbul Gelisim University,Turkey,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Istanbul Kültür University,Turkey,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Istanbul Okan University,Turkey,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,IUBAT – International University of Business Agriculture and Technology,Bangladesh,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Ivano Frankivsk National Technical University of Oil and Gas,Ukraine,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Jabir ibn Hayyan University for Medical and Pharmaceutical Sciences,Iraq,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Jadara University,Jordan,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Japan Advanced Institute of Science and Technology (JAIST),Japan,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Japan University of Economics,Japan,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Jashore University of Science and Technology,Bangladesh,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Jizzakh Polytechnic Institute,Uzbekistan,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Jizzakh State Pedagogical University,Uzbekistan,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,John von Neumann University,Hungary,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Kabarak University,Kenya,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Kabardino-Balkarian State University,Russian Federation,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Kadir Has University,Turkey,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Kamianets-Podіlskyi Ivan Ohiienko National University,Ukraine,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Karaganda Buketov University,Kazakhstan,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Karaganda University of Kazpotrebsoyuz,Kazakhstan,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Karakalpak State University,Uzbekistan,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Karshi Engineering Economics Institute,Uzbekistan,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Kazakh-British Technical University,Kazakhstan,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Kazakh National Women’s Teacher Training University,Kazakhstan,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Kazakhstan Medical University KSPH,Kazakhstan,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Kazan State Power Engineering University,Russian Federation,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Keisen University,Japan,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Kharkiv National Automobile and Highway University,Ukraine,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Kharkiv National University of Internal Affairs,Ukraine,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Kharkiv University of Humanities “People’s Ukrainian Academy”,Ukraine,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Khazar University,Azerbaijan,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Khemis Miliana University,Algeria,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Khulna University of Engineering and Technology (KUET),Bangladesh,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Khwaja Fareed University of Engineering and Information Technology,Pakistan,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Khyber Medical University,Pakistan,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Kimyo International University in Tashkent,Uzbekistan,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,King Abdullah University of Science and Technology (KAUST),Saudi Arabia,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,King Danylo University,Ukraine,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,King Edward Medical University,Pakistan,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Kinnaird College for Women,Pakistan,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Kitami Institute of Technology,Japan,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Knowledge University,Iraq,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Kobe Gakuin University,Japan,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Kocaeli Health and Technology University,Turkey,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Kohsar University Murree,Pakistan,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Ualikhanov University,Kazakhstan,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Kokugakuin University,Japan,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Konan University,Japan,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Konan Women’s University,Japan,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Koya University,Iraq,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,KPR Institute of Engineering and Technology,India,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Kumasi Technical University,Ghana,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Kursk State Medical University,Russian Federation,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Kütahya Health Sciences University,Turkey,n/a,n/a,n/a,n/a,n/a,n/a,
2024,Reporter,Kuwait College of Science and Technology (KCST),Kuwait,n/a,n/a,n/a,n/a,n/a,n/a,
