year,Rank,Name,Country,No. of FTE students,No. of students per staff,International students,Female:Male ratio,rank_prefix
2024,1201–1500,Soongsil University,South Korea,"15,808",18.6,12%,48 : 52,
2024,1201–1500,Southern Federal University,Russian Federation,"19,181",11.3,11%,54 : 46,
2024,1201–1500,South Valley University  (Egypt),Egypt,"61,914",33.0,1%,53 : 47,
2024,1201–1500,Southwest Petroleum University,China,"33,002",15.9,2%,34 : 66,
2024,1201–1500,Sri Venkateswara University,India,"7,276",15.0,0%,48 : 52,
2024,1201–1500,SRM Institute of Science and Technology,India,"49,683",15.5,2%,30 : 70,
2024,1201–1500,Ştefan cel Mare University of Suceava,Romania,"8,939",22.9,14%,59 : 41,
2024,1201–1500,St Marianna University School of Medicine,Japan,821,0.8,1%,44 : 56,
2024,1201–1500,St Petersburg Electrotechnical University (LETI),Russian Federation,"8,712",13.6,20%,31 : 69,
2024,1201–1500,Suranaree University of Technology,Thailand,"14,265",26.2,1%,54 : 46,
2024,1201–1500,Tamkang University,Taiwan,"23,600",22.5,7%,47 : 53,
2024,1201–1500,Technical University of Cluj-Napoca,Romania,"19,065",20.5,2%,37 : 63,
2024,1201–1500,Technical University of Crete,Greece,"6,935",33.2,4%,37 : 63,
2024,1201–1500,Technical University of Košice,Slovakia,"9,573",13.1,23%,27 : 73,
2024,1201–1500,Tezpur University,India,"4,447",15.3,1%,43 : 57,
2024,1201–1500,Thammasat University,Thailand,"30,488",11.4,1%,64 : 36,
2024,1201–1500,The British University in Egypt,Egypt,"10,648",14.8,3%,47 : 53,
2024,1201–1500,The Hashemite University,Jordan,"17,665",23.0,7%,63 : 37,
2024,1201–1500,The Jikei University School of Medicine,Japan,"1,095",0.9,0%,50 : 50,
2024,1201–1500,The John Paul II Catholic University of Lublin,Poland,"9,173",9.6,9%,65 : 35,
2024,1201–1500,"The University of Agriculture, Peshawar",Pakistan,"11,262",35.3,1%,9 : 91,
2024,1201–1500,The University of Electro-Communications,Japan,"4,659",15.5,5%,12 : 88,
2024,1201–1500,Thiagarajar College of Engineering,India,"4,378",18.3,0%,36 : 64,
2024,1201–1500,Toho University,Japan,"5,424",13.7,0%,53 : 47,
2024,1201–1500,Tokai University,Japan,"28,334",16.0,4%,27 : 73,
2024,1201–1500,Tokushima University,Japan,"7,482",9.7,2%,35 : 65,
2024,1201–1500,Tokyo University of Marine Science and Technology,Japan,"2,602",10.4,8%,33 : 67,
2024,1201–1500,Tokyo University of Science,Japan,"17,662",24.0,4%,25 : 75,
2024,1201–1500,Tomas Bata University in Zlín,Czechia,"9,642",20.1,11%,56 : 44,
2024,1201–1500,Transilvania University of Brașov,Romania,"20,075",20.4,1%,52 : 48,
2024,1201–1500,Tribhuvan University,Nepal,"482,541",30.9,0%,52 : 48,
2024,1201–1500,Tunghai University,Taiwan,"15,201",20.4,10%,55 : 45,
2024,1201–1500,Tzu Chi University,Taiwan,"3,050",8.9,8%,60 : 40,
2024,1201–1500,UNIR – International University of La Rioja,Spain,"35,499",36.0,37%,62 : 38,
2024,1201–1500,Unisinos University,Brazil,"12,990",24.3,0%,47 : 53,
2024,1201–1500,Universidad Católica San Antonio de Murcia (UCAM),Spain,"13,125",19.5,15%,53 : 47,
2024,1201–1500,Universidad de Cartagena,Colombia,"21,749",21.3,1%,59 : 41,
2024,1201–1500,Universidade do Estado do Rio de Janeiro (UERJ),Brazil,"22,879",9.4,0%,56 : 44,
2024,1201–1500,Universidade Eduardo Mondlane,Mozambique,"48,306",28.7,0%,41 : 59,
2024,1201–1500,Universidade Federal da Bahia,Brazil,"51,291",19.9,0%,41 : 59,
2024,1201–1500,Universidade Federal de Pernambuco,Brazil,"34,549",12.8,0%,51 : 49,
2024,1201–1500,Universidade Federal do ABC (UFABC),Brazil,"18,805",25.3,1%,37 : 63,
2024,1201–1500,Universidade Federal do Ceará (UFC),Brazil,"40,899",19.8,1%,44 : 56,
2024,1201–1500,Universidade Federal do Paraná (UFPR),Brazil,"39,031",15.6,1%,56 : 44,
2024,1201–1500,Universidade Lusófona,Portugal,"11,153",6.4,18%,54 : 46,
2024,1201–1500,Universidad Loyola,Spain,"3,481",12.1,4%,57 : 43,
2024,1201–1500,Universitas Airlangga,Indonesia,"28,816",7.2,3%,67 : 33,
2024,1201–1500,Universitas Gadjah Mada,Indonesia,"39,209",8.2,6%,56 : 44,
2024,1201–1500,Universitas Sebelas Maret,Indonesia,"27,580",16.9,2%,64 : 36,
2024,1201–1500,Universitas Syiah Kuala,Indonesia,"30,701",20.4,0%,62 : 38,
2024,1201–1500,Université de Skikda,Algeria,"32,675",29.4,0%,71 : 29,
2024,1201–1500,Université Hassan II de Casablanca,Morocco,"125,790",35.7,2%,54 : 46,
2024,1201–1500,Université Polytechnique Hauts-de-France,France,"13,422",27.9,12%,47 : 53,
2024,1201–1500,Université Saint-Joseph de Beyrouth,Lebanon,"7,941",10.9,7%,61 : 39,
2024,1201–1500,Université Sorbonne Nouvelle,France,"16,357",23.7,26%,77 : 23,
2024,1201–1500,Universiti Malaysia Perlis,Malaysia,"10,836",13.6,3%,47 : 53,
2024,1201–1500,Universiti Sultan Zainal Abidin,Malaysia,"12,271",17.7,7%,67 : 33,
2024,1201–1500,Universiti Teknikal Malaysia Melaka,Malaysia,"11,730",16.1,6%,38 : 62,
2024,1201–1500,Universiti Tun Hussein Onn Malaysia (UTHM),Malaysia,"16,137",16.6,6%,46 : 54,
2024,1201–1500,University Cadi Ayyad of Marrakech,Morocco,"115,156",45.9,1%,51 : 49,
2024,1201–1500,University of Al-Qadisiyah,Iraq,"24,322",16.4,0%,55 : 45,
2024,1201–1500,University of Antioquia,Colombia,"38,087",21.1,0%,51 : 49,
2024,1201–1500,University of Antofagasta,Chile,"8,563",15.9,2%,55 : 45,
2024,1201–1500,University of Babylon,Iraq,"30,973",14.9,0%,59 : 41,
2024,1201–1500,University of Botswana,Botswana,"15,370",21.8,4%,59 : 41,
2024,1201–1500,University of Brasília,Brazil,"46,097",13.6,1%,52 : 48,
2024,1201–1500,University of Burgos,Spain,"7,764",13.5,5%,55 : 45,
2024,1201–1500,University of Carthage,Tunisia,"29,691",10.1,1%,63 : 37,
2024,1201–1500,University of Chester,United Kingdom,"10,860",18.9,17%,68 : 32,
2024,1201–1500,University of Concepción,Chile,"30,174",18.2,2%,53 : 47,
2024,1201–1500,University of Costa Rica,Costa Rica,"34,884",14.8,2%,53 : 47,
2024,1201–1500,University of Diyala,Iraq,"29,461",17.9,0%,54 : 46,
2024,1201–1500,"University of Education, Lahore",Pakistan,"26,664",30.6,0%,53 : 47,
2024,1201–1500,University of Gdańsk,Poland,"18,961",12.0,2%,65 : 35,
2024,1201–1500,University of Guilan,Iran,"19,023",34.3,1%,58 : 42,
2024,1201–1500,University of Hormozgan,Iran,"5,338",24.4,0%,58 : 42,
2024,1201–1500,University of Hradec Králové,Czechia,"6,334",12.8,3%,64 : 36,
2024,1201–1500,University of Ilorin,Nigeria,"52,921",39.2,0%,51 : 49,
2024,1201–1500,University of La Frontera,Chile,"12,157",23.2,1%,51 : 49,
2024,1201–1500,University of La Serena,Chile,"8,170",26.4,1%,51 : 49,
2024,1201–1500,University of Lethbridge,Canada,"7,181",13.4,12%,,
2024,1201–1500,University of Manouba,Tunisia,"17,175",14.5,2%,64 : 36,
2024,1201–1500,University of Maribor,Slovenia,"12,919",14.4,11%,54 : 46,
2024,1201–1500,University of Mauritius,Mauritius,"8,167",22.8,1%,54 : 46,
2024,1201–1500,University of Medicine and Pharmacy of Craiova,Romania,"4,298",9.8,14%,63 : 37,
2024,1201–1500,University of Monastir,Tunisia,"18,846",8.5,2%,69 : 31,
2024,1201–1500,University of Nairobi,Kenya,"52,678",34.5,2%,24 : 76,
2024,1201–1500,University of Namibia,Namibia,"28,916",21.6,3%,63 : 37,
2024,1201–1500,University of Nigeria Nsukka,Nigeria,"43,108",11.7,1%,46 : 54,
2024,1201–1500,University of Oradea,Romania,"15,820",17.5,6%,56 : 44,
2024,1201–1500,University of Pau and Pays de l’Adour,France,"14,105",13.9,15%,53 : 47,
2024,1201–1500,University of Puerto Rico,Puerto Rico,"43,535",15.2,1%,58 : 42,
2024,1201–1500,University of Qom,Iran,"11,828",43.0,33%,44 : 56,
2024,1201–1500,University of Shanghai for Science and Technology,China,"26,472",10.5,2%,43 : 57,
2024,1201–1500,University of Sousse,Tunisia,"25,887",13.7,2%,68 : 32,
2024,1201–1500,University of South China,China,"28,160",7.4,2%,38 : 62,
2024,1201–1500,University of Split,Croatia,"19,354",15.7,2%,58 : 42,
2024,1201–1500,University of Sunderland,United Kingdom,"13,320",16.0,42%,61 : 39,
2024,1201–1500,University of Talca,Chile,"12,510",15.5,0%,48 : 52,
2024,1201–1500,University of Tarapacá,Chile,"10,496",31.8,4%,54 : 46,
2024,1201–1500,University of Technology of Compiègne,France,"4,170",15.6,19%,39 : 61,
2024,1201–1500,University of Texas Rio Grande Valley,United States,"28,703",21.7,2%,61 : 39,
2024,1201–1500,"University of the Andes, Chile",Chile,"9,711",17.9,2%,66 : 34,
2024,1201–1500,University of the Philippines,Philippines,"53,676",11.1,0%,59 : 41,
2024,1201–1500,University of Toyama,Japan,"8,891",10.6,3%,39 : 61,
2024,1201–1500,University of Tunis,Tunisia,"17,124",11.4,2%,70 : 30,
2024,1201–1500,University of Valladolid,Spain,"21,261",10.7,6%,56 : 44,
2024,1201–1500,University of Venda,South Africa,"11,848",29.4,1%,58 : 42,
2024,1201–1500,University of West Bohemia,Czechia,"11,252",14.8,5%,54 : 46,
2024,1201–1500,University of Western Macedonia,Greece,"10,959",46.2,2%,51 : 49,
2024,1201–1500,University of Yamanashi,Japan,"4,616",6.2,5%,30 : 70,
2024,1201–1500,University of Zambia,Zambia,"20,976",24.6,2%,39 : 61,
2024,1201–1500,University of Zanjan,Iran,"9,611",23.5,0%,53 : 47,
2024,1201–1500,University of Zimbabwe,Zimbabwe,"25,108",22.5,0%,42 : 58,
2024,1201–1500,University Rey Juan Carlos,Spain,"42,153",19.4,6%,59 : 41,
2024,1201–1500,Veltech University,India,"9,943",14.4,2%,16 : 84,
2024,1201–1500,"Vietnam National University, Hanoi",Vietnam,"52,005",15.9,1%,63 : 37,
2024,1201–1500,Vilnius Gediminas Technical University (Vilnius Tech),Lithuania,"8,369",12.3,11%,34 : 66,
2024,1201–1500,"Visvesvaraya National Institute of Technology, Nagpur",India,"4,512",15.3,2%,27 : 73,
2024,1201–1500,Volgograd State University,Russian Federation,"6,577",10.5,5%,43 : 57,
2024,1201–1500,VSB - Technical University of Ostrava,Czechia,"11,390",14.7,13%,33 : 67,
2024,1201–1500,Vytautas Magnus University,Lithuania,"8,210",11.2,15%,61 : 39,
2024,1201–1500,Walailak University,Thailand,"8,553",13.6,1%,73 : 27,
2024,1201–1500,Warsaw University of Life Sciences – SGGW,Poland,"15,737",13.4,8%,58 : 42,
2024,1201–1500,Warsaw University of Technology,Poland,"23,167",17.1,7%,32 : 68,
2024,1201–1500,West University of Timişoara,Romania,"15,142",23.9,6%,64 : 36,
2024,1201–1500,Wrocław University of Environmental and Life Sciences,Poland,"7,099",16.7,4%,67 : 33,
2024,1201–1500,Wrocław University of Science and Technology,Poland,"22,772",19.8,4%,35 : 65,
2024,1201–1500,Wuhan Textile University,China,"23,369",15.8,1%,50 : 50,
2024,1201–1500,Xiangtan University,China,"33,943",20.6,0%,50 : 50,
2024,1201–1500,Xuzhou Medical University,China,"14,112",18.6,3%,,
2024,1201–1500,Yamagata University,Japan,"8,657",8.8,2%,34 : 66,
2024,1201–1500,Yamaguchi University,Japan,"10,437",10.9,5%,37 : 63,
2024,1201–1500,Yarmouk University,Jordan,"31,177",28.3,11%,57 : 43,
2024,1201–1500,Yasouj University,Iran,"6,236",25.8,0%,54 : 46,
2024,1201–1500,Yokohama National University,Japan,"9,649",13.4,8%,28 : 72,
2024,1201–1500,Yuan Ze University,Taiwan,"6,852",23.0,8%,44 : 56,
2024,1201–1500,Zanjan University of Medical Sciences,Iran,"5,278",10.9,1%,56 : 44,
2024,1201–1500,Zhejiang Chinese Medical University,China,"18,260",31.0,5%,66 : 34,
2024,1501+,Abdelmalek Essaâdi University,Morocco,"122,962",91.8,1%,52 : 48,
2024,1501+,Acıbadem University,Turkey,"2,547",5.7,3%,73 : 27,
2024,1501+,Adelphi University,United States,"6,582",11.1,7%,70 : 30,
2024,1501+,Afe Babalola University,Nigeria,"9,660",10.7,1%,57 : 43,
2024,1501+,Akita University,Japan,"5,002",10.7,4%,35 : 65,
2024,1501+,Aksaray University,Turkey,"19,511",22.2,8%,49 : 51,
2024,1501+,Alexandru Ioan Cuza University,Romania,"25,443",22.3,8%,56 : 44,
2024,1501+,Altai State University,Russian Federation,"9,271",19.0,27%,56 : 44,
2024,1501+,Alzahra University,Iran,"10,531",28.4,3%,100 : 0,
2024,1501+,Andhra University,India,"10,382",14.8,5%,46 : 54,
2024,1501+,Ankara University,Turkey,"70,464",27.6,6%,53 : 47,
2024,1501+,Ankara Yildirim Beyazit University,Turkey,"21,060",23.3,12%,54 : 46,
2024,1501+,Annamalai University,India,"18,360",13.6,0%,48 : 52,
2024,1501+,Antonio Nariño University,Colombia,"13,691",14.1,2%,55 : 45,
2024,1501+,Aoyama Gakuin University,Japan,"19,692",12.2,3%,49 : 51,
2024,1501+,Arak University,Iran,"7,506",18.7,5%,58 : 42,
2024,1501+,Autonomous University of Baja California,Mexico,"67,944",21.7,3%,54 : 46,
2024,1501+,Badji Mokhtar University – Annaba,Algeria,"38,030",11.9,2%,63 : 37,
2024,1501+,Baku State University,Azerbaijan,"23,684",13.2,2%,66 : 34,
2024,1501+,Başkent University,Turkey,"13,970",13.3,3%,49 : 51,
2024,1501+,Belgorod State National Research University,Russian Federation,"14,066",15.6,20%,60 : 40,
2024,1501+,Benemérita Universidad Autónoma de Puebla,Mexico,"79,695",45.2,1%,52 : 48,
2024,1501+,Bernardo O’Higgins University,Chile,"9,010",18.6,6%,68 : 32,
2024,1501+,Bharath Institute of Higher Education and Research,India,"22,563",14.0,2%,56 : 44,
2024,1501+,Bharati Vidyapeeth University,India,"9,925",7.3,0%,50 : 50,
2024,1501+,Bialystok University of Technology,Poland,"6,471",10.8,3%,36 : 64,
2024,1501+,Bilecik Şeyh Edebali University,Turkey,"10,386",16.3,13%,40 : 60,
2024,1501+,Blida 1 University,Algeria,"29,433",20.4,1%,64 : 36,
2024,1501+,Bolu Abant Izzet Baysal University,Turkey,"23,820",22.1,9%,55 : 45,
2024,1501+,Bozok University,Turkey,"13,417",14.4,5%,51 : 49,
2024,1501+,Burapha University,Thailand,"24,431",17.4,2%,66 : 34,
2024,1501+,Bursa Technical University,Turkey,"8,696",18.5,8%,48 : 52,
2024,1501+,Bursa Uludağ University,Turkey,"41,901",24.2,10%,50 : 50,
2024,1501+,Çankırı Karatekin University,Turkey,"10,567",19.9,20%,53 : 47,
2024,1501+,Catholic University of Brasília,Brazil,"10,064",22.6,0%,53 : 47,
2024,1501+,Catholic University of the North,Chile,"11,528",20.3,3%,46 : 54,
2024,1501+,Ceará State University,Brazil,"16,305",14.7,0%,54 : 46,
2024,1501+,Centro Federal de Educação Tecnológica Celso Suckow da Fonseca (CEFET-RJ),Brazil,"18,816",21.0,0%,38 : 62,
2024,1501+,CES University,Colombia,"6,612",13.6,3%,69 : 31,
2024,1501+,Chaoyang University of Technology,Taiwan,"14,432",37.5,5%,55 : 45,
2024,1501+,Chelyabinsk State University,Russian Federation,"11,226",24.3,2%,62 : 38,
2024,1501+,Chiba Institute of Technology,Japan,"9,979",24.4,2%,15 : 85,
2024,1501+,Chinese Culture University,Taiwan,"23,152",23.5,6%,50 : 50,
2024,1501+,Chubu University,Japan,"8,929",17.1,2%,27 : 73,
2024,1501+,Chuo University,Japan,"26,161",35.6,4%,38 : 62,
2024,1501+,College of Charleston,United States,"9,986",16.3,1%,68 : 32,
2024,1501+,Comillas Pontifical University,Spain,"9,765",21.0,7%,55 : 45,
2024,1501+,Communication University of China,China,"17,316",15.3,3%,70 : 30,
2024,1501+,Cracow University of Technology,Poland,"13,510",12.2,5%,36 : 64,
2024,1501+,Damghan University,Iran,"4,709",15.9,0%,69 : 31,
2024,1501+,De La Salle University,Philippines,"14,905",14.5,3%,50 : 50,
2024,1501+,Dicle University,Turkey,"32,454",17.5,4%,45 : 55,
2024,1501+,Diponegoro University,Indonesia,"35,688",18.0,2%,56 : 44,
2024,1501+,Dokkyo Medical University,Japan,"1,314",1.2,1%,53 : 47,
2024,1501+,Doshisha University,Japan,"27,624",18.6,4%,42 : 58,
2024,1501+,Kütahya Dumlupınar University,Turkey,"44,749",44.4,19%,40 : 60,
2024,1501+,Dunarea de Jos University of Galati,Romania,"12,481",16.0,22%,58 : 42,
2024,1501+,EAFIT University,Colombia,"11,298",18.8,1%,44 : 56,
2024,1501+,El Bosque University,Colombia,"12,702",6.8,2%,62 : 38,
2024,1501+,Erzincan Binali Yıldırım University,Turkey,"24,096",21.9,4%,49 : 51,
2024,1501+,Escuela Politécnica Nacional,Ecuador,"7,458",13.2,1%,28 : 72,
2024,1501+,Eskişehir Osmangazi University,Turkey,"30,301",17.5,7%,45 : 55,
2024,1501+,Federal Rural University of Pernambuco,Brazil,"14,347",12.3,0%,49 : 51,
2024,1501+,"Federal University of Agriculture, Abeokuta",Nigeria,"17,433",26.5,0%,52 : 48,
2024,1501+,Federal University of Itajubá,Brazil,"8,608",17.3,1%,30 : 70,
2024,1501+,Federal University of Mato Grosso do Sul,Brazil,"26,725",15.0,1%,55 : 45,
2024,1501+,Federal University of Pará,Brazil,"46,837",17.7,0%,52 : 48,
2024,1501+,Fluminense Federal University,Brazil,"70,629",20.8,1%,47 : 53,
2024,1501+,Fukuoka University,Japan,"19,536",8.7,1%,40 : 60,
2024,1501+,Gaziantep University,Turkey,"31,977",38.1,12%,47 : 53,
2024,1501+,Georgian Technical University,Georgia,"19,873",15.0,2%,1 : 99,
2024,1501+,German University in Cairo,Egypt,"12,332",12.8,2%,43 : 57,
2024,1501+,Gheorghe Asachi Technical University of Iaşi,Romania,"13,357",20.8,9%,29 : 71,
2024,1501+,GITAM University,India,"23,730",13.9,1%,37 : 63,
2024,1501+,Goa University,India,"2,820",11.8,3%,65 : 35,
2024,1501+,Grigore T. Popa University of Medicine and Pharmacy,Romania,"9,765",10.8,26%,68 : 32,
2024,1501+,Gubkin Russian State University of Oil and Gas,Russian Federation,"9,371",12.2,7%,33 : 67,
2024,1501+,Hanoi University of Science and Technology,Vietnam,"37,891",34.1,0%,20 : 80,
2024,1501+,Hasanuddin University,Indonesia,"38,942",16.6,0%,51 : 49,
2024,1501+,Hassiba Benbouali University of Chlef,Algeria,"30,200",22.0,1%,72 : 28,
2024,1501+,Hellenic Open University,Greece,"19,612",6.8,1%,60 : 40,
2024,1501+,Herzen State Pedagogical University of Russia,Russian Federation,"15,645",15.4,18%,75 : 25,
2024,1501+,Hindustan Institute of Technology and Science,India,"7,325",11.3,1%,47 : 53,
2024,1501+,Hitit University,Turkey,"10,501",22.6,4%,48 : 52,
2024,1501+,Hosei University,Japan,"29,180",37.7,5%,38 : 62,
2024,1501+,Hue University,Vietnam,"48,943",23.0,1%,56 : 44,
2024,1501+,Ibaraki University,Japan,"7,741",14.8,3%,34 : 66,
2024,1501+,Industrial University of Tyumen,Russian Federation,"11,396",11.4,6%,35 : 65,
2024,1501+,Inönü University,Turkey,"36,388",22.2,3%,51 : 49,
2024,1501+,Instituto Politécnico de Viana do Castelo,Portugal,"5,364",19.8,10%,49 : 51,
2024,1501+,Instituto Politécnico Nacional (IPN),Mexico,"141,583",13.0,0%,42 : 58,
2024,1501+,International Hellenic University,Greece,"59,370",38.0,2%,44 : 56,
2024,1501+,Irkutsk National Research Technical University,Russian Federation,"9,732",10.6,13%,38 : 62,
2024,1501+,Irkutsk State University,Russian Federation,"13,496",14.2,4%,68 : 32,
2024,1501+,Islamic University of Indonesia,Indonesia,"22,998",26.5,4%,48 : 52,
2024,1501+,Istanbul Aydın University,Turkey,"28,851",26.3,13%,51 : 49,
2024,1501+,Istanbul Medipol University,Turkey,"26,110",20.0,16%,65 : 35,
2024,1501+,Ivane Javakhishvili Tbilisi State University,Georgia,"23,278",30.6,3%,61 : 39,
2024,1501+,Ivan Franko National University of Lviv,Ukraine,"19,799",10.7,2%,63 : 37,
2024,1501+,Ivanovo State University of Chemistry and Technology,Russian Federation,"3,652",16.8,6%,44 : 56,
2024,1501+,Iwate University,Japan,"5,316",13.6,3%,37 : 63,
2024,1501+,Izmir University of Economics,Turkey,"6,750",14.7,2%,54 : 46,
2024,1501+,Jan Evangelista Purkyně University,Czechia,"7,887",17.7,3%,66 : 34,
2024,1501+,Jan Kochanowski University in Kielce,Poland,"10,010",11.2,3%,72 : 28,
2024,1501+,Jean Moulin University – Lyon 3,France,"27,655",39.0,18%,66 : 34,
2024,1501+,Jember University,Indonesia,"36,654",30.2,0%,66 : 34,
2024,1501+,Jianghan University,China,"20,774",15.1,1%,56 : 44,
2024,1501+,Kanagawa University,Japan,"17,730",14.5,4%,30 : 70,
2024,1501+,Kanazawa Medical University,Japan,"1,063",2.1,1%,55 : 45,
2024,1501+,Kansai University,Japan,"30,026",12.3,4%,41 : 59,
2024,1501+,Karadeniz Technical University,Turkey,"30,690",14.0,5%,44 : 56,
2024,1501+,Kasetsart University,Thailand,"70,633",18.7,1%,62 : 38,
2024,1501+,Kastamonu University,Turkey,"18,233",36.8,12%,43 : 57,
2024,1501+,Kazan National Research Technical University,Russian Federation,"7,516",16.7,12%,26 : 74,
2024,1501+,Kazan National Research Technological University,Russian Federation,"13,088",11.6,16%,40 : 60,
2024,1501+,Kazan State Medical University,Russian Federation,"5,891",10.7,31%,63 : 37,
2024,1501+,Kemerovo State University,Russian Federation,"14,842",18.5,7%,63 : 37,
2024,1501+,Kharkiv National University of Radio Electronics,Ukraine,"7,744",10.8,11%,26 : 74,
2024,1501+,KMITL – King Mongkut’s Institute of Technology Ladkrabang,Thailand,"25,482",23.0,1%,52 : 48,
2024,1501+,Kirikkale University,Turkey,"27,869",47.7,1%,49 : 51,
2024,1501+,Kırşehir Ahi Evran University,Turkey,"12,506",24.6,17%,50 : 50,
2024,1501+,Kocaeli University,Turkey,"66,547",47.2,2%,41 : 59,
2024,1501+,Kochi University,Japan,"5,459",8.3,1%,44 : 56,
2024,1501+,Kochi University of Technology,Japan,"2,579",20.3,2%,25 : 75,
2024,1501+,Kogakuin University,Japan,"6,553",18.3,2%,18 : 82,
2024,1501+,Kookmin University,South Korea,"17,514",11.6,11%,50 : 50,
2024,1501+,Kwansei Gakuin University,Japan,"25,232",24.7,4%,49 : 51,
2024,1501+,Kyoto Sangyo University,Japan,"12,551",21.9,2%,34 : 66,
2024,1501+,Ladoke Akintola University of Technology,Nigeria,"28,289",53.1,0%,49 : 51,
2024,1501+,Lagos State University,Nigeria,"28,722",35.6,0%,45 : 55,
2024,1501+,Lahore College for Women University (LCWU),Pakistan,"11,857",21.3,0%,100 : 0,
2024,1501+,Latvia University of Life Sciences and Technologies,Latvia,"3,991",21.3,4%,50 : 50,
2024,1501+,L.N. Gumilyov Eurasian National University,Kazakhstan,"19,632",13.5,4%,60 : 40,
2024,1501+,Lobachevsky State University of Nizhni Novgorod,Russian Federation,"19,457",10.6,12%,51 : 49,
2024,1501+,Londrina State University,Brazil,"21,220",10.9,1%,59 : 41,
2024,1501+,Lucian Blaga University of Sibiu,Romania,"13,369",16.5,3%,59 : 41,
2024,1501+,Mackenzie Presbyterian University,Brazil,"27,487",28.1,0%,51 : 49,
2024,1501+,Mahasarakham University,Thailand,"37,679",30.2,2%,66 : 34,
2024,1501+,Manisa Celal Bayar University,Turkey,"28,224",17.9,3%,48 : 52,
2024,1501+,Mapúa University,Philippines,"9,427",32.3,1%,37 : 63,
2024,1501+,Maria Curie-Skłodowska University (UMCS),Poland,"16,937",11.7,9%,68 : 32,
2024,1501+,Marmara University,Turkey,"62,991",30.6,5%,51 : 49,
2024,1501+,Matej Bel University,Slovakia,"6,834",14.2,10%,67 : 33,
2024,1501+,Meiji University,Japan,"32,810",34.0,5%,35 : 65,
2024,1501+,Meijo University,Japan,"15,000",30.7,1%,34 : 66,
2024,1501+,Mendeleev University of Chemical Technology,Russian Federation,"7,338",14.9,6%,56 : 44,
2024,1501+,M’Hamed Bougara University of Boumerdès,Algeria,"32,215",22.6,1%,59 : 41,
2024,1501+,Middle Technical University,Iraq,"45,510",33.6,0%,42 : 58,
2024,1501+,Ming Chuan University,Taiwan,"18,146",21.6,11%,61 : 39,
2024,1501+,MIREA - Russian Technological University,Russian Federation,"26,765",21.5,5%,26 : 74,
2024,1501+,Moscow Polytechnic University,Russian Federation,"10,148",16.0,13%,39 : 61,
2024,1501+,Moscow State University of Civil Engineering,Russian Federation,"12,468",13.3,7%,,
2024,1501+,Moulay Ismail University,Morocco,"80,390",71.0,0%,54 : 46,
2024,1501+,Muroran Institute of Technology,Japan,"3,364",20.5,6%,14 : 86,
2024,1501+,Mustansiriyah University,Iraq,"30,964",6.5,1%,52 : 48,
2024,1501+,Nara Women’s University,Japan,"2,592",8.7,5%,100 : 0,
2024,1501+,Naresuan University,Thailand,"27,234",18.3,1%,68 : 32,
2024,1501+,National Chiayi University,Taiwan,"11,251",22.5,3%,49 : 51,
2024,1501+,National Chi Nan University,Taiwan,"5,853",14.7,9%,53 : 47,
2024,1501+,National Formosa University,Taiwan,"11,134",19.5,1%,22 : 78,
2024,1501+,National Ilan University,Taiwan,"5,637",23.8,2%,36 : 64,
2024,1501+,National Research Saratov State University,Russian Federation,"9,664",9.3,11%,58 : 42,
2024,1501+,National Taichung University of Science and Technology,Taiwan,"16,191",12.3,1%,69 : 31,
2024,1501+,National Taipei University,Taiwan,"8,386",15.7,6%,55 : 45,
2024,1501+,National Technical University Kharkiv Polytechnic Institute,Ukraine,"11,055",7.9,14%,31 : 69,
2024,1501+,National Technical University of Ukraine – Igor Sikorsky Kyiv Polytechnic Institute,Ukraine,"21,170",8.0,3%,30 : 70,
2024,1501+,National United University,Taiwan,"7,415",20.6,1%,32 : 68,
2024,1501+,National University of Córdoba,Argentina,"174,780",16.9,1%,65 : 35,
2024,1501+,National University of Costa Rica,Costa Rica,"20,913",11.0,3%,56 : 44,
2024,1501+,National University of Kaohsiung,Taiwan,"5,916",25.0,4%,41 : 59,
2024,1501+,National University of Life and Environmental Sciences of Ukraine,Ukraine,"17,628",15.2,1%,45 : 55,
2024,1501+,National University of Medical Sciences (NUMS),Pakistan,"8,693",4.6,3%,57 : 43,
2024,1501+,National University of San Martín,Argentina,"16,591",16.3,5%,60 : 40,
2024,1501+,NED University of Engineering and Technology,Pakistan,"12,878",24.0,0%,37 : 63,
2024,1501+,Niğde Ömer Halisdemir University,Turkey,"14,088",20.1,5%,80 : 20,
2024,1501+,Nizhny Novgorod State Technical University n.a. R.E. Alekseev,Russian Federation,"7,931",14.7,4%,25 : 75,
2024,1501+,Nnamdi Azikiwe University,Nigeria,"33,856",15.9,0%,46 : 54,
2024,1501+,North-Caucasus Federal University,Russian Federation,"18,917",8.0,11%,51 : 49,
2024,1501+,North-Eastern Federal University,Russian Federation,"12,179",12.2,4%,55 : 45,
2024,1501+,Northern (Arctic) Federal University named after M.V. Lomonosov,Russian Federation,"8,341",14.9,9%,48 : 52,
2024,1501+,North-Western State Medical University named after I.I. Mechnikov,Russian Federation,"6,539",5.4,11%,68 : 32,
2024,1501+,Nosov Magnitogorsk State Technical University,Russian Federation,"7,523",13.4,4%,49 : 51,
2024,1501+,Novosibirsk State Technical University,Russian Federation,"12,615",14.6,17%,40 : 60,
2024,1501+,Nueva Granada Military University,Colombia,"18,426",9.7,0%,46 : 54,
