institution_id,display_name,country_code,type,homepage_url,works_count,cited_by_count,h_index,i10_index,2yr_mean_citedness
https://openalex.org/I4210108322,National Institute for Fusion Science,JP,facility,https://www.nifs.ac.jp,38944062,2343838,194,18728,2.8393307939649275e-05
https://openalex.org/I1294671590,Centre National de la Recherche Scientifique,FR,government,https://www.cnrs.fr,1545999,173200116,2458,2364250,2.3674070174988127
https://openalex.org/I19820366,Chinese Academy of Sciences,CN,government,https://www.cas.cn,996641,113024793,1645,1785328,6.638109927313512
https://openalex.org/I27837315,University of Michigan,US,education,https://www.umich.edu,981893,66128411,2076,677142,3.557036768277339
https://openalex.org/I142606810,Pacific Northwest National Laboratory,US,facility,http://www.pnnl.gov/,823042,7705351,839,86702,0.08438209773411455
https://openalex.org/I2801280572,Environmental Molecular Sciences Laboratory,US,facility,https://www.emsl.pnnl.gov,729918,1324530,390,12331,0.00403437974382661
https://openalex.org/I136199984,Harvard University,US,education,https://www.harvard.edu,703929,143388457,2765,1098649,7.1158160296824775
https://openalex.org/I40120149,University of Oxford,GB,education,https://www.ox.ac.uk,592451,63042910,2066,562816,4.606784004696531
https://openalex.org/I7935750,Leibniz Institute DSMZ – German Collection of Microorganisms and Cell Cultures,DE,facility,https://www.dsmz.de/,590622,487834,254,6190,0.005487471379622828
https://openalex.org/I45129253,University College London,GB,education,http://www.ucl.ac.uk/,581413,65385321,2063,668977,5.120280275736858
https://openalex.org/I185261750,University of Toronto,CA,education,https://www.utoronto.ca,553329,58350619,1775,652114,4.316289499811702
https://openalex.org/I97018004,Stanford University,US,education,https://www.stanford.edu,527606,86960729,2481,662257,6.28423287335674
https://openalex.org/I201448701,University of Washington,US,education,https://www.washington.edu,521430,94374146,3582,600598,46.65423234259233
https://openalex.org/I74801974,The University of Tokyo,JP,education,https://www.u-tokyo.ac.jp,507143,46546411,1386,642750,3.9725256200161523
https://openalex.org/I145311948,Johns Hopkins University,US,education,https://www.jhu.edu/,497610,76426091,2256,706012,4.096141475593933
https://openalex.org/I154526488,Inserm,FR,government,https://www.inserm.fr,485399,76025145,1930,893237,2.888657330659888
https://openalex.org/I17974374,Universidade de São Paulo,BR,education,https://www5.usp.br,472874,22661965,867,445748,1.9853225977609168
https://openalex.org/I205783295,Cornell University,US,education,https://www.cornell.edu,472350,56348399,1848,556824,4.920454038292744
https://openalex.org/I95457486,"University of California, Berkeley",US,education,https://www.berkeley.edu,449491,56011074,1867,491425,3.8155357936860828
https://openalex.org/I241749,University of Cambridge,GB,education,https://www.cam.ac.uk,447473,53437749,1816,485632,6.074787072686967
https://openalex.org/I161318765,"University of California, Los Angeles",US,education,https://www.ucla.edu,414727,51628141,1634,519836,4.148132214813222
https://openalex.org/I32971472,Yale University,US,education,https://www.yale.edu,410857,51694516,1798,472706,2.513079864893816
https://openalex.org/I39804081,Sorbonne Université,FR,education,https://www.sorbonne-universite.fr,394442,36533602,1479,453234,3.9416557925791444
https://openalex.org/I20231570,Peking University,CN,education,https://www.pku.edu.cn,392552,32086769,1121,491481,5.037659294816847
https://openalex.org/I78577930,Columbia University,US,education,https://www.columbia.edu,387222,47231389,1722,438950,4.715441200945312
https://openalex.org/I47508984,Imperial College London,GB,education,https://www.imperial.ac.uk,386245,41838674,1546,457309,6.4199059077587535
https://openalex.org/I4210165038,University of Chinese Academy of Sciences,CN,education,https://www.ucas.ac.cn,383118,30218138,902,537951,5.882059703585956
https://openalex.org/I79576946,University of Pennsylvania,US,education,https://www.upenn.edu,380509,54637793,1742,534391,5.971221391343757
https://openalex.org/I189158943,University of Milan,IT,education,https://www.unimi.it,378163,18465514,940,279400,0.3452763361619276
https://openalex.org/I99065089,Tsinghua University,CN,education,https://www.tsinghua.edu.cn,375104,33185852,1179,468841,6.619922573634285
https://openalex.org/I141945490,University of British Columbia,CA,education,https://www.ubc.ca/,374459,32256111,1331,389625,3.0999825772934617
https://openalex.org/I135310074,University of Wisconsin–Madison,US,education,http://www.wisc.edu/,374247,43115071,1424,501104,3.7267500359350296
https://openalex.org/I52357470,The Ohio State University,US,education,http://www.osu.edu/,371316,29028052,1186,378640,3.332647899714097
https://openalex.org/I76130692,Zhejiang University,CN,education,https://www.zju.edu.cn,369452,29344347,938,519044,5.607983945749658
https://openalex.org/I183067930,Shanghai Jiao Tong University,CN,education,https://www.sjtu.edu.cn,365625,27941493,875,520946,5.624190345886239
https://openalex.org/I33213144,University of Florida,US,education,https://www.ufl.edu,361281,30523825,1249,412132,3.025454392460451
https://openalex.org/I204730241,Université Paris Cité,FR,education,https://u-paris.fr/en,358351,40134665,1662,459413,4.992766413724843
https://openalex.org/I22299242,Kyoto University,JP,education,http://www.kyoto-u.ac.jp/en,358145,30116341,1118,448029,2.9478087246625893
https://openalex.org/I36258959,University of California San Diego,US,education,https://ucsd.edu,355147,50432570,1737,461030,3.9746996527403318
https://openalex.org/I86519309,The University of Texas at Austin,US,education,http://www.utexas.edu/,354748,23765819,1197,280626,0.7743900772330933
https://openalex.org/I114027177,University of North Carolina at Chapel Hill,US,education,https://www.unc.edu,354073,34709546,1593,345636,2.1705006952188217
https://openalex.org/I63966007,Massachusetts Institute of Technology,US,education,https://web.mit.edu,347218,64441466,2256,474947,6.9466542180385735
https://openalex.org/I165779595,The University of Melbourne,AU,education,https://www.unimelb.edu.au,344500,30642757,1270,385081,3.9862611363117186
https://openalex.org/I130238516,University of Minnesota,US,education,https://twin-cities.umn.edu,336719,36710115,1398,431761,3.875155251619854
https://openalex.org/I130769515,Pennsylvania State University,US,education,https://www.psu.edu,334490,27434142,1261,325857,4.014123841801335
https://openalex.org/I129604602,The University of Sydney,AU,education,https://www.sydney.edu.au,333949,26807898,1274,355890,4.702846056806453
https://openalex.org/I157725225,University of Illinois Urbana-Champaign,US,education,https://illinois.edu,331798,32312921,1387,379142,3.6215563010116485
https://openalex.org/I157614274,University of Cape Town,ZA,education,https://uct.ac.za,324989,7514070,699,105470,0.804553038285915
https://openalex.org/I223822909,Heidelberg University,DE,education,https://www.uni-heidelberg.de,318075,42468554,1597,478129,4.095009494872769
https://openalex.org/I28407311,University of Manchester,GB,education,http://www.manchester.ac.uk/,313897,28773519,1236,352221,3.751138477985999
https://openalex.org/I99464096,KU Leuven,BE,education,https://www.kuleuven.be,308559,28927546,1306,376155,3.7170103142611337
https://openalex.org/I40347166,University of Chicago,US,education,https://www.uchicago.edu,308413,34484422,1629,320948,4.216582867999722
https://openalex.org/I157773358,Sun Yat-sen University,CN,education,https://www.sysu.edu.cn,302536,25150318,916,460047,4.709125744646594
https://openalex.org/I84218800,"University of California, Davis",US,education,https://www.ucdavis.edu,299533,29549711,1210,376674,3.2667716202092896
https://openalex.org/I180670191,"University of California, San Francisco",US,education,https://www.ucsf.edu/,297775,49035608,1697,439316,4.881135998736609
https://openalex.org/I170201317,University of Pittsburgh,US,education,http://www.pitt.edu/,296545,33840573,1330,385502,3.664901568586167
https://openalex.org/I5023651,McGill University,CA,education,https://www.mcgill.ca,295251,27269662,1223,330419,3.858741526284956
https://openalex.org/I98285908,The University of Osaka,JP,education,https://www.osaka-u.ac.jp,288983,25612574,1096,404594,3.131178361331797
https://openalex.org/I124055696,University of Copenhagen,DK,education,https://www.ku.dk,287202,27069231,1230,327264,4.108249612174042
https://openalex.org/I219193219,Purdue University West Lafayette,US,education,http://www.purdue.edu/,285742,20394143,944,286817,2.9577630228618768
https://openalex.org/I56590836,Monash University,AU,education,https://www.monash.edu,282773,21531794,1081,283710,4.429333061353163
https://openalex.org/I98677209,University of Edinburgh,GB,education,https://www.ed.ac.uk,281102,26004770,1329,280949,3.962670384138786
https://openalex.org/I165932596,National University of Singapore,SG,education,http://www.nus.edu.sg/,278772,24872429,1087,323280,6.386882337698578
https://openalex.org/I201537933,Tohoku University,JP,education,http://www.tohoku.ac.jp/en/,278272,18825026,866,340574,3.0149867589839183
https://openalex.org/I165143802,The University of Queensland,AU,education,https://www.uq.edu.au,277293,27301385,1462,310267,4.524712405951995
https://openalex.org/I57206974,New York University,US,education,https://www.nyu.edu,276437,26737948,1376,269093,3.7904124321776855
https://openalex.org/I8204097,Ludwig-Maximilians-Universität München,DE,education,https://www.lmu.de,276198,28837512,1137,350464,3.65027442952191
https://openalex.org/I1174212,University of Southern California,US,education,https://usc.edu,273974,27786553,1458,305815,3.6892671471813876
https://openalex.org/I1299303238,National Institutes of Health,US,government,https://www.nih.gov,273352,69130976,2402,526323,6.501550375142586
https://openalex.org/I149899117,Max Planck Society,DE,nonprofit,http://www.mpg.de/en,273020,20905601,1147,212158,0.6777373737373737
https://openalex.org/I31746571,UNSW Sydney,AU,education,https://www.unsw.edu.au/,272806,19982136,1039,278500,5.078190385563441
https://openalex.org/I170897317,Duke University,US,education,https://duke.edu,269173,29771316,1407,305634,3.535166137973021
https://openalex.org/I2801851002,Harvard University Press,US,other,http://www.hup.harvard.edu/,268843,15997362,1332,103556,1.2873964582485526
https://openalex.org/I60134161,Nagoya University,JP,education,http://en.nagoya-u.ac.jp/,267875,14901915,748,257971,1.316438744922755
https://openalex.org/I157674565,University of Liège,BE,education,https://www.uliege.be,266307,8115420,870,117003,1.9570575591115358
https://openalex.org/I47720641,Huazhong University of Science and Technology,CN,education,http://english.hust.edu.cn/,264715,23647937,899,412331,5.471376386285193
https://openalex.org/I154425047,University of Alberta,CA,education,https://www.ualberta.ca,264682,20969865,1069,295381,3.6492327176212225
https://openalex.org/I24185976,Sichuan University,CN,education,https://scu.edu.cn,263255,19824305,708,407534,5.269051854634653
https://openalex.org/I111979921,Northwestern University,US,education,http://www.northwestern.edu/,260825,35667186,1443,372997,5.497181585474223
https://openalex.org/I138006243,University of Arizona,US,education,http://www.arizona.edu/,260113,22867374,1266,267704,3.8336094179706977
https://openalex.org/I183935753,King's College London,GB,education,http://www.kcl.ac.uk/index.aspx,259651,22687464,1239,244399,3.7416114790286974
https://openalex.org/I93860229,Politecnico di Milano,IT,education,https://polimi.it,255836,5760581,529,108003,0.4925941775353525
https://openalex.org/I204465549,Washington University in St. Louis,US,education,http://wustl.edu/,255024,40269612,1852,322523,4.249091513175655
https://openalex.org/I205349734,Hokkaido University,JP,education,https://www.global.hokudai.ac.jp/,254582,11675144,648,223678,0.9635403943465364
https://openalex.org/I139660479,Central South University,CN,education,https://www.csu.edu.cn,254071,18669878,714,383190,5.598962804005723
https://openalex.org/I102322142,"Rutgers, The State University of New Jersey",US,education,http://www.rutgers.edu,251424,21437014,1132,271717,3.565992376674522
https://openalex.org/I861853513,Sapienza University of Rome,IT,education,https://www.uniroma1.it,251208,20359965,1086,313002,3.5254654666254637
https://openalex.org/I4210087915,Massachusetts General Hospital,US,healthcare,http://www.massgeneral.org/,249737,48818087,1957,387478,5.39802317718224
https://openalex.org/I8961855,Universidad Nacional Autónoma de México,MX,education,http://www.unam.mx,249519,9050085,641,164950,2.0356536709849937
https://openalex.org/I87216513,Michigan State University,US,education,https://msu.edu/,247714,19897560,1065,256651,2.602062909320746
https://openalex.org/I35440088,ETH Zurich,CH,education,https://ethz.ch,246202,26802628,1166,316324,3.5759579560314836
https://openalex.org/I91045830,Texas A&M University,US,education,https://www.tamu.edu/,244348,18724475,1037,271469,3.3650955126031423
https://openalex.org/I122411786,California Institute of Technology,US,education,https://www.caltech.edu,244040,36718694,1855,255048,7.94445738540777
https://openalex.org/I139264467,Seoul National University,KR,education,https://www.snu.ac.kr,243430,21307038,969,356343,3.7191466378611935
https://openalex.org/I66946132,"University of Maryland, College Park",US,education,https://umd.edu,241559,24109012,1343,253516,3.9710311119466115
https://openalex.org/I24943067,Fudan University,CN,education,https://fudan.edu.cn,241483,20078408,855,345512,5.087957851050868
https://openalex.org/I887064364,University of Amsterdam,NL,education,https://www.uva.nl,236693,25441988,1153,312393,3.7451618964113482
https://openalex.org/I193662353,Utrecht University,NL,education,https://www.uu.nl,236250,20364458,1087,253348,4.1184372708408095
https://openalex.org/I187531555,Lund University,SE,education,https://www.lu.se,234714,22145868,1075,303166,3.302655536569652
https://openalex.org/I28166907,Karolinska Institutet,SE,education,https://ki.se,233976,30362817,1447,353630,3.768471232651044
https://openalex.org/I889458895,University of Hong Kong,HK,education,https://www.hku.hk,229828,21943739,1164,272829,4.943056048244058
https://openalex.org/I1313323035,Russian Academy of Sciences,RU,government,http://www.ras.ru/,229065,6336353,497,149415,1.460079746318797
https://openalex.org/I135598925,Kyushu University,JP,education,http://www.kyushu-u.ac.jp/english/,227866,14249676,700,264084,2.5457717228775545
https://openalex.org/I150468666,Emory University,US,education,https://www.emory.edu,227499,23504342,1193,263216,3.108081791626095
https://openalex.org/I62916508,Technical University of Munich,DE,education,https://www.tum.de,226541,18676918,1018,260022,3.840426795470742
https://openalex.org/I37461747,Wuhan University,CN,education,https://www.whu.edu.cn,226092,17115018,865,296079,4.978370288184271
https://openalex.org/I204337017,Aarhus University,DK,education,https://www.au.dk,224529,12768115,860,177223,3.210244298472212
https://openalex.org/I159176309,Universität Hamburg,DE,education,http://www.uni-hamburg.de,224311,20306796,1030,276551,3.6162264150943395
